year,classe_eta,sex_label,obs_value
2018,àYà1à5à-à2à9à,àmàaàlàeà,299.7316
2018,àYà1à5à-à2à9à,àtàoàtàaàlà,518.6873478260869
2019,àYà1à5à-à2à9à,àfàeàmàaàlàeà,336.50408571428574
2019,àYà1à5à-à2à9à,àmàaàlàeà,283.6277285714286
2019,àYà1à5à-à2à9à,àtàoàtàaàlà,493.8208695652174
2020,àYà1à5à-à2à9à,àfàeàmàaàlàeà,358.3803571428571
2020,àYà1à5à-à2à9à,àmàaàlàeà,306.0366
2020,àYà1à5à-à2à9à,àtàoàtàaàlà,528.6176304347827
2010,àYà1à5à-à3à4à,àfàeàmàaàlàeà,610.8650714285715
2010,àYà1à5à-à3à4à,àmàaàlàeà,369.2533714285714
2010,àYà1à5à-à3à4à,àtàoàtàaàlà,780.0606739130434
2011,àYà1à5à-à3à4à,àfàeàmàaàlàeà,605.8137714285714
2011,àYà1à5à-à3à4à,àmàaàlàeà,376.7942142857143
2011,àYà1à5à-à3à4à,àtàoàtàaàlà,782.040206521739
2012,àYà1à5à-à3à4à,àfàeàmàaàlàeà,597.6865428571429
2012,àYà1à5à-à3à4à,àmàaàlàeà,402.85202857142855
2012,àYà1à5à-à3à4à,àtàoàtàaàlà,796.86225
2013,àYà1à5à-à3à4à,àfàeàmàaàlàeà,626.2362999999999
2013,àYà1à5à-à3à4à,àmàaàlàeà,459.2467714285714
2013,àYà1à5à-à3à4à,àtàoàtàaàlà,864.5868804347826
2014,àYà1à5à-à3à4à,àfàeàmàaàlàeà,615.0030714285714
2014,àYà1à5à-à3à4à,àmàaàlàeà,459.7060285714285
2014,àYà1à5à-à3à4à,àtàoàtàaàlà,856.2530217391305
2015,àYà1à5à-à3à4à,àfàeàmàaàlàeà,607.0936571428571
2015,àYà1à5à-à3à4à,àmàaàlàeà,445.7176285714286
2015,àYà1à5à-à3à4à,àtàoàtàaàlà,838.5837826086956
2016,àYà1à5à-à3à4à,àfàeàmàaàlàeà,587.5173285714286
2016,àYà1à5à-à3à4à,àmàaàlàeà,419.0998142857143
2016,àYà1à5à-à3à4à,àtàoàtàaàlà,801.8613260869565
2017,àYà1à5à-à3à4à,àfàeàmàaàlàeà,572.4125571428572
2017,àYà1à5à-à3à4à,àmàaàlàeà,409.1498
2017,àYà1à5à-à3à4à,àtàoàtàaàlà,781.831054347826
2018,àYà1à5à-à3à4à,àfàeàmàaàlàeà,555.9743857142857
2018,àYà1à5à-à3à4à,àmàaàlàeà,395.79852857142856
2018,àYà1à5à-à3à4à,àtàoàtàaàlà,757.9660978260869
2019,àYà1à5à-à3à4à,àfàeàmàaàlàeà,535.4045714285714
2019,àYà1à5à-à3à4à,àmàaàlàeà,377.3897142857143
2019,àYà1à5à-à3à4à,àtàoàtàaàlà,726.781597826087
2020,àYà1à5à-à3à4à,àfàeàmàaàlàeà,572.1739285714286
2020,àYà1à5à-à3à4à,àmàaàlàeà,405.7007
2020,àYà1à5à-à3à4à,àtàoàtàaàlà,777.9392717391304
2010,àYà1à8à-à2à9à,àfàeàmàaàlàeà,346.1108571428572
2010,àYà1à8à-à2à9à,àmàaàlàeà,256.3053142857143
2010,àYà1à8à-à2à9à,àtàoàtàaàlà,479.6480760869565
2011,àYà1à8à-à2à9à,àfàeàmàaàlàeà,348.05872857142856
2011,àYà1à8à-à2à9à,àmàaàlàeà,268.0629714285714
2011,àYà1à8à-à2à9à,àtàoàtàaàlà,490.58709782608696
2012,àYà1à8à-à2à9à,àfàeàmàaàlàeà,355.09495714285714
2012,àYà1à8à-à2à9à,àmàaàlàeà,285.7960857142857
2012,àYà1à8à-à2à9à,àtàoàtàaàlà,510.6709565217392
2013,àYà1à8à-à2à9à,àfàeàmàaàlàeà,380.7702142857143
2013,àYà1à8à-à2à9à,àmàaàlàeà,329.5567142857143
2013,àYà1à8à-à2à9à,àtàoàtàaàlà,565.9638043478261
2014,àYà1à8à-à2à9à,àfàeàmàaàlàeà,376.72408571428576
2014,àYà1à8à-à2à9à,àmàaàlàeà,329.01112857142857
2014,àYà1à8à-à2à9à,àtàoàtàaàlà,562.5225652173913
2015,àYà1à8à-à2à9à,àfàeàmàaàlàeà,369.1934428571429
2015,àYà1à8à-à2à9à,àmàaàlàeà,318.90265714285715
2015,àYà1à8à-à2à9à,àtàoàtàaàlà,548.3046086956522
2016,àYà1à8à-à2à9à,àfàeàmàaàlàeà,353.18017142857144
2016,àYà1à8à-à2à9à,àmàaàlàeà,292.5699714285714
2016,àYà1à8à-à2à9à,àtàoàtàaàlà,514.692804347826
2017,àYà1à8à-à2à9à,àfàeàmàaàlàeà,342.5763285714286
2017,àYà1à8à-à2à9à,àmàaàlàeà,290.92591428571427
2017,àYà1à8à-à2à9à,àtàoàtàaàlà,504.8380652173913
2018,àYà1à8à-à2à9à,àfàeàmàaàlàeà,335.7229142857143
2018,àYà1à8à-à2à9à,àmàaàlàeà,281.9278142857143
2018,àYà1à8à-à2à9à,àtàoàtàaàlà,492.0930326086957
2019,àYà1à8à-à2à9à,àfàeàmàaàlàeà,321.5202571428572
2019,àYà1à8à-à2à9à,àmàaàlàeà,264.1596571428572
2019,àYà1à8à-à2à9à,àtàoàtàaàlà,466.4960652173913
2020,àYà1à8à-à2à9à,àfàeàmàaàlàeà,343.562
2020,àYà1à8à-à2à9à,àmàaàlàeà,290.6000142857143
2020,àYà1à8à-à2à9à,àtàoàtàaàlà,504.65156521739135
2010,àYà2à0à-à2à4à,àfàeàmàaàlàeà,154.09496875
2010,àYà2à0à-à2à4à,àmàaàlàeà,150.29121874999998
2010,àYà2à0à-à2à4à,àtàoàtàaàlà,304.38584375
2011,àYà2à0à-à2à4à,àfàeàmàaàlàeà,164.4256875
2011,àYà2à0à-à2à4à,àmàaàlàeà,158.48859375
2011,àYà2à0à-à2à4à,àtàoàtàaàlà,322.91428125
2012,àYà2à0à-à2à4à,àfàeàmàaàlàeà,178.46809375
2012,àYà2à0à-à2à4à,àmàaàlàeà,175.15828125
2012,àYà2à0à-à2à4à,àtàoàtàaàlà,353.62646875
2013,àYà2à0à-à2à4à,àfàeàmàaàlàeà,189.08903125
2013,àYà2à0à-à2à4à,àmàaàlàeà,199.59690625
2013,àYà2à0à-à2à4à,àtàoàtàaàlà,388.68596875
2014,àYà2à0à-à2à4à,àfàeàmàaàlàeà,186.7155625
2014,àYà2à0à-à2à4à,àmàaàlàeà,200.11759375
2014,àYà2à0à-à2à4à,àtàoàtàaàlà,386.83296875
2015,àYà2à0à-à2à4à,àfàeàmàaàlàeà,181.2663125
2015,àYà2à0à-à2à4à,àmàaàlàeà,190.98346875
2015,àYà2à0à-à2à4à,àtàoàtàaàlà,372.24965625
2016,àYà2à0à-à2à4à,àfàeàmàaàlàeà,167.6685625
2016,àYà2à0à-à2à4à,àmàaàlàeà,172.90209375
2016,àYà2à0à-à2à4à,àtàoàtàaàlà,340.57059375
2017,àYà2à0à-à2à4à,àfàeàmàaàlàeà,157.01621875
2017,àYà2à0à-à2à4à,àmàaàlàeà,166.64134375
2017,àYà2à0à-à2à4à,àtàoàtàaàlà,323.6575
2018,àYà2à0à-à2à4à,àfàeàmàaàlàeà,156.062875
2018,àYà2à0à-à2à4à,àmàaàlàeà,157.0744375
2018,àYà2à0à-à2à4à,àtàoàtàaàlà,313.1373125
2019,àYà2à0à-à2à4à,àfàeàmàaàlàeà,144.12534375
2019,àYà2à0à-à2à4à,àmàaàlàeà,147.3324375
2019,àYà2à0à-à2à4à,àtàoàtàaàlà,291.45778125
2020,àYà2à0à-à2à4à,àfàeàmàaàlàeà,151.727125
2020,àYà2à0à-à2à4à,àmàaàlàeà,159.423375
2020,àYà2à0à-à2à4à,àtàoàtàaàlà,311.1505625
2010,àYà2à5à-à2à9à,àfàeàmàaàlàeà,227.70953125
2010,àYà2à5à-à2à9à,àmàaàlàeà,127.98709375
2010,àYà2à5à-à2à9à,àtàoàtàaàlà,355.69659375
2011,àYà2à5à-à2à9à,àfàeàmàaàlàeà,222.02428125
2011,àYà2à5à-à2à9à,àmàaàlàeà,133.0798125
2011,àYà2à5à-à2à9à,àtàoàtàaàlà,355.1043125
2012,àYà2à5à-à2à9à,àfàeàmàaàlàeà,222.8184375
2012,àYà2à5à-à2à9à,àmàaàlàeà,143.59603125
2012,àYà2à5à-à2à9à,àtàoàtàaàlà,366.41446875
2013,àYà2à5à-à2à9à,àfàeàmàaàlàeà,246.5570625
2013,àYà2à5à-à2à9à,àmàaàlàeà,173.5345
2013,àYà2à5à-à2à9à,àtàoàtàaàlà,420.09153125
2014,àYà2à5à-à2à9à,àfàeàmàaàlàeà,247.64309375
2014,àYà2à5à-à2à9à,àmàaàlàeà,179.02790625
2014,àYà2à5à-à2à9à,àtàoàtàaàlà,426.6710625
2015,àYà2à5à-à2à9à,àfàeàmàaàlàeà,243.66415625
2015,àYà2à5à-à2à9à,àmàaàlàeà,178.13053125
2015,àYà2à5à-à2à9à,àtàoàtàaàlà,421.79471875
2016,àYà2à5à-à2à9à,àfàeàmàaàlàeà,240.81878125
2016,àYà2à5à-à2à9à,àmàaàlàeà,164.66896875
2016,àYà2à5à-à2à9à,àtàoàtàaàlà,405.48765625
2017,àYà2à5à-à2à9à,àfàeàmàaàlàeà,230.2665
2017,àYà2à5à-à2à9à,àmàaàlàeà,162.255
2017,àYà2à5à-à2à9à,àtàoàtàaàlà,392.52140625
2018,àYà2à5à-à2à9à,àfàeàmàaàlàeà,222.04240625
2018,àYà2à5à-à2à9à,àmàaàlàeà,159.01878125
2018,àYà2à5à-à2à9à,àtàoàtàaàlà,381.0610625
2019,àYà2à5à-à2à9à,àfàeàmàaàlàeà,216.64734375
2019,àYà2à5à-à2à9à,àmàaàlàeà,146.52678125
2019,àYà2à5à-à2à9à,àtàoàtàaàlà,363.174125
2020,àYà2à5à-à2à9à,àfàeàmàaàlàeà,226.76353125
2020,àYà2à5à-à2à9à,àmàaàlàeà,158.45746875
2020,àYà2à5à-à2à9à,àtàoàtàaàlà,385.2210625
2010,àYà2à5à-à3à4à,àfàeàmàaàlàeà,523.52675
2010,àYà2à5à-à3à4à,àmàaàlàeà,247.16171875
2010,àYà2à5à-à3à4à,àtàoàtàaàlà,770.68853125
2011,àYà2à5à-à3à4à,àfàeàmàaàlàeà,508.68165625
2011,àYà2à5à-à3à4à,àmàaàlàeà,248.10590625
2011,àYà2à5à-à3à4à,àtàoàtàaàlà,756.7875625
2012,àYà2à5à-à3à4à,àfàeàmàaàlàeà,498.28521875
2012,àYà2à5à-à3à4à,àmàaàlàeà,272.56615625
2012,àYà2à5à-à3à4à,àtàoàtàaàlà,770.8514375
2013,àYà2à5à-à3à4à,àfàeàmàaàlàeà,531.273125
2013,àYà2à5à-à3à4à,àmàaàlàeà,323.89475
2013,àYà2à5à-à3à4à,àtàoàtàaàlà,855.16784375
2014,àYà2à5à-à3à4à,àfàeàmàaàlàeà,522.5198125000001
2014,àYà2à5à-à3à4à,àmàaàlàeà,329.65559375
2014,àYà2à5à-à3à4à,àtàoàtàaàlà,852.1753125
2015,àYà2à5à-à3à4à,àfàeàmàaàlàeà,516.85534375
2015,àYà2à5à-à3à4à,àmàaàlàeà,319.7055625
2015,àYà2à5à-à3à4à,àtàoàtàaàlà,836.561
2016,àYà2à5à-à3à4à,àfàeàmàaàlàeà,509.391875
2016,àYà2à5à-à3à4à,àmàaàlàeà,308.7850625
2016,àYà2à5à-à3à4à,àtàoàtàaàlà,818.17684375
2017,àYà2à5à-à3à4à,àfàeàmàaàlàeà,487.6736875
2017,àYà2à5à-à3à4à,àmàaàlàeà,290.29003125
2017,àYà2à5à-à3à4à,àtàoàtàaàlà,777.9635
2018,àYà2à5à-à3à4à,àfàeàmàaàlàeà,469.79209375
2018,àYà2à5à-à3à4à,àmàaàlàeà,283.49415625
2018,àYà2à5à-à3à4à,àtàoàtàaàlà,753.286375
2019,àYà2à5à-à3à4à,àfàeàmàaàlàeà,457.14015625
2019,àYà2à5à-à3à4à,àmàaàlàeà,267.62734375
2019,àYà2à5à-à3à4à,àtàoàtàaàlà,724.7675
2020,àYà2à5à-à3à4à,àfàeàmàaàlàeà,483.35415625
2020,àYà2à5à-à3à4à,àmàaàlàeà,284.51359375
2020,àYà2à5à-à3à4à,àtàoàtàaàlà,767.8675000000001
2010,àYà3à0à-à3à4à,àfàeàmàaàlàeà,295.8173125
2010,àYà3à0à-à3à4à,àmàaàlàeà,119.174625
2010,àYà3à0à-à3à4à,àtàoàtàaàlà,414.9919375
2011,àYà3à0à-à3à4à,àfàeàmàaàlàeà,286.65734375
2011,àYà3à0à-à3à4à,àmàaàlàeà,115.026
2011,àYà3à0à-à3à4à,àtàoàtàaàlà,401.6835
2012,àYà3à0à-à3à4à,àfàeàmàaàlàeà,275.4668125
2012,àYà3à0à-à3à4à,àmàaàlàeà,128.97015625
2012,àYà3à0à-à3à4à,àtàoàtàaàlà,404.4369375
2013,àYà3à0à-à3à4à,àfàeàmàaàlàeà,284.7160625
2013,àYà3à0à-à3à4à,àmàaàlàeà,150.3601875
2013,àYà3à0à-à3à4à,àtàoàtàaàlà,435.07628125
2014,àYà3à0à-à3à4à,àfàeàmàaàlàeà,274.8766875
2014,àYà3à0à-à3à4à,àmàaàlàeà,150.62765625
2014,àYà3à0à-à3à4à,àtàoàtàaàlà,425.50446875
2015,àYà3à0à-à3à4à,àfàeàmàaàlàeà,273.19115625
2015,àYà3à0à-à3à4à,àmàaàlàeà,141.575125
2015,àYà3à0à-à3à4à,àtàoàtàaàlà,414.766375
2016,àYà3à0à-à3à4à,àfàeàmàaàlàeà,268.5730625
2016,àYà3à0à-à3à4à,àmàaàlàeà,144.11621875
2016,àYà3à0à-à3à4à,àtàoàtàaàlà,412.68925
2017,àYà3à0à-à3à4à,àfàeàmàaàlàeà,257.407125
2017,àYà3à0à-à3à4à,àmàaàlàeà,128.035
2017,àYà3à0à-à3à4à,àtàoàtàaàlà,385.442125
2018,àYà3à0à-à3à4à,àfàeàmàaàlàeà,247.7499375
2018,àYà3à0à-à3à4à,àmàaàlàeà,124.47546875
2018,àYà3à0à-à3à4à,àtàoàtàaàlà,372.22515625
2019,àYà3à0à-à3à4à,àfàeàmàaàlàeà,240.49275
2019,àYà3à0à-à3à4à,àmàaàlàeà,121.10071875
2019,àYà3à0à-à3à4à,àtàoàtàaàlà,361.593375
2020,àYà3à0à-à3à4à,àfàeàmàaàlàeà,256.59059375
2020,àYà3à0à-à3à4à,àmàaàlàeà,126.05596875
2020,àYà3à0à-à3à4à,àtàoàtàaàlà,382.6465625
