indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2006,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2005,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2004,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2003,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2002,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2001,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2000,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1999,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1998,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1997,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1996,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1995,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1994,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1993,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1992,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1991,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1990,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1989,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1988,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1987,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1986,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1985,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1984,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1983,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1982,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1981,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1980,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1979,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1978,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1977,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1976,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1975,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1974,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1973,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1972,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1971,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1970,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1969,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1968,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1967,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1966,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1965,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1964,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1963,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1962,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1961,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1960,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2025,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2024,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2023,75.9496536254883,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2022,73.8962097167969,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2021,71.2745208740234,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2020,68.7231063842773,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2019,65.6895065307617,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2018,64.4753265380859,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2017,62.69580078125,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2016,61.3571014404297,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2015,60.941291809082,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2014,60.8831481933594,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2013,60.8925285339355,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2012,62.3447418212891,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2011,64.2492523193359,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2010,65.3790435791016,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2009,66.9516296386719,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2008,67.5799865722656,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2007,68.8725967407227,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2006,67.2835083007812,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2005,65.3270263671875,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2004,63.3327293395996,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2003,60.0055885314941,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2002,56.3153915405273,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2001,53.4531898498535,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,2000,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1999,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1998,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1997,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1996,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1995,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1994,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1993,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1992,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1991,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1990,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1989,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1988,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1987,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1986,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1985,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1984,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1983,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1982,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1981,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1980,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1979,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1978,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1977,,,,0
"{'id': 'SE.TER.ENRR', 'value': 'School enrollment, tertiary (% gross)'}","{'id': 'IT', 'value': 'Italy'}",ITA,1976,,,,0
