indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,2001,5.14329290390014,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,2000,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1999,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1998,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1997,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1996,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1995,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1994,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1993,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1992,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1991,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1990,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1989,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1988,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1987,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1986,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1985,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1984,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1983,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1982,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1981,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1980,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1979,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1978,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1977,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1976,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1975,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1974,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1973,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1972,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1971,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1970,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1969,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1968,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1967,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1966,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1965,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1964,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1963,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1962,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1961,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'FR', 'value': 'France'}",FRA,1960,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2025,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2024,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2023,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2022,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2021,15.439902305603,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2020,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2019,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2018,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2017,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2016,14.6085796356201,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2015,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2014,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2013,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2012,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2011,11.8047561645507,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2010,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2009,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2008,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2007,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2006,11.9877290725708,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2005,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2004,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2003,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2002,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2001,12.3255615234375,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,2000,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1999,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1998,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1997,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1996,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1995,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1994,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1993,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1992,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1991,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1990,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1989,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1988,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1987,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1986,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1985,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1984,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1983,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1982,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1981,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1980,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1979,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1978,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1977,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1976,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1975,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1974,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1973,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1972,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1971,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1970,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1969,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1968,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1967,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1966,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1965,,,,1
"{'id': 'SE.LPV.PRIM', 'value': 'Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)'}","{'id': 'DE', 'value': 'Germany'}",DEU,1964,,,,1
