school_year_code,school_year,region,order,students_total,source_school_year,bes_rate_per_100,estimated_bes_students
202425,2024/25,LAZIO,SCUOLA PRIMARIA,229262,2022/2023,7.356435439701856,16866.0
202425,2024/25,LAZIO,SCUOLA SECONDARIA I GRADO,156009,2022/2023,12.320215771584786,19221.0
202425,2024/25,LAZIO,SCUOLA SECONDARIA II GRADO,260122,2022/2023,11.342442070998313,29504.0
202425,2024/25,LIGURIA,SCUOLA PRIMARIA,52870,2022/2023,9.037863544905798,4778.0
202425,2024/25,LIGURIA,SCUOLA SECONDARIA I GRADO,36451,2022/2023,16.0118859787525,5836.0
202425,2024/25,LIGURIA,SCUOLA SECONDARIA II GRADO,61260,2022/2023,15.025044599972553,9204.0
202425,2024/25,LOMBARDIA,SCUOLA PRIMARIA,416284,2022/2023,9.026594049252346,37576.0
202425,2024/25,LOMBARDIA,SCUOLA SECONDARIA I GRADO,280223,2022/2023,16.212890111865484,45432.0
202425,2024/25,LOMBARDIA,SCUOLA SECONDARIA II GRADO,410907,2022/2023,14.00324378044197,57540.0
202425,2024/25,MARCHE,SCUOLA PRIMARIA,57253,2022/2023,6.875473687679177,3936.0
202425,2024/25,MARCHE,SCUOLA SECONDARIA I GRADO,39860,2022/2023,11.885929903490313,4738.0
202425,2024/25,MARCHE,SCUOLA SECONDARIA II GRADO,72408,2022/2023,10.4827227424566,7590.0
202425,2024/25,MOLISE,SCUOLA PRIMARIA,10132,2022/2023,4.453518184407939,451.0
202425,2024/25,MOLISE,SCUOLA SECONDARIA I GRADO,6638,2022/2023,8.320023232176563,552.0
202425,2024/25,MOLISE,SCUOLA SECONDARIA II GRADO,12574,2022/2023,7.730574857864814,972.0
202425,2024/25,PIEMONTE,SCUOLA PRIMARIA,161771,2022/2023,7.9437155307816765,12851.0
202425,2024/25,PIEMONTE,SCUOLA SECONDARIA I GRADO,112142,2022/2023,15.315046098947942,17175.0
202425,2024/25,PIEMONTE,SCUOLA SECONDARIA II GRADO,177428,2022/2023,13.528432699100739,24003.0
202425,2024/25,PUGLIA,SCUOLA PRIMARIA,154069,2022/2023,4.183711760037895,6446.0
202425,2024/25,PUGLIA,SCUOLA SECONDARIA I GRADO,103814,2022/2023,7.354967710556892,7635.0
202425,2024/25,PUGLIA,SCUOLA SECONDARIA II GRADO,188345,2022/2023,5.207934358664516,9809.0
202425,2024/25,SARDEGNA,SCUOLA PRIMARIA,52044,2022/2023,6.696236943768779,3485.0
202425,2024/25,SARDEGNA,SCUOLA SECONDARIA I GRADO,36968,2022/2023,12.605248300071189,4660.0
202425,2024/25,SARDEGNA,SCUOLA SECONDARIA II GRADO,67379,2022/2023,11.306700670222526,7618.0
202425,2024/25,SICILIA,SCUOLA PRIMARIA,206728,2022/2023,3.3117166315869313,6846.0
202425,2024/25,SICILIA,SCUOLA SECONDARIA I GRADO,133594,2022/2023,6.146641195255474,8212.0
202425,2024/25,SICILIA,SCUOLA SECONDARIA II GRADO,226738,2022/2023,4.872147478155672,11047.0
202425,2024/25,TOSCANA,SCUOLA PRIMARIA,136694,2022/2023,7.621399176954733,10418.0
202425,2024/25,TOSCANA,SCUOLA SECONDARIA I GRADO,95455,2022/2023,14.951315516884193,14272.0
202425,2024/25,TOSCANA,SCUOLA SECONDARIA II GRADO,166263,2022/2023,14.449979672700133,24025.0
202425,2024/25,UMBRIA,SCUOLA PRIMARIA,31976,2022/2023,6.055318035075474,1936.0
202425,2024/25,UMBRIA,SCUOLA SECONDARIA I GRADO,22577,2022/2023,11.95797847045091,2700.0
202425,2024/25,UMBRIA,SCUOLA SECONDARIA II GRADO,39585,2022/2023,11.009080706050403,4358.0
202425,2024/25,VENETO,SCUOLA PRIMARIA,192315,2022/2023,7.158343927702056,13767.0
202425,2024/25,VENETO,SCUOLA SECONDARIA I GRADO,132475,2022/2023,12.342611361770455,16351.0
202425,2024/25,VENETO,SCUOLA SECONDARIA II GRADO,207753,2022/2023,8.019222917968117,16660.0
