REF_AREA,Country,TIME_PERIOD,state_pct_gdp,parents_private_pct_gdp,rest_world_pct_gdp,total_pct_gdp,state_usd_ppp,parents_private_usd_ppp,rest_world_usd_ppp,total_usd_ppp,state_share_of_total_pct,parents_private_share_of_total_pct,rest_world_share_of_total_pct,implied_gdp_usd_ppp
ESP,Spain,2017,3.43610498588063,0.801093592951939,0.0191205479545719,4.25631910114664,68829.6135933885,16046.9376464322,383.009230746699,85259.5599569551,80.72949664311948,18.821276645731928,0.44922731355881795,2003128.946182311
GBR,UK,2017,3.96301889937201,1.97253380160124,0.0728305961486949,6.00838310664008,139160.288372318,69264.9668409279,2557.42579577055,210982.6743203,65.95815927570148,32.829694222083084,1.2121496724835492,3511471.731673293
GRC,Greece,2017,3.17625211950062,0.281137906166362,0.0688167278397286,3.52620673659372,10587.481576083,937.1240978008,229.388540555778,11753.9941580631,90.07560692737042,7.972814051110822,1.9515795011555301,333332.53084920766
ITA,Italy,2017,3.30943873090921,0.473907960651032,0.0504808910095942,3.83382753613801,94722.0765824509,13564.0964501215,1444.85370872766,109731.025412338,86.32205543191841,12.361222725433834,1.3167230537565018,2862179.489765862
DEU,Germany,2018,3.59130636262689,0.544471675512149,0.0217793989152262,4.15755742277326,180965.218409047,27435.8202079215,1097.45961038778,209498.497507739,86.38019869443791,13.095950822706023,0.5238508263512673,5038980.252207678
ESP,Spain,2018,3.40558511428091,0.830168047540329,0.0201393082103415,4.25589247003158,69852.3688990349,17027.6774060962,413.079790776917,87293.126095908,80.02046899121115,19.50632102164388,0.4732099871450024,2051112.1159802293
GBR,UK,2018,3.76428580392777,2.05425169466799,0.082238946085494,5.90077644468124,134185.205972185,73227.7518567033,2931.5653736767,210344.523202564,63.79305908666956,34.81324388283891,1.3936970304920044,3564692.2938787397
GRC,Greece,2018,3.27715212019051,0.341824708706315,0.0799118433011145,3.69888865005147,11149.3549930693,1162.93808861936,271.87188035167,12584.1648866948,88.59829073645943,9.241281396820627,2.1604284654527954,340214.75305885973
ITA,Italy,2018,3.47261484834378,0.56772407776956,0.04183015286112,4.08216906772425,100214.095005708,16383.6063460253,1207.15112271287,117804.852149784,85.06788402763745,13.907412171099901,1.0247040768558728,2885839.616031839
DEU,Germany,2019,3.66965865885122,0.567154132530666,0.024480874315394,4.26129373557235,186740.121558252,28861.1125712158,1245.7729370775,216847.01062232,86.11606912280435,13.309435296520123,0.5744939409136005,5088759.988829883
ESP,Spain,2019,3.45854711217108,0.82240031586252,0.0223057166330332,4.30325306490337,72329.9130298675,17199.1710370922,466.487947629366,89995.5703464695,80.3705257396649,19.111130659962445,0.5183454539300736,2091338.087468262
GBR,UK,2019,3.87096886503593,2.07150994039564,0.0756304734650761,6.01810927889662,136885.068755069,73252.6637398399,2674.44221878269,212812.174713691,64.32201021357386,34.42127492865063,1.2567148577757723,3536196.583534101
GRC,Greece,2019,3.2477389242748,0.322346048976944,0.111845664259196,3.68193064291105,11300.8992708297,1121.64195299405,389.180477600875,12811.721720215,88.20749870798828,8.754810457865823,3.037690687480402,347962.0602001794
ITA,Italy,2019,3.29965741845036,0.510871681691609,0.0232118699817546,3.83374096790651,95631.481333813,14806.2084925801,672.732114088846,111110.421876222,86.06886709542633,13.325670303974139,0.6054626584338556,2898224.5489813583
DEU,Germany,2020,3.96320754170024,0.552044225161032,0.0261071694853346,4.54135875835599,193419.124096679,26941.7913066114,1274.12602074597,221635.032737438,87.26920185303682,12.155926332516323,0.5748757337723658,4880368.289108076
ESP,Spain,2020,4.00069977878418,0.894227223537788,0.0248536592709619,4.91978057303576,74514.8026885489,16655.3775102058,462.91039544761,91633.0889447858,81.31866288328263,18.176160710070157,0.5051782066700163,1862544.2249804125
GBR,UK,2020,4.25685177044097,2.06820921835898,0.0747376215282467,6.39979861032818,139993.562382198,68016.4571950276,2457.86944106534,210467.889018291,66.5154019623543,32.31678595356489,1.1678120840807862,3288664.250756764
GRC,Greece,2020,3.47392339701237,0.449704484041898,0.409735148924739,4.333363029979,10976.300874574,1420.89826325303,1294.61008764734,13691.8092254744,80.16691361834023,10.377724666287104,9.455361715372453,315962.6629652755
ITA,Italy,2020,3.6155639968793,0.513344557604649,0.0341844923380486,4.16309302945686,95494.406065552,13558.4748818584,902.882038678332,109955.76252744,86.84802312359109,12.330845214660592,0.8211320788694574,2641203.5894808103
DEU,Germany,2021,3.90761547793258,0.569727400814914,0.0232998591035942,4.50064273785109,197704.938305732,28825.2314654029,1178.85120289408,227709.020974029,86.82349845431945,12.658800842453456,0.5177007032270944,5059477.817667275
ESP,Spain,2021,3.97080121313763,0.80916661945132,0.0239866642276568,4.80395449681661,78900.6439861348,16078.3086183116,476.619995072945,95455.5725995193,82.65692807392172,16.843761113630958,0.49931081244736586,1987020.7484848977
GBR,UK,2021,4.00741811290324,2.131737224108,0.0743069749339123,6.21346231194514,143757.496914474,76471.4833299888,2665.60274441812,222894.58298888,64.49573380688481,34.30836330993468,1.195902883180927,3587284.70212773
ITA,Italy,2021,3.41742475387632,0.513617684092467,0.0732006262228798,4.00424306419167,98322.4240870333,14777.2487738488,2106.04871599841,115205.721576881,85.34508767554496,12.826835830360562,1.8280764940940597,2877091.1188463876
DEU,Germany,2022,3.80983674140395,0.543783653906951,0.0271292537653174,4.38074990199426,195398.108951309,27889.4621644327,1391.39948580834,224678.983573157,86.96768422387225,12.413026675168176,0.6192833275637865,5128779.058372536
ESP,Spain,2022,3.75738362687451,0.740718512786203,0.0258882129017369,4.52399035256245,79273.4662707728,15627.7159509364,546.190800853504,95447.3730225628,83.05463394161026,16.3731231735861,0.5722428848035347,2109804.9638523236
GBR,UK,2022,3.88995027399477,2.16546362321842,0.0682882863606451,6.12370218357385,145230.531846033,80847.1603854938,2549.52980075654,228627.222032284,63.52285198370878,35.36200093183896,1.115147084451967,3733480.420480785
GRC,Greece,2022,3.08975250902666,0.456418816999042,0.346546042250915,3.89271736827662,11216.6059832168,1656.91912819805,1258.05235196531,14131.5774633801,79.37263912880908,11.724941058361756,8.902419812829582,363026.0336531038
ITA,Italy,2022,3.32550643467073,0.490998520472824,0.0544729523971476,3.8709779075407,100290.649044868,14807.53721746,1642.79572408678,116740.981986415,85.90869062291998,12.6840951356595,1.4072142414203352,3015800.781477014
