Denominazione,grado,anno,Pct_dispersione_clean,Pct_eccellenze_clean
LOMBARDIA,8,2017-18,24.5698427382054,8.34412580943571
LAZIO,13,2018-19,8.87178011224637,14.707152108217
LAZIO,8,2017-18,13.9754226675016,21.9728396994364
FRIULI-VENEZIA GIULIA,13,2018-19,1.05998554565165,31.6068417248856
FRIULI-VENEZIA GIULIA,8,2017-18,6.18106139438085,32.5078043704475
PIEMONTE,13,2018-19,2.26510067114094,10.2908277404922
PIEMONTE,13,2018-19,2.11546936976642,9.73997355663288
PIEMONTE,13,2018-19,2.52486610558531,11.2471308339709
PIEMONTE,13,2018-19,2.2438044206296,10.5827193569993
PIEMONTE,13,2018-19,1.93050193050193,11.1969111969112
PIEMONTE,13,2018-19,1.31004366812227,8.73362445414847
LOMBARDIA,13,2018-19,2.98260149130075,19.0278928472798
LOMBARDIA,8,2017-18,12.8474160062507,14.3207947315549
ABRUZZO,13,2018-19,9.52908029784665,12.4270476957134
ABRUZZO,8,2017-18,14.9108589951378,21.2677831802629
PIEMONTE,13,2018-19,2.27983085125942,14.726971869829
PIEMONTE,13,2018-19,2.47770069375619,10.9018830525273
PIEMONTE,13,2018-19,2.23476297968397,15.5981941309255
PIEMONTE,13,2018-19,2.1752903907075,15.2059134107709
PIEMONTE,13,2018-19,1.93798449612403,11.6279069767442
PIEMONTE,13,2018-19,2.41379310344828,12.7586206896552
EMILIA-ROMAGNA,13,2018-19,4.11192048471645,26.7615222275172
EMILIA-ROMAGNA,8,2017-18,13.1408787739932,26.1493813960593
VENETO,13,2018-19,1.97893293443032,29.7307404637248
VENETO,8,2017-18,7.63428751014849,31.7654453552628
MOLISE,13,2018-19,11.2630732099759,12.1882542236525
MOLISE,8,2017-18,17.6637025060631,20.0485044462409
EMILIA-ROMAGNA,13,2018-19,3.28272998572726,26.5602698845206
EMILIA-ROMAGNA,8,2017-18,9.05797101449275,29.9392583120205
PIEMONTE,13,2018-19,4.37201907790143,10.731319554849
PIEMONTE,13,2018-19,4.07040704070407,10.1210121012101
PIEMONTE,13,2018-19,5.15759312320917,12.3209169054441
PIEMONTE,13,2018-19,4.48154657293497,11.0720562390158
PIEMONTE,13,2018-19,4.76190476190476,9.52380952380952
PIEMONTE,13,2018-19,3.125,6.25
VENETO,13,2018-19,2.66666666666667,14.3157894736842
VENETO,8,2017-18,21.011673151751,11.1111111111111
CAMPANIA,13,2018-19,12.6919209992672,7.75011502479423
CAMPANIA,8,2017-18,27.2487453352207,11.9981340882769
PIEMONTE,13,2018-19,0.0,59.7879858657244
PIEMONTE,13,2018-19,0.0,56.8507157464213
PIEMONTE,13,2018-19,0.0,66.3615560640732
PIEMONTE,13,2018-19,0.0,59.3543653705062
PIEMONTE,13,2018-19,0.0,75.0
PIEMONTE,13,2018-19,0.0,63.6363636363636
TOSCANA,13,2018-19,6.48363083326663,19.9391659329224
TOSCANA,8,2017-18,14.0573720675824,23.6234350309955
VENETO,13,2018-19,2.49843847595253,19.9875078076202
VENETO,8,2017-18,11.8451553082986,15.2990264255911
PUGLIA,13,2018-19,10.0056378149016,11.210349841251
PUGLIA,8,2017-18,20.8204155884086,16.9412488149837
TOSCANA,13,2018-19,4.26558729664513,19.4675799797618
TOSCANA,8,2017-18,10.3719461097144,26.6872945271708
PIEMONTE,13,2018-19,1.78942987931752,11.7769454848107
PIEMONTE,13,2018-19,1.71543895055499,10.9989909182644
PIEMONTE,13,2018-19,2.13776722090261,15.4394299287411
PIEMONTE,13,2018-19,1.90166975881262,12.1985157699443
PIEMONTE,13,2018-19,1.19047619047619,7.14285714285714
PIEMONTE,13,2018-19,0.0,6.52173913043478
FRIULI-VENEZIA GIULIA,13,2018-19,1.67450871851647,34.2513146969278
FRIULI-VENEZIA GIULIA,8,2017-18,6.28479524928863,32.9828034145738
BASILICATA,13,2018-19,13.6559561128527,10.8542319749216
BASILICATA,8,2017-18,22.890625,15.37109375
PIEMONTE,13,2018-19,3690036900369.0,31.4022140221402
PIEMONTE,13,2018-19,0.0,30.9482001755926
PIEMONTE,13,2018-19,231481481481481.0,33.7962962962963
PIEMONTE,13,2018-19,40983606557377.0,32.5819672131148
PIEMONTE,13,2018-19,0.0,24.0384615384615
PIEMONTE,13,2018-19,0.0,19.2
UMBRIA,13,2018-19,7.3178391959799,16.9597989949749
UMBRIA,8,2017-18,12.7937336814621,24.8563968668407
FRIULI-VENEZIA GIULIA,13,2018-19,3.23383084577114,17.910447761194
FRIULI-VENEZIA GIULIA,8,2017-18,18.5344827586207,10.3448275862069
CALABRIA,13,2018-19,16.878235149125,6.14370224303673
CALABRIA,8,2017-18,30.7193198344334,9.16209866875489
UMBRIA,13,2018-19,4.62876669773221,18.3286735010873
UMBRIA,8,2017-18,9.42009256738361,28.3964062074598
PIEMONTE,13,2018-19,162481536189069.0,53.3825701624815
PIEMONTE,13,2018-19,100942126514132.0,51.2449528936743
PIEMONTE,13,2018-19,210637177461822.0,55.0552922590837
PIEMONTE,13,2018-19,177447975479916.0,54.1861590579126
PIEMONTE,13,2018-19,0.0,43.2291666666667
PIEMONTE,13,2018-19,0.0,46.2962962962963
FRIULI-VENEZIA GIULIA,13,2018-19,2.46913580246914,23.4567901234568
FRIULI-VENEZIA GIULIA,8,2017-18,8.65954922894425,17.5563463819692
SICILIA,13,2018-19,13.5419935153227,7.62472544712896
SICILIA,8,2017-18,29.8716715446489,10.1393806668168
LIGURIA,13,2018-19,13.103953147877,1.53733528550512
LIGURIA,13,2018-19,13.4487350199734,1.59786950732357
LIGURIA,13,2018-19,12.6829268292683,1.46341463414634
LIGURIA,13,2018-19,13.7164040778499,1.11214087117702
LIGURIA,13,2018-19,11.3207547169811,2.83018867924528
LIGURIA,13,2018-19,6.66666666666667,0.0
MARCHE,13,2018-19,6.3713689616434,20.0128390306532
MARCHE,8,2017-18,11.2483650632176,26.6967010608923
EMILIA-ROMAGNA,13,2018-19,3.33587495234464,28.6732748760961
EMILIA-ROMAGNA,8,2017-18,9.26503197609024,31.5068933380467
SARDEGNA,13,2018-19,14.5279603696294,8.93588644374583
SARDEGNA,8,2017-18,24.8847926267281,12.9107803883055
MARCHE,13,2018-19,5.25448855213309,19.8649316422336
MARCHE,8,2017-18,8.09248554913295,30.4483674425871
LIGURIA,13,2018-19,24.1830065359477,980392156862745.0
LIGURIA,13,2018-19,16.3265306122449,4.08163265306122
LIGURIA,13,2018-19,25.6809338521401,389105058365759.0
LIGURIA,13,2018-19,25.0,520833333333333.0
LIGURIA,13,2018-19,26.6666666666667,0.0
LIGURIA,13,2018-19,11.1111111111111,0.0
EMILIA-ROMAGNA,13,2018-19,6.49432534678436,12.421185372005
EMILIA-ROMAGNA,8,2017-18,25.4466230936819,7.97385620915033
PROV. AUT. BOLZANO (L. IT.),13,2018-19,1.23574144486692,22.7186311787072
PROV. AUT. BOLZANO (L. IT.),8,2017-18,9.07046476761619,21.7391304347826
LIGURIA,13,2018-19,2.39520958083832,7.88423153692615
LIGURIA,13,2018-19,1.78282009724473,5.9967585089141
LIGURIA,13,2018-19,3.37662337662338,10.9090909090909
LIGURIA,13,2018-19,2.05314009661836,8.09178743961353
LIGURIA,13,2018-19,2.53164556962025,8.86075949367089
LIGURIA,13,2018-19,1.92307692307692,5.76923076923077
LAZIO,13,2018-19,10.5782656844335,15.6435071500794
LAZIO,8,2017-18,15.4089850757663,20.9435474636437
EMILIA-ROMAGNA,13,2018-19,4.92788461538461,15.0841346153846
EMILIA-ROMAGNA,8,2017-18,15.9327065809005,13.16180108857
PROV. AUT. TRENTO,13,2018-19,1.03225806451613,34.7612903225806
PROV. AUT. TRENTO,8,2017-18,7.07916287534122,30.4276615104641
LAZIO,13,2018-19,7.17801672640382,13.7777777777778
LAZIO,8,2017-18,12.4643617234871,23.0574629562703
LIGURIA,13,2018-19,4.25675675675676,9.66216216216216
LIGURIA,13,2018-19,4.21940928270042,8.0168776371308
LIGURIA,13,2018-19,4.26387771520515,9.97586484312148
LIGURIA,13,2018-19,4.42338072669826,10.347551342812
LIGURIA,13,2018-19,0.0,6.41025641025641
LIGURIA,13,2018-19,3.17460317460317,4.76190476190476
TOSCANA,13,2018-19,5.11319281811085,19.984387197502
TOSCANA,8,2017-18,10.1203562246153,27.7527294406975
LIGURIA,13,2018-19,4.31034482758621,8.79310344827586
LIGURIA,13,2018-19,4.28571428571429,8.57142857142857
LIGURIA,13,2018-19,4.375,9.375
LIGURIA,13,2018-19,4.45736434108527,8.72093023255814
LIGURIA,13,2018-19,0.0,8.33333333333333
LIGURIA,13,2018-19,7.14285714285714,21.4285714285714
ABRUZZO,13,2018-19,11.53454249032,11.9217444467088
ABRUZZO,8,2017-18,16.7101373674144,20.7268301165015
TOSCANA,13,2018-19,9.13284132841328,9.22509225092251
TOSCANA,8,2017-18,30.2837290098437,7.46960046323104
ABRUZZO,13,2018-19,7.57304710793083,12.9198966408269
ABRUZZO,8,2017-18,12.9785247432306,21.8487394957983
LIGURIA,13,2018-19,583941605839416.0,41.3138686131387
LIGURIA,13,2018-19,222222222222222.0,41.3333333333333
LIGURIA,13,2018-19,1.27659574468085,41.2765957446808
LIGURIA,13,2018-19,61633281972265.0,41.7565485362096
LIGURIA,13,2018-19,0.0,41.6666666666667
LIGURIA,13,2018-19,0.0,11.1111111111111
TOSCANA,13,2018-19,3.56756756756757,24.7927927927928
TOSCANA,8,2017-18,20.8198489751888,11.6504854368932
LIGURIA,13,2018-19,2.16383307573416,9.11901081916538
LIGURIA,13,2018-19,2.06378986866792,8.44277673545966
LIGURIA,13,2018-19,2.63157894736842,12.280701754386
LIGURIA,13,2018-19,2.20713073005093,9.8471986417657
LIGURIA,13,2018-19,0.0,0.0
LIGURIA,13,2018-19,5.88235294117647,5.88235294117647
MOLISE,13,2018-19,14.8468185388845,11.3904163393559
MOLISE,8,2017-18,19.3009118541033,19.8328267477204
UMBRIA,13,2018-19,5.42157751586582,19.0571169537625
UMBRIA,8,2017-18,9.60984969619443,29.1653341861209
MOLISE,13,2018-19,7.50206100577082,13.0255564715581
MOLISE,8,2017-18,15.8031088082902,20.293609671848
LIGURIA,13,2018-19,831946755407654.0,24.0432612312812
LIGURIA,13,2018-19,0.0,25.0515463917526
LIGURIA,13,2018-19,431034482758621.0,19.8275862068966
LIGURIA,13,2018-19,0.0,25.0693802035153
LIGURIA,13,2018-19,0.0,17.3913043478261
LIGURIA,13,2018-19,0.0,11.3636363636364
UMBRIA,13,2018-19,12.9213483146067,7.86516853932584
UMBRIA,8,2017-18,26.6106442577031,9.80392156862745
LIGURIA,13,2018-19,301464254952627.0,45.693367786391
LIGURIA,13,2018-19,205549845837616.0,46.6598150051387
LIGURIA,13,2018-19,370644922164566.0,44.9962935507784
LIGURIA,13,2018-19,325127728750581.0,46.2145843009754
LIGURIA,13,2018-19,0.0,33.9285714285714
LIGURIA,13,2018-19,0.0,47.0588235294118
CAMPANIA,13,2018-19,15.0070540372059,8.03832146723974
CAMPANIA,8,2017-18,28.8937202634149,12.0805369127517
UMBRIA,13,2018-19,4.83460559796438,10.4325699745547
UMBRIA,8,2017-18,14.5118733509235,15.3034300791557
CAMPANIA,13,2018-19,10.1904052760345,7.43537921497713
CAMPANIA,8,2017-18,25.5340124876766,11.9125862635557
LOMBARDIA,13,2018-19,9.35322166524025,2.5430981782614
LOMBARDIA,13,2018-19,9.63039014373717,2.05338809034908
LOMBARDIA,13,2018-19,8.94530069507404,3.26382592928377
LOMBARDIA,13,2018-19,9.19750266483935,2.63438404141922
LOMBARDIA,13,2018-19,10.0993377483444,1.32450331125828
LOMBARDIA,13,2018-19,7.5,3.0
MARCHE,13,2018-19,5.19015248943597,21.2566599301856
MARCHE,8,2017-18,8.39539007092199,31.1436170212766
VALLE D'AOSTA,13,2020-21,1.39416983523447,25.3485424588086
VALLE D'AOSTA,8,2018-19,7.30593607305936,26.9406392694064
LOMBARDIA,13,2018-19,12.1073067419696,2.47087892693258
LOMBARDIA,13,2018-19,10.2836879432624,3.90070921985816
LOMBARDIA,13,2018-19,12.5605993829881,2.11546936976642
LOMBARDIA,13,2018-19,10.6021616057643,2.93360782295419
LOMBARDIA,13,2018-19,15.8682634730539,1.19760479041916
LOMBARDIA,13,2018-19,13.2013201320132,1.32013201320132
PUGLIA,13,2018-19,10.8977909051751,11.6731278075195
PUGLIA,8,2017-18,22.591748924323,16.3806631232599
MARCHE,13,2018-19,7.05128205128205,10.6837606837607
MARCHE,8,2017-18,23.5849056603774,10.377358490566
PIEMONTE,13,2020-21,5.70784383529133,16.3442901783948
PIEMONTE,8,2018-19,11.9806503628057,24.8454716474066
PUGLIA,13,2018-19,9.17478510028653,10.7793696275072
PUGLIA,8,2017-18,19.0026464635982,17.5185511909086
LOMBARDIA,13,2018-19,680552691276552.0,16.4260672303568
LOMBARDIA,13,2018-19,625739895146288.0,15.7618806020633
LOMBARDIA,13,2018-19,766182298546896.0,17.4636723910172
LOMBARDIA,13,2018-19,596643878185208.0,17.7252952144189
LOMBARDIA,13,2018-19,717360114777618.0,9.03873744619799
LOMBARDIA,13,2018-19,806451612903226.0,11.6935483870968
MARCHE,13,2018-19,6.77083333333333,12.8472222222222
MARCHE,8,2017-18,13.7272727272727,13.8181818181818
LIGURIA,13,2020-21,7.02143385070214,14.2962728328582
LIGURIA,8,2018-19,12.1813263382244,24.5020083613411
LOMBARDIA,13,2018-19,1.33024869866975,19.0035528381393
LOMBARDIA,13,2018-19,1.71881886293521,13.7946231820185
LOMBARDIA,13,2018-19,1.24059385804352,20.2054098027252
LOMBARDIA,13,2018-19,1.23421627266686,20.0417734738441
LOMBARDIA,13,2018-19,1.72413793103448,10.6896551724138
LOMBARDIA,13,2018-19,1.82584269662921,12.9213483146067
BASILICATA,13,2018-19,15.7164869029276,11.4791987673344
BASILICATA,8,2017-18,25.9244689221086,14.2014162077105
LAZIO,13,2018-19,8.28098389033141,15.724376692632
LAZIO,8,2017-18,13.2711189329381,23.3906076324565
LOMBARDIA,13,2020-21,3.85594477674876,20.8227264918555
LOMBARDIA,8,2018-19,8.3950753602385,28.5838900237399
BASILICATA,13,2018-19,11.5231259968102,10.207336523126
BASILICATA,8,2017-18,19.8991466252909,16.5244375484872
LOMBARDIA,13,2018-19,1.21178738639493,17.8463233269072
LOMBARDIA,13,2018-19,1.03607060629317,17.1527244819647
LOMBARDIA,13,2018-19,1.65853658536585,19.609756097561
LOMBARDIA,13,2018-19,1.17363827866386,18.2967198314776
LOMBARDIA,13,2018-19,0.0,13.6842105263158
LOMBARDIA,13,2018-19,813008130081301.0,13.0081300813008
LAZIO,13,2018-19,9.6875,8.359375
LAZIO,8,2017-18,25.0741839762611,7.81404549950544
VENETO,13,2020-21,3.07130216361249,20.4972312610607
VENETO,8,2018-19,8.08656287954069,27.9408192558242
LOMBARDIA,13,2018-19,345184673800483.0,63.0307214359682
LOMBARDIA,13,2018-19,0.0,62.3180873180873
LOMBARDIA,13,2018-19,102774922918808.0,64.4398766700925
LOMBARDIA,13,2018-19,358166189111748.0,63.6103151862464
LOMBARDIA,13,2018-19,0.0,41.6666666666667
LOMBARDIA,13,2018-19,0.0,52.8301886792453
CALABRIA,13,2018-19,21.1526440805101,5.98824853106638
CALABRIA,8,2017-18,33.5088874259381,8.60215053763441
LAZIO,13,2018-19,7.81433607520564,12.7497062279671
LAZIO,8,2017-18,14.0189685832839,14.2560758743331
FRIULI-VENEZIA GIULIA,13,2020-21,2.4718519477158,21.6772356671412
FRIULI-VENEZIA GIULIA,8,2018-19,6.77451971688574,29.8078867542973
CALABRIA,13,2018-19,12.7232956616843,6.29481103414753
CALABRIA,8,2017-18,27.8215223097113,9.74552094031724
LOMBARDIA,13,2018-19,1.05782792665726,20.098730606488
LOMBARDIA,13,2018-19,859106529209622.0,19.372852233677
LOMBARDIA,13,2018-19,1.96850393700787,23.4251968503937
LOMBARDIA,13,2018-19,1.00894726822768,20.5216067009328
LOMBARDIA,13,2018-19,0.0,15.7534246575342
LOMBARDIA,13,2018-19,510204081632653.0,16.3265306122449
ABRUZZO,13,2018-19,8.93555232882833,13.0012286384452
ABRUZZO,8,2017-18,13.6689196005246,22.4452738827802
EMILIA-ROMAGNA,13,2020-21,5.62146314856481,18.9268425717597
EMILIA-ROMAGNA,8,2018-19,10.2200051163981,27.6592478894858
LOMBARDIA,13,2018-19,615858352578907.0,42.3402617397998
LOMBARDIA,13,2018-19,367647058823529.0,42.5367647058824
LOMBARDIA,13,2018-19,18957345971564.0,41.3270142180095
LOMBARDIA,13,2018-19,677851211659041.0,43.5688866293848
LOMBARDIA,13,2018-19,0.0,25.5
LOMBARDIA,13,2018-19,0.0,32.4675324675325
SICILIA,13,2018-19,16.361422824476,8.01397416896041
SICILIA,8,2017-18,32.0989644195511,10.0052383446831
ABRUZZO,13,2018-19,13.9372822299652,7.31707317073171
ABRUZZO,8,2017-18,34.9206349206349,6.08465608465608
TOSCANA,13,2020-21,8.00838743497722,13.9723375942578
TOSCANA,8,2018-19,11.6865246896207,24.7646746098758
SICILIA,13,2018-19,10.7895824720959,7.24472922695329
SICILIA,8,2017-18,27.5760222971005,10.2791297474937
LOMBARDIA,13,2018-19,261062524474612.0,62.4461558543271
LOMBARDIA,13,2018-19,972604960285297.0,62.8951207651159
LOMBARDIA,13,2018-19,371462908336065.0,62.1435594886922
LOMBARDIA,13,2018-19,245803778355222.0,63.4384437109348
LOMBARDIA,13,2018-19,3125.0,46.875
LOMBARDIA,13,2018-19,343642611683849.0,53.6082474226804
ABRUZZO,13,2018-19,9.52380952380952,10.0840336134454
ABRUZZO,8,2017-18,20.1331114808652,13.3111480865225
UMBRIA,13,2020-21,8.40112640801001,11.9837296620776
UMBRIA,8,2018-19,10.9045025899854,26.2850312126444
VENETO,13,2018-19,8.91821635672865,2.91941611677664
VENETO,13,2018-19,7.30377906976744,2.50726744186047
VENETO,13,2018-19,10.8937305469097,3.42374388617163
VENETO,13,2018-19,9.07363420427553,3.08788598574822
VENETO,13,2018-19,6.875,1.5625
VENETO,13,2018-19,9.23566878980892,3.18471337579618
SARDEGNA,13,2018-19,17.2120038722168,9.75798644724105
SARDEGNA,8,2017-18,27.9283216783217,12.3106060606061
MOLISE,13,2018-19,10.9429065743945,12.2837370242215
MOLISE,8,2017-18,16.786355475763,21.1400359066427
MARCHE,13,2020-21,8.02321611471492,14.5868897234551
MARCHE,8,2018-19,8.3176231053465,27.6751376215972
SARDEGNA,13,2018-19,11.9279819954989,8.13953488372093
SARDEGNA,8,2017-18,21.606778597207,13.5571944139338
VENETO,13,2018-19,8.32471561530507,2.27507755946225
VENETO,13,2018-19,9.87012987012987,3.11688311688312
VENETO,13,2018-19,7.9406068431246,2.06584893479664
VENETO,13,2018-19,8.44884488448845,2.50825082508251
VENETO,13,2018-19,9.03614457831325,0.0
VENETO,13,2018-19,4.13793103448276,2.75862068965517
MOLISE,13,2018-19,9.30232558139535,4.65116279069767
MOLISE,8,2017-18,33.9285714285714,5.35714285714286
LAZIO,13,2020-21,11.2285641156898,10.8855899667264
LAZIO,8,2018-19,13.089766254174,21.9131801217835
VENETO,13,2018-19,276018834226335.0,21.7567786978406
VENETO,13,2018-19,170940170940171.0,21.2454212454212
VENETO,13,2018-19,484496124031008.0,22.7713178294574
VENETO,13,2018-19,300469483568075.0,22.9483568075117
VENETO,13,2018-19,0.0,15.8311345646438
VENETO,13,2018-19,0.0,14.1711229946524
PROV. AUT. BOLZANO (L. IT.),13,2018-19,1.28440366972477,23.1192660550459
PROV. AUT. BOLZANO (L. IT.),8,2017-18,9.89956958393113,19.6556671449067
MOLISE,13,2018-19,13.8461538461538,16.9230769230769
MOLISE,8,2017-18,19.4029850746269,1.49253731343284
ABRUZZO,13,2020-21,11.4408649602824,10.5251544571933
ABRUZZO,8,2018-19,13.8816086760054,21.68097605061
PROV. AUT. BOLZANO (L. IT.),13,2018-19,1.18343195266272,22.2879684418146
PROV. AUT. BOLZANO (L. IT.),8,2017-18,8.16326530612245,24.0188383045526
VENETO,13,2018-19,841534731136785.0,22.4076451290829
VENETO,13,2018-19,931414055884843.0,18.7129551227773
VENETO,13,2018-19,823327615780446.0,23.156089193825
VENETO,13,2018-19,831372549019608.0,22.5254901960784
VENETO,13,2018-19,0.0,18.4549356223176
