ANNOSCOLASTICO,CODICEISTITUTO,SEZIONE,CODICECRITERIO,PUNTEGGIOSCUOLA,MOTIVAZIONEPUNTEGGIOSCUOLA,_source_file,_dataset_id,_extracted_at
201617,TOIC872009,Esiti,23,4,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e'generalmente buono le competenze sociali e civiche vanno adeguatamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole). Una percentuale significativa degli studenti raggiunge una adeguata autonomia nell'organizzazione dello studio . Le maggiori criticita' si rilevano nella scuola secondaria di primo grado. La scuola adotta criteri comuni per la valutazione del comportamento e attraverso l'osservazione sistematica valuta il raggiungimento delle competenze chiave e di cittadinanza degli studenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,UDIC83900A,Esiti,22,4,In genere la percentuale di alunni in fascia 1 e 2 per gli esiti in italiano e in matematica e' inferiore alla percentuale media nazionale.Si evince un costante miglioramento della situazione nel passaggio dalle classi seconde alle classi quinte Primarie e dalle classi quinte alle classi terze delle Scuole Secondarie dell'Istituto.Rispetto all'anno scolastico 2013 2014 si osserva che il livello dei risultati delle classi seconde e delle classi quinte confrontato con il territorio di riferimento e' in genere diminuito.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,TEIC838009,Esiti,23,4,"L'istituzione oltre che all'istruzione e all'educazione degli alunni, si e' impegnata in un costante processo di formazione, che ha permesso loro di avere significative possibilita' di diventare cittadini rispettosi delle regole che disciplinano i rapporti di convivenza civile in una comunita'. Si sono potenziate esperienze volte a migliorare ed accrescere le competenze pro sociali: progetti accoglienza sezioni eterogenee laboratori infanzia condivisi laboratori dei linguaggi per compiti autentici (scuola primaria e secondaria) progetti di potenziamento extrascolastici adozione di un piano di miglioramento triennale in rete con altri istituti comprensivi partecipazione a gare, concorsi e manifestazioni simulazioni invalsi di istituto corsi di certificazioni linguistiche per primarie e secondarie campus estivi basati su coding linguistici e logico matematiciLe sopradescritte attivita' e i percorsi formativi declinati, abbraccaindo la sfera affettiva, relazionale e personale dei ragazzi, hanno inevitabilmente bisogno di attendere una ricaduta a lungo raggio all'interno del percorso formativo degli alunni stessi. Si tratta di valutazioni difficili perche' tale e' il contesto in cui vanno a cogliere sfumature delicate degli alunni, pertanto l'istituzione scolastica confida in una comparazione di dati almeno triennale per poter esprimere un giudizio piu' completo.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BAIS02400C,Esiti,22,5,Il trend positivo in atto va sostenuto con ulteriori sforzi didattici e strumentali.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BLIC82000L,Esiti,24,5,"I risultati a distanza sono positivi relativamente all'evoluzione dell'andamento dalla 2^ classe della primaria alla 5^ primaria, relativamente all'evoluzione dalla 5^ primaria alla 3^ secondaria di I grado e relativamente all'evoluzione delle prove INVALSI dalla 3^ secondaria alla 2^ secondaria di II grado.Manca la raccolta di dati relativamente al successo scolastico degli alunni nella scuola secondaria di II grado.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,POIC82200N,Esiti,21,5,"Le percentuali rilevate per il nostro Istituto sono in linea con quelle provinciali, regionali e italiane. Gli studenti che fuoriescono non abbandonano gli studi, ma si trasferiscono in altre scuole della provincia o della regione. Comunque si tratta al massimo di uno studente per ordine di classe.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CTIC88900L,Esiti,24,4,"Per quanto attiene al passaggio dalla scuola primaria alla secondaria dell'istituto la scuola e' consapevole che si registra una lieve flessione delle valutazioni medie, ma ha gia' da due anni avviato un percorso per affrontare tale problematica attraverso la costituzione di un gruppo di lavoro sulle classi ponte e sui temi della valutazione.In merito agli esiti a distanza non si hanno evidenze certe dalle scuole superiori in cui si iscrivono gli alunni in quanto solo poche rispondono alle richieste sistematiche che la scuola pone. Tuttavia da alcuni genitori che hanno mantenuto un buon rapporto con la nostra istituzione e dai responsabili per l'orientamento delle scuole secondarie riceviamo di norma dei feedback positivi che ci fanno generalmente supporre che i risultati degli studenti nel successivo percorso di studio sono buoni: pochi studenti incontrano difficolta' di apprendimento (non sono ammessi alla classe successiva, hanno debiti formativi o cambiano l'indirizzo di studio) e il numero di abbandoni nel percorso di studi successivo e' molto contenuto. Il punteggio di 4 e' legato al fatto che non si ha assoluto riscontro degli esiti per i minori che proseguono gli studi all'interno della formazione professionale (fascia piu' debole dei nostri ex allievi).",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CZIC87400G,Esiti,24,6,"I risultati degli studenti nel percorso successivo di studio sono buoni : pochi studenti incontrano difficolta' di apprendimento (non sono ammessi alla classe successiva, hanno debiti formativi o cambiano l'indirizzo di studio) e il numero di abbandoni nel percorso di studi successivo e' molto contenuto. Gli studenti usciti dalla primaria e dalla secondaria dopo due o tre anni ottengono risultati medi nelle prove INVALSI di italiano e matematica di poco superiori a quelli medi nazionali. Gli incontri tra gli insegnanti della scuola primaria e della scuola secondaria, come tra quelli della primaria e dell'infanzia, sono molto utili e servono a chiarire quali sono i prerequisiti che gli alunni devono possedere per poter affrontare gli studi nella scuola di grado e ordine successivo. Si da' molta importanza all'apprendimento per competenze che fornisce agli allievi i mezzi per affrontare lo studio delle varie discipline. Gli insegnanti della scuola primaria seguono il percorso formativo degli alunni nella scuola secondaria collaborando con gli insegnanti della scuola secondaria, grazie agli incontri effettuati durante l'anno scolastico.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,APIC83100B,Esiti,24,4,L'Istituto ha avviato il monitoraggio a distanza degli alunni nella scuola secondaria di II grado. Ha implementato i progetti di continuita' per migliorare la continuita' verticale educativo didattica interna molto apprezzati dagli studenti e dalle famiglie come emerge dai questionari interni di autovalutazione. Il trend dei risultati a distanza e' per la maggior parte delle rilevazioni positivo anche per i risultati ottenuti negli INVALSI del secondo anno di scuola secondari di II grado,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BSIC835008,Esiti,21,5,"L' istituto opera affinche' sia garantito il successo formativo di tutti gli studenti, non ci sono abbandoni salvo casi particolari dovuti al contesto familiare quando non collabora positivamente con la scuola per il recupero di alcune situazioni la distribuzione degli studenti per fasce di voto e' equilibrata.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,SAVC01000Q,Esiti,22,3,"Gli esiti delle prove per la scuola primaria risultano leggermente inferiori alla media per matematica, ma superiori per italiano. Inoltre, rispetto al 2014/2015, la primaria ha avuto un netto miglioramento dei risultati di italiano rispetto alla media regionale e nazionale e in matematica rispetto al dato regionale.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,ENIC82100N,Esiti,24,6,"I risultati degli studenti nel percorso successivo di studio sono positivi: in pochi casi gli studenti incontrano difficolta' di apprendimento, non sono ammessi alla classe successiva o hanno debiti formativi. Pochi alunni cambiano l'indirizzo di studio e non ci sono episodi di abbandono degli studi nel percorso successivo",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PAIC8AQ003,Esiti,22,6,"Il punteggio di italiano e matematica dell'IC alle prove INVALSI e' superiore a quello di scuole con background socio economico e culturale simile. La variabilita' tra classi in italiano e matematica e' superiore a quella media nelle seconde, inferiore per le classi quinte. In tutte le classi la quota di studenti collocata nei livelli 1 e 2 in italiano e in matematica e' inferiore alla media regionale. L'effetto attribuibile alla scuola sugli apprendimenti e' superiore all'effetto medio regionale e anche i punteggi medi di scuola sono superiori a quelli medi regionali.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,NAIS12400E,Esiti,23,3,"I docenti dell'Istituto,come da indicazioni contenute nel piano dell'Offerta formativa,adottano criteri di valutazione comuni,elaborati per aree disciplinari e per ciascuna annualita'.La maggioranza degli studenti raggiunge gli obiettivi fondamentali delle competenze chiave di cittadinanza ,  grazie ad interventi mirati sia di tipo individuale che di gruppo, utilizzando anche strategie didattiche quali proiezione di filmati a tema,approfondimento bibliografico e testuale di tematiche specifiche inerenti la legalita', la convivenza civile, il rispetto dei diritti delle minoranze ecc...Gli studenti che non riescono a raggiungere un livello soddisfacente di autonomia nell'organizzazione dello studio individuale, sono prevalentemente, quelli , che non ricevono un adeguato sostegno e supporto dalla famiglia per motivi di ordine socio economico culturale",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MEIC805007,Esiti,22,5,Il confronto con i dati forniti dall'INVALSI evidenziano qualche criticita' nella scuola primaria.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MIIC8AF001,Esiti,23,4,"Non tutte le competenze chiave sono perseguite e valutate con efficacia, in particolar modo 'consapevolezza ed espressione culturale' e 'senso di iniziativa ed imprenditorialita'. La maggior parte degli studenti della scuola raggiunge livelli sufficienti in relazione ad almeno due competenze chiave: competenze sociali e civiche, imparare a imparare. Ancora da migliorare le competenze digitali, spirito di iniziativa e imprenditorialita'.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CEPS090004,Esiti,23,5,Motivazione non dichiarata,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PDPC03000X,Esiti,24,6,"Il numero degli studenti immatricolati all'Universita' e' superiore alla media provinciale, regionale e nazionale. I risultati dei nostri diplomati nel primo biennio dei corsi di studio universitario sono positivi, ma non in modo omogeneo: nelle facolta' di area sociale e umanistica sono di gran lunga superiori a tutti i termini di riferimento nelle facolta' di area sanitaria si attestano sulle medie di riferimento, mentre nelle facolta' di area scientifica si riscontra una qualche criticita' per un terzo degli studenti immatricolati.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CLIS008003,Esiti,24,5,"Il numero di immatricolati all'universita' e' superiore alla media provinciale,regionale e nazionale. I risultati raggiunti dagli studenti immatricolati all'universita' sono adeguati.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,SAIC8AZ00C,Esiti,21,3,Gli studenti non ammessi all'anno successivo e/o gli abbandoni in generale sono in linea con i riferimenti nazionali. La distribuzione dei voti nella scuola secondaria di 1^ grado evidenzia in fase di scrutinio e di esame di Stato un'alta concentrazione di studenti collocati nelle fasce di punteggio piu' basse. La quota di studenti collocata nelle fasce di voto medio basse(6 7) all'Esame di stato a. s. 2015/2016 e' superiore ai riferimenti nazionali.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CTIC8A000X,Esiti,23,5,"Nella scuola primaria e nella scuola secondaria di primo grado la quasi totalita' degli alunni rispetta le regole di convivenza civile, tiene fede al patto di corresponsabilita' educativa proposto dalla scuola cosi' che l'incidenza di fenomeni di comportamenti censurabili non assume carattere di rilevanza il clima relazionale all'interno delle classi e' da considerarsi sereno e improntanto al confronto e al rispetto della diversita' la progettazione curriculare per le competenze civiche e di cittadinanza ha portato la scuola a promuovere la cultura della cittadinanza attiva attraverso l'elezione del baby sindaco e della giunta nella scuola secondaria di primo grado e al coinvolgimento attivo, tramite le iniziative programmate, dell'intera comunita' scolastica. Le competenze in lingua straniera sono una priorita' nei tre ordini di scuola ma vengono ufficialmente certificate alla primaria e alla secondaria I grado deve essere implementato il settore relativo all'accertamento delle competenze digitali con certificazioni esterne",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,RMIC8A9001,Esiti,24,5,I risultati degli studenti della Scuola Primaria che confluiscono quasi del tutto nella Scuola Secondaria di primo gradi dell'Istituto stesso proseguono il loro percorso scolastico positivamente. Gli studenti usciti dalla primaria dopo tre anni ottengono risultati medi nelle prove INVALSI di italiano e matematica superiori a quelli medi nazionali quelli usciti dalla secondaria dopo due anni ottengono risultati medi nelle prove INVALSI di italiano e matematica di poco inferiori a quelli medi nazionali.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,ALIS00100E,Esiti,23,5,Per il secondo anno l'istituto promuove un progetto nel POF dell'istituto. Nell'a.s. 2013/2014 sono stati formati i primi 34 studenti. Nell'anno scolastico corrente sta per essere ultimata la preparazione di altri 34 studenti. Partecipano al progetto alunni delle classi 3e. Ne vengono coinvolti i docenti coordinatori che costituiscono il riferimento con il Consiglio di Classe di riferimento. Il fine del lavoro e' quello di promuovere micro cambiamenti ambientali all'interno dell'istituto come per. es. il miglioramento della gestione delle assemblee di classe delle assemblee di istituto e la progettazione di un giornalino scolastico on line. In questa maniera si ritiene che le competenze di cittadinanza cosi' come indicate dai frameworks europei possano trovare una concreta applicazione esperienziale. Per l'anno in corso la formazione e' ancora avvenuta con la regia di due psicologhe specialiste ma il progetto del peer to peer prevede che al compimento del terzo anno di formazione siano gli stessi studenti gia' formati gli 'old peer' che formeranno i 'new peer'. Per quanto riguarda le competenze di cittadinanza esse sono state coerentemente individuate dai criteri per l'attribuzione del voto di comportamento. Trattandosi di un voto che esprime una valutazione 'a' part entie're' essa ha lo stesso valore delle altre valutazioni. Criteri e indicatori del voto di comportamento sono parte integrante del POF d'Istituto e sono riportati sul libretto delle giustificazioni degli studenti.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MNIC80700P,Esiti,23,4,"A.s. 16/17La scuola ha impostato un percorso sulle competenze di Cittadinanza e Costituzione avviando una prima rubrica sperimentale ed essenziale per la quale e' richiesta una compilazione sia da parte dei docenti che da parte dei collaboratori scolastici.Aa.ss. 14/15 e 15/16La multietnicita', accanto ad un' innegabile ricchezza, porta con se' diversita' culturali con standard educativi talvolta difformi da quello italiano (es. limitato rispetto di figure femminili di riferimento, percezione dell'assenza di punizioni fisiche quale debolezza educativa anziche' quale segno di rispetto della persona). Tale difficolta' ed il basso livello espresso dall'indice ESCS caratterisctico dell'Istituto, rendono difficoltoso il rispetto di regole e norme comportamentali condivise.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PGIS01100D,Esiti,22,4,"Il punteggio di italiano della scuola alle prove INVALSI e' un po' sotto i punteggi delle scuole con background socio economico e culturale simile. Cio' per le caratteristiche dell'indirizzo di studio rispetto a quanto percipito dalle famiglie.Questo risultato e' fortemente influenzato nel nostro Istituto dal fatto che i Dipartimenti disciplinariviste le peculiarita' dei curricoli nel trienniohanno optato di privilegiare contenuti disciplinari propedeutici alle discipline d'indirizzo, piuttosto che probabilita' e statistica (molto presenti nei test invalsi).",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,RNIC818003,Esiti,24,4,Esprimiamo un giudizio approssimativo non avendo elementi oggettivi di valutazione e di confronto sull'intero percorso scolastico degli alunni.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,FORI01000B,Esiti,23,3,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti non e' omogeneo all'interno delle varie realta' scolastiche infatti, nelle classi del biennio le competenze sociali e civiche sono scarsamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole). Inoltre, una parte non trascurabile di studenti non raggiunge una adeguata autonomia nell'organizzazione dello studio e nell'autoregolazione dell'apprendimento. La scuola adotta modalita'e strumenti comuni per la valutazione delle competenze chiave e di cittadinanza degli studenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,TOIC836006,Esiti,24,4,"Analizzando i dati relativi all'anno scolastico 2012/2013 emerge una contraddizione tra l'alta percentuale di alunni che hanno seguito il consiglio orientativo proposto dai consigli di classe e gli esiti effettivi nell'anno scolastico successivo che hanno visto il 24% di questi alunni non ammessi alla classe successiva mentre il 66,7% degli alunni che non hanno seguito il consiglio orientativo sono stati comunque ammessi alla classe successiva. In attesa di reperire dati relativi agli anni anni scolastici successivi che potrebbero confermare o smentire la tendenza sopra descritta, si assegna un giudizio che testimonia le criticita' presenti e che dovra' essere utilizzato per conseguire i seguenti risultati:1) maggiore efficacia del giudizio orientativo2) Sviluppo di competenze idonee ad ottenere successo formativo nelle scuole superiori di secondo grado3) Sviluppo di collaborazione con le scuole superiori del territorio per monitorare efficacemente i risultati a distanza degli alunni dell'Istituto",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BLIS009002,Esiti,22,5,"Il punteggio di italiano e matematica della scuola alle prove INVALSI e' superiore a quello di scuole con background socioeconomico e culturale simile. La varianza tra classi in italiano e matematica e' in linea o di poco inferiore a quella media, i punteggi delle classi non si discostano dalla media della scuola in qualche caso il risultato medio e' positivo. La quota di studenti collocata nei livelli 1 e 2 in italiano e in matematica e' inferiore alla media nazionale",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,VCIC807009,Esiti,24,4,I risultati degli studenti nel successivo percorso di studio sono discreti. Il numero di abbandoni nel corso del primo ciclo e' sporadico.Nel passaggio alla secondaria di II grado alcuni studenti incontrano difficolta' (non sono ammessi alla classe successiva). Per quanto riguarda gli abbandoni e i debiti formativi la scuola non raccoglie in modo sistematico informazioni sui risultati.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,TOIC86700T,Esiti,22,4,"Sebbene, nel corso degli anni, i risultati INVALSI mettano in evidenza una performance in italiano al di sopra della media nazionale e anche regionale, lo stesso non si puo' dire per la matematica per la sola scuola secondaria di I grado.I livelli di distribuzione degli alunni dimostrano una tendenza a collocarsi nelle fasce intermedie 3/4. Si sottolinea la presenza di eccellenze superiori alla media nazionale. Il curricolo d'istituto e la somministrazione di prove per competenze condivise all'interno degli ambiti dovrebbe nel tempo mediare e ridurre la varianza fra le classi.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,REIC826006,Esiti,24,3,I risultati degli studenti nel successivo percorso di studio sono sufficienti. Alcunistudenti incontrano difficolta' di apprendimento (non sono ammessi alla classe successiva) anche se il dato e' inferiore al livello provinciale e regionale.Alcuni studenti cambiano l'indirizzo di studio consigliato dagli insegnanti e il numero di abbandoni nel percorso di studi successivo e' contenuto.E' tuttavia un'area di miglioramento sulla quale si sta lavorando anche con figure strumentali specifiche.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CZIS00200T,Esiti,24,5,"L'istituto monitora con la costituzione di un gruppo di lavoro, appositamente nominato,i risultati degli studenti maturati, sia nel percorso di studi che per l'avviamento al mondo del lavoro. Dai dati raccolti emerge che l'istituto si contraddistingue per la quota relativamente alta di studenti iscritti all'universita' in particolare la scelta in percentuale piu' alta ricade su atenei calabresi ad indirizzo scientifico. I risultati raggiunti dagli studenti immatricolati all'universita' sono buoni.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CSIC87900V,Esiti,23,6,"L'Istituto Comprensivo 'Falcone', da anni e' impegnato in un'intensa attivita' di promozione e sensibilizzazione di politiche educative, sociali e di cittadinanza, attraverso lo sviluppo di specifici interventi, sia nell'ambito delle progettazioni disciplinari curricolari e, sia attraverso percorsi extracurricolari, finalizzati a coniugare l'acquisizione di conoscenze, relative al tema di 'Cittadinanza e Costituzione', con esperienze significative (Educazione alla Legalita', alla Dimensione europea dell'insegnamento, alla Lotta e Prevenzione del Bullismo e del Disagio, alla Sicurezza Stradale, alla Salvaguardia dell'ambiente ed all'Educazione finanziaria).",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,LIPS02000L,Esiti,23,5,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' buono le competenze sociali e civiche sono adeguatamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole). La maggior parte degli studenti raggiunge una adeguata autonomia nell'organizzazione dello studio e nell'autoregolazione dell'apprendimento. Non sono presenti concentrazioni anomale di comportamenti problematici in specifiche sezioni, plessi, indirizzi di scuola. La scuola adotta criteri comuni per la valutazione del comportamento attraverso una griglia, approvata dal Collegio dei Docenti, comune a tutto l'Istituto. In tutte le classi seconde si compila la certificazione delle competenze chiave e di cittadinanza degli studenti. Tale documento e' comune a tutto l'Istituto e in linea con le direttive ministeriali.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
