AnnoS;AteneoNOME;AteneoCOD;Nome Gruppo Disciplinare;RegioneSedeDiploma;Lau
2024;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PIEMONTE;1
2024;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;86
2024;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;1
2024;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE NON FORNITA;7
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;17
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;EMILIA ROMAGNA;1
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;1
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;1
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MARCHE;94
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MOLISE;1
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PIEMONTE;2
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di TRENTO;1
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;10
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;7
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SARDEGNA;1
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;1
2024;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;TOSCANA;1
2024;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;22
2024;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;1
2024;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;2
2024;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;1
2024;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE NON FORNITA;1
2024;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;78
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;2
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;3
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;6
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;1
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;EMILIA ROMAGNA;7
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;FRIULI VENEZIA GIULIA;1
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;5
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LIGURIA;6
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;515
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MARCHE;1
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MOLISE;1
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PIEMONTE;43
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di BOLZANO;1
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di TRENTO;6
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;6
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;15
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE NON FORNITA;1
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;11
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;TOSCANA;2
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;UMBRIA;1
2024;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;VENETO;3
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;2
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;1
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;5
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;EMILIA ROMAGNA;65
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;FRIULI VENEZIA GIULIA;1
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;3
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LIGURIA;3
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;68
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MARCHE;2
2024;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PIEMONTE;9
