ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;ORG_GOV;COMP_ORG_GOV;GENERE;N_COMP_ORG_GOV
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;04-Senato accademico;Componenti;F;17
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;04-Senato accademico;Componenti;M;17
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;4
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;6
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;2
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;2
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;2
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;4
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;8
2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;4
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;01-Rettore;Componenti;F;0
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;01-Rettore;Componenti;M;1
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;02-Prorettore vicario;Componenti;F;1
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;02-Prorettore vicario;Componenti;M;0
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;04-Senato accademico;Componenti;F;11
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;04-Senato accademico;Componenti;M;18
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;6
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;9
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;1
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;1
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;1
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;3
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;20
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;5
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;01-Rettore;Componenti;F;0
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;01-Rettore;Componenti;M;1
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;02-Prorettore vicario;Componenti;F;0
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;02-Prorettore vicario;Componenti;M;1
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;03-Direttore generale;Componenti;F;1
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;03-Direttore generale;Componenti;M;0
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;04-Senato accademico;Componenti;F;8
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;04-Senato accademico;Componenti;M;14
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;3
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;5
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;2
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;2
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;3
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;1
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;4
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;2
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;01-Rettore;Componenti;F;0
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;01-Rettore;Componenti;M;1
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;02-Prorettore vicario;Componenti;F;1
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;02-Prorettore vicario;Componenti;M;0
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;03-Direttore generale;Componenti;F;1
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;03-Direttore generale;Componenti;M;0
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;04-Senato accademico;Componenti;F;7
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;04-Senato accademico;Componenti;M;13
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;6
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;12
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;1
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;1
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;2
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;2
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;0
2024;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;0
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;01-Rettore;Componenti;F;1
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;01-Rettore;Componenti;M;0
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;02-Prorettore vicario;Componenti;F;0
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;02-Prorettore vicario;Componenti;M;0
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;03-Direttore generale;Componenti;F;1
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;03-Direttore generale;Componenti;M;0
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;04-Senato accademico;Componenti;F;3
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;04-Senato accademico;Componenti;M;2
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;3
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;10
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;1
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;1
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;0
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;2
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;7
2024;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;3
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;01-Rettore;Componenti;F;0
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;01-Rettore;Componenti;M;1
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;02-Prorettore vicario;Componenti;F;1
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;02-Prorettore vicario;Componenti;M;0
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;03-Direttore generale;Componenti;F;1
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;03-Direttore generale;Componenti;M;0
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;04-Senato accademico;Componenti;F;9
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;04-Senato accademico;Componenti;M;10
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;4
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;6
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;2
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;2
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;1
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;4
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;8
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;10
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;01-Rettore;Componenti;F;1
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;01-Rettore;Componenti;M;0
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;F;0
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;M;0
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;F;2
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;M;5
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;5
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;17
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;0
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;0
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;0
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;6
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;2
2024;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;2
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;01-Rettore;Componenti;F;1
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;01-Rettore;Componenti;M;0
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;F;0
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;M;1
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;04-Senato accademico;Componenti;F;10
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;04-Senato accademico;Componenti;M;13
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;3
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;6
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;1
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;3
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;5
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;3
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;6
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;3
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;01-Rettore;Componenti;F;0
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;01-Rettore;Componenti;M;1
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;F;1
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;M;0
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;F;1
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;M;5
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;1
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;3
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;3
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;1
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;1
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;3
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;0
2024;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;0
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;01-Rettore;Componenti;F;1
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;01-Rettore;Componenti;M;0
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;F;0
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;M;1
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;04-Senato accademico;Componenti;F;20
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;04-Senato accademico;Componenti;M;14
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;3
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;7
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;1
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;3
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;3
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;5
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;20
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;3
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;01-Rettore;Componenti;F;1
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;01-Rettore;Componenti;M;0
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;F;0
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;M;1
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;04-Senato accademico;Componenti;F;6
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;04-Senato accademico;Componenti;M;16
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;4
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;6
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;2
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;2
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;2
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;3
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;6
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;6
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;01-Rettore;Componenti;F;0
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;01-Rettore;Componenti;M;1
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;F;0
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;M;1
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;F;7
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;M;16
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;5
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;12
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;2
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;2
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;3
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;4
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;5
2024;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;6
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;01-Rettore;Componenti;F;1
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;01-Rettore;Componenti;M;0
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;F;1
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;02-Prorettore vicario;Componenti;M;0
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;F;0
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;03-Direttore generale;Componenti;M;1
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;F;1
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;04-Senato accademico;Componenti;M;11
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;F;4
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;05-Consiglio di amministrazione;Componenti;M;13
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;F;1
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;06-Collegio dei revisori dei conti;Componenti;M;3
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;F;2
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;07-Nucleo di valutazione;Componenti;M;6
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;F;7
2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;08-Comitato unico di garanzia;Componenti;M;1
