DATAFLOW,REF_AREA,SEX,AGE,ATTAINMENT_LEV,EDUCATION_FIELD,MEASURE,INCOME,BIRTH_PLACE,MIGRATION_AGE,EDU_STATUS,LABOUR_FORCE_STATUS,DURATION_UNEMP,UNIT_MEASURE,STATISTICAL_OPERATION,WORK_TIME_ARNGMNT,QUESTIONNAIRE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT_MULT,DECIMALS
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),HUN,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,12.69102764,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),DEU,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,34.98344803,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),COL,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,36.96393967,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVN,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,53.8065834,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SWE,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,29.5956707,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LUX,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,15.76816368,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GBR,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,48.09827423,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NOR,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,30.0872097,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LUX,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.24528503,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUT,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,53.12902451,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ESP,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,33.60559464,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LUX,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,40.98654938,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BGR,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,57.54243469,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUT,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,39.63525009,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ITA,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.47319794,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NZL,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,9.119722366,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CAN,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,20.97087288,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),DEU,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,10.47664165,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ISR,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,11.30666924,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),FRA,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,32.989151,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),HUN,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,57.84262466,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BEL,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,39.39927292,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NOR,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,23.110466,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),HUN,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,29.46634674,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),COL,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,33.873806,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GRC,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,47.87234879,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NLD,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,41.86574936,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),MEX,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,55.69816971,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ITA,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,42.58736801,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),MEX,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,28.47588921,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CZE,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,35.72671127,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CZE,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,28.74621201,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),COL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,29.16225624,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),PRT,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,24.28388977,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUT,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,36.2142868,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CRI,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,20.2641449,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BGR,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,30.37030792,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),OECD,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,23.66172037,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVK,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,6.215913296,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),OECD,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,18.83026621,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUS,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,15.43981552,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),DEU,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,54.75814438,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LTU,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,45.61509323,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LVA,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,11.62356091,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),PRT,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,27.89471436,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CRI,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,26.76126862,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ISR,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,11.38572216,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ROU,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,61.79627609,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),OECD,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,39.18903522,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVN,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,25.31645584,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CHE,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,5.515247345,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CZE,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,38.25292969,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NZL,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,42.07169342,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),MEX,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,38.85329437,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ITA,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,13.9394331,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BEL,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,14.12745571,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LTU,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,50.43571091,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SWE,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,8.732193947,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LUX,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,57.68785858,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GRC,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,33.25883102,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GBR,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,18.81087685,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ISR,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,29.94160461,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CAN,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,73.27856445,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),FRA,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.2166748,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CAN,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,7.117642879,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CZE,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,35.52707672,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUS,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,45.79047394,A,,0,1
