slug,title,resource_name,resource_url,status,error
laureati,Laureati,Laureati per corso di studio. 2018- 2024,https://dati-ustat.mur.gov.it/dataset/ca0b9831-c9ef-49d4-b792-6bd963e4d837/resource/5046c89e-ccd1-4436-93be-daa92b24f8a1/download/12c_laureati_corso_2018-2024.csv,OK,
laureati,Laureati,Laureati per corso di studio. 2010-2017,https://dati-ustat.mur.gov.it/dataset/ca0b9831-c9ef-49d4-b792-6bd963e4d837/resource/21a6312b-29c0-45e0-aa0a-8904653ecc65/download/12b_laureati_corso_2010-2017.csv,OK,
laureati,Laureati,Laureati per corso di studio. 2001-2009,https://dati-ustat.mur.gov.it/dataset/ca0b9831-c9ef-49d4-b792-6bd963e4d837/resource/477f403e-5d91-42a5-80bb-ddcb3c21df50/download/12a_laureati_corso_2001-2009.csv,OK,
laureati,Laureati,Laureati per Ateneo e Gruppo. 2001-2024,https://dati-ustat.mur.gov.it/dataset/ca0b9831-c9ef-49d4-b792-6bd963e4d837/resource/e8f15125-d1e3-451f-b660-14e96989a5bd/download/14_laureatixgruppoateneo.csv,OK,
laureati,Laureati,"Laureati per ateneo, gruppo e sede del diploma. 2018-2024",https://dati-ustat.mur.gov.it/dataset/ca0b9831-c9ef-49d4-b792-6bd963e4d837/resource/41a03b7a-ff0e-4a96-b370-fd4d21341f60/download/15_laureati_xgruppoxateneoxsedediploma_2018-2024.csv,OK,
laureati,Laureati,"Laureati per ateneo, gruppo e sede del diploma. 2010-2017",https://dati-ustat.mur.gov.it/dataset/ca0b9831-c9ef-49d4-b792-6bd963e4d837/resource/1cedea54-472e-4698-afe3-65c141bd7780/download/15b_laureati_xgruppoxateneoxsedediploma_2010-2017.csv,OK,
laureati,Laureati,Laureati  internazionali laureati per ateneo,https://dati-ustat.mur.gov.it/dataset/ca0b9831-c9ef-49d4-b792-6bd963e4d837/resource/cb4d7e8a-bcef-499a-a5c9-ca7124cde87f/download/10_laureatiinternazionalixateneo.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Gettito della contribuzione studentesca,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/f3619f14-2e4a-4595-bc69-508b51ce79f8/download/2024_atenei_gettito_contribuzione.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Classi contribuzione studenti,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/36781767-7f8f-4f5c-8792-de43a29b8e41/download/2024_atenei_classi_contribuzione.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Esonero totale atenei,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/50452778-9c18-4e6d-a680-90374c56df7e/download/2024_atenei_esonero_totale.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Esonero parziale atenei,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/26c70965-113b-4154-b423-41a5df887273/download/2024_atenei_esonero_parziale.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Iscritti atenei,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/4725c990-bd24-40e5-82b9-5273aad3cbc6/download/2024_atenei_iscritti.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Contribuzione media per corsi di laurea di I e II livello ,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/f6cfefca-4816-43bb-8516-aed2ae8283db/download/2024_atenei_contribuzione_media.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Numero interventi atenei,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/1222ee23-5947-4a76-b0a3-0d14523055de/download/2024_atenei_numero_interventi.csv,OK,
2024-contribuzione-e-interventi-atenei,2024 Contribuzione e interventi atenei,2024 Strutture atenei,https://dati-ustat.mur.gov.it/dataset/b47de019-4086-4b19-bb6b-4d8bc622b195/resource/b8a66d75-b2dd-43d0-88fd-c03f7a9f8dcf/download/2024_atenei_strutture_rett20260323.csv,OK,
2025-collegi-universitari,2025 Collegi Universitari,2025 Collegi Alloggi e mense,https://dati-ustat.mur.gov.it/dataset/0a78be58-c096-4d59-a659-e8a610b49207/resource/9359e6dc-ba62-40e1-9233-5acfe0ba2a9a/download/2025_collegi_alloggi_mense.csv,OK,
2025-collegi-universitari,2025 Collegi Universitari,2025 Collegi Pasti erogati,https://dati-ustat.mur.gov.it/dataset/0a78be58-c096-4d59-a659-e8a610b49207/resource/81a61012-ef09-418e-88fd-ad2068566ce9/download/2025_collegi_pasti_erogati.csv,OK,
2025-collegi-universitari,2025 Collegi Universitari,2025 Collegi Personale a tempo indeterminato,https://dati-ustat.mur.gov.it/dataset/0a78be58-c096-4d59-a659-e8a610b49207/resource/05fe891b-3914-497c-87cb-8b848b4821c1/download/2025_collegi_personale_indeterminato.csv,OK,
2025-collegi-universitari,2025 Collegi Universitari,2025 Collegi Personale a tempo determinato,https://dati-ustat.mur.gov.it/dataset/0a78be58-c096-4d59-a659-e8a610b49207/resource/0092d3b1-abd3-4bad-a7ff-9aebf3571fda/download/2025_collegi_personale_determinato.csv,OK,
2025-collegi-universitari,2025 Collegi Universitari,2025 Collegi Spesa per interventi,https://dati-ustat.mur.gov.it/dataset/0a78be58-c096-4d59-a659-e8a610b49207/resource/14ff296f-5028-4704-854a-804e46cb815d/download/2025_collegi_spesa.csv,OK,
2025-collegi-universitari,2025 Collegi Universitari,2025 Collegi Numero di interventi,https://dati-ustat.mur.gov.it/dataset/0a78be58-c096-4d59-a659-e8a610b49207/resource/7e0ed0ec-560f-4b03-82c4-2c5398519ad0/download/2025_collegi_interventi.csv,OK,
2025-collegi-universitari,2025 Collegi Universitari,2025 Collegi Alloggi per comune,https://dati-ustat.mur.gov.it/dataset/0a78be58-c096-4d59-a659-e8a610b49207/resource/eaa8d54b-f626-46cb-8e1e-8d0aebc37096/download/2025_collegi_alloggi_comune.csv,OK,
2025-contribuzione-e-interventi-afam,2025 Contribuzione e Interventi AFAM,2025 Gettito della contribuzione studentesca,https://dati-ustat.mur.gov.it/dataset/3d994969-6b6c-4c61-af53-5ecdfb75c796/resource/8be1b336-dd44-4bee-a5e0-5b749e4ef372/download/2025_tc_afam_gettito_contribuzione.csv,OK,
2025-contribuzione-e-interventi-afam,2025 Contribuzione e Interventi AFAM,2025 Studenti totalmente esonerati,https://dati-ustat.mur.gov.it/dataset/3d994969-6b6c-4c61-af53-5ecdfb75c796/resource/2b1bcfa0-ba55-4a7b-b4f4-cb35e7b39190/download/2025_tc_afam_esonero_totale.csv,OK,
2025-contribuzione-e-interventi-afam,2025 Contribuzione e Interventi AFAM,2025 Studenti parzialmente esonerati,https://dati-ustat.mur.gov.it/dataset/3d994969-6b6c-4c61-af53-5ecdfb75c796/resource/c9da4717-6b6a-4084-8434-5e7091e9d71d/download/2025_tc_afam_esonero_parziale.csv,OK,
2025-contribuzione-e-interventi-afam,2025 Contribuzione e Interventi AFAM,2025 Numero di Interventi in favore degli studenti,https://dati-ustat.mur.gov.it/dataset/3d994969-6b6c-4c61-af53-5ecdfb75c796/resource/5a4cebcd-5b74-4a4a-a4ff-5eee87bb6f08/download/2025_tc_afam_numero_interventi.csv,OK,
2025-contribuzione-e-interventi-afam,2025 Contribuzione e Interventi AFAM,2025 Spesa degli Istituti per interventi in favore degli studenti,https://dati-ustat.mur.gov.it/dataset/3d994969-6b6c-4c61-af53-5ecdfb75c796/resource/946e99e5-0e66-44fe-a34d-e911a8cbb750/download/2025_tc_afam_spesa_interventi.csv,OK,
serie-storica-sul-personale-universitario,Serie storica sul personale universitario,Personale docente e ricercatore per genere e qualifica,https://dati-ustat.mur.gov.it/dataset/1775dfd1-5408-4970-95c2-97373b7a0016/resource/85c1ab95-c8db-484b-8898-56478c521721/download/docricxgenerequalifica_serie.csv,OK,
serie-storica-sul-personale-universitario,Serie storica sul personale universitario,Personale docente e ricercatore per classi di età e qualifica,https://dati-ustat.mur.gov.it/dataset/1775dfd1-5408-4970-95c2-97373b7a0016/resource/a9cc23fc-785a-4969-af49-5e9378be582b/download/docricxclasseetaqualifica_serie.csv,OK,
serie-storica-sul-personale-universitario,Serie storica sul personale universitario,Personale docente di ruolo e ricercatore per genere e area scientifico disciplinare,https://dati-ustat.mur.gov.it/dataset/1775dfd1-5408-4970-95c2-97373b7a0016/resource/3bdba958-5c6c-4b4e-a830-70e30014ee94/download/docricxgenereareasd_serie.csv,OK,
serie-storica-sul-personale-universitario,Serie storica sul personale universitario,Personale docente di ruolo e ricercatore per classe di età e area scientifico disciplinare,https://dati-ustat.mur.gov.it/dataset/1775dfd1-5408-4970-95c2-97373b7a0016/resource/9a00b718-747f-49ec-a053-50a7e2c65c47/download/docricxclasseetaareasd_serie.csv,OK,
serie-storica-sul-personale-universitario,Serie storica sul personale universitario,Collaboratori linguistici,https://dati-ustat.mur.gov.it/dataset/1775dfd1-5408-4970-95c2-97373b7a0016/resource/034ec5fd-8478-43e5-aa12-e3e23e6f882d/download/personale_collaboratorilinguistici_serie.csv,OK,
serie-storica-sul-personale-universitario,Serie storica sul personale universitario,Personale tecnico-amministrativo,https://dati-ustat.mur.gov.it/dataset/1775dfd1-5408-4970-95c2-97373b7a0016/resource/12ce67fe-5540-402f-9a00-82a8b61fd601/download/personale_tecniciamministrativi_serie.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Immatricolati ai corsi di laurea,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/1dce70d4-6ba9-4062-8bf5-08d448be3192/download/bdg_serie_immatricolati.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Iscritti ai corsi di laurea,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/0f69cde4-567f-468b-8bc1-fc861ac26590/download/bdg_serie_iscritti.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Iscritti ai corsi di laurea per provenienza - serie triennale,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/6d2c8ec0-27c2-4166-8ac7-696acff1549f/download/bdg_provenienza_iscritti_serie-triennale.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Laureati,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/3098c012-08de-4085-b532-66c00e72a6cf/download/bdg_serie_laureati.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Laureati per classe di voto - serie triennale,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/e7046069-8cc9-444b-bbc8-4844dbedc835/download/bdg_voto_laureati_serie-triennale.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Classi di laurea secondo la prevalenza di genere - serie triennale,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/a860fc0a-052f-4f91-9b45-e42ff8765c73/download/bdg_classi_prevgenere_serie-triennale.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Specializzandi - serie triennale,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/f6d27b3d-6393-418d-abf1-4e6cc9af57de/download/bdg_specializzandi_serie-triennale.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Dottorandi,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/74fc14c9-571f-4181-888e-ef17e014793e/download/bdg_serie_dottorandi.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Dottori di ricerca,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/155998a7-c183-4eb3-b8cd-ca4d7db72b64/download/bdg_serie_dottori.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Personale Accademico - profilo,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/6027508d-2efd-4f86-bbbf-44cb914b29c2/download/bdg_serie_academic_staff_profilo.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Personale Accademico - ambito,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/92f2008d-958f-4e9c-ae5c-7a3dd418cd57/download/bdg_serie_academic_staff_ambito.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Età media del personale accademico - serie triennale,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/82131d43-1990-48dd-9ecb-55b2d264d0fa/download/bdg_etamedia_academic_staff_serie-triennale.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie Personale Tecnico Amministrativo,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/7760ceba-4f82-4c34-8c9b-6918f3e01496/download/bdg_serie_personale_tecnicoamministrativo.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie_Triennale_PersonaleTA_Qualifica-Genere,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/78c48970-3b5b-43a4-b28b-df692e00bb49/download/bdg_serie3stat_personaleta_qualifica-genere.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie_Triennale_PersonaleTA_ClassiEtà-Genere,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/fd4acbac-bca5-4644-88ce-6f314a746ad0/download/bdg_serie3stat_personaleta_classieta-genere.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Serie_Triennale_PersonaleTA_EtàMedia,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/15d35f5b-5fb4-4cb3-9c5b-76eff08a38e0/download/bdg_serie3stat_personaleta_etamedia.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,Governance.csv,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/f96b5824-d3b2-453b-9035-f54f7a32d90f/download/bdg_serie3stat_governance.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,COD_Atenei.csv,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/794d10f3-0fdf-42ad-9f0b-2f7489ec6ef6/download/cod_atenei.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,COD_Classi di Laurea - COD_FoET2013,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/3f52db2f-24ce-4605-8e51-5618cc4ff4e3/download/cod_foet2013.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,COD_FoRD.csv,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/688a0ad5-a4f7-469d-af3d-f7448aa5ae30/download/cod_ford.csv,OK,
dati-per-bilancio-di-genere,DATI PER BILANCIO DI GENERE,COD_Grade.csv,https://dati-ustat.mur.gov.it/dataset/a60a221d-1c0d-4abb-bc8b-2199f61c205d/resource/17b34084-9c01-4e90-9260-982fcb982e6a/download/cod_grade.csv,OK,
diplomati-afam-serie-storica,Diplomati AFAM - Serie storica,Diplomati per corso.  Serie a.s. 2020-2024,https://dati-ustat.mur.gov.it/dataset/9e40fc40-6b42-44d6-ad27-1b9ad4969195/resource/9efc90fb-d5a1-4623-b857-10ef07d95583/download/afam-diplomati_x_corso_serie_20-21-22-23-24.csv,OK,
diplomati-afam-serie-storica,Diplomati AFAM - Serie storica,Diplomati per classe di età. Serie a.s. 2020-2024,https://dati-ustat.mur.gov.it/dataset/9e40fc40-6b42-44d6-ad27-1b9ad4969195/resource/53e57727-a8b9-46e1-a6fa-8d2cdbf2d65e/download/afam_diplomati_x_eta_serie_20-21-22-23-24.csv,OK,
diplomati-afam-serie-storica,Diplomati AFAM - Serie storica,Stranieri per corso.  Serie a.s. 2020-2024,https://dati-ustat.mur.gov.it/dataset/9e40fc40-6b42-44d6-ad27-1b9ad4969195/resource/1d349e88-b022-4a46-beb9-82a3a0227be0/download/afam_diplomati-stranieri_x_corso_serie_20-21-22-23-24.csv,OK,
diplomati-afam-serie-storica,Diplomati AFAM - Serie storica,Diplomati per corso. Serie a.s. 2010-2019,https://dati-ustat.mur.gov.it/dataset/9e40fc40-6b42-44d6-ad27-1b9ad4969195/resource/df8f3d8c-6562-4412-b1c7-5023f31999d8/download/afam_diplomati_x_corso_serie_2010-2019_new.csv,OK,
diplomati-afam-serie-storica,Diplomati AFAM - Serie storica,Diplomati per classe di età. Serie a.s. 2010-2019,https://dati-ustat.mur.gov.it/dataset/9e40fc40-6b42-44d6-ad27-1b9ad4969195/resource/922978c7-91a2-4bbe-a2b2-03477dbc6a04/download/afam_diplomati_x_eta_serie_2010-2019_new.csv,OK,
diplomati-afam-serie-storica,Diplomati AFAM - Serie storica,Stranieri per corso. Serie a.s. 2010-2019,https://dati-ustat.mur.gov.it/dataset/9e40fc40-6b42-44d6-ad27-1b9ad4969195/resource/8c13766e-dfb4-4040-8954-a1534a416518/download/afam_diplomati_stranieri_x_corso_serie_2010-2019_new.csv,OK,
diplomati-afam-serie-storica,Diplomati AFAM - Serie storica,AFAM Istituti Codifiche (METADATI),https://dati-ustat.mur.gov.it/dataset/9e40fc40-6b42-44d6-ad27-1b9ad4969195/resource/1314f4f3-d8c0-4eba-a651-4a3b2c491ed1/download/afam_istituti_codifiche_new.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Iscritti per corso. Serie a.a. 20/21-24/25,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/72c39733-af10-4b7e-8d5c-878499fab765/download/afam-iscritti_x_corso_serie_20-21-22-23-2425.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Iscritti I anno per corso. Serie a.a. 20/21-24/25,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/af746328-4b9e-4f84-a4ed-c95c36a70672/download/afam-isc_i_anno_x_corso_serie_20-21-22-23-2425.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Iscritti per classe di età. Serie a.a. 20/21-24/25,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/dbad07a3-f4e3-4123-97d3-451c47a35e7a/download/afam_iscritti_x_eta_serie_20-21-22-23-2425.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Italiani per regione. Serie a.a. 20/21-24/25,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/826d32ad-3d47-4cd8-9a4e-5ee7ad7bcf1f/download/afam-isc_ita_x_reg_serie_20-21-22-23-2425.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Stranieri per corso. Serie a.a. 20/21-24/25,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/9f6a7a01-75de-414f-9a79-844a4ae7c1d9/download/afam_iscritti-stranieri_x_corso_serie_20-21-22-23-2425.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Stranieri per provenienza. Serie a.a. 20/21-24/25,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/2481e43d-f334-4484-b29e-f3be080cacf3/download/afam-isc_stra_x_prov_serie_20-21-22-23-2425.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Iscritti per corso. Serie a.a. 10/11-14/15,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/65aae3a4-320f-463a-ba36-5e637edcf870/download/afam_iscritti_x_corso_serie_2010-2014_new.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Iscritti per corso. Serie a.a. 15/16-19/20,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/c5ee81f6-4115-4b08-97aa-2cbeed983f60/download/afam_iscritti_x_corso_serie_2015-2019_new.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Iscritti I anno per corso. Serie a.a. 10/11-19/20,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/2043478d-c191-4ec7-a5f1-6e53cdfcd349/download/afam_iscritti-i-anno_x_corso_serie_2010-2019_new.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Iscritti per classe di età. Serie a.a. 10/11-19/20,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/4b57df38-e3da-47ad-b78c-b7a849fcac40/download/afam_iscritti_x_eta_serie_10-11_19-20.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Stranieri per corso. Serie a.a. 10/11-19/20,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/39053ce4-75c3-458e-aac0-013821df3082/download/afam_iscr_stra_x_corso_serie_10-11_19-20.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,Stranieri per paese. Serie a.a. 10/11-19/20,https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/91873995-b499-4c4c-8426-f2caf6dd6da0/download/afam-isc_stra_x_prov_serie_10-19_rev.csv,OK,
iscritti-afam-serie-storica,Iscritti AFAM - Serie storica,AFAM Istituti Codifiche (METADATI),https://dati-ustat.mur.gov.it/dataset/b28aff8f-0d5c-4e13-943e-bc79b8ce152d/resource/f15d64cb-ad61-4503-a60c-f1486158893b/download/afam_istituti_codifiche_new.csv,OK,
2025-diritto-allo-studio-universitario-dsu-regionale,2025 Diritto allo Studio Universitario (DSU) Regionale,2025 Alloggi e mense,https://dati-ustat.mur.gov.it/dataset/b89d46ba-1b59-4a45-9165-5b09df42a884/resource/388cbe8a-b2ae-438e-83a0-2fdb0eebb442/download/2025_dsu_alloggi_mense.csv,OK,
2025-diritto-allo-studio-universitario-dsu-regionale,2025 Diritto allo Studio Universitario (DSU) Regionale,2025 Alloggi per comune,https://dati-ustat.mur.gov.it/dataset/b89d46ba-1b59-4a45-9165-5b09df42a884/resource/bb4c7a89-ba45-4c1d-9a1d-f21613057760/download/2025_dsu_alloggi_comune.csv,OK,
2025-diritto-allo-studio-universitario-dsu-regionale,2025 Diritto allo Studio Universitario (DSU) Regionale,2025 Pasti erogati,https://dati-ustat.mur.gov.it/dataset/b89d46ba-1b59-4a45-9165-5b09df42a884/resource/1cbe9b36-6cf8-4b6b-bb18-23d27955bd8f/download/2025_dsu_pasti_erogati.csv,OK,
2025-diritto-allo-studio-universitario-dsu-regionale,2025 Diritto allo Studio Universitario (DSU) Regionale,2025 Personale a tempo indeterminato,https://dati-ustat.mur.gov.it/dataset/b89d46ba-1b59-4a45-9165-5b09df42a884/resource/dad1d087-4404-4fd1-8ecb-540b8a9a17f5/download/2025_dsu_personale_indeterminato.csv,OK,
2025-diritto-allo-studio-universitario-dsu-regionale,2025 Diritto allo Studio Universitario (DSU) Regionale,2025 Personale a tempo determinato,https://dati-ustat.mur.gov.it/dataset/b89d46ba-1b59-4a45-9165-5b09df42a884/resource/672c47cc-44a5-474b-b623-16891dce17fb/download/2025_dsu_personale_determinato.csv,OK,
2025-diritto-allo-studio-universitario-dsu-regionale,2025 Diritto allo Studio Universitario (DSU) Regionale,2025 Numero di interventi,https://dati-ustat.mur.gov.it/dataset/b89d46ba-1b59-4a45-9165-5b09df42a884/resource/2e57c680-e871-474f-8bb9-2eec44dcfee2/download/2025_dsu_interventi_rett06032026.csv,OK,
