ANNO_SOLARE;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_SPESA;DESCRIZIONE_SPESA;SPESA_LAUREA;SPESA_DOTTORATO;SPESA_SPECIALIZZAZIONE
2024;01;Piemonte;0101;EDISU del Piemonte;00101;Università degli studi di Torino;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;41130,75;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;1;Borse di studio - Spesa per borse concesse;44071292,28;61892,78;15611,07
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);12463134,54;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;356800;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;51540,56;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;21420;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;666938;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;33327;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00102;Politecnico di Torino;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;43779,29;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;1;Borse di studio - Spesa per borse concesse;2603874,705;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);1010532,005;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;500;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;17896,79;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;68020,5;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;2898;;
2024;01;Piemonte;0101;EDISU del Piemonte;001101001272;"Accademia di Belle Arti ''ALBERTINA"" di Torino";AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;619,7;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;1;Borse di studio - Spesa per borse concesse;412280,285;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);204229,76;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;14267;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;1;Borse di studio - Spesa per borse concesse;175328,485;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);45815,98;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;6227,5;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;001803001272;Istituto di Arte Applicata e Design (IAAD) di Torino;AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;200;;
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;1;Borse di studio - Spesa per borse concesse;7503590,82;0;19112,08
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);2711346,875;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;34600;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;36475,22;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;21150;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;275789;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;7969,8;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;1;Borse di studio - Spesa per borse concesse;100218,195;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);27180,735;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;3059,5;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003401003106;"Conservatorio ""Guido Cantelli"" di Novara";AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;1;Borse di studio - Spesa per borse concesse;22597,22;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);17882,16;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;10728,5;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;1;Borse di studio - Spesa per borse concesse;42080,075;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);24036,955;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;19086;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;01;Piemonte;0101;EDISU del Piemonte;003803003106;Scuola del Teatro Musicale di Novara;AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;82;;
2024;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;1;Borse di studio - Spesa per borse concesse;12783,43;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);0;0;0
2024;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
