CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
MTEE808013,4,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788842635246,"BERTI CRISTINA  ",L'ALBERO DELLE STORIE 4,LETTURE GRAMMATICA SCRITTURA ARTE E MUSICA,1,IL CAPITELLO,"17,28",Si,Si,No
MTEE808013,5,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE808013,5,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788809903524,"AA VV  ",CIRCLE TIME 5,ND,2,GIUNTI ELT,"10,08",No,Si,No
MTEE808013,5,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DEI LINGUAGGI,9788891593924,"AA VV  ",LEGGO SENTO IMPARO CLASSE 5,SUSSIDIARIO DEI LINGUAGGI,2,FABBRI SCUOLA,"20,96",No,Si,No
MTEE808013,5,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DELLE DISCIPLINE,9788891594822,"AA VV  ",GEA CLASSE 5 TOMO ANTROPOLOGICO E TOMO SCIENTIFICO,SUSSIDIARIO DELLE DISCIPLINE,2,FABBRI SCUOLA,"25,00",No,Si,No
MTEE808013,5,B,EE,27 ORE SETTIMANALI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE808013,5,B,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788809903524,"AA VV  ",CIRCLE TIME 5,ND,2,GIUNTI ELT,"10,08",No,Si,No
MTEE808013,5,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788891593924,"AA VV  ",LEGGO SENTO IMPARO CLASSE 5,SUSSIDIARIO DEI LINGUAGGI,2,FABBRI SCUOLA,"20,96",No,Si,No
MTEE808013,5,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE,9788891594822,"AA VV  ",GEA CLASSE 5 TOMO ANTROPOLOGICO E TOMO SCIENTIFICO,SUSSIDIARIO DELLE DISCIPLINE,2,FABBRI SCUOLA,"25,00",No,Si,No
MTEE808013,1,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788835059462,"FABRIS FRANCESCA - BAFFETTI BARBARA ",CAMMINO CON TE 1-2-3,CORSO DI IRC PER LA SCUOLA PRIMARIA,U,LA SCUOLA EDITRICE,"8,19",Si,Si,No
MTEE808013,1,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788853646507,"HOGG MIRIAM JANE - ROCCA VALENTINA ",SPACE ENGLISH 1,ND,1,ELI,"4,02",Si,Si,No
MTEE808013,1,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",Si,Si,No
MTEE808013,1,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788835059462,"FABRIS FRANCESCA - BAFFETTI BARBARA ",CAMMINO CON TE 1-2-3,CORSO DI IRC PER LA SCUOLA PRIMARIA,U,LA SCUOLA EDITRICE,"8,19",Si,Si,No
MTEE808013,1,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788853646507,"HOGG MIRIAM JANE - ROCCA VALENTINA ",SPACE ENGLISH 1,ND,1,ELI,"4,02",Si,Si,No
MTEE808013,1,A,EE,40 ORE A TEMPO PIENO,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",Si,Si,No
MTEE808013,1,B,EE,27 ORE SETTIMANALI,RELIGIONE,9788835059462,"FABRIS FRANCESCA - BAFFETTI BARBARA ",CAMMINO CON TE 1-2-3,CORSO DI IRC PER LA SCUOLA PRIMARIA,U,LA SCUOLA EDITRICE,"8,19",Si,Si,No
MTEE808013,1,B,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788853646507,"HOGG MIRIAM JANE - ROCCA VALENTINA ",SPACE ENGLISH 1,ND,1,ELI,"4,02",Si,Si,No
MTEE808013,1,B,EE,27 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",Si,Si,No
MTEE808013,2,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE808013,2,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788809919693,"AA VV  ",ENGLISH BEAT CL. 2,ND,2,GIUNTI ELT,"6,03",No,Si,No
MTEE808013,2,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO (1° BIENNIO),9788883977671,"CENTRO DI RICERCA DIDATTICA - DATTOLICO ROSA ",DINO SAURO -  CHE MAGIA ! 2,ND,2,ARDEA EDITRICE,"18,69",No,Si,No
MTEE808013,2,B,EE,27 ORE SETTIMANALI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE808013,2,B,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788809919693,"AA VV  ",ENGLISH BEAT CL. 2,ND,2,GIUNTI ELT,"6,03",No,Si,No
MTEE808013,2,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788883977671,"CENTRO DI RICERCA DIDATTICA - DATTOLICO ROSA ",DINO SAURO -  CHE MAGIA ! 2,ND,2,ARDEA EDITRICE,"18,69",No,Si,No
MTEE808013,3,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788835056119,"CRISTIANI CLAUDIO  ",PONTI ARCOBALENO PLUS 1-2-3,RELIGIONE PRIMO ANNO + BIENNIO,U,LA SCUOLA EDITRICE,"8,19",No,No,No
MTEE808013,3,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788809964709,"AA VV  ",I LIKE GOLD CL. 3,ND,3,GIUNTI ELT,"8,06",No,Si,No
MTEE808035,1,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",Si,Si,No
MTEE808035,1,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788853646507,"HOGG MIRIAM JANE - ROCCA VALENTINA ",SPACE ENGLISH 1,ND,1,ELI,"4,02",Si,Si,No
MTEE808035,1,A,EE,40 ORE A TEMPO PIENO,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",Si,Si,No
MTEE808035,2,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE808035,2,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788809919693,"AA VV  ",ENGLISH BEAT CL. 2,ND,2,GIUNTI ELT,"6,03",No,Si,No
MTEE808035,2,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO (1° BIENNIO),9788883977671,"CENTRO DI RICERCA DIDATTICA - DATTOLICO ROSA ",DINO SAURO -  CHE MAGIA ! 2,ND,2,ARDEA EDITRICE,"18,69",No,Si,No
MTEE808035,3,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788835056119,"CRISTIANI CLAUDIO  ",PONTI ARCOBALENO PLUS 1-2-3,RELIGIONE PRIMO ANNO + BIENNIO,U,LA SCUOLA EDITRICE,"8,19",No,No,No
MTEE808035,3,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788809964709,"AA VV  ",I LIKE GOLD CL. 3,ND,3,GIUNTI ELT,"8,06",No,Si,No
MTEE808035,3,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO (1° BIENNIO),9788809964525,"AA VV  ",VIVA CRESCERE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",No,Si,No
MTEE808035,4,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",Si,Si,No
MTEE808035,4,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788809964716,"AA VV  ",I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"8,06",Si,Si,No
MTEE808035,4,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DEI LINGUAGGI,9788842635246,"BERTI CRISTINA  ",L'ALBERO DELLE STORIE 4,LETTURE GRAMMATICA SCRITTURA ARTE E MUSICA,1,IL CAPITELLO,"17,28",Si,Si,No
MTEE808035,4,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DELLE DISCIPLINE,9788842635741,"AA VV  ",L'ALBERO DEI SAPERI 4  KIT COMPLETO,ANTROPOLOGICO E SCIENTIFICO,1,IL CAPITELLO,"21,46",Si,Si,No
MTEE808035,5,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE808035,5,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788809903524,"AA VV  ",CIRCLE TIME 5,ND,2,GIUNTI ELT,"10,08",No,Si,No
MTEE808035,5,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DEI LINGUAGGI,9788891593924,"AA VV  ",LEGGO SENTO IMPARO CLASSE 5,SUSSIDIARIO DEI LINGUAGGI,2,FABBRI SCUOLA,"20,96",No,Si,No
MTEE808035,5,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DELLE DISCIPLINE,9788891594822,"AA VV  ",GEA CLASSE 5 TOMO ANTROPOLOGICO E TOMO SCIENTIFICO,SUSSIDIARIO DELLE DISCIPLINE,2,FABBRI SCUOLA,"25,00",No,Si,No
MTEE808046,1,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788842632924,BERGER MARELLA - GENNESI MARINA - STIO NICOLETTA,NUOVO COME FARFALLE DAI MILLE COLORI 1-2-3 (IL),CORSO DI IRC PER LA SCUOLA PRIMARIA,U,IL CAPITELLO,"8,19",No,Si,No
MTEE808046,1,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788853646507,"HOGG MIRIAM JANE - ROCCA VALENTINA ",SPACE ENGLISH 1,ND,1,ELI,"4,02",No,Si,No
MTEE808046,1,A,EE,40 ORE A TEMPO PIENO,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",No,Si,No
MTEE808046,2,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788842632924,BERGER MARELLA - GENNESI MARINA - STIO NICOLETTA,NUOVO COME FARFALLE DAI MILLE COLORI 1-2-3 (IL),CORSO DI IRC PER LA SCUOLA PRIMARIA,U,IL CAPITELLO,"8,19",No,No,No
MTEE808046,2,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788883397080,"AA VV  ",BILLY BOT GOLD 2,ND,2,PEARSON LONGMAN,"6,03",No,Si,No
MTEE808046,2,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO (1° BIENNIO),9788883977671,"CENTRO DI RICERCA DIDATTICA - DATTOLICO ROSA ",DINO SAURO -  CHE MAGIA ! 2,ND,2,ARDEA EDITRICE,"18,69",No,Si,No
MTEE808046,4,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788842632931,BERGER MARELLA - GENNESI MARINA - STIO NICOLETTA,NUOVO COME FARFALLE DAI MILLE COLORI 4-5 (IL),CORSO DI IRC PER LA SCUOLA PRIMARIA,U,IL CAPITELLO,"8,19",Si,Si,No
MTEE808046,4,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788883397103,"AA VV  ",BILLY BOT GOLD 4,ND,1,PEARSON LONGMAN,"8,06",Si,Si,No
MTEE808046,4,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788809917620,"AA VV  ",NUOVO VIVA IMPARARE CL. 4  ANTROPOLOGICO,ND,1,GIUNTI SCUOLA,"10,73",Si,Si,No
MTEE808046,4,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788809917637,"AA VV  ",NUOVO VIVA IMPARARE CL. 4 MATEMATICA,ND,1,GIUNTI SCUOLA,"10,73",Si,Si,No
MTEE808046,4,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DEI LINGUAGGI,9788809917590,"AA VV  ",NUOVO VIVA LEGGERE CL. 4,ND,1,GIUNTI SCUOLA,"17,28",Si,Si,No
MTEE808046,3,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788846842947,"PICARIELLO CARMINE  ",DETTO... FATTO! 1-2-3,ND,U,LA SPIGA,"8,19",No,No,No
MTEE808046,3,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788853640017,"BERTARINI MARIAGRAZIA  ",THE STORY GARDEN PREMIUM 3,ND,3,ELI,"8,06",No,Si,No
MTEE808046,3,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO (1° BIENNIO),9788809929999,"AA VV  ",MILLE AVVENTURE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",No,Si,No
MTEE808046,5,A,EE,40 ORE A TEMPO PIENO,RELIGIONE,9788842632931,BERGER MARELLA - GENNESI MARINA - STIO NICOLETTA,NUOVO COME FARFALLE DAI MILLE COLORI 4-5 (IL),CORSO DI IRC PER LA SCUOLA PRIMARIA,U,IL CAPITELLO,"8,19",No,No,No
MTEE808046,5,A,EE,40 ORE A TEMPO PIENO,LINGUA INGLESE,9788883397110,"AA VV  ",BILLY BOT GOLD 5,ND,2,PEARSON LONGMAN,"10,08",No,Si,No
MTEE808046,5,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DEI LINGUAGGI,9791255810056,"AA  VV  ",TANTE VOCI 5,ND,2,LANG EDIZIONI,"20,96",No,Si,No
MTEE808046,5,A,EE,40 ORE A TEMPO PIENO,SUSSIDIARIO DELLE DISCIPLINE,9791255810087,CERRATO SIMONA - GILARDI MARINA - SAVIOLI KETTY,TANTE SCOPERTE 5 COFANETTO,ND,2,LANG EDIZIONI,"25,00",No,Si,No
MTEE81803Q,4,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788846845191,"TAINO ALBA - DONISELLI LILLI ",DIREZIONE DISCIPLINE STO-GEO 4,ND,1,LA SPIGA,"10,73",Si,Si,No
MTEE81803Q,4,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788846845207,"TAINO ALBA - DONISELLI LILLI ",DIREZIONE DISCIPLINE MATE-SCI 4,ND,1,LA SPIGA,"10,73",Si,Si,No
MTEE81803Q,4,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788846845238,"TAINO ALBA - DONISELLI LILLI ",DIREZIONE LETTURE 4,ND,1,LA SPIGA,"17,28",Si,Si,No
MTEE81803Q,5,A,EE,27 ORE SETTIMANALI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE81803Q,5,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883396861,"AA VV  ",RISE AND SHINE 5,ND,2,PEARSON LONGMAN,"10,08",No,Si,No
MTEE81803Q,5,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788809917651,"AA VV  ",NUOVO VIVA IMPARARE CL. 5  ANTROPOLOGICO,ND,2,GIUNTI SCUOLA,"12,50",No,Si,No
MTEE81803Q,5,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788809919679,"AA VV  ",NUOVO VIVA IMPARARE CL. 5 MATEMATICA,ND,2,GIUNTI SCUOLA,"12,50",No,Si,No
MTEE81803Q,5,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788809917606,"AA VV  ",NUOVO VIVA LEGGERE CL. 5,ND,2,GIUNTI SCUOLA,"20,96",No,Si,No
MTEE81803Q,1,A,EE,27 ORE SETTIMANALI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
MTEE81803Q,1,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788847242463,"AA VV  ",HELLO WORLD 1,ND,1,CELTIC PUBLISHING,"4,02",Si,Si,No
MTEE81803Q,1,A,EE,27 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9791223235331,"AA VV  ",BANDA DEL BUS CL. 1  -  4 CARATTERI,ND,1,GIUNTI SCUOLA,"13,34",Si,Si,No
MTEE81803Q,2,A,EE,27 ORE SETTIMANALI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE81803Q,2,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883397080,"AA VV  ",BILLY BOT GOLD 2,ND,2,PEARSON LONGMAN,"6,03",No,Si,No
MTEE81803Q,2,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788846844521,"AA VV  ",NUOVA FESTA A SORPRESA 2,ND,2,LA SPIGA,"18,69",No,Si,No
MTEE81803Q,3,A,EE,27 ORE SETTIMANALI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MTEE81803Q,3,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883397097,"AA VV  ",BILLY BOT GOLD 3,ND,3,PEARSON LONGMAN,"8,06",No,Si,No
MTEE81803Q,3,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788883976797,"AA VV  ",GIRAFIORE 3 SET,ND,3,ARDEA EDITRICE,"26,71",No,Si,No
MTEE81803Q,4,A,EE,27 ORE SETTIMANALI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
MTEE81803Q,4,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788847306905,"AA VV  ",BUDDY AND FRIENDS 4,ND,1,CETEM,"8,06",Si,Si,No
MT1E00100E,1,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,LINGUA INGLESE,9788847248502,BADIOLI CLAUDIA - PREVITO ISABELLA - JONES KIM,SUPER FRIENDS 1,ND,1,CELTIC PUBLISHING,"4,02",Si,Si,No
MT1E00100E,1,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,RELIGIONE,9788847242449,"CALIGARI CARLA RE  ",FIORI DELLA TERRA 1-2-3 (I),ND,U,RAFFAELLO,"8,19",Si,Si,No
MT1E00100E,1,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,IL LIBRO DELLA PRIMA CLASSE,9788883977657,"CENTRO DI RICERCA DIDATTICA - DATTOLICO ROSA ",DINO SAURO -  CHE MAGIA ! 1 METODO BLU 4 CARATTERI,ND,1,ARDEA EDITRICE,"13,34",Si,Si,No
MT1E00100E,2,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,LINGUA INGLESE,9788847238060,BADIOLI CLAUDIA - SLATTERY MICHELLE - PREVITO ISABELLA,YOU AND ME FRIENDS 2,ND,2,CELTIC PUBLISHING,"6,03",No,Si,No
MT1E00100E,2,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
MT1E00100E,2,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,SUSSIDIARIO (1° BIENNIO),9788846844521,"AA VV  ",NUOVA FESTA A SORPRESA 2,ND,2,LA SPIGA,"18,69",No,Si,No
MT1E00100E,3,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,LINGUA INGLESE,9788847238084,BADIOLI CLAUDIA - SLATTERY MICHELLE - PREVITO ISABELLA,YOU AND ME FRIENDS 3,ND,3,CELTIC PUBLISHING,"8,06",No,Si,No
MT1E00100E,3,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,SUSSIDIARIO (1° BIENNIO),9788809929999,"AA VV  ",MILLE AVVENTURE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",No,Si,No
MT1E00100E,3,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,RELIGIONE,9788847237865,"LAGHI NOVELLA - FIORUCCI STEFANIA ",TESORO PREZIOSO 1-2-3 (IL),ND,U,RAFFAELLO,"8,19",No,No,No
MT1E00100E,4,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,LINGUA INGLESE,9788847248533,BADIOLI CLAUDIA - JONES KIM - PREVITO ISABELLA,SUPER FRIENDS 4,ND,1,CELTIC PUBLISHING,"8,06",Si,Si,No
MT1E00100E,4,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,RELIGIONE,9788846845290,"PICARIELLO CARMINE  ",MIO LIBRO DI RELIGIONE 4-5 (IL),ND,U,LA SPIGA,"8,19",Si,Si,No
MT1E00100E,4,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788847242418,CANTILLO VINCENZA - GENTILE PAOLA - MAGNI FABIANA,STUDIO PERCHE' 4 MATEMATICA/SCIENZE,ND,1,RAFFAELLO,"10,73",No,Si,No
MT1E00100E,4,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,SUSSIDIARIO DEI LINGUAGGI,9788847248854,"MEIANI ANTONELLA  ",NUVOLE DI PAROLE 4,ND,1,RAFFAELLO,"17,28",Si,Si,No
MT1E00100E,4,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788847248793,"CANALI TIZIANA  ",CHE MERAVIGLIA! 4 AREA STORIA/GEOGRAFIA,ND,1,RAFFAELLO,"10,73",Si,Si,No
MT1E00100E,5,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788842618881,"AA VV  ",SFOGLIAMONDO DISCIPLINE 5 KIT ANTROPOLOGICO,ND,2,IL CAPITELLO,"12,50",No,Si,No
MT1E00100E,5,A,EE,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,RELIGIONE,9788847242456,"CALIGARI CARLA RE  ",FIORI DELLA TERRA 4-5 (I),ND,U,RAFFAELLO,"8,19",No,No,No
