freq,cittadinanza,condizione_prof,condizione_prof_eu,classe_eta,itter107,ruolo_fam,sesso,tipo_dato,titolo_studio,time_period,obs_value,year
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2021,27.537778,2021
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2022,22.831391,2022
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2023,17.519421,2023
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2024,16.554192,2024
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2018,19.837,2018
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2019,14.88,2019
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2020,22.079,2020
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2021,20.725,2021
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2022,15.262,2022
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2023,10.843,2023
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2024,11.2,2024
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2018,22.546914,2018
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2019,18.428386,2019
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2020,25.604184,2020
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2021,25.108125,2021
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2022,17.111592,2022
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2023,11.973145,2023
A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2024,11.125459,2024
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2018,22.536,2018
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2019,18.683,2019
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2020,25.617,2020
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2021,29.232,2021
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2022,21.172,2022
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2023,14.46,2023
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2024,16.744,2024
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2018,28.037872,2018
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2019,23.555443,2019
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2020,30.214427,2020
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2021,32.368508,2021
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2022,25.769231,2022
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2023,19.595089,2023
A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2024,21.426561,2024
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2018,42.374,2018
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2019,33.563,2019
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2020,47.695,2020
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2021,49.957,2021
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2022,36.433,2022
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2023,25.302,2023
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2024,27.944,2024
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2018,25.168985,2018
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2019,20.969012,2019
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2020,27.889203,2020
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2021,28.901436,2021
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2022,21.262329,2022
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2023,15.394631,2023
A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2024,15.627237,2024
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2018,31.901,2018
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2019,25.595,2019
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2020,32.906,2020
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2021,31.1,2021
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2022,29.179,2022
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2023,19.276,2023
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2024,18.004,2024
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2018,21.977197,2018
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2019,18.354907,2019
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2020,23.1317,2020
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2021,22.474996,2021
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2022,19.163301,2022
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2023,12.851181,2023
A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2024,10.846959,2024
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2018,41.425,2018
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2019,36.725,2019
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2020,43.686,2020
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2021,45.167,2021
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2022,36.204,2022
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2023,27.618,2023
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2024,27.214,2024
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2018,30.992354,2018
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2019,26.92054,2019
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2020,31.364469,2020
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2021,30.888065,2021
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2022,25.168933,2022
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2023,21.136171,2023
A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2024,20.650458,2024
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2018,73.326,2018
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2019,62.319,2019
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2020,76.592,2020
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2021,76.267,2021
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2022,65.383,2022
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2023,46.895,2023
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2024,45.219,2024
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2018,26.299065,2018
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2019,22.590397,2019
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2020,27.20466,2020
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2021,26.797585,2021
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2022,22.08072,2022
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2023,16.708829,2023
A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2024,15.186137,2024
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2018,12.063,2018
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2019,10.715,2019
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2020,10.827,2020
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2021,10.374,2021
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2022,13.918,2022
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2023,8.434,2023
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2024,6.804,2024
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2018,21.098751,2018
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2019,18.253833,2019
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2020,19.325991,2020
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2021,18.580409,2021
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2022,22.066145,2022
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2023,14.191008,2023
A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2024,10.417687,2024
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2018,18.889,2018
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2019,18.042,2019
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2020,18.069,2020
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2021,15.936,2021
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2022,15.032,2022
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2023,13.159,2023
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2024,10.47,2024
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2018,35.449001,2018
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2019,31.594431,2019
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2020,33.154128,2020
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2021,28.498873,2021
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2022,24.369366,2022
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2023,23.137924,2023
A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2024,19.520107,2024
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2018,30.952,2018
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2019,28.756,2019
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2020,28.897,2020
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2021,26.31,2021
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2022,28.95,2022
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2023,21.592,2023
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2024,17.275,2024
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2018,28.021257,2018
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2019,24.831398,2019
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2020,26.145689,2020
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2021,23.543413,2021
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2022,23.204739,2022
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2023,18.56498,2023
A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2024,14.523031,2024
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2018,11.299,2018
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2019,12.432,2019
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2020,15.769,2020
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2021,15.149,2021
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2022,10.378,2022
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2023,8.217,2023
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2024,7.036,2024
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2018,20.669155,2018
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2019,20.370643,2019
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2020,25.70376,2020
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2021,22.82404,2021
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2022,15.846936,2022
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2023,12.683492,2023
A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2024,10.855512,2024
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2018,15.206,2018
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2019,14.819,2019
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2020,14.617,2020
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2021,14.513,2021
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2022,14.731,2022
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2023,9.73,2023
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2024,9.783,2024
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2018,28.072961,2018
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2019,27.956685,2019
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2020,29.147723,2020
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2021,26.318844,2021
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2022,25.424577,2022
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2023,18.012848,2023
A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2024,18.79214,2024
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2018,26.505,2018
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2019,27.251,2019
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2020,30.386,2020
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2021,29.662,2021
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2022,25.11,2022
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2023,17.947,2023
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2024,16.819,2024
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2018,24.35405,2018
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2019,23.89684,2019
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2020,27.252751,2020
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2021,24.409954,2021
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2022,20.343515,2022
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2023,15.106521,2023
A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2024,14.390711,2024
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2018,14.667,2018
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2019,14.374,2019
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2020,13.092,2020
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2021,14.341,2021
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2022,11.846,2022
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2023,7.991,2023
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2024,10.309,2024
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET_I,99,2018,34.188014,2018
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET_I,99,2019,34.781136,2019
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET_I,99,2020,29.637343,2020
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET_I,99,2021,29.819928,2021
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET_I,99,2022,31.610407,2022
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET_I,99,2023,22.115518,2023
A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET_I,99,2024,23.7043,2024
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET,99,2018,15.867,2018
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET,99,2019,13.749,2019
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET,99,2020,13.561,2020
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET,99,2021,14.984,2021
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET,99,2022,8.738,2022
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET,99,2023,8.31,2023
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET,99,2024,8.702,2024
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET_I,99,2018,45.989971,2018
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET_I,99,2019,36.716872,2019
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET_I,99,2020,36.756654,2020
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET_I,99,2021,40.557586,2021
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET_I,99,2022,29.624356,2022
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET_I,99,2023,30.141458,2023
A,FRG,99,TOT,Y15-24,ITFG,TOT,2,NEET_I,99,2024,27.657884,2024
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET,99,2018,30.534,2018
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET,99,2019,28.123,2019
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET,99,2020,26.654,2020
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET,99,2021,29.325,2021
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET,99,2022,20.584,2022
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET,99,2023,16.302,2023
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET,99,2024,19.011,2024
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET_I,99,2018,39.448593,2018
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET_I,99,2019,35.701772,2019
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET_I,99,2020,32.878571,2020
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET_I,99,2021,34.484989,2021
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET_I,99,2022,30.735692,2022
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET_I,99,2023,25.590632,2023
A,FRG,99,TOT,Y15-24,ITFG,TOT,9,NEET_I,99,2024,25.363895,2024
A,FRG,99,TOT,Y15-29,IT,PA,1,NEET,99,2021,7.439,2021
A,FRG,99,TOT,Y15-29,IT,PA,1,NEET,99,2022,3.914,2022
A,FRG,99,TOT,Y15-29,IT,PA,1,NEET,99,2023,3.485,2023
A,FRG,99,TOT,Y15-29,IT,PA,1,NEET,99,2024,4.705,2024
A,FRG,99,TOT,Y15-29,IT,PA,2,NEET,99,2021,99.162,2021
A,FRG,99,TOT,Y15-29,IT,PA,2,NEET,99,2022,89.03,2022
A,FRG,99,TOT,Y15-29,IT,PA,2,NEET,99,2023,82.775,2023
A,FRG,99,TOT,Y15-29,IT,PA,2,NEET,99,2024,78.508,2024
A,FRG,99,TOT,Y15-29,IT,PA,9,NEET,99,2021,106.601,2021
A,FRG,99,TOT,Y15-29,IT,PA,9,NEET,99,2022,92.944,2022
A,FRG,99,TOT,Y15-29,IT,PA,9,NEET,99,2023,86.26,2023
A,FRG,99,TOT,Y15-29,IT,PA,9,NEET,99,2024,83.213,2024
A,FRG,99,TOT,Y15-29,IT,SD,1,NEET,99,2021,74.636,2021
A,FRG,99,TOT,Y15-29,IT,SD,1,NEET,99,2022,60.642,2022
A,FRG,99,TOT,Y15-29,IT,SD,1,NEET,99,2023,43.284,2023
A,FRG,99,TOT,Y15-29,IT,SD,1,NEET,99,2024,44.529,2024
A,FRG,99,TOT,Y15-29,IT,SD,2,NEET,99,2021,57.962,2021
A,FRG,99,TOT,Y15-29,IT,SD,2,NEET,99,2022,46.664,2022
A,FRG,99,TOT,Y15-29,IT,SD,2,NEET,99,2023,34.121,2023
A,FRG,99,TOT,Y15-29,IT,SD,2,NEET,99,2024,30.977,2024
A,FRG,99,TOT,Y15-29,IT,SD,9,NEET,99,2021,132.598,2021
A,FRG,99,TOT,Y15-29,IT,SD,9,NEET,99,2022,107.306,2022
A,FRG,99,TOT,Y15-29,IT,SD,9,NEET,99,2023,77.405,2023
A,FRG,99,TOT,Y15-29,IT,SD,9,NEET,99,2024,75.506,2024
A,FRG,99,TOT,Y15-29,IT,SPO,1,NEET,99,2021,21.978,2021
A,FRG,99,TOT,Y15-29,IT,SPO,1,NEET,99,2022,20.503,2022
A,FRG,99,TOT,Y15-29,IT,SPO,1,NEET,99,2023,21.832,2023
A,FRG,99,TOT,Y15-29,IT,SPO,1,NEET,99,2024,20.135,2024
A,FRG,99,TOT,Y15-29,IT,SPO,2,NEET,99,2021,31.206,2021
A,FRG,99,TOT,Y15-29,IT,SPO,2,NEET,99,2022,26.264,2022
A,FRG,99,TOT,Y15-29,IT,SPO,2,NEET,99,2023,23.37,2023
A,FRG,99,TOT,Y15-29,IT,SPO,2,NEET,99,2024,23.496,2024
A,FRG,99,TOT,Y15-29,IT,SPO,9,NEET,99,2021,53.184,2021
A,FRG,99,TOT,Y15-29,IT,SPO,9,NEET,99,2022,46.767,2022
A,FRG,99,TOT,Y15-29,IT,SPO,9,NEET,99,2023,45.202,2023
A,FRG,99,TOT,Y15-29,IT,SPO,9,NEET,99,2024,43.63,2024
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET,99,2018,94.29,2018
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET,99,2019,90.756,2019
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET,99,2020,100.394,2020
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET,99,2021,104.053,2021
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET,99,2022,85.059,2022
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET,99,2023,68.601,2023
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET,99,2024,69.369,2024
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET_I,99,2018,22.558765,2018
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET_I,99,2019,21.35586,2019
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET_I,99,2020,24.123141,2020
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET_I,99,2021,24.174591,2021
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET_I,99,2022,19.757362,2022
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET_I,99,2023,15.704782,2023
A,FRG,99,TOT,Y15-29,IT,TOT,1,NEET_I,99,2024,14.714717,2024
A,FRG,99,TOT,Y15-29,IT,TOT,2,NEET,99,2018,195.994,2018
A,FRG,99,TOT,Y15-29,IT,TOT,2,NEET,99,2019,180.319,2019
A,FRG,99,TOT,Y15-29,IT,TOT,2,NEET,99,2020,208.532,2020
A,FRG,99,TOT,Y15-29,IT,TOT,2,NEET,99,2021,188.33,2021
