DATAFLOW,FREQ,UNIT_IST_AGGR,ITTER107,FASE_STATO_PATR,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:124_1156(1.0),A,2I,IT,35,2019,11508573905,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,35,2020,12399217642,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,35,2021,13335243816,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,35,2022,14101760500,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,35,2023,15103600629,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2016,3410639905,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2017,3312143110,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2018,3091493972,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2019,3100961808,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2020,3096740080,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2021,3095713510,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2022,3095784185,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,36,2023,3119586219,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2016,4516051886,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2017,5189132765,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2018,5447420777,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2019,5933484490,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2020,6259893376,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2021,6878398393,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2022,7933649750,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,37,2023,8443097434,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2016,2082270012,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2017,2453025044,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2018,2528518280,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2019,2474127607,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2020,3042584186,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2021,3361131913,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2022,3072326565,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,38,2023,3540916976,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2016,34368044,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2017,37394113,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2018,38327301,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2019,38859653,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2020,36908761,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2021,34196611,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2022,33386783,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,39,2023,32103121,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2016,2227201153,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2017,2219928605,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2018,2279309537,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2019,2379046020,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2020,2386718182,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2021,2333466637,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2022,2686613238,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,40,2023,2868869152,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2016,5885655435,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2017,6173294356,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2018,6232090509,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2019,6464080062,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2020,6776769210,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2021,6769927285,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2022,7201301181,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,41,2023,7978122145,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2016,2388649838,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2017,2634992892,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2018,3578827667,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2019,4058906657,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2020,4528753781,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2021,5233659954,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2022,6862009104,,,,,,,,,
IT1:124_1156(1.0),A,2I,IT,42,2023,9473469470,,,,,,,,,
