Indicator 2,"Annual gross actual salaries of teachers (in national currency), by ISCED level and age range",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Teachers,2021/2022,ISCED 1,25-64 years,46704.689844714376,47679.08,50192,:,579700,493157.8861108466,64801.57908930319,20590,61211,17593,:,38043.6681970922,:,29150.863283524952,47964,17672,23690,:,4572954.57,34465.776025896404,60360.28089822654,54930.732515024436,77467,31218,63236,30015,18301,47031,467881,:,15162,:,8578000,:,12159.13,:,598837,1129876,:
Teachers,2021/2022,ISCED 24,25-64 years,45729.36631701304,49231.18,50115,:,577500,496017.4858746833,71183.74361530154,20590,63278,18765,:,42540.983753209,:,30981.922013835654,47964,17639,23690,:,4572954.57,32747.429724433558,67637.61184656282,60686.097745957835,78374,30515,64043,30543,18301,52076,486240,:,15960,:,8578000,:,12159.13,:,598837,1129876,:
Teachers,2021/2022,ISCED 34,25-64 years,57480.480080997426,55115.33,60033,:,611900,581507,75003.08932406138,20590,63278,18765,:,46876.4733616434,:,33035.86051495714,47964,18837,23690,:,5002765,32747.429724433558,67637.61184656282,64783.00697381579,78967,32815,65484,31608,19158,58619,494480,:,17556,:,11011000,:,12159.13,:,653160,1131839,:
Teachers,2021/2022,ISCED 02,25-34 years,38229.96,39034.44,41499.39695641868,:,421900,373117.14543218835,:,:,a,11672,:,31408.682474242,:,24675.070430713455,31337,14205,:,:,3515903.6,27300.974753086426,50868.6011582123,:,50010,22922,48486,:,:,33305,389279,:,:,:,7234000,:,10875.75,:,503122,:,:
Teachers,2021/2022,ISCED 1,25-34 years,38450.01,39173.23,41201.731593443394,:,508000,452947.8321198824,:,:,50723,11672,:,31407.5334027558,:,24675.070430713455,31337,17022,:,:,3404697.15,32197.159562043802,50868.6011582123,42512.06214850706,56296,22776,49068,20970,:,40249,427177,:,:,:,7656000,:,10875.75,:,553724,1054551,:
Teachers,2021/2022,ISCED 24,25-34 years,38614.49,42934.25,41290.504394159005,:,515200,454526.165776619,:,:,48893,11132,:,34861.2181871389,:,26844.137797781685,31337,18008,:,:,3404697.15,30087.62078947365,53582.91069852987,45317.15125538958,57420,22754,50562,21045,:,44041,441778,:,:,:,7656000,:,10875.75,:,553724,1054551,:
Teachers,2021/2022,ISCED 34,25-34 years,45985.75,45078.85,47260.34905229072,:,538100,481146,:,:,48893,11132,:,35834.1952427874,:,27090.59212947685,31337,19400,:,:,3441010,30087.62078947365,53582.91069852987,47721.256115927674,56400,21880,51652,21867,:,48358,444729,:,:,:,10081000,:,10875.75,:,594365,1 056343,:
Teachers,2021/2022,ISCED 02,35-44 years,45067.22,44636.29,49390.749855787166,:,445500,406975.5402141026,:,:,a,16699,:,36175.4117725957,:,26080.22096282571,44626,14191,:,:,3908099.7,28069.979637681136,63271.83064580227,:,61839,23633,61443,:,:,35200,406388,:,:,:,7772000,:,11713.14,:,553372,:,:
Teachers,2021/2022,ISCED 1,35-44 years,45677.9,46310.79,49749.981203593044,:,546300,492960.8824019902,:,:,63422,16699,:,35818.8055341955,:,26080.22096282571,44626,17587,:,:,4044125.78,34838.90120622571,63271.83064580227,48588.75712980231,71045,25161,62934,28734,:,45195,460469,:,:,:,8381000,:,11713.14,:,601044,1104768,:
Teachers,2021/2022,ISCED 24,35-44 years,45682.89,48947.73,50184.848815325284,:,554300,496927.01550698216,:,:,64578,15265,:,39558.7488204099,:,28024.0098107802,44626,17757,:,:,4044125.78,32188.09484949832,70195.08855422451,52186.958843309665,75723,24336,63335,28302,:,50016,479543,:,:,:,8381000,:,11713.14,:,601044,1104768,:
Teachers,2021/2022,ISCED 34,35-44 years,54580.05,53137.86,58503.16754658382,:,577400,574005,:,:,64578,15265,:,41862.9366232587,:,28219.86665443314,44626,19349,:,:,4383252,32188.09484949832,70195.08855422451,55614.792009435114,76000,24078,65535,26113,:,56000,484521,:,:,:,10455000,:,11713.14,:,643174,1107432,:
Teachers,2021/2022,ISCED 02,45-54 years,52949.54,53754.75,58441.539992635626,:,472100,423450.60445138335,:,:,a,19586,:,40404.8079196694,:,28720.971019927736,57047,13891,:,:,4708332.54,27772.97260869567,65121.41516855064,:,73288,28209,66230,:,:,36368,420312,:,:,:,8292000,:,12531.99,:,569111,:,:
Teachers,2021/2022,ISCED 1,45-54 years,53201.96,53237.58,57574.87135793374,:,595700,505930.7008671106,:,:,70894,19586,:,39969.8716958337,:,28720.971019927736,57047,19405,:,:,4758188.74,37391.5812,65121.41516855064,60842.61573942267,82424,28835,69328,33411,:,49866,482089,:,:,:,8810000,:,12531.99,:,628533,1154985,:
Teachers,2021/2022,ISCED 24,45-54 years,51560.33,55156.45,57113.88963383016,:,600200,510337.1800286707,:,:,72405,18898,:,45279.9465958548,:,30674.76921588351,57047,17560,:,:,4758188.74,35381.49093457952,72973.46790306085,65444.61035980319,82730,28886,69642,33249,:,54339,498132,:,:,:,8810000,:,12531.99,:,628533,1154985,:
Teachers,2021/2022,ISCED 34,45-54 years,62147.82,60499.98,67544.01294965883,:,623600,610318,:,:,72405,18898,:,48340.310554568,:,31570.6419235692,57047,18415,:,:,5192698,35381.49093457952,72973.46790306085,68429.10969119202,82329,29279,70661,33624,:,60877,503466,:,:,:,11133000,:,12531.99,:,677231,1156241,:
Teachers,2021/2022,ISCED 02,55-64 years,57091.29,57261.69,61327.0989084627,:,486000,431996.6265141383,:,:,a,22368,:,45165.7820899723,:,31787.007875052517,58845,13907,:,:,5048209.97,28611.699624999987,65884.04505986543,:,74906,38697,69770,:,:,37015,426292,:,:,:,8488000,:,13442.51,:,573658,:,:
Teachers,2021/2022,ISCED 1,55-64 years,56456.45,57261.5,60976.54276036914,:,622000,514911.1209149287,:,:,76170,22368,:,45543.9688917621,:,31787.007875052517,58845,17061,:,:,5151549.19,37221.82052631578,65884.04505986543,70160.8763774166,84106,38152,71612,33736,:,50721,485119,:,:,:,9014000,:,13442.51,:,623443,1205202,:
Teachers,2021/2022,ISCED 24,55-64 years,55232.44,56612.26,60297.524051245666,:,629700,520461.12018594984,:,:,75983,21375,:,50312.8246423407,:,34401.02822676697,58845,17068,:,:,5151549.19,35525.493443708605,75233.97334773619,78860.97743044492,83454,36448,72634,33510,:,54862,496817,:,:,:,9014000,:,13442.51,:,623443,1205202,:
Teachers,2021/2022,ISCED 34,55-64 years,67718.03,63774.64,71812.56351841644,:,647900,631784,:,:,75983,21375,:,53458.0596301816,:,37164.987710391324,58845,18527,:,:,5729573,35525.493443708605,75233.97334773619,85117.44959866139,83292,38893,74088,34200,:,61019,511995,:,:,:,11433000,:,13442.51,:,669297,1208107,:
Teachers,2022/2023,ISCED 02,25-64 years,54713.77522756511,51663.3,55425.72978041851,:,470900,417679.35369470087,:,18918.82980945343,a,17879,:,40175.9753451584,:,30141.239678224425,50080,15224,26616,:,5323513,28180.905758468372,66043.77584770598,:,72571.2292852435,35887,85037,24915,15747,37040,421594,:,16604,:,8620000,:,14542,:,559221,:,:
Teachers,2022/2023,ISCED 1,25-64 years,53105.771859036555,53096.25,54649.84879829521,:,593800,507023,65658.90260340973,24404.97880024608,64159,17879,:,39460.3229303992,:,30141.239678224425,50080,18027,26616,:,5546415,34917.93193109703,66043.77584770598,57778.96583260432,86490.05698021213,32930,88019,30792,19954,47896,478189,:,18839,:,9075000,:,14542,:,618270,1243145,:
Teachers,2022/2023,ISCED 24,25-64 years,52070.882999999296,54255.31,54490.06118305721,:,593300,509967,72214.10562155765,24404.97880024608,67860,18961,:,44049,:,32079.128590960667,50080,19485,26616,:,5546415,34050.099094964964,72151.89048049005,63782.27064172862,87498.09650746145,32332,88795,31065,19954,52833,497679,:,18839,:,9075000,:,14542,:,618270,1243145,:
Teachers,2022/2023,ISCED 34,25-64 years,65042.389289971776,60727.62,65434.4207830733,:,628500,593905,75564.32476316018,24404.97880024608,67860,18961,:,48253,:,34027.3906660992,50080,21370,26616,:,5939241,34050.099094964964,72151.89048049005,68695.80472015103,89535.3348264283,34962,90411,32214,20969,59215,505091,:,19631,:,11726000,:,14542,:,670167,1244053,:
Teachers,2022/2023,ISCED 02,25-34 years,43376.9,43338.45,45047.518656018496,:,432800,385557.0678490612,:,:,a,12964,:,32232.4464771762,:,25768.303137853556,33206,15263,:,:,4693090,27775.6411627907,55050.39982788208,:,58738.486862706835,22898,67880,:,:,34596,399078,:,:,:,7887000,:,13008,:,518013,:,:
Teachers,2022/2023,ISCED 1,25-34 years,43746.75,44059.86,44904.527555628374,:,521000,466045.52647232445,:,:,51815,12964,:,32264,:,25768.303137853556,33206,17648,:,:,4701363,32230.26866983371,55050.39982788208,45257.80768638209,65330.02493454544,22750,68695,21822,:,40925,436792,:,:,:,8161000,:,13008,:,578103,1161062,:
Teachers,2022/2023,ISCED 24,25-34 years,43872.14,47605.99,44837.565355274106,:,531500,467853.61852354044,:,:,51964,12770,:,36320,:,28184.86945472254,33206,19894,:,:,4701363,31113.261123595534,57524.64671270181,48645.689085175785,66061.22326950809,22387,70786,21453,:,44717,452913,:,:,:,8161000,:,13008,:,578103,1161062,:
Teachers,2022/2023,ISCED 34,25-34 years,51884.09,49958.45,51173.88511618204,:,553100,487581,:,:,51964,12770,:,37253,:,28468.20028800306,33206,21216,:,:,4668246,31113.261123595534,57524.64671270181,51170.96860698714,65648.90366837388,22199,72312,21810,:,48942,454917,:,:,:,10281000,:,13008,:,613192,1162775,:
Teachers,2022/2023,ISCED 02,35-44 years,51021.25,48889.04,53636.656889228594,:,458000,417860.71953169315,:,:,a,16840,:,36911.9138201683,:,26911.969036891984,48110,15259,:,:,4807088,28473.45164556962,69143.48423323405,:,70840.2624125932,23981,86020,:,:,36648,415936,:,:,:,8472000,:,14009,:,569771,:,:
Teachers,2022/2023,ISCED 1,35-44 years,51841.23,52241.63,54054.47468541367,:,559700,506255.1998103355,:,:,66750,16840,:,36695,:,26911.969036891984,48110,18184,:,:,4968267,35390.756062500004,69143.48423323405,51015.941332309005,79977.09580127851,25497,87478,29721,:,46004,470154,:,:,:,8905000,:,14009,:,618195,1214544,:
Teachers,2022/2023,ISCED 24,35-44 years,51958.42,55162.63,54433.27786568182,:,569200,510363.250423894,:,:,68156,15710,:,40862,:,28968.831277848145,48110,19893,:,:,4968267,34027.28405693955,75067.1180078065,55452.64522436712,84369.27906550023,24795,88035,29016,:,50505,489021,:,:,:,8905000,:,14009,:,618195,1214544,:
Teachers,2022/2023,ISCED 34,35-44 years,61405.69,58222.12,63567.88794408421,:,592900,586573,:,:,68156,15710,:,43050,:,29190.35784172457,48110,22004,:,:,5156630,34027.28405693955,75067.1180078065,59128.21619287347,86110.81940399086,24812,91094,28797,:,55791,494633,:,:,:,11296000,:,14009,:,658895,1218922,:
Teachers,2022/2023,ISCED 02,45-54 years,59847.14,60380.83,63341.76473390217,:,483000,436702.67870807264,:,:,a,19193,:,41537.6605893692,:,29518.95983704396,59412,15255,:,:,5457313,28098.034615384615,71740.31274256602,:,81772.85465734817,28778,92059,:,:,37902,430611,:,:,:,8939000,:,14988,:,584081,:,:
Teachers,2022/2023,ISCED 1,45-54 years,60357.4,60019.48,62517.48175289824,:,608700,521065.2350730907,:,:,73460,19193,:,41258,:,29518.95983704396,59412,18270,:,:,5586794,37727.25034129697,71740.31274256602,63869.63290713108,91334.54763543315,30073,96366,35001,:,50782,493743,:,:,:,9282000,:,14988,:,647196,1271973,:
Teachers,2022/2023,ISCED 24,45-54 years,58852.21,60108.1,61937.58503795545,:,614800,525638.8659392601,:,:,76956,19097,:,46470,:,31716.804107845808,59412,19639,:,:,5586794,36366.5570212767,78020.15745935442,69064.67040636977,92177.98476565976,30148,96802,34545,:,55336,510396,:,:,:,9282000,:,14988,:,647196,1271973,:
Teachers,2022/2023,ISCED 34,45-54 years,70235.72,67332.99,73479.8574896989,:,641900,621201,:,:,76956,19097,:,49565,:,32589.226091508004,59412,21664,:,:,6015514,36366.5570212767,78020.15745935442,72671.97443046684,93763.41260410192,30413,98219,65262,:,61578,514441,:,:,:,11916000,:,14988,:,694934,1270792,:
Teachers,2022/2023,ISCED 02,55-64 years,64652.47,64249.29,66781.57711474682,:,497900,444731.24623798137,:,:,a,22193,:,45773.0998057331,:,32886.788138855416,59594,15103,:,:,6096192,29352.185348837196,72571.59120105326,:,83760.13421456353,40714,94189,:,:,38592,437106,:,:,:,8981000,:,16078,:,590938,:,:
Teachers,2022/2023,ISCED 1,55-64 years,63950.58,62310.7,66342.72540726946,:,636900,528504.3769344587,:,:,78921,22193,:,46451,:,32886.788138855416,59594,17785,:,:,6152880,37194.34086956518,72571.59120105326,74393.28964940533,93096.8454065498,40168,99540,35484,:,51549,496007,:,:,:,9542000,:,16078,:,642390,1324722,:
Teachers,2022/2023,ISCED 24,55-64 years,62343.86,60637,65449.150470529916,:,645300,533873.9095386884,:,:,80916,21413,:,51091,:,35516.74270394464,59594,18907,:,:,6152880,36495.08647482013,80411.40928225394,83761.24697940995,91735.25778652614,38473,99555,34950,:,55663,509761,:,:,:,9542000,:,16078,:,642390,1324722,:
Teachers,2022/2023,ISCED 34,55-64 years,76262.95,69956.65,78121.53911054104,:,666300,643702,:,:,80916,21413,:,54306,:,38100.47880931952,59594,20894,:,:,6713985,36495.08647482013,80411.40928225394,91205.4261664927,92678.83506362568,41081,100018,35829,:,61859,522901,:,:,:,12085000,:,16078,:,686927,1329166,:
Teachers,2023/2024,ISCED 02,25-64 years,55862.34,52666.2601839067,58393,:,:,442181,:,21140,a,18127,:,:,:,32870.126912664746,52062.44,15660,29592,:,7142672.082561775,30735.66327917284,70007.9343187875,:,95038.2116289053,36749,101352,:,17170,39313,423043.335634656,:,17900,:,9370000,:,15921,:,591257,:,:
Teachers,2023/2024,ISCED 1,25-64 years,54247.23,55073.6780173518,57311,:,:,536402,67579.5317880825,27584,64892,18127,:,:,:,32870.126912664746,52062.44,18876,29592,:,7566381,38566,70007.9343187875,62243,111338,34523,104909,:,22061,49722,484433,:,19500,:,9704000,:,15921,:,657148,1504204,:
Teachers,2023/2024,ISCED 24,25-64 years,53239.7,57158.2868747842,57589,:,:,539628,74107,27584,68231,18889,:,:,:,34952,52062.44,18876,29592,:,7566381.32306884,36129,76055,68215,114721,34182,105831,:,22061,54619,503646,:,19500,:,9704000,:,15921,:,657148,1504204,:
Teachers,2023/2024,ISCED 34,25-64 years,66717.52,62309.357795116,69341,:,:,633059,77555.21838662565,27584,68231,18889,:,:,:,37196,52062.44,19116,29592,:,7802739.3667644365,36129,76055.07731246475,73487,121315,36650,107757,:,23391,61385,513023,:,21440,:,12519000,:,15921,:,714983,1509788,:
Teachers,2023/2024,ISCED 02,25-34 years,44260.35,44633.9606062523,47562.09644557519,:,:,409133,:,:,a,12416,:,:,:,28448,33580.79,15624,:,:,6490770.37491235,30399.9301219512,58542.485957621626,:,78768.11086737309,25710,80845,:,:,36678,393855.148545706,:,:,:,8532000,:,14255,:,548100,:,:
Teachers,2023/2024,ISCED 1,25-34 years,44754.52,45876,47233,:,:,494022,:,:,51509,12416,:,:,:,28448,33580.79,18684,:,:,6750945,35777,58542.485957621626,49427,87116,24840,81816,:,:,42546,438066,:,:,:,8759000,:,14255,:,614939,1404885,:
Teachers,2023/2024,ISCED 24,25-34 years,44775.64,49506,47327,:,:,495552,:,:,51764,12209,:,:,:,31000,33580.79,18684,:,:,6750945,33152,60973,53152,88649,24061,84306,:,:,46320,453186,:,:,:,8759000,:,14255,:,614939,1404885,:
Teachers,2023/2024,ISCED 34,25-34 years,53789.86,51235,54546,:,:,519314,:,:,51764,12209,:,:,:,31313,33580.79,18276,:,:,6620564,33152,60973,55655,91453,23986,86123,:,:,49827,456096,:,:,:,10286000,:,14255,:,649699,1407664,:
Teachers,2023/2024,ISCED 02,35-44 years,52094.49,48868.4952192986,56350.12243095642,:,:,441662,:,:,a,17312,:,:,:,29907,49132.2,15792,:,:,6736442,31053.794939759042,73373.13663301073,:,93649.78300271224,26135,102449,:,:,38963,417251.748089968,:,:,:,9229000,:,15334,:,600837,:,:
Teachers,2023/2024,ISCED 1,35-44 years,52973.11,54205,56654,:,:,534908,:,:,67001,17312,:,:,:,29907,49132.2,19332,:,:,7095194,38587,73373.13663301073,55226,104407,27906,104186,:,:,47756,476673,:,:,:,9465000,:,15334,:,657380,1469598,:
Teachers,2023/2024,ISCED 24,35-44 years,53237.29,56636,57365,:,:,539308,:,:,67669,15469,:,:,:,31995,49132.2,19332,:,:,7095194,35643,79028,60014,110915,27334,104849,:,:,52298,493749,:,:,:,9645000,:,15334,:,657380,1469598,:
Teachers,2023/2024,ISCED 34,35-44 years,63980.4,59274,66993,:,:,623788,:,:,67669,15469,:,:,:,32511,49132.2,18372,:,:,6925157,35643,79028,63948,115771,27333,108493,:,:,57914,502515,:,:,:,12222000,:,15334,:,701962,1476890,:
Teachers,2023/2024,ISCED 02,45-54 years,61015.12,60212.1741338587,66087.69150969016,:,:,461837,:,:,a,20104,:,:,:,32463,62479.35,15720,:,:,7269472,30661.936185567014,75824.44236511976,:,106207.55406078164,30009,109642,:,:,40153,436073.641004529,:,:,:,9731000,:,16411,:,617754,:,:
Teachers,2023/2024,ISCED 1,45-54 years,61568.52,62232,65414,:,:,551359,:,:,74095,20104,:,:,:,32463,62479.35,19164,:,:,7544512,41667,75824.44236511976,68976,118807,31772,114771,:,:,52610,501873,:,:,:,9948000,:,16411,:,688904,1539087,:
Teachers,2023/2024,ISCED 24,45-54 years,60042.53,61461,65114,:,:,556325,:,:,77455,19563,:,:,:,35107,62479.35,19164,:,:,7544512,38625,82352,74130,120250,32069,115291,:,:,57184,518238,:,:,:,9948000,:,16411,:,688904,1539087,:
Teachers,2023/2024,ISCED 34,45-54 years,72714.93,67013,77081,:,:,659386,:,:,77455,19563,:,:,:,36344,62479.35,19824,:,:,7792189,38625,82352,78437,126738,32270,116979,:,:,63780,524406,:,:,:,12814000,:,16411,:,743035,1549776,:
Teachers,2023/2024,ISCED 02,55-64 years,66000.27,65424.414315308,69678.18523199698,:,:,471287,:,:,a,22918,:,:,:,35669,63057.41,15552,:,:,7832442,31485.223139534883,76622.09720539296,:,106769.68644979919,42209,112471,:,:,40760,440772.682813228,:,:,:,9769000,:,17610,:,622743,:,:
Teachers,2023/2024,ISCED 1,55-64 years,65116.01,65402,69232,:,:,557892,:,:,79641,22918,:,:,:,35669,63057.41,18396,:,:,8127138,41132,76622.09720539296,79896,118439,41438,118861,:,:,53395,502432,:,:,:,10279000,:,17610,:,683918,1602913,:
Teachers,2023/2024,ISCED 24,55-64 years,63356.58,67216,68411,:,:,536522,:,:,81471,22024,:,:,:,38501,63057.41,18396,:,:,8127138,38752,84567,89495,118444,39886,118878,:,:,57345,516818,:,:,:,10279000,:,17610,:,683918,1602913,:
Teachers,2023/2024,ISCED 34,55-64 years,78057.41,73022,81865,:,:,683067,:,:,81471,22024,:,:,:,41565,63057.41,18984,:,:,8640342,38752,84567,96808,124872,42350,119432,:,:,64221,530906,:,:,:,12800000,:,17610,:,736121,1611911,:
"Note: * CZ, FR and SI - data for 2023/2024 refernce year is not available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
