DATAFLOW,FREQ,GRUPPO_LAUREA,ATT_ECO,CONDIZIONE_DICH3_OCC,ANNO_CONSEG_LAUREA,ITTER107,ISCO3D,TIPO_OCC,TIPO_LAUREA,SETTORE_IMPIEGO,SESSO,RICHIESTA_LAUREA,UTILITA_LAUREA,TIPO_DATO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:612_939(1.1),A,10,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,4949,,,,,,,,,
IT1:612_939(1.1),A,10,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,24,,,,,,,,,
IT1:612_939(1.1),A,10,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,261,,,,,,,,,
IT1:612_939(1.1),A,10,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,8.4,,,,,,,,,
IT1:612_939(1.1),A,10,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1397,,,,,,,,,
IT1:612_939(1.1),A,10,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,8,,,,,,,,,
IT1:612_939(1.1),A,10,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,1657,,,,,,,,,
IT1:612_939(1.1),A,10,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,8,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1484,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,1283,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,1237,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1400,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,1354,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,3110,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,2123,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1300,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1250,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,800,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,800,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1000,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1000,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,17534,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,11044,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1400,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1333,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,933,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,833,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1050,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1000,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,20644,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,13167,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,110,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,5.2,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,128,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,1.2,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,238,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,1.8,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,936,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,44.1,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,1805,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,16.3,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,2741,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,20.8,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,332,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,15.6,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,7201,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,65.2,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,7533,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,57.2,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,745,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,35.1,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,1911,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,17.3,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,2655,,,,,,,,,
IT1:612_939(1.1),A,10,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,20.2,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2142,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,13.6,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1813,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,18.1,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3956,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,15.3,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,7593,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,48.1,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,5552,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,55.4,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,13146,,,,,,,,,
IT1:612_939(1.1),A,11,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,50.9,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,4288,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,27.2,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,2147,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,21.4,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,6435,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,24.9,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,1758,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,11.1,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,517,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,5.2,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,2274,,,,,,,,,
IT1:612_939(1.1),A,11,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,8.8,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1000,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,933,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,800,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,704,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,850,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,800,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,15782,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,8679,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1200,,,,,,,,,
