ANNO_SOLARE;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;DIPLOMATI
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;F;1
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;F;2
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Cinema e Televisione;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Cinema e Televisione;F;4
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Teatro;M;4
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Teatro;F;3
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA, FOTOGRAFIA, AUDIOVISIVO;M;8
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA, FOTOGRAFIA, AUDIOVISIVO;F;20
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;4
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;34
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;15
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;19
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;11
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;WEB DESIGN E COMUNICAZIONE VISIVA;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;BARI;7238 ;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;WEB DESIGN E COMUNICAZIONE VISIVA;F;2
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE PER L'ARCHITETTURA;M;4
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE PER L'ARCHITETTURA;F;15
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA D'ARTE;M;4
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA D'ARTE;F;11
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA - Arti visive;M;12
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA - Arti visive;F;14
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;6
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;7
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE - Arte e Ambiente;M;6
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE - Arte e Ambiente;F;22
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;M;4
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;F;9
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;14
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;31
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;12
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE DEL PATRIMONIO ARTISTICO;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE DEL PATRIMONIO ARTISTICO;F;24
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA E COMUNICAZIONE DELL'ARTE;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA E COMUNICAZIONE DELL'ARTE;F;21
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;"RESTAURO - ciclo unico abilitante alla professione di ""Restauratore di beni culturali""";M;2
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;"RESTAURO - ciclo unico abilitante alla professione di ""Restauratore di beni culturali""";F;10
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;M;2
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;F;6
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FOTOGRAFIA;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FOTOGRAFIA;F;8
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;ILLUSTRAZIONE PER L'EDITORIA;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;ILLUSTRAZIONE PER L'EDITORIA;F;23
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;LINGUAGGI DEL FUMETTO;M;9
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;LINGUAGGI DEL FUMETTO;F;11
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA DEL TEATRO DELL'OPERA E SPETTACOLO MUSICALE;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA DEL TEATRO DELL'OPERA E SPETTACOLO MUSICALE;F;1
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA E ALLESTIMENTI DEGLI SPAZI ESPOSITIVI;M;2
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA E ALLESTIMENTI DEGLI SPAZI ESPOSITIVI;F;6
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DEL PRODOTTO;M;2
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DEL PRODOTTO;F;14
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN GRAFICO;M;8
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN GRAFICO;F;12
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;2
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;26
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;ILLUSTRAZIONE E FUMETTO;M;15
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;ILLUSTRAZIONE E FUMETTO;F;25
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;LINGUAGGI DEL CINEMA E DELL'AUDIOVISIVO;M;7
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;LINGUAGGI DEL CINEMA E DELL'AUDIOVISIVO;F;16
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;BOLOGNA;7195 ;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;20
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Arti per l'ambiente;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Arti per l'ambiente;F;4
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Nuovi Paradigmi dell'Immagine;F;10
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;5
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;4
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;9
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;9
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA DIGITALE;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;5
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE - Arti per l'ambiente;F;1
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;M;3
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;F;7
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;2
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;15
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;6
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;12
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NET ART E CULTURE DIGITALI;M;5
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NET ART E CULTURE DIGITALI;F;12
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA;F;1
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;ARTI MULTIMEDIALI;M;15
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;ARTI MULTIMEDIALI;F;11
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA, FOTOGRAFIA, AUDIOVISIVO;F;2
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;CARRARA;7213 ;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;5
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Urbana e Product design;F;3
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione e Fumetto;M;7
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Illustrazione e Fumetto;F;13
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;2
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E LINGUAGGI DEL CONTEMPORANEO;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E LINGUAGGI DEL CONTEMPORANEO;F;1
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;1
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;2
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;5
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;6
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Illustrazione;M;15
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Illustrazione;F;27
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;5
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;27
2024;Accademia di Belle Arti statale;Area Artistica;;CATANIA;7292 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;2
