GRADO;Ripartizione;MATERIA;Perc.2018;Perc.2019;Perc.2021;Perc.2022;Perc.2023;Perc.2024
Quinta Secondaria di Secondo Grado - Altri licei;Italia;Inglese - Ascolto; ;42,8623718887262;28,9992735197966;30,6317286207597;33,6125419932811;37,7720077305519
Quinta Secondaria di Secondo Grado - Altri licei;Italia;Inglese - Lettura; ;61,4757419724657;40,856884057971;42,4808862537057;46,2568998955691;51,2295746216977
Quinta Secondaria di Secondo Grado - Altri licei;Italia;Italiano; ;71,8568369531967;50,4332221577726;49,7018266055189;49,3181135476119;56,946145344843
Quinta Secondaria di Secondo Grado - Altri licei;Italia;Matematica; ;55,0132291410288;42,1523982999393;43,1637897630484;43,5877117264996;46,3107169295598
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord ovest;Inglese - Ascolto; ;12,1149020235998;13,2399320718098;14,6324180690877;16,4940476190476;20,6784943658595
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord ovest;Inglese - Lettura; ;25,7403067746059;21,2948423722672;22,6737338044759;24,3611078093427;29,515655870203
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord ovest;Italiano; ;40,3015982583763;24,4024856596558;25,185705094461;23,6393851267138;27,981954887218
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord ovest;Matematica; ;36,5848463873063;23,7062473642991;25,3979400749064;24,9435263345619;25,4383340314763
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord est;Inglese - Ascolto; ;13,4090909090909;15,0904463855836;17,6033934252386;20,4220365387339;22,910194860209
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord est;Inglese - Lettura; ;25,5350356690446;24,1462076532712;25,9214800169468;28,5391033800028;30,1470588235294
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord est;Italiano; ;37,4110203005537;23,8085240394709;22,8045943588252;22,0732149329467;25,633556655986
Quinta Secondaria di Secondo Grado - Istituti professionali;Nord est;Matematica; ;37,8916622411046;26,1547936768631;27,3222497347011;27,451950254381;26,2505468863935
Quinta Secondaria di Secondo Grado - Istituti professionali;Centro;Inglese - Ascolto; ;7,10994075049375;7,28482260183968;8,13586736756975;9,25910832178662;12,1683673469388
Quinta Secondaria di Secondo Grado - Istituti professionali;Centro;Inglese - Lettura; ;16,3881794965341;13,9060971633518;14,0507859733978;15,2812830741675;21,6611408654255
Quinta Secondaria di Secondo Grado - Istituti professionali;Centro;Italiano; ;26,7882895875397;15,487814559022;14,1656662665066;13,9483755394512;18,4185888160695
Quinta Secondaria di Secondo Grado - Istituti professionali;Centro;Matematica; ;22,6342525399129;14,8380860318995;13,9855072463768;14,4303797468354;15,9002206007127
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud;Inglese - Ascolto; ;3,54217521019799;3,84020618556701;4,60333558710841;5,27633057513536;6,65896375577718
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud;Inglese - Lettura; ;15,0982085042089;11,216795201371;13,9051767465237;18,7452219560675;19,6552142770426
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud;Italiano; ;18,4644295302013;9,08569555956087;11,3613724405091;10,9458837957995;13,987677667297
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud;Matematica; ;17,5428170079421;8,72005361031999;11,2124075824115;12,4026240262403;11,9821853456165
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud e isole;Inglese - Ascolto; ;2,06867316659602;1,86788598112657;2,60794803209782;3,28513909224012;4,03665945834621
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud e isole;Inglese - Lettura; ;8,40080971659919;7,64325055560924;8,4375;12,4531407150041;16,2353666050524
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud e isole;Italiano; ;14,5566975850255;8,29632429367854;8,12724183500094;8,94472361809045;11,4218155649224
Quinta Secondaria di Secondo Grado - Istituti professionali;Sud e isole;Matematica; ;12,2121364935283;8,30163560289083;8,40582450832073;9,48972099853157;10,0432187692941
Quinta Secondaria di Secondo Grado - Istituti professionali;Italia;Inglese - Ascolto; ;7,91854620440779;9,06452504529959;9,85752361814655;11,1035727370178;13,9799019821706
Quinta Secondaria di Secondo Grado - Istituti professionali;Italia;Inglese - Lettura; ;18,8819540761288;16,5879529857704;17,5590857333296;20,3931769838367;24,0272458853451
Quinta Secondaria di Secondo Grado - Istituti professionali;Italia;Italiano; ;28,2444401962659;17,2019695532367;16,8402488474143;16,1521807214151;20,1389499604256
Quinta Secondaria di Secondo Grado - Istituti professionali;Italia;Matematica; ;26,1405577199098;17,4228208232446;17,7888876578772;18,0667418202562;18,5377634660422
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord ovest;Inglese - Ascolto; ;35,7775939494209;35,3291722861713;38,6296393942057;42,0337907969092;46,4106094237307
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord ovest;Inglese - Lettura; ;59,0753525697764;50,4238746207026;53,5843867041198;56,0840612297847;60,1039471835932
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord ovest;Italiano; ;72,3464344551659;51,4126924987581;53,3150461071554;50,7750374553417;56,4602522318266
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord ovest;Matematica; ;78,0823934744839;61,3615771549973;63,7440065489416;63,0173333717878;63,8358778625954
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord est;Inglese - Ascolto; ;43,4917940011319;43,599470973131;47,21585546717;50,6642728904847;53,4133436572461
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord est;Inglese - Lettura; ;65,6546020076347;58,7961354000139;60,56048983986;63,8737474295786;64,9364475127428
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord est;Italiano; ;76,2642884948862;58,1757588929943;57,4012291483758;56,1514945652174;60,0640269587195
Quinta Secondaria di Secondo Grado - Istituti tecnici;Nord est;Matematica; ;83,7666007346708;69,6803526186096;71,3463092672414;70,6965939207538;70,2749862668433
Quinta Secondaria di Secondo Grado - Istituti tecnici;Centro;Inglese - Ascolto; ;20,5592803191038;20,9079994664058;24,083254979058;27,269796494056;30,029615805915
Quinta Secondaria di Secondo Grado - Istituti tecnici;Centro;Inglese - Lettura; ;41,503639193908;35,6747420169184;37,6448534423995;41,671011993101;44,9882695574792
Quinta Secondaria di Secondo Grado - Istituti tecnici;Centro;Italiano; ;54,589594407936;36,9635947942314;36,1736402560515;35,8162283515074;40,419894007338
Quinta Secondaria di Secondo Grado - Istituti tecnici;Centro;Matematica; ;61,9802146210597;46,9995135541503;46,8259036914038;46,8748745534101;47,8067155413342
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud;Inglese - Ascolto; ;11,7854429418022;9,65115158523658;11,1954022988506;13,7785291631445;15,3126150286586
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud;Inglese - Lettura; ;35,2548948293629;25,5927342256214;30,1457792485665;34,2792535347762;37,6598431826554
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud;Italiano; ;39,0506785156719;21,6583639834257;23,2057957889971;23,1210127591707;28,2674209580205
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud;Matematica; ;46,3629241246309;27,6543559266072;30,4278425448223;30,6496751624188;31,7357512953368
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud e isole;Inglese - Ascolto; ;8,29924552313426;8,89116821420859;9,25793973941368;11,0691592227645;15,277511042827
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud e isole;Inglese - Lettura; ;27,5464010864645;24,2682992320498;24,6864686468647;30,8612440191388;39,1948949237117
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud e isole;Italiano; ;35,0947158524427;22,2735868880017;21,384723759686;22,0139112810355;29,0454633018686
Quinta Secondaria di Secondo Grado - Istituti tecnici;Sud e isole;Matematica; ;40,4305783616128;27,2547658461046;28,2535982160957;28,5028835063437;31,4309028944463
Quinta Secondaria di Secondo Grado - Istituti tecnici;Italia;Inglese - Ascolto; ;24,8625464994701;26,2644833390531;27,2112445376312;29,4678906321922;32,9664619115511
Quinta Secondaria di Secondo Grado - Istituti tecnici;Italia;Inglese - Lettura; ;46,9231914576819;41,4818371981345;42,6252462707571;45,926062166636;50,0303004068912
Quinta Secondaria di Secondo Grado - Istituti tecnici;Italia;Italiano; ;56,4855773987026;40,5596678394124;39,2802136468327;37,8621736048076;43,4792885023163
Quinta Secondaria di Secondo Grado - Istituti tecnici;Italia;Matematica; ;63,2044011130228;49,7012832256548;49,3931168337998;48,4569486703284;49,9236305184454
Quinta Secondaria di Secondo Grado - Licei scientifici;Nord ovest;Matematica; ;96,8910462130937;92,2441409543079;92,5086438724549;90,9139314646484;92,6114552848618
Quinta Secondaria di Secondo Grado - Licei scientifici;Nord est;Matematica; ;97,912241306063;93,9150805270864;93,676379417235;93,6280454194686;94,3898016374526
Quinta Secondaria di Secondo Grado - Licei scientifici;Centro;Matematica; ;89,0934336647855;79,586224957444;80,2503419405645;79,7049284075627;82,8940033447479
Quinta Secondaria di Secondo Grado - Licei scientifici;Sud;Matematica; ;84,3121929432782;67,570712948439;69,8660714285714;70,4804270462633;75,7577962956224
Quinta Secondaria di Secondo Grado - Licei scientifici;Sud e isole;Matematica; ;78,0151338766007;63,9487147097834;62,850665911023;65,3602830795625;71,5487550110101
Quinta Secondaria di Secondo Grado - Licei scientifici;Italia;Matematica; ;89,2873379786415;80,189515235736;79,9937736268623;79,8813418162773;83,4848801560758
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Nord ovest;Inglese - Ascolto; ;74,5368043689483;75,9630080563687;78,0129013829711;80,0459748323341;81,7063852141936
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Nord ovest;Inglese - Lettura; ;88,5742089191638;84,0685767480348;85,5874934564317;85,4333041067324;87,0502566551271
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Nord ovest;Italiano; ;94,8515708200213;85,5111088332522;86,2617686816705;84,6242911153119;87,5584056450844
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Nord est;Inglese - Ascolto; ;79,0290469140844;80,573854486898;81,7195646848864;84,7282139775669;86,0162090407322
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Nord est;Inglese - Lettura; ;90,8218478815722;87,3629185553444;87,9157776922808;89,2953274898199;90,2015579697488
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Nord est;Italiano; ;96,0786305683954;87,7387347060579;87,0548433048433;87,2626526434672;90,3102437629566
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Centro;Inglese - Ascolto; ;55,7164132580612;57,8296024751059;61,5675004262159;63,463054872675;66,7926757235676
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Centro;Inglese - Lettura; ;76,1888281304077;69,7768657297971;72,0005831187133;74,2604099044793;77,201164800303
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Centro;Italiano; ;86,7235542043806;73,9379696821011;73,4889114364401;72,4171472243452;78,7883074021688
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Sud;Inglese - Ascolto; ;37,6203999180256;40,0555165379084;45,0361327439837;48,0188909336822;52,8389049450424
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Sud;Inglese - Lettura; ;72,9892447977554;62,1151093505542;67,583276920563;71,2756052141527;75,0676890173147
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Sud;Italiano; ;82,4568037698528;63,0165824588677;66,6257156765026;66,7619870984904;72,6399198506307
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Sud e isole;Inglese - Ascolto; ;33,0520753430495;37,4122888435122;39,6153072850345;43,1691894999042;48,878278500883
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Sud e isole;Inglese - Lettura; ;66,1782869798543;58,9363750833272;61,378387420542;67,6213282247765;71,8540556445549
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Sud e isole;Italiano; ;78,9817783026826;62,3415877640204;62,6285752206517;64,5171567846561;71,5504560164754
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Italia;Inglese - Ascolto; ;54,7486978783509;59,318596256187;61,0508662237853;63,3785165569859;66,8668267947692
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Italia;Inglese - Lettura; ;78,4777173113693;72,9389483065954;74,8151801586958;77,2204658770978;80,0169791071553
Quinta Secondaria di Secondo Grado - Licei scientifici classici e linguistici;Italia;Italiano; ;87,4414149612114;74,9567192583952;75,0903093229505;74,6982887706154;79,8522918840812
