DATAFLOW,FREQ,ITTER107,MISURA1,GEST_SCUOLA,ORDINESCOL,TIPO_DATO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:158_149(1.0),A,IT,9,1A,1,2,2010,42800,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,2,2011,42981,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,2,2012,42774,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,2,2013,42928,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,2,2014,43436,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,3,2010,993226,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,3,2011,1001818,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,3,2012,1013118,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,3,2013,1014142,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,3,2014,1013079,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,4,2010,477411,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,4,2011,482399,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,4,2012,487841,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,4,2013,488112,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,4,2014,485366,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,7,2010,87779,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,7,2011,94338,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,7,2012,102336,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,7,2013,108129,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,7,2014,111318,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,8,2010,41389,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,8,2011,45142,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,8,2012,48680,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,8,2013,51352,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,8,2014,52554,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,9,2010,81197,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,9,2011,91827,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,9,2012,92911,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,9,2013,92498,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1A,1,9,2014,94030,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,1,2010,2430,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,1,2011,2428,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,1,2012,2365,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,1,2013,2347,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,1,2014,1954,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,2,2010,7926,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,2,2011,7778,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,2,2012,7631,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,2,2013,7572,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,2,2014,6611,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,3,2010,181882,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,3,2011,178622,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,3,2012,176576,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,3,2013,173994,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,3,2014,153772,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,4,2010,86771,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,4,2011,84775,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,4,2012,84200,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,4,2013,83256,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,4,2014,73332,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,7,2010,21690,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,7,2011,22393,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,7,2012,24766,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,7,2013,26361,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,7,2014,24769,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,8,2010,10291,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,8,2011,10555,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,8,2012,11753,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,8,2013,12413,,,,,,,,,
IT1:158_149(1.0),A,IT,9,1B,1,8,2014,11677,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,1,2010,8238,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,1,2011,8295,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,1,2012,8275,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,1,2013,8278,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,1,2014,8137,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,2,2010,22385,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,2,2011,22556,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,2,2012,22373,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,2,2013,22293,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,2,2014,21753,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,3,2010,505879,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,3,2011,507400,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,3,2012,505218,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,3,2013,497959,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,3,2014,480851,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,4,2010,244524,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,4,2011,244441,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,4,2012,243615,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,4,2013,240092,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,4,2014,231415,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,7,2010,26371,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,7,2011,27897,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,7,2012,29599,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,7,2013,30099,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,7,2014,29419,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,8,2010,12716,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,8,2011,13370,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,8,2012,14177,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,8,2013,14369,,,,,,,,,
IT1:158_149(1.0),A,IT,9,2,1,8,2014,14130,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,1,2010,24221,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,1,2011,24260,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,1,2012,24101,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,1,2013,24036,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,1,2014,23515,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,2,2010,73111,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,2,2011,73315,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,2,2012,72778,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,2,2013,72793,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,2,2014,71800,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,3,2010,1680987,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,3,2011,1687840,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,3,2012,1694912,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,3,2013,1686095,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,3,2014,1647702,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,4,2010,808706,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,4,2011,811615,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,4,2012,815656,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,4,2013,811460,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,4,2014,790113,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,7,2010,135840,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,7,2011,144628,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,7,2012,156701,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,7,2013,164589,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,7,2014,165506,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,8,2010,64396,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,8,2011,69067,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,8,2012,74610,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,8,2013,78134,,,,,,,,,
IT1:158_149(1.0),A,IT,9,9,1,8,2014,78361,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,1,2010,84,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,1,2011,84,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,1,2012,85,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,1,2013,86,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,1,2014,85,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,2,2010,455,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,2,2011,457,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,2,2012,466,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,2,2013,467,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,2,2014,472,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,3,2010,11664,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,3,2011,11604,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,3,2012,11829,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,3,2013,11868,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,3,2014,12075,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,4,2010,5491,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,4,2011,5502,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,4,2012,5651,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,4,2013,5638,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,4,2014,5892,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,7,2010,1381,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,7,2011,1584,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,7,2012,1692,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,7,2013,1910,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,7,2014,2039,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,8,2010,632,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,8,2011,747,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,8,2012,783,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,8,2013,925,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1,1,8,2014,969,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,1,2010,78,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,1,2011,78,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,1,2012,78,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,1,2013,78,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,1,2014,78,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,2,2010,430,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,2,2011,433,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,2,2012,438,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,2,2013,437,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,2,2014,443,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,3,2010,11028,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,3,2011,10985,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,3,2012,11106,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,3,2013,11099,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,3,2014,11330,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,4,2010,5218,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,4,2011,5236,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,4,2012,5305,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,4,2013,5263,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,4,2014,5503,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,7,2010,1313,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,7,2011,1506,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,7,2012,1616,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,7,2013,1831,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,7,2014,1937,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,8,2010,605,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,8,2011,714,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,8,2012,745,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,8,2013,890,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1A,1,8,2014,922,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,1,2010,6,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,1,2011,6,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,1,2012,7,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,1,2013,8,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,1,2014,7,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,2,2010,25,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,2,2011,24,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,2,2012,28,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,2,2013,30,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,2,2014,29,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,3,2010,636,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,3,2011,619,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,3,2012,723,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,3,2013,769,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,3,2014,745,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,4,2010,273,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,4,2011,266,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,4,2012,346,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,4,2013,375,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,4,2014,389,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,7,2010,68,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,7,2011,78,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,7,2012,76,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,7,2013,79,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,7,2014,102,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,8,2010,27,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,8,2011,33,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,8,2012,38,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,8,2013,35,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,1B,1,8,2014,47,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,1,2010,111,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,1,2011,111,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,1,2012,112,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,1,2013,112,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,1,2014,113,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,2,2010,476,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,2,2011,478,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,2,2012,483,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,2,2013,485,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,2,2014,486,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,3,2010,12273,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,3,2011,12466,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,3,2012,12694,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,3,2013,12658,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,3,2014,12499,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,4,2010,5947,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,4,2011,6011,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,4,2012,6113,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,4,2013,6063,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,4,2014,5971,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,7,2010,643,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,7,2011,656,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,7,2012,733,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,7,2013,773,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,7,2014,770,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,8,2010,327,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,8,2011,320,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,8,2012,360,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,8,2013,384,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,2,1,8,2014,375,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,1,2010,195,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,1,2011,195,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,1,2012,197,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,1,2013,198,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,1,2014,198,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,2,2010,931,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,2,2011,935,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,2,2012,949,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,2,2013,952,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,2,2014,958,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,3,2010,23937,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,3,2011,24070,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,3,2012,24523,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,3,2013,24526,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,3,2014,24574,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,4,2010,11438,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,4,2011,11513,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,4,2012,11764,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,4,2013,11701,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,4,2014,11863,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,7,2010,2024,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,7,2011,2240,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,7,2012,2425,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,7,2013,2683,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,7,2014,2809,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,8,2010,959,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,8,2011,1067,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,8,2012,1143,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,8,2013,1309,,,,,,,,,
IT1:158_149(1.0),A,IT108,9,9,1,8,2014,1344,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,1,2010,64,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,1,2011,64,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,1,2012,63,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,1,2013,63,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,1,2014,63,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,2,2010,158,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,2,2011,157,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,2,2012,154,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,2,2013,158,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,2,2014,160,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,3,2010,3938,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,3,2011,3995,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,3,2012,3938,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,3,2013,4016,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,3,2014,3964,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,4,2010,1882,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,4,2011,1945,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,4,2012,1932,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,4,2013,1885,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,4,2014,1882,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,7,2010,680,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,7,2011,683,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,7,2012,644,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,7,2013,712,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,7,2014,759,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,8,2010,320,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,8,2011,330,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,8,2012,332,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,8,2013,340,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1,1,8,2014,368,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1A,1,1,2010,64,,,,,,,,,
IT1:158_149(1.0),A,IT109,9,1A,1,1,2011,64,,,,,,,,,
