CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
GOEE80303T,5,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
GOEE80303T,5,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964723,"AA VV  ",I LIKE GOLD CL. 5,ND,2,GIUNTI ELT,"10,08",No,Si,No
GOEE80303T,5,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788829869596,"BORDIGLIONI STEFANO - RIZZO LICORI ELENA ",UN ANNO DI GIORNI SPECIALI,VOLUME 5A,2,MINERVA ITALICA,"20,96",No,Si,No
GOEE80303T,5,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788809917644,"AA VV  ",NUOVO VIVA IMPARARE CL. 5,ND,2,GIUNTI SCUOLA,"25,00",No,Si,No
GOEE80303T,3,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788847237865,"LAGHI NOVELLA - FIORUCCI STEFANIA ",TESORO PREZIOSO 1-2-3 (IL),ND,U,RAFFAELLO,"8,19",No,No,No
GOEE80303T,3,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809903500,"AA VV  ",CIRCLE TIME 3,ND,3,GIUNTI ELT,"8,06",No,Si,No
GOEE80303T,3,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788809929999,"AA VV  ",MILLE AVVENTURE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",No,Si,No
GOEE80303T,4,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
GOEE80303T,4,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964716,"AA VV  ",I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"8,06",No,Si,No
GOEE80303T,4,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788847242388,BARTOLUCCI TIZIANA - GAGLIARDINI MARIA LUISA - PAPALINI PAOLA,LEGGO PERCHE' 4,ND,1,RAFFAELLO,"17,28",Si,Si,No
GOEE80303T,4,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788847242562,CANTILLO VINCENZA - GENTILE PAOLA - MAGNI FABIANA,STUDIO PERCHE' 4 VOLUME UNICO,ND,1,RAFFAELLO,"21,46",Si,Si,No
GOEE80303T,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
GOEE80303T,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964723,"AA VV  ",I LIKE GOLD CL. 5,ND,2,GIUNTI ELT,"10,08",No,Si,No
GOEE80303T,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788809917606,"AA VV  ",NUOVO VIVA LEGGERE CL. 5,ND,2,GIUNTI SCUOLA,"20,96",No,Si,No
GOEE80303T,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788809917644,"AA VV  ",NUOVO VIVA IMPARARE CL. 5,ND,2,GIUNTI SCUOLA,"25,00",No,Si,No
GOEE80303T,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
GOEE80303T,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964693,"AA VV  ",I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"6,03",No,Si,No
GOEE80303T,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788846843548,"AA VV  ",SOTTOSOPRA 2,ND,2,LA SPIGA,"18,69",No,Si,No
GOEE80303T,2,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
GOEE80303T,2,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964693,"AA VV  ",I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"6,03",No,Si,No
GOEE80303T,2,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788846843548,"AA VV  ",SOTTOSOPRA 2,ND,2,LA SPIGA,"18,69",No,Si,No
GOEE80303T,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
GOEE80303T,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964716,"AA VV  ",I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"8,06",No,Si,No
GOEE80303T,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788829869497,"BORDIGLIONI STEFANO - RIZZO LICORI ELENA ",UN ANNO DI GIORNI SPECIALI,VOLUME 4A,1,MINERVA ITALICA,"17,28",Si,Si,No
GOEE80303T,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788847242562,CANTILLO VINCENZA - GENTILE PAOLA - MAGNI FABIANA,STUDIO PERCHE' 4 VOLUME UNICO,ND,1,RAFFAELLO,"21,46",Si,Si,No
GOEE80303T,4,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
GOEE80303T,4,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964716,"AA VV  ",I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"8,06",No,Si,No
GOEE80303T,4,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788847242388,BARTOLUCCI TIZIANA - GAGLIARDINI MARIA LUISA - PAPALINI PAOLA,LEGGO PERCHE' 4,ND,1,RAFFAELLO,"17,28",Si,Si,No
GOEE80303T,4,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788847242562,CANTILLO VINCENZA - GENTILE PAOLA - MAGNI FABIANA,STUDIO PERCHE' 4 VOLUME UNICO,ND,1,RAFFAELLO,"21,46",Si,Si,No
GOEE80303T,1,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
GOEE80303T,1,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964686,"AA VV  ",I LIKE GOLD CL. 1,ND,1,GIUNTI ELT,"4,02",Si,Si,No
GOEE80303T,1,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,IL LIBRO DELLA PRIMA CLASSE,9791220405362,BORDIGLIONI STEFANO - RIZZO LICORI ELENA - ROMANO SALVATORE,MINIMONDO,CLASSE 1A: CONFEZIONE TUTTO MAIUSCOLO,1,A. MONDADORI SCUOLA,"13,34",Si,Si,No
GOEE80303T,1,B,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,ADOZIONE ALTERNATIVA ART. 156 D.L. 297/94,9788847239838,"VALENTI ANDREA - BAMBINI CINZIA ",ALTERNATIVAMENTE 1/2/3,ND,U,RAFFAELLO,"8,19",Si,Si,No
GOEE80303T,3,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788847237865,"LAGHI NOVELLA - FIORUCCI STEFANIA ",TESORO PREZIOSO 1-2-3 (IL),ND,U,RAFFAELLO,"8,19",No,No,No
GOEE80303T,3,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE SUSSIDI,9788899673499,"PELLINI LIDIA  ",ENGLISH GRAMMAR WITH MAESTRA LIDIA - NEW EDITION,"GRAMMATICA INGLESE PER LE CLASSI 3°, 4° E 5° DELLA SCUOLA PRIMARIA",U,TRINITY WHITEBRIDGE,"7,50",Si,Si,No
GOEE80303T,3,C,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788809929999,"AA VV  ",MILLE AVVENTURE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",Si,Si,No
GOEE81102Q,1,A,EE,27 ORE SETTIMANALI,RELIGIONE,9791280793294,"N. LAGHI, S. FIORUCCI",DRAGOCENI ZAKLAD 1-2-3 PACK 1 A -2 A -3 A,ND,1,RAFFAELLO,"8,19",Si,Si,No
GOEE81102Q,1,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9780194033909,"AA VV  ",NEW TREETOPS GOLD 1 (2017),CB&WB+OBK+CIV+CD+COMPITI REALTA,1,OXFORD UNIVERSITY PRESS,"4,02",No,Si,No
GOEE81102Q,1,A,EE,27 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788847248564,"MORGESE ROBERTO  ",COLIBRI' 1 METODO A STAMPATO,ND,1,RAFFAELLO,"13,34",Si,Si,No
GOEE81102Q,2,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9780194004848,"AA VV  ",NEW TREETOPS GOLD 2,CB&WB+OBK,2,OXFORD UNIVERSITY PRESS,"6,03",No,Si,No
GOEE81102Q,2,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788891577634,"AA VV  ",UNA VALIGIA PER SOGNARE,CLASSE SECONDA,2,FABBRI SCUOLA,"18,69",Si,Si,No
GOEE81102Q,3,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9780194004879,"AA VV  ",NEW TREETOPS GOLD 3,CB&WB+OBK,3,OXFORD UNIVERSITY PRESS,"8,06",Si,Si,No
GOEE81102Q,3,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788809929999,"AA VV  ",MILLE AVVENTURE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",Si,Si,No
GOEE81102Q,4,A,EE,27 ORE SETTIMANALI,RELIGIONE,9791280793218,AA.VV,DRAGOCENI ZAKLAD 4. 5.,ND,1,RAFFAELLO,"8,05",No,Si,No
GOEE81102Q,4,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9780194033923,"AA VV  ",NEW TREETOPS GOLD 4 (2017),CB&WB+OBK+CIV+STUDYAPP+CD+COMPITI REALTA,1,OXFORD UNIVERSITY PRESS,"8,06",No,Si,No
GOEE81102Q,4,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788847242388,BARTOLUCCI TIZIANA - GAGLIARDINI MARIA LUISA - PAPALINI PAOLA,LEGGO PERCHE' 4,ND,1,RAFFAELLO,"17,28",Si,Si,No
GOEE81102Q,5,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9780194004930,"AA VV  ",NEW TREETOPS GOLD 5,CB&WB+OBK,2,OXFORD UNIVERSITY PRESS,"10,08",No,Si,No
GOEE81102Q,5,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788809930018,"AA VV  ",AMICA PAROLA CL. 5,ND,2,GIUNTI SCUOLA,"20,96",Si,Si,No
GOEE81205P,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788847242463,"AA VV  ",HELLO WORLD 1,ND,1,CELTIC PUBLISHING,"4,02",No,Si,No
GOEE81205P,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,IL LIBRO DELLA PRIMA CLASSE,9788847248564,"MORGESE ROBERTO  ",COLIBRI' 1 METODO A STAMPATO,ND,1,RAFFAELLO,"13,34",Si,Si,No
GOEE81205P,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788847242470,"AA VV  ",HELLO WORLD 2,ND,2,CELTIC PUBLISHING,"6,03",No,Si,No
GOEE81205P,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788809964518,"AA VV  ",VIVA CRESCERE CL. 2,ND,2,GIUNTI SCUOLA,"18,69",Si,Si,No
GOEE81205P,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788883397097,"AA VV  ",BILLY BOT GOLD 3,ND,3,PEARSON LONGMAN,"8,06",No,Si,No
GOEE81205P,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788809964525,"AA VV  ",VIVA CRESCERE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",No,Si,No
GOEE81205P,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788883397103,"AA VV  ",BILLY BOT GOLD 4,ND,1,PEARSON LONGMAN,"8,06",No,Si,No
GOEE81205P,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788847242401,"GENTILE MARINA LARA - GENTILE PAOLA ",STUDIO PERCHE' 4 AREA STORIA/GEOGRAFIA,ND,1,RAFFAELLO,"10,73",Si,Si,No
GOEE81205P,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788847242388,BARTOLUCCI TIZIANA - GAGLIARDINI MARIA LUISA - PAPALINI PAOLA,LEGGO PERCHE' 4,ND,1,RAFFAELLO,"17,28",Si,Si,No
GOEE81205P,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788883397110,"AA VV  ",BILLY BOT GOLD 5,ND,2,PEARSON LONGMAN,"10,08",No,Si,No
GOEE81205P,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788847239241,"MEIANI ANTONELLA  ",SCOPRO STUDIANDO 5 AREA STORIA/GEOGRAFIA,ND,2,RAFFAELLO,"12,50",No,Si,No
GOEE81205P,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788847239210,GENTILE PAOLA - CANTILLO VINCENZA - GENTILE MARIA LARA,SCOPRO LEGGENDO 5,ND,2,RAFFAELLO,"20,96",No,Si,No
GOEE81101P,1,A,EE,27 ORE SETTIMANALI,RELIGIONE,9791280793294,"N. LAGHI, S. FIORUCCI",DRAGOCENI ZAKLAD 1-2-3 PACK 1 A -2 A -3 A,ND,1,RAFFAELLO,"8,19",Si,Si,No
GOEE81101P,1,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9781292480374,"AA VV  ",MY DISNEY STARS AND HEROES LEVEL 1 STUDENT'S PACK,ND,1,PEARSON LONGMAN,"4,02",Si,Si,No
GOEE81101P,1,A,EE,27 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9791220405362,BORDIGLIONI STEFANO - RIZZO LICORI ELENA - ROMANO SALVATORE,MINIMONDO,CLASSE 1A: CONFEZIONE TUTTO MAIUSCOLO,1,A. MONDADORI SCUOLA,"13,34",Si,Si,No
GOEE81101P,2,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883396830,"AA VV  ",RISE AND SHINE 2,ND,2,PEARSON LONGMAN,"6,03",No,Si,No
GOEE81101P,2,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788891577634,"AA VV  ",UNA VALIGIA PER SOGNARE,CLASSE SECONDA,2,FABBRI SCUOLA,"18,69",No,Si,No
GOEE81101P,3,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883396847,"AA VV  ",RISE AND SHINE 3,ND,3,PEARSON LONGMAN,"8,06",No,Si,No
GOEE81101P,3,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788891577665,"AA VV  ",UNA VALIGIA PER SOGNARE,CLASSE TERZA,3,FABBRI SCUOLA,"26,71",Si,Si,No
GOEE81101P,4,A,EE,27 ORE SETTIMANALI,RELIGIONE,9791280793218,AA.VV,DRAGOCENI ZAKLAD 4. 5.,ND,1,RAFFAELLO,"8,05",No,Si,No
GOEE81101P,4,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883396854,"AA VV  ",RISE AND SHINE 4,ND,1,PEARSON LONGMAN,"8,06",No,Si,No
GOEE81101P,4,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788883885860,SANTAROSSA CATYA - SOLDAN ELENA - SOLDATI PAMELA,SE PROVO RIESCO DI PIÙ 4,SUSSIDIARIO DEI LINGUAGGI,1,TREDIECI EDITRICE,"17,28",No,Si,No
GOEE81101P,5,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883396861,"AA VV  ",RISE AND SHINE 5,ND,2,PEARSON LONGMAN,"10,08",No,Si,No
GOEE81101P,5,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788883885877,SANTAROSSA CATYA - SOLDAN ELENA - SOLDATI PAMELA,SE PROVO RIESCO DI PIÙ 5,SUSSIDIARIO DEI LINGUAGGI,2,TREDIECI EDITRICE,"20,96",Si,Si,No
GOEE81203L,1,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788847242463,"AA VV  ",HELLO WORLD 1,ND,1,CELTIC PUBLISHING,"4,02",No,Si,No
GOEE81203L,1,A,EE,27 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788847248564,"MORGESE ROBERTO  ",COLIBRI' 1 METODO A STAMPATO,ND,1,RAFFAELLO,"13,34",Si,Si,No
GOEE81203L,2,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788847242470,"AA VV  ",HELLO WORLD 2,ND,2,CELTIC PUBLISHING,"6,03",Si,Si,No
GOEE81203L,2,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788809964518,"AA VV  ",VIVA CRESCERE CL. 2,ND,2,GIUNTI SCUOLA,"18,69",No,Si,No
GOEE81203L,3,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883397097,"AA VV  ",BILLY BOT GOLD 3,ND,3,PEARSON LONGMAN,"8,06",No,Si,No
GOEE81203L,3,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788809964525,"AA VV  ",VIVA CRESCERE CL. 3,ND,3,GIUNTI SCUOLA,"26,71",No,Si,No
GOEE81203L,4,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883397103,"AA VV  ",BILLY BOT GOLD 4,ND,1,PEARSON LONGMAN,"8,06",No,Si,No
GOEE81203L,4,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788847242401,"GENTILE MARINA LARA - GENTILE PAOLA ",STUDIO PERCHE' 4 AREA STORIA/GEOGRAFIA,ND,1,RAFFAELLO,"10,73",Si,Si,No
GOEE81203L,4,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788847242388,BARTOLUCCI TIZIANA - GAGLIARDINI MARIA LUISA - PAPALINI PAOLA,LEGGO PERCHE' 4,ND,1,RAFFAELLO,"17,28",No,Si,No
GOEE81203L,5,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883397110,"AA VV  ",BILLY BOT GOLD 5,ND,2,PEARSON LONGMAN,"10,08",No,Si,No
GOEE81203L,5,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788847239241,"MEIANI ANTONELLA  ",SCOPRO STUDIANDO 5 AREA STORIA/GEOGRAFIA,ND,2,RAFFAELLO,"12,50",No,Si,No
GOEE81203L,5,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788847239210,GENTILE PAOLA - CANTILLO VINCENZA - GENTILE MARIA LARA,SCOPRO LEGGENDO 5,ND,2,RAFFAELLO,"20,96",No,Si,No
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),ITALIANO,9788830221987,"AA VV  ",QUANTE STORIE VOLUME 2 CON LETTERATURA,VOLUME 2 CON LETTERATURA,2,LA NUOVA ITALIA EDITRICE,"33,10",No,Si,No
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),ITALIANO,9788849423495,BALESTRA GILDA - TIZIANO TIZIANA - BORGHESIO GIULIA MENZIO LUISA,BELLE PAROLE VOL. A+ VOL. B CON PALESTRA COMPETENZE+,SCRITTURA VERSO L'ESAME+PIEGHEVOLE PER IL RIPASSO+ EBOOK,U,PETRINI,"36,50",No,No,No
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),LINGUA INGLESE,9788853635402,"AA VV  ",NEXT CHALLENGE 2,ND,2,ELI,"23,90",No,Si,No
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),STORIA,9788808494481,BARBERO ALESSANDRO - FRUGONI CHIARA - LUZZATTO S - SCLARANDIS C,STORIA RACCONTA (LA) - VOLUME 2 (LDM),L'ETÀ MODERNA,2,ZANICHELLI EDITORE,"28,90",No,No,Mo
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),GEOGRAFIA,9788851160135,"GIUDICI LORENZO  ",GENERAZIONE GREEN,VOL.2-POPOLI E CULTURE D'EUROPA+ATL.2+EBOOK+EASY EBOOK SU DVD,2,DE AGOSTINI,"23,80",No,No,Mo
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),MATEMATICA,9788891549754,FERRI LUCIANA - MATTEO ANGELA - PELLEGRINI ELEONORA,TANGRAM - LIBRO MISTO CON LIBRO DIGITALE,VOL. 2A + VOL. 2B + QUADERNO 2 + HUB YOUNG + HUB KIT,2,FABBRI SCUOLA,"27,90",No,Si,No
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),SCIENZE,9788891540799,"AA VV  ",ALLA SCOPERTA!  LIBRO MISTO CON LIBRO DIGITALE,"VOLUMI A, B, C, D + HUB YOUNG + HUB KIT",U,FABBRI SCUOLA,"43,00",No,No,No
GOMM815022,2,A,MM,30 ORE  DI ORARIO ORDINARIO (INGLESE_TEDESCO),TECNOLOGIA,9788869173943,"ARDUINO GIANNI  ",TECNO APP  DISEGNO+SETT.PROD. B1-B2-B3+DESINER SI DIV.+MI PREP.INT.,VOLUME A (DISEGNO) + VOLUME B (SETTORI PRODUTTIVI),U,LATTES,"27,50",No,No,No
