freq,cittadinanza,condizione_prof,condizione_prof_eu,classe_eta,itter107,ruolo_fam,sesso,tipo_dato,titolo_studio,time_period,obs_value,year
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2011,73.092,2011
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2012,71.875,2012
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2013,64.822,2013
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2014,58.535,2014
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2015,60.872,2015
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2016,54.966,2016
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2017,55.879,2017
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2018,56.974,2018
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2019,51.082,2019
A,FRG,3_4,TOT,Y15-24,IT,TOT,2,NEET,99,2020,61.055,2020
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2010,92.35,2010
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2011,98.775,2011
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2012,102.011,2012
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2013,95.2,2013
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2014,94.029,2014
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2015,95.832,2015
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2016,86.841,2016
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2017,88.668,2017
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2018,87.456,2018
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2019,79.686,2019
A,FRG,3_4,TOT,Y15-24,IT,TOT,9,NEET,99,2020,99.205,2020
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2010,33.933,2010
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2011,41.079,2011
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2012,44.445,2012
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2013,47.05,2013
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2014,52.838,2014
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2015,56.29,2015
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2016,49.305,2016
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2017,49.445,2017
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2018,48.055,2018
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2019,46.678,2019
A,FRG,3_4,TOT,Y15-29,IT,TOT,1,NEET,99,2020,60.415,2020
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2010,172.036,2010
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2011,177.94,2011
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2012,171.815,2012
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2013,176.373,2013
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2014,165.849,2014
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2015,172.204,2015
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2016,172.698,2016
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2017,164.497,2017
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2018,162.641,2018
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2019,149.645,2019
A,FRG,3_4,TOT,Y15-29,IT,TOT,2,NEET,99,2020,181.331,2020
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2010,205.969,2010
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2011,219.019,2011
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2012,216.26,2012
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2013,223.423,2013
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2014,218.687,2014
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2015,228.494,2015
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2016,222.003,2016
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2017,213.942,2017
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2018,210.696,2018
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2019,196.322,2019
A,FRG,3_4,TOT,Y15-29,IT,TOT,9,NEET,99,2020,241.745,2020
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2010,45.556,2010
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2011,53.488,2011
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2012,64.061,2012
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2013,72.845,2013
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2014,77.159,2014
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2015,77.751,2015
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2016,75.253,2016
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2017,75.702,2017
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2018,70.44,2018
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2019,65.68,2019
A,FRG,3_4,TOT,Y15-34,IT,TOT,1,NEET,99,2020,82.972,2020
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2010,284.004,2010
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2011,298.615,2011
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2012,289.246,2012
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2013,300.449,2013
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2014,297.245,2014
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2015,310.941,2015
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2016,309.919,2016
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2017,288.177,2017
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2018,288.178,2018
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2019,280.919,2019
A,FRG,3_4,TOT,Y15-34,IT,TOT,2,NEET,99,2020,334.943,2020
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2010,329.56,2010
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2011,352.103,2011
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2012,353.307,2012
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2013,373.293,2013
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2014,374.404,2014
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2015,388.692,2015
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2016,385.173,2016
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2017,363.879,2017
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2018,358.618,2018
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2019,346.599,2019
A,FRG,3_4,TOT,Y15-34,IT,TOT,9,NEET,99,2020,417.915,2020
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2010,28.5,2010
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2011,35.519,2011
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2012,38.359,2012
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2013,42.177,2013
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2014,47.908,2014
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2015,49.367,2015
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2016,42.361,2016
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2017,42.811,2017
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2018,41.897,2018
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2019,40.674,2019
A,FRG,3_4,TOT,Y18-29,IT,TOT,1,NEET,99,2020,55.852,2020
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2010,164.448,2010
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2011,171.871,2011
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2012,166.054,2012
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2013,171.818,2013
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2014,160.956,2014
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2015,165.692,2015
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2016,166.684,2016
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2017,158.71,2017
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2018,156.532,2018
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2019,146.237,2019
A,FRG,3_4,TOT,Y18-29,IT,TOT,2,NEET,99,2020,175.618,2020
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2010,192.948,2010
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2011,207.39,2011
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2012,204.413,2012
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2013,213.996,2013
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2014,208.864,2014
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2015,215.059,2015
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2016,209.045,2016
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2017,201.521,2017
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2018,198.429,2018
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2019,186.911,2019
A,FRG,3_4,TOT,Y18-29,IT,TOT,9,NEET,99,2020,231.47,2020
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2010,46.377,2010
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2011,48.8,2011
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2012,64.943,2012
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2013,72.027,2013
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2014,76.417,2014
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2015,73.416,2015
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2016,65.874,2016
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2017,61.699,2017
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2018,61.631,2018
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2019,56.535,2019
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET,99,2020,65.753,2020
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2010,20.722242,2010
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2011,19.991397,2011
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2012,23.754275,2012
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2013,26.930814,2013
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2014,28.554613,2014
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2015,27.44431,2015
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2016,25.077757,2016
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2017,24.239222,2017
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2018,23.870036,2018
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2019,21.79335,2019
A,FRG,99,TOT,Y15-24,IT,TOT,1,NEET_I,99,2020,24.795143,2020
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2010,89.414,2010
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2011,95.046,2011
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2012,98.396,2012
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2013,94.45,2013
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2014,87.886,2014
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2015,87.485,2015
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2016,79.045,2016
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2017,77.597,2017
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2018,77.041,2018
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2019,69.88,2019
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2020,73.466,2020
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2010,37.590072,2010
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2011,36.965619,2011
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2012,37.696295,2012
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2013,35.255298,2013
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2014,34.088785,2014
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2015,33.861273,2015
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2016,31.574049,2016
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2017,32.451478,2017
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2018,32.721581,2018
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2019,28.922285,2019
A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2020,31.113445,2020
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2010,135.792,2010
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2011,143.847,2011
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2012,163.339,2012
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2013,166.478,2013
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2014,164.303,2014
A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2015,160.902,2015
