AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2017;101;Torino;L-25;Scienze Forestali e Ambientali;GRUGLIASCO;1;F;11
2017;101;Torino;L-25;Scienze Forestali e Ambientali;GRUGLIASCO;1;M;18
2017;101;Torino;L-26;Tecnologie Alimentari;GRUGLIASCO;1;F;103
2017;101;Torino;L-26;Tecnologie Alimentari;GRUGLIASCO;1;M;53
2017;101;Torino;L-26;Viticoltura ed Enologia;GRUGLIASCO;1;F;16
2017;101;Torino;L-26;Viticoltura ed Enologia;GRUGLIASCO;1;M;37
2017;101;Torino;L-27;Chimica e Tecnologie Chimiche;TORINO;1;F;39
2017;101;Torino;L-27;Chimica e Tecnologie Chimiche;TORINO;1;M;32
2017;101;Torino;L-27;Scienza e Tecnologia dei Materiali;TORINO;1;F;14
2017;101;Torino;L-27;Scienza e Tecnologia dei Materiali;TORINO;1;M;14
2017;101;Torino;L-29;Tecniche Erboristiche;SAVIGLIANO;4;F;27
2017;101;Torino;L-3;Dams (Discipline dell'Arte della Musica e dello Spettacolo), Televisione e Nuovi Media;TORINO;1;F;17
2017;101;Torino;L-3;Dams (Discipline dell'Arte della Musica e dello Spettacolo), Televisione e Nuovi Media;TORINO;1;M;13
2017;101;Torino;L-3;Dams (Discipline delle Arti, della Musica e dello Spettacolo);TORINO;1;F;34
2017;101;Torino;L-3;Dams (Discipline delle Arti, della Musica e dello Spettacolo);TORINO;1;M;16
2017;101;Torino;L-30;Fisica;TORINO;1;F;24
2017;101;Torino;L-30;Fisica;TORINO;1;M;54
2017;101;Torino;L-30;Ottica e Optometria;TORINO;1;F;20
2017;101;Torino;L-30;Ottica e Optometria;TORINO;1;M;16
2017;101;Torino;L-31;Informatica;TORINO;1;F;11
2017;101;Torino;L-31;Informatica;TORINO;1;M;131
2017;101;Torino;L-32;Scienze Naturali;TORINO;1;F;27
2017;101;Torino;L-32;Scienze Naturali;TORINO;1;M;11
2017;101;Torino;L-33;Economia e Commercio;TORINO;1;F;73
2017;101;Torino;L-33;Economia e Commercio;TORINO;1;M;100
2017;101;Torino;L-33;Economia e Statistica per le Organizzazioni;TORINO;1;F;40
2017;101;Torino;L-33;Economia e Statistica per le Organizzazioni;TORINO;1;M;36
2017;101;Torino;L-34;Scienze Geologiche;TORINO;1;F;6
2017;101;Torino;L-34;Scienze Geologiche;TORINO;1;M;16
2017;101;Torino;L-35;Matematica;TORINO;1;F;38
2017;101;Torino;L-35;Matematica;TORINO;1;M;28
2017;101;Torino;L-35;Matematica per la Finanza e l'Assicurazione;TORINO;1;F;14
2017;101;Torino;L-35;Matematica per la Finanza e l'Assicurazione;TORINO;1;M;16
2017;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;TORINO;1;F;143
2017;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;TORINO;1;M;57
2017;101;Torino;L-36;Scienze Politiche;TORINO;1;M;6
2017;101;Torino;L-36;Scienze Politiche e Sociali;TORINO;1;F;42
2017;101;Torino;L-36;Scienze Politiche e Sociali;TORINO;1;M;40
2017;101;Torino;L-38;Produzioni e Gestione degli Animali in allevamento e Selvatici;GRUGLIASCO;1;F;36
2017;101;Torino;L-38;Produzioni e Gestione degli Animali in allevamento e Selvatici;GRUGLIASCO;1;M;13
2017;101;Torino;L-39;Servizio Sociale;BIELLA;96;F;48
2017;101;Torino;L-39;Servizio Sociale;TORINO;1;F;43
2017;101;Torino;L-39;Servizio Sociale;TORINO;1;M;7
2017;101;Torino;L-42;Storia;TORINO;1;F;30
2017;101;Torino;L-42;Storia;TORINO;1;M;52
2017;101;Torino;L-5;Filosofia;TORINO;1;F;56
2017;101;Torino;L-5;Filosofia;TORINO;1;M;50
2017;101;Torino;LM/SNT1;Scienze Infermieristiche e Ostetriche;TORINO;1;F;9
2017;101;Torino;LM-1;Antropologia Culturale ed Etnologia;TORINO;1;F;31
2017;101;Torino;LM-1;Antropologia Culturale ed Etnologia;TORINO;1;M;13
2017;101;Torino;LM-13;Chimica e Tecnologia Farmaceutiche;TORINO;1;F;35
2017;101;Torino;LM-13;Chimica e Tecnologia Farmaceutiche;TORINO;1;M;13
2017;101;Torino;LM-13;Farmacia;TORINO;1;F;85
2017;101;Torino;LM-13;Farmacia;TORINO;1;M;30
2017;101;Torino;LM-14;Culture Moderne Comparate;TORINO;1;F;33
2017;101;Torino;LM-14;Culture Moderne Comparate;TORINO;1;M;10
2017;101;Torino;LM-14;Letteratura, Filologia e Linguistica Italiana;TORINO;1;F;45
2017;101;Torino;LM-14;Letteratura, Filologia e Linguistica Italiana;TORINO;1;M;12
2017;101;Torino;LM-15;Filologia, Letterature e Storia dell'Antichita;TORINO;1;F;8
2017;101;Torino;LM-15;Filologia, Letterature e Storia dell'Antichità;TORINO;1;F;6
2017;101;Torino;LM-17;Fisica;TORINO;1;F;20
2017;101;Torino;LM-17;Fisica;TORINO;1;M;47
2017;101;Torino;LM-17;Fisica dei Sistemi Complessi;TORINO;1;M;26
2017;101;Torino;LM-18;Informatica;TORINO;1;M;27
2017;101;Torino;LM-2;Archeologia e Storia Antica;TORINO;1;F;16
2017;101;Torino;LM-2;Archeologia e Storia Antica;TORINO;1;M;8
2017;101;Torino;LM-37;Lingue e Letterature Moderne;TORINO;1;F;35
2017;101;Torino;LM-37;Lingue e Letterature Moderne;TORINO;1;M;11
2017;101;Torino;LM-38;Comunicazione Internazionale per il Turismo;TORINO;1;F;31
2017;101;Torino;LM-38;Lingue e Civilta' dell'Asia e dell'Africa;TORINO;1;F;10
2017;101;Torino;LM-38;Lingue Straniere per la Comunicazione Internazionale;TORINO;1;F;55
2017;101;Torino;LM-38;Lingue Straniere per la Comunicazione Internazionale;TORINO;1;M;15
2017;101;Torino;LM-39;Scienze Linguistiche;TORINO;1;F;19
2017;101;Torino;LM-40;Matematica;TORINO;1;F;31
2017;101;Torino;LM-40;Matematica;TORINO;1;M;41
2017;101;Torino;LM-40;Stochastics And Data Science;TORINO;1;F;9
2017;101;Torino;LM-40;Stochastics And Data Science;TORINO;1;M;6
2017;101;Torino;LM-41;Medicina e Chirurgia;ORBASSANO;1;F;57
2017;101;Torino;LM-41;Medicina e Chirurgia;ORBASSANO;1;M;35
2017;101;Torino;LM-41;Medicina e Chirurgia;TORINO;1;F;162
2017;101;Torino;LM-41;Medicina e Chirurgia;TORINO;1;M;106
2017;101;Torino;LM-42;Medicina Veterinaria;GRUGLIASCO;1;F;45
2017;101;Torino;LM-42;Medicina Veterinaria;GRUGLIASCO;1;M;20
2017;101;Torino;LM-46;Odontoiatria e Protesi Dentaria;TORINO;1;F;19
2017;101;Torino;LM-46;Odontoiatria e Protesi Dentaria;TORINO;1;M;21
2017;101;Torino;LM-50;Programmazione e Gestione dei Servizi Educativi e Formativi;TORINO;1;F;33
2017;101;Torino;LM-51;Psicologia Clinica e di Comunita;TORINO;1;F;93
2017;101;Torino;LM-51;Psicologia Clinica e di Comunita;TORINO;1;M;20
2017;101;Torino;LM-51;Psicologia Clinica: Salute e Interventi nella Comunita';TORINO;1;F;144
2017;101;Torino;LM-51;Psicologia Clinica: Salute e Interventi nella Comunita';TORINO;1;M;26
2017;101;Torino;LM-51;Psicologia Criminologica e Forense;TORINO;1;F;85
2017;101;Torino;LM-51;Psicologia Criminologica e Forense;TORINO;1;M;13
2017;101;Torino;LM-51;Psicologia del Lavoro e del Benessere nelle Organizzazioni;TORINO;1;F;100
2017;101;Torino;LM-51;Psicologia del Lavoro e del Benessere nelle Organizzazioni;TORINO;1;M;39
2017;101;Torino;LM-51;Scienze del Corpo e della Mente;TORINO;1;F;96
2017;101;Torino;LM-51;Scienze del Corpo e della Mente;TORINO;1;M;24
2017;101;Torino;LM-51;Scienze della Mente;TORINO;1;F;19
2017;101;Torino;LM-51;Scienze della Mente;TORINO;1;M;10
2017;101;Torino;LM-52;Scienze Internazionali;TORINO;1;F;99
2017;101;Torino;LM-52;Scienze Internazionali;TORINO;1;M;50
2017;101;Torino;LM-53;Scienza dei Materiali;TORINO;1;M;9
2017;101;Torino;LM-53;Scienza dei Materiali per i Beni Culturali;TORINO;1;F;10
2017;101;Torino;LM-54;Chimica;TORINO;1;M;7
2017;101;Torino;LM-54;Chimica Clinica, Forense e dello Sport;TORINO;1;F;27
2017;101;Torino;LM-54;Chimica dell'Ambiente;TORINO;1;F;11
2017;101;Torino;LM-54;Chimica dell'Ambiente;TORINO;1;M;17
2017;101;Torino;LM-56;Economia dell'Ambiente, della Cultura e del Territorio;TORINO;1;F;26
2017;101;Torino;LM-56;Economia dell'Ambiente, della Cultura e del Territorio;TORINO;1;M;27
2017;101;Torino;LM-56;Economia e Management;TORINO;1;F;32
2017;101;Torino;LM-56;Economia e Management;TORINO;1;M;29
2017;101;Torino;LM-56;Economics / Economia;TORINO;1;F;7
2017;101;Torino;LM-56;Economics / Economia;TORINO;1;M;8
2017;101;Torino;LM-59;Comunicazione Pubblica e Politica;TORINO;1;F;31
2017;101;Torino;LM-59;Comunicazione Pubblica e Politica;TORINO;1;M;18
2017;101;Torino;LM-59;Comunicazione, Ict e Media;TORINO;1;F;28
2017;101;Torino;LM-59;Comunicazione, Ict e Media;TORINO;1;M;15
2017;101;Torino;LM-6;Biologia Cellulare e Molecolare;TORINO;1;F;19
2017;101;Torino;LM-6;Biologia Cellulare e Molecolare;TORINO;1;M;7
2017;101;Torino;LM-6;Biologia dell'Ambiente;TORINO;1;F;26
2017;101;Torino;LM-6;Biologia dell'Ambiente;TORINO;1;M;11
2017;101;Torino;LM-6;Biotecnologie Vegetali;GRUGLIASCO;1;F;8
2017;101;Torino;LM-6;Biotecnologie Vegetali;GRUGLIASCO;1;M;8
2017;101;Torino;LM-6;Cellular And Molecular Biology-Biologia Cellulare e Molecolare;TORINO;1;F;12
2017;101;Torino;LM-60;Evoluzione del Comportamento Animale e dell'Uomo;TORINO;1;F;28
2017;101;Torino;LM-60;Evoluzione del Comportamento Animale e dell'Uomo;TORINO;1;M;11
2017;101;Torino;LM-61;Scienze degli Alimenti e della Nutrizione Umana;TORINO;1;F;16
2017;101;Torino;LM-61;Scienze degli Alimenti e della Nutrizione Umana;TORINO;1;M;6
2017;101;Torino;LM-62;Scienze del Governo;TORINO;1;F;19
2017;101;Torino;LM-62;Scienze del Governo;TORINO;1;M;22
2017;101;Torino;LM-63;Scienze Amministrative e Giuridiche delle Organizzazioni Pubbliche e Private;TORINO;1;F;31
2017;101;Torino;LM-63;Scienze Amministrative e Giuridiche delle Organizzazioni Pubbliche e Private;TORINO;1;M;19
2017;101;Torino;LM-65;Cinema e Media;TORINO;1;F;12
2017;101;Torino;LM-65;Cinema e Media;TORINO;1;M;11
2017;101;Torino;LM-67;Scienze dell'Educazione Motoria e delle Attivita Adattate;TORINO;1;F;31
2017;101;Torino;LM-67;Scienze dell'Educazione Motoria e delle Attivita Adattate;TORINO;1;M;24
2017;101;Torino;LM-67;Scienze dell'Educazione Motoria e delle Attività Adattate;TORINO;1;F;9
2017;101;Torino;LM-67;Scienze dell'Educazione Motoria e delle Attività Adattate;TORINO;1;M;15
2017;101;Torino;LM-68;Scienze e Tecniche Avanzate dello Sport;TORINO;1;F;13
2017;101;Torino;LM-68;Scienze e Tecniche Avanzate dello Sport;TORINO;1;M;59
2017;101;Torino;LM-69;Scienze Agrarie;GRUGLIASCO;1;M;15
2017;101;Torino;LM-7;Biotecnologie Vegetali;GRUGLIASCO;1;F;9
2017;101;Torino;LM-70;Scienze e Tecnologie Alimentari;CUNEO;4;F;23
2017;101;Torino;LM-70;Scienze e Tecnologie Alimentari;CUNEO;4;M;16
2017;101;Torino;LM-70;Scienze Viticole ed Enologiche;ASTI;5;F;8
2017;101;Torino;LM-70;Scienze Viticole ed Enologiche;ASTI;5;M;24
2017;101;Torino;LM-71;Chimica Industriale;TORINO;1;F;8
2017;101;Torino;LM-71;Chimica Industriale;TORINO;1;M;15
2017;101;Torino;LM-73;Scienze Forestali e Ambientali;GRUGLIASCO;1;F;6
2017;101;Torino;LM-73;Scienze Forestali e Ambientali;GRUGLIASCO;1;M;14
2017;101;Torino;LM-74;Scienze Geologiche Applicate;TORINO;1;F;13
2017;101;Torino;LM-74;Scienze Geologiche Applicate;TORINO;1;M;14
2017;101;Torino;LM-77;Amministrazione e Controllo Aziendale;TORINO;1;F;101
2017;101;Torino;LM-77;Amministrazione e Controllo Aziendale;TORINO;1;M;85
2017;101;Torino;LM-77;Direzione d'Impresa, Marketing e Strategia;TORINO;1;F;157
2017;101;Torino;LM-77;Direzione d'Impresa, Marketing e Strategia;TORINO;1;M;136
2017;101;Torino;LM-77;Economia e Direzione delle Imprese;TORINO;1;F;15
2017;101;Torino;LM-77;Economia e Direzione delle Imprese;TORINO;1;M;19
2017;101;Torino;LM-77;Finanza Aziendale e Mercati Finanziari;TORINO;1;F;41
2017;101;Torino;LM-77;Finanza Aziendale e Mercati Finanziari;TORINO;1;M;114
2017;101;Torino;LM-77;Professioni Contabili;TORINO;1;F;73
2017;101;Torino;LM-77;Professioni Contabili;TORINO;1;M;54
2017;101;Torino;LM-78;Filosofia;TORINO;1;F;23
2017;101;Torino;LM-78;Filosofia;TORINO;1;M;33
2017;101;Torino;LM-8;Biotecnologie Industriali;TORINO;1;F;15
2017;101;Torino;LM-8;Biotecnologie Industriali;TORINO;1;M;13
2017;101;Torino;LM-80;Geografia e Scienze Territoriali;TORINO;1;M;6
2017;101;Torino;LM-81;Cooperazione, Sviluppo e Innovazione nell? Economia Globale;TORINO;1;F;27
2017;101;Torino;LM-81;Cooperazione, Sviluppo e Innovazione nell? Economia Globale;TORINO;1;M;8
2017;101;Torino;LM-81;Cooperazione, Sviluppo e Innovazione nell’ Economia Globale;TORINO;1;F;12
2017;101;Torino;LM-82;Scienze Statistiche, Economiche e Manageriali;TORINO;1;F;8
2017;101;Torino;LM-82;Scienze Statistiche, Economiche e Manageriali;TORINO;1;M;7
2017;101;Torino;LM-83;Quantitative Finance And Insurance - Finanza Quantitativa e Assicurazioni;TORINO;1;F;6
2017;101;Torino;LM-83;Quantitative Finance And Insurance - Finanza Quantitativa e Assicurazioni;TORINO;1;M;17
2017;101;Torino;LM-84;Scienze Storiche;TORINO;1;F;16
2017;101;Torino;LM-84;Scienze Storiche;TORINO;1;M;20
2017;101;Torino;LM-85;Scienze Pedagogiche;TORINO;1;F;29
2017;101;Torino;LM-85 bis;Scienze della Formazione Primaria;TORINO;1;F;173
2017;101;Torino;LM-85 bis;Scienze della Formazione Primaria;TORINO;1;M;6
2017;101;Torino;LM-86;Scienze Zootecniche;GRUGLIASCO;1;F;8
2017;101;Torino;LM-87;Politiche e Servizi Sociali;TORINO;1;F;42
2017;101;Torino;LM-88;Sociologia;TORINO;1;F;14
2017;101;Torino;LM-88;Sociologia;TORINO;1;M;7
2017;101;Torino;LM-89;Storia dell'Arte;TORINO;1;F;14
2017;101;Torino;LM-9;Biotecnologie Mediche;TORINO;1;F;29
2017;101;Torino;LM-9;Biotecnologie Mediche;TORINO;1;M;11
2017;101;Torino;LM-9;Biotecnologie Molecolari;TORINO;1;F;22
2017;101;Torino;LM-9;Biotecnologie Molecolari;TORINO;1;M;8
2017;101;Torino;LM-90;Studi Giuridici Europei;TORINO;1;F;11
2017;101;Torino;LM-90;Studi Giuridici Europei;TORINO;1;M;8
2017;101;Torino;LM-92;Comunicazione e Culture dei Media;TORINO;1;F;15
2017;101;Torino;LM-92;Comunicazione e Culture dei Media;TORINO;1;M;8
2017;101;Torino;LM-94;Traduzione;TORINO;1;F;58
2017;101;Torino;LM-94;Traduzione;TORINO;1;M;9
2017;101;Torino;LMG/01;Giurisprudenza;TORINO;1;F;347
2017;101;Torino;LMG/01;Giurisprudenza;TORINO;1;M;201
2017;101;Torino;LMR/02;Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004);VENARIA REALE;1;F;19
2017;101;Torino;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TORINO;1;F;11
2017;101;Torino;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TORINO;1;M;7
2017;101;Torino;SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);TORINO;1;F;8
2017;102;Torino Politecnico;10;Ingegneria Meccanica;TORINO;1;M;14
2017;102;Torino Politecnico;4;Ingegneria Edile;TORINO;1;M;6
2017;102;Torino Politecnico;8;Ingegneria Civile;TORINO;1;M;8
2017;102;Torino Politecnico;L-17;Architettura;TORINO;1;F;242
2017;102;Torino Politecnico;L-17;Architettura;TORINO;1;M;206
2017;102;Torino Politecnico;L-21;Pianificazione Territoriale, Urbanistica e Paesaggistico-Ambientale;TORINO;1;F;26
2017;102;Torino Politecnico;L-21;Pianificazione Territoriale, Urbanistica e Paesaggistico-Ambientale;TORINO;1;M;33
2017;102;Torino Politecnico;L-23;Ingegneria Edile;TORINO;1;F;27
2017;102;Torino Politecnico;L-23;Ingegneria Edile;TORINO;1;M;32
2017;102;Torino Politecnico;L-35;Matematica per l'Ingegneria;TORINO;1;F;19
