Title: ,"School year in Europe: Recommended compulsory instruction time and holidays, 2024/2025",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,:,not available
IE,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
IS,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
IS,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
IT,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,4125,0.8992805755395683,-
IT,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LI,Gymnasium,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LI,Gymnasium,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LI,Realschule,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LI,Realschule,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LI,Oberschule,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LI,Oberschule,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LT,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LT,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LU,classic,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LU,classic,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LU,general_orientation,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LU,general_orientation,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LU,general_preparation,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LU,general_preparation,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
LV,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
LV,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
ME,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
ME,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
MK,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,(:),(:),No data available.
MK,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,(:),(:),No data available.
MT,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
MT,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
NL,VWO,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,5640,1,-
NL,VWO,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,3000,1,-
NL,HAVO,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,5640,1,-
NL,HAVO,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,3000,1,-
NL,VMBO,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,5640,1,-
NL,VMBO,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,3700,1,-
NO,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
NO,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
PL,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,1611,0.7142857142857143,-
PL,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
PT,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,2736,0.5216615377575418,-
PT,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,696.238,0.2836,-
RO,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
RO,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
RS,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
RS,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
SE,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
SE,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
SI,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
SI,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
SK,,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
SK,,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
TR,AHS,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
TR,AHS,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
TR,IPLSS,2024/2025,ISCED 1,Compulsory flexible subjects,Horizontal,,,-
TR,IPLSS,2024/2025,ISCED 24,Compulsory flexible subjects,Horizontal,,,-
AL,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
AL,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
AT,AHS,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
AT,AHS,2024/2025,ISCED 24,Chosen by students,Horizontal,210,0.056451612903225805,-
AT,MS,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
AT,MS,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
BA,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
BA,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
BE_de,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
BE_de,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
BE_fr,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
BE_fr,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
BE_nl,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
BE_nl,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
BG,,2024/2025,ISCED 1,Chosen by students,Horizontal,222,0.1094663760712419,-
BG,,2024/2025,ISCED 24,Chosen by students,Horizontal,173.34,0.07812683102717809,-
CY,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
CY,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
CZ,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
CZ,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
DE,,2024/2025,ISCED 1,Chosen by students,Horizontal,37.972816642712274,0.013091073849917126,The data represent the weighted average instruction time for the compulsory core curriculum subjects based on the number of students enrolled in the different types of school (school year n-1).
DE,,2024/2025,ISCED 24,Chosen by students,Horizontal,104.9802412842321,0.02368527737346588,The data represent the weighted average instruction time for the compulsory core curriculum subjects based on the number of students enrolled in the different types of school (school year n-1).
DK,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
DK,,2024/2025,ISCED 24,Chosen by students,Horizontal,180,0.05,-
EE,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
EE,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
EL,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
EL,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
ES,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,"National regulations allow for vertical flexibility across two-year cycles for all subjects (grades 1-6) in primary education, as well as throughout the three years of lower secondary education (grades 7-9). However, only about half of the autonomous communities include provisions in their recommended instruction time frameworks enabling schools to apply vertical flexibility in primary education. 
Data are based on national and regional regulations on the curriculum and school calendars (school year n). To calculate the weighted averages, statistics on the number of students per grade and autonomous community reported by the Statistics Office of the Ministry of Education and Vocational Training were used (school year n-1)."
ES,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,"National regulations allow for vertical flexibility across two-year cycles for all subjects (grades 1-6) in primary education, as well as throughout the three years of lower secondary education (grades 7-9). However, only about half of the autonomous communities include provisions in their recommended instruction time frameworks enabling schools to apply vertical flexibility in primary education. 
Data are based on national and regional regulations on the curriculum and school calendars (school year n). To calculate the weighted averages, statistics on the number of students per grade and autonomous community reported by the Statistics Office of the Ministry of Education and Vocational Training were used (school year n-1)."
FI,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
FI,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
FR,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
FR,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
HR,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
HR,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
HU,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
HU,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
IE,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
IE,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
IS,,2024/2025,ISCED 1,Chosen by students,Horizontal,260.66666666666663,0.0511111111111111,-
IS,,2024/2025,ISCED 24,Chosen by students,Horizontal,493,0.19594594594594594,-
IT,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
IT,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
LI,Gymnasium,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LI,Gymnasium,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
LI,Realschule,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LI,Realschule,2024/2025,ISCED 24,Chosen by students,Horizontal,81.89999999999999,0.022058823529411766,-
LI,Oberschule,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LI,Oberschule,2024/2025,ISCED 24,Chosen by students,Horizontal,109.19999999999999,0.029411764705882356,-
LT,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LT,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
LU,classic,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LU,classic,2024/2025,ISCED 24,Chosen by students,Horizontal,267.5833333333333,0.10555555555555554,-
LU,general_orientation,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LU,general_orientation,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
LU,general_preparation,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LU,general_preparation,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
LV,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
LV,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
ME,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
ME,,2024/2025,ISCED 24,Chosen by students,Horizontal,69.75,0.02585487906588824,-
MK,,2024/2025,ISCED 1,Chosen by students,Horizontal,(:),(:),No data available.
MK,,2024/2025,ISCED 24,Chosen by students,Horizontal,(:),(:),No data available.
MT,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
MT,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
NL,VWO,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
NL,VWO,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
NL,HAVO,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
NL,HAVO,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
NL,VMBO,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
NL,VMBO,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
NO,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
NO,,2024/2025,ISCED 24,Chosen by students,Horizontal,393,0.14988558352402745,-
PL,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
PL,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
PT,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
PT,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
RO,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
RO,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
RS,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
RS,,2024/2025,ISCED 24,Chosen by students,Horizontal,106.5,0.03126376045794804,-
SE,,2024/2025,ISCED 1,Chosen by students,Horizontal,48,0.011278195488721804,-
SE,,2024/2025,ISCED 24,Chosen by students,Horizontal,272,0.10326499620349279,-
SI,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
SI,,2024/2025,ISCED 24,Chosen by students,Horizontal,153,0.06658992141954044,-
SK,,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
SK,,2024/2025,ISCED 24,Chosen by students,Horizontal,,,-
TR,AHS,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
TR,AHS,2024/2025,ISCED 24,Chosen by students,Horizontal,576,0.17142857142857143,-
TR,IPLSS,2024/2025,ISCED 1,Chosen by students,Horizontal,,,-
TR,IPLSS,2024/2025,ISCED 24,Chosen by students,Horizontal,576,0.17142857142857143,-
AL,,2024/2025,ISCED 1,Chosen by schools,Horizontal,183.75,0.06278026905829596,-
AL,,2024/2025,ISCED 24,Chosen by schools,Horizontal,210,0.06779661016949153,-
AT,AHS,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
AT,AHS,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
AT,MS,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
AT,MS,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
BA,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
BA,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
BE_de,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
BE_de,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
BE_fr,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
BE_fr,,2024/2025,ISCED 24,Chosen by schools,Horizontal,118,0.06666666666666667,-
BE_nl,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
BE_nl,,2024/2025,ISCED 24,Chosen by schools,Horizontal,356,0.18749999999999997,-
BG,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
BG,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
CY,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
CY,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
CZ,,2024/2025,ISCED 1,Chosen by schools,Horizontal,453.59999999999997,0.13559322033898305,-
CZ,,2024/2025,ISCED 24,Chosen by schools,Horizontal,510.29999999999995,0.14754098360655735,-
DE,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,The data represent the weighted average instruction time for the compulsory core curriculum subjects based on the number of students enrolled in the different types of school (school year n-1).
DE,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,The data represent the weighted average instruction time for the compulsory core curriculum subjects based on the number of students enrolled in the different types of school (school year n-1).
DK,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
DK,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
EE,,2024/2025,ISCED 1,Chosen by schools,Horizontal,472.5,0.11920529801324503,-
EE,,2024/2025,ISCED 24,Chosen by schools,Horizontal,105,0.0425531914893617,-
EL,,2024/2025,ISCED 1,Chosen by schools,Horizontal,287.3,0.06666666666666665,-
EL,,2024/2025,ISCED 24,Chosen by schools,Horizontal,71.20142602495544,0.03000060085321156,-
ES,,2024/2025,ISCED 1,Chosen by schools,Horizontal,380.95657552109225,0.08049747681169918,"National regulations allow for vertical flexibility across two-year cycles for all subjects (grades 1-6) in primary education, as well as throughout the three years of lower secondary education (grades 7-9). However, only about half of the autonomous communities include provisions in their recommended instruction time frameworks enabling schools to apply vertical flexibility in primary education. 
Data are based on national and regional regulations on the curriculum and school calendars (school year n). To calculate the weighted averages, statistics on the number of students per grade and autonomous community reported by the Statistics Office of the Ministry of Education and Vocational Training were used (school year n-1)."
ES,,2024/2025,ISCED 24,Chosen by schools,Horizontal,489.1925635996199,0.15492417878946116,"National regulations allow for vertical flexibility across two-year cycles for all subjects (grades 1-6) in primary education, as well as throughout the three years of lower secondary education (grades 7-9). However, only about half of the autonomous communities include provisions in their recommended instruction time frameworks enabling schools to apply vertical flexibility in primary education. 
Data are based on national and regional regulations on the curriculum and school calendars (school year n). To calculate the weighted averages, statistics on the number of students per grade and autonomous community reported by the Statistics Office of the Ministry of Education and Vocational Training were used (school year n-1)."
FI,,2024/2025,ISCED 1,Chosen by schools,Horizontal,171,0.04316546762589928,-
FI,,2024/2025,ISCED 24,Chosen by schools,Horizontal,85.5,0.03488372093023256,-
FR,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
FR,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
HR,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
HR,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
HU,,2024/2025,ISCED 1,Chosen by schools,Horizontal,219.60000000000002,0.08247422680412372,-
HU,,2024/2025,ISCED 24,Chosen by schools,Horizontal,192.15,0.060344827586206885,-
IE,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
IE,,2024/2025,ISCED 24,Chosen by schools,Horizontal,1574.9999999999998,0.5685920577617328,-
IS,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
IS,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
IT,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
IT,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LI,Gymnasium,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LI,Gymnasium,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LI,Realschule,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LI,Realschule,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LI,Oberschule,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LI,Oberschule,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LT,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LT,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LU,classic,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LU,classic,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LU,general_orientation,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LU,general_orientation,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LU,general_preparation,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LU,general_preparation,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
LV,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
LV,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
ME,,2024/2025,ISCED 1,Chosen by schools,Horizontal,157.5,0.0587248322147651,-
ME,,2024/2025,ISCED 24,Chosen by schools,Horizontal,183,0.06783430636641646,-
MK,,2024/2025,ISCED 1,Chosen by schools,Horizontal,(:),(:),No data available.
MK,,2024/2025,ISCED 24,Chosen by schools,Horizontal,(:),(:),No data available.
MT,,2024/2025,ISCED 1,Chosen by schools,Horizontal,705.075,0.15,-
MT,,2024/2025,ISCED 24,Chosen by schools,Horizontal,504.72499999999997,0.21666666666666665,-
NL,VWO,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
NL,VWO,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
NL,HAVO,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
NL,HAVO,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
NL,VMBO,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
NL,VMBO,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
NO,,2024/2025,ISCED 1,Chosen by schools,Horizontal,38,0.007207890743550834,-
NO,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
PL,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
PL,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
PT,,2024/2025,ISCED 1,Chosen by schools,Horizontal,219.78,0.04190452221065516,-
PT,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
RO,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
RO,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
RS,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
RS,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
SE,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
SE,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
SI,,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
SI,,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
SK,,2024/2025,ISCED 1,Chosen by schools,Horizontal,226.79999999999998,0.08333333333333331,-
SK,,2024/2025,ISCED 24,Chosen by schools,Horizontal,538.65,0.13013698630136986,-
TR,AHS,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
TR,AHS,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
TR,IPLSS,2024/2025,ISCED 1,Chosen by schools,Horizontal,,,-
TR,IPLSS,2024/2025,ISCED 24,Chosen by schools,Horizontal,,,-
CH,,2024/2025,ISCED 1,Full flexibility,Horizontal,4790,1,"Except for a minimum number of lessons for physical education, no standard curriculum and no standard instruction time are defined at national level. Curricula and intended instruction time are determined by the 26 Cantons. The figures represent weighted averages of the cantonal requirements for each grade and the total instruction time, as provided in cantonal timetables (Stundentafeln / grilles horaires)."
CH,,2024/2025,ISCED 24,Full flexibility,Horizontal,2890,1,"Except for a minimum number of lessons for physical education, no standard curriculum and no standard instruction time are defined at national level. Curricula and intended instruction time are determined by the 26 Cantons. The figures represent weighted averages of the cantonal requirements for each grade and the total instruction time, as provided in cantonal timetables (Stundentafeln / grilles horaires)."
CH,,2024/2025,ISCED 1_24,Full flexibility,Horizontal,7680,1,"Except for a minimum number of lessons for physical education, no standard curriculum and no standard instruction time are defined at national level. Curricula and intended instruction time are determined by the 26 Cantons. The figures represent weighted averages of the cantonal requirements for each grade and the total instruction time, as provided in cantonal timetables (Stundentafeln / grilles horaires)."
CH,,2024/2025,ISCED 1,Full flexibility,Vertical,4790,1,"Except for a minimum number of lessons for physical education, no standard curriculum and no standard instruction time are defined at national level. Curricula and intended instruction time are determined by the 26 Cantons. The figures represent weighted averages of the cantonal requirements for each grade and the total instruction time, as provided in cantonal timetables (Stundentafeln / grilles horaires)."
CH,,2024/2025,ISCED 24,Full flexibility,Vertical,2890,1,"Except for a minimum number of lessons for physical education, no standard curriculum and no standard instruction time are defined at national level. Curricula and intended instruction time are determined by the 26 Cantons. The figures represent weighted averages of the cantonal requirements for each grade and the total instruction time, as provided in cantonal timetables (Stundentafeln / grilles horaires)."
CH,,2024/2025,ISCED 1_24,Full flexibility,Vertical,7680,1,"Except for a minimum number of lessons for physical education, no standard curriculum and no standard instruction time are defined at national level. Curricula and intended instruction time are determined by the 26 Cantons. The figures represent weighted averages of the cantonal requirements for each grade and the total instruction time, as provided in cantonal timetables (Stundentafeln / grilles horaires)."
AL,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
AL,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
AT,AHS,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
AT,AHS,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
