AnnoS;AteneoNOME;AteneoCOD;Nome Gruppo Disciplinare;RegioneSedeDiploma;Lau
2017;Bra Scienze Gastronomiche;401;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;4
2017;Bra Scienze Gastronomiche;401;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;VENETO;1
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;2
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;6
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;1
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MARCHE;20
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;1
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;2
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE NON FORNITA;3
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;2
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;UMBRIA;3
2017;Camerino;4302;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;VENETO;1
2017;Catania;8701;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;2
2017;Catania;8701;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;2
2017;Catania;8701;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE NON FORNITA;1
2017;Catania;8701;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SARDEGNA;1
2017;Catania;8701;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;245
2017;Catanzaro;7901;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;15
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;4
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;2
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;10
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;1
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;EMILIA ROMAGNA;7
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;FRIULI VENEZIA GIULIA;3
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;7
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LIGURIA;3
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;6
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MARCHE;3
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MOLISE;1
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PIEMONTE;2
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di BOLZANO;1
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di TRENTO;3
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;6
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;26
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;12
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;TOSCANA;249
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;UMBRIA;3
2017;Firenze;4801;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;VENETO;4
2017;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;1
2017;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;1
2017;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MOLISE;1
2017;Foggia;7101;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;97
2017;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;6
2017;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;1
2017;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;2
2017;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MARCHE;121
2017;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;4
2017;Marche;4201;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;2
2017;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;4
2017;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;1
2017;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE NON FORNITA;7
2017;Messina;8301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;72
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;3
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;6
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;5
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;6
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;EMILIA ROMAGNA;17
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;FRIULI VENEZIA GIULIA;3
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;4
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LIGURIA;5
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;950
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MARCHE;1
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PIEMONTE;67
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di BOLZANO;2
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di TRENTO;6
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;13
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;14
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE NON FORNITA;2
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;12
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;TOSCANA;6
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;UMBRIA;1
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;VALLE D'AOSTA;3
2017;Milano;1501;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;VENETO;17
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;4
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;3
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;5
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;5
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;EMILIA ROMAGNA;83
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;1
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LIGURIA;4
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;121
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PIEMONTE;10
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di TRENTO;3
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;6
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;2
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SARDEGNA;1
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;6
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;TOSCANA;6
2017;Milano Cattolica;1504;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;VENETO;8
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;1
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;1
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;EMILIA ROMAGNA;58
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;1
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LOMBARDIA;14
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Provincia autonoma di TRENTO;1
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;2
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;REGIONE ESTERA;1
2017;Modena e Reggio Emilia;3601;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;SICILIA;2
2017;Molise;7001;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;ABRUZZO;5
2017;Molise;7001;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;38
2017;Molise;7001;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;LAZIO;1
2017;Molise;7001;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;MOLISE;53
2017;Molise;7001;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;PUGLIA;15
2017;Napoli Federico II;6301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;BASILICATA;2
2017;Napoli Federico II;6301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CALABRIA;4
2017;Napoli Federico II;6301;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;CAMPANIA;542
