freq,ref_area,data_type,econ_activity_nace_2007,pers_empl_size_class,info_innov_enterprises,enterprise_goals,enterprises_strategies,obstacles,degree_importance,time_period,obs_value,year,source,flow_id,description
A,IT,POPI_MAN2018,0011,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,6808,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0011,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,4233,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0011,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,2251,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0011,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,3013,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,37930,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,9304,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,5824,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,3633,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,3915,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,4313,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,3999,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,00110,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,6572,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,43541,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,14973,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,8617,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,6018,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,5834,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,3608,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,1894,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,0020,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,2430,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1372,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,759,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,292,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,88,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,99,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,103,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,16,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,13,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,15,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,3758,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,1624,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,620,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,461,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,438,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,192,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,173,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,14_15,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,205,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1012,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,406,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,241,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,148,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,89,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,96,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,29,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,16,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,2,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,787,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,222,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,210,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,124,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,94,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,74,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,5,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,17,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,57,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,929,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,385,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,200,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,100,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,102,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,83,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,21,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,18,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,39,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,57,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,15,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,19,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,0,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,3,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,5,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,10,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,19,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,4,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1158,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,148,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,159,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,322,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,183,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,175,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,79,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,20,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,83,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,211,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,0,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,0,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,7,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,25,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,49,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,62,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,21,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,68,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,2598,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,736,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,588,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,496,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,397,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,219,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,70,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,22,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,92,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1376,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,459,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,355,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,127,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,169,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,82,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,78,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,23,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,105,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,9761,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,4574,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,2063,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,1286,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,1046,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,295,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,220,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,24_25,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,247,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,26,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1121,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,26,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,170,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,26,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,209,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,26,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,213,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,26,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,62,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
