ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;COD_QUALIFICA;DESC_QUALIFICA;GRADE;AREA_SD;FoRD;GENERE;N_AcStaff
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;732
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;830
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;728
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;1107
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;600
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;2127
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;1450
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;1090
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;649
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;410
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;496
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;793
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;12 - Scienze giuridiche;05 - Social sciences;M;1019
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;12 - Scienze giuridiche;05 - Social sciences;F;851
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;13 - Scienze economiche e statistiche;05 - Social sciences;F;1023
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;13 - Scienze economiche e statistiche;05 - Social sciences;M;1204
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;14 - Scienze politiche e sociali;05 - Social sciences;M;543
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;2PA;Prof. II fascia (associato);B;14 - Scienze politiche e sociali;05 - Social sciences;F;414
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;F;23
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;M;218
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;F;64
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;F;130
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;M;64
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;M;306
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;02 - Scienze fisiche;01 - Natural sciences;M;186
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;02 - Scienze fisiche;01 - Natural sciences;M;37
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;02 - Scienze fisiche;01 - Natural sciences;F;9
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;02 - Scienze fisiche;01 - Natural sciences;F;67
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;02 - Scienze fisiche;01 - Natural sciences;F;139
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;02 - Scienze fisiche;01 - Natural sciences;M;277
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;03 - Scienze chimiche;01 - Natural sciences;F;238
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;03 - Scienze chimiche;01 - Natural sciences;M;181
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;03 - Scienze chimiche;01 - Natural sciences;F;119
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;03 - Scienze chimiche;01 - Natural sciences;M;132
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;03 - Scienze chimiche;01 - Natural sciences;F;33
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;03 - Scienze chimiche;01 - Natural sciences;M;33
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;04 - Scienze della terra;01 - Natural sciences;F;55
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;04 - Scienze della terra;01 - Natural sciences;M;12
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;04 - Scienze della terra;01 - Natural sciences;F;8
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;04 - Scienze della terra;01 - Natural sciences;M;90
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;04 - Scienze della terra;01 - Natural sciences;F;25
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;04 - Scienze della terra;01 - Natural sciences;M;55
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;05 - Scienze biologiche;01 - Natural sciences;F;458
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;05 - Scienze biologiche;01 - Natural sciences;M;248
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;05 - Scienze biologiche;01 - Natural sciences;F;290
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;05 - Scienze biologiche;01 - Natural sciences;M;171
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;05 - Scienze biologiche;01 - Natural sciences;F;94
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;05 - Scienze biologiche;01 - Natural sciences;M;73
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;06 - Scienze mediche;03 - Medical and health sciences;M;557
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;06 - Scienze mediche;03 - Medical and health sciences;F;122
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;06 - Scienze mediche;03 - Medical and health sciences;F;391
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;06 - Scienze mediche;03 - Medical and health sciences;M;494
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;06 - Scienze mediche;03 - Medical and health sciences;F;670
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;06 - Scienze mediche;03 - Medical and health sciences;M;134
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;230
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;192
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;133
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;132
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;18
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;25
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;38
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;309
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;292
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;133
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;199
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;37
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;405
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;1098
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;133
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;419
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;40
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;144
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;281
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;63
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;258
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;176
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;243
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;88
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;245
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;75
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;30
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;26
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;34
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;69
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;128
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;103
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;158
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;03 - Medical and health sciences;F;1
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;107
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;106
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;75
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;12 - Scienze giuridiche;05 - Social sciences;F;161
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;12 - Scienze giuridiche;05 - Social sciences;M;60
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;12 - Scienze giuridiche;05 - Social sciences;F;58
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;12 - Scienze giuridiche;05 - Social sciences;M;160
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;12 - Scienze giuridiche;05 - Social sciences;F;127
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;12 - Scienze giuridiche;05 - Social sciences;M;200
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;13 - Scienze economiche e statistiche;05 - Social sciences;F;267
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;13 - Scienze economiche e statistiche;05 - Social sciences;M;265
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;13 - Scienze economiche e statistiche;05 - Social sciences;F;185
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;13 - Scienze economiche e statistiche;05 - Social sciences;M;281
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;13 - Scienze economiche e statistiche;05 - Social sciences;F;75
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;13 - Scienze economiche e statistiche;05 - Social sciences;M;117
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;14 - Scienze politiche e sociali;05 - Social sciences;F;82
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;14 - Scienze politiche e sociali;05 - Social sciences;M;25
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;14 - Scienze politiche e sociali;05 - Social sciences;M;90
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;14 - Scienze politiche e sociali;05 - Social sciences;M;101
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;14 - Scienze politiche e sociali;05 - Social sciences;F;97
2024;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;3RTD;Ricercatore a tempo determinato L. 79/2022;C;14 - Scienze politiche e sociali;05 - Social sciences;F;24
