freq,classe_eta_pperc,voci_spesa,cond_prof_prev_pperc,itter107,misura1,num_comp_fam,sesso_pperc,tipologia_fam,fam_anziani,fam_minori,tipo_dato,titolo_studio_pperc,time_period,obs_value,year
A,1,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,42.3,2017
A,1,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,34.7,2018
A,1,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,27.5,2019
A,1,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,34.2,2020
A,1,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,35.5,2021
A,1,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,37.9,2022
A,1,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,26.0,2023
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,46.8,2010
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,46.8,2011
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,52.2,2012
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,53.1,2013
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,51.1,2014
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,48.1,2015
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,43.6,2016
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,37.5,2017
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,37.6,2018
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,29.7,2019
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,33.1,2020
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,35.4,2021
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,31.1,2022
A,2,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,34.1,2023
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,55.8,2010
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,59.3,2011
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,60.0,2012
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,63.9,2013
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,60.9,2014
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,58.4,2015
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,58.4,2016
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,57.3,2017
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,57.5,2018
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,43.2,2019
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,52.8,2020
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,49.3,2021
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,40.6,2022
A,2,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,45.3,2023
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,60.9,2010
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,56.7,2011
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,63.7,2012
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,61.4,2013
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,60.5,2014
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,55.8,2015
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,54.6,2016
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,59.3,2017
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,49.2,2018
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,40.3,2019
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,34.8,2020
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,37.7,2021
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,31.9,2022
A,2,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,43.7,2023
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,51.5,2010
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,51.0,2011
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,57.6,2012
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,60.3,2013
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,51.3,2014
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,51.6,2015
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,44.3,2016
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,43.4,2017
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,30.8,2018
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,38.1,2019
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,32.1,2020
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,32.9,2021
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,30.3,2022
A,2,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,39.5,2023
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,47.2,2010
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,46.8,2011
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,53.6,2012
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,54.3,2013
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,53.0,2014
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,51.0,2015
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,43.7,2016
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,37.4,2017
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,38.8,2018
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,29.9,2019
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,33.8,2020
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,35.2,2021
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,33.5,2022
A,3,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,31.8,2023
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,55.4,2010
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,55.4,2011
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,57.8,2012
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,62.9,2013
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,61.2,2014
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,61.2,2015
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,52.8,2016
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,57.7,2017
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,59.6,2018
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,44.2,2019
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,55.1,2020
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,54.6,2021
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,48.5,2022
A,3,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,46.3,2023
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,61.5,2010
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,58.3,2011
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,65.3,2012
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,66.4,2013
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,64.3,2014
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,61.5,2015
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,58.0,2016
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,62.9,2017
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,50.6,2018
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,46.7,2019
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,36.4,2020
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,38.9,2021
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,35.6,2022
A,3,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,33.6,2023
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,49.1,2010
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,50.0,2011
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,55.0,2012
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,57.9,2013
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,52.7,2014
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,51.5,2015
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,48.7,2016
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,42.0,2017
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,34.9,2018
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,27.5,2019
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,33.8,2020
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,35.7,2021
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,35.0,2022
A,3,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,34.1,2023
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,45.3,2010
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,44.2,2011
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,50.2,2012
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,51.0,2013
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,49.6,2014
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,50.1,2015
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,43.4,2016
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,37.2,2017
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,38.2,2018
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,32.5,2019
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,31.7,2020
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,33.1,2021
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,28.7,2022
A,4,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,31.2,2023
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,49.4,2010
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,49.6,2011
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,56.7,2012
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,63.5,2013
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,56.1,2014
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,60.1,2015
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,51.4,2016
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,50.0,2017
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,54.9,2018
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,48.4,2019
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,46.2,2020
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,46.4,2021
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,36.1,2022
A,4,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,36.1,2023
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,63.5,2010
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,58.4,2011
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,65.3,2012
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,69.0,2013
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,59.0,2014
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,63.5,2015
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,57.0,2016
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,57.7,2017
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,54.1,2018
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,47.2,2019
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,41.5,2020
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,41.5,2021
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,32.5,2022
A,4,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,38.8,2023
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,52.1,2010
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,49.7,2011
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,54.9,2012
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,59.0,2013
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,47.6,2014
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,47.9,2015
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,50.2,2016
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,41.8,2017
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,38.8,2018
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,40.0,2019
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,29.9,2020
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,32.5,2021
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,32.9,2022
A,4,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,44.5,2023
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,51.5,2010
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,51.6,2011
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,56.1,2012
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,55.3,2013
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,54.4,2014
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,53.3,2015
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,46.2,2016
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,40.9,2017
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,42.5,2018
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,32.6,2019
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,30.5,2020
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,32.3,2021
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,32.2,2022
A,5,1,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,32.0,2023
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,52.7,2010
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,53.0,2011
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,54.1,2012
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,59.4,2013
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,58.3,2014
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,54.2,2015
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,47.2,2016
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,44.1,2017
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,50.1,2018
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,42.9,2019
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,42.3,2020
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,42.9,2021
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,48.4,2022
A,5,2,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,43.4,2023
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,62.2,2010
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,66.4,2011
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,68.9,2012
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,71.7,2013
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,67.5,2014
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,65.5,2015
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,60.6,2016
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,64.9,2017
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,55.0,2018
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,54.4,2019
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,53.1,2020
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,57.8,2021
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,46.8,2022
A,5,3,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,46.8,2023
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,52.0,2010
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2011,61.1,2011
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2012,57.5,2012
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2013,63.8,2013
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2014,56.9,2014
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2015,50.7,2015
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2016,48.8,2016
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2017,44.2,2017
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2018,41.1,2018
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2019,33.3,2019
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2020,40.4,2020
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2021,35.1,2021
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2022,37.4,2022
A,5,4,99,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2023,36.9,2023
A,9,1,1A,IT,10,99,9,99,9,9,FAM_GIUD_CARICO,99,2010,39.2,2010
