DATAFLOW,FREQ,CITTADINANZA,CONDIZIONE_PROF,ITTER107,SESSO,TIPO_DATO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:52_1203(1.0),A,1,2,IT,2,28,2020,32,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2010,124,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2011,122,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2012,145,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2013,161,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2014,153,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2015,142,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2016,135,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2017,132,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2018,121,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2019,108,,,,,,,,,
IT1:52_1203(1.0),A,1,2,IT,9,28,2020,95,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,1,28,2015,101,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,1,28,2016,93,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,1,28,2017,105,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,1,28,2018,104,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,1,28,2019,95,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,1,28,2020,100,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,2,28,2015,98,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,2,28,2016,90,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,2,28,2017,86,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,2,28,2018,93,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,2,28,2019,86,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,2,28,2020,90,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2010,246,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2011,246,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2012,229,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2013,230,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2014,203,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2015,199,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2016,183,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2017,192,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2018,197,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2019,181,,,,,,,,,
IT1:52_1203(1.0),A,1,3_4,IT,9,28,2020,190,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,1,28,2015,73,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,1,28,2016,68,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,1,28,2017,67,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,1,28,2018,66,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,1,28,2019,63,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,1,28,2020,63,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,2,28,2015,53,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,2,28,2016,46,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,2,28,2017,43,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,2,28,2018,49,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,2,28,2019,44,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,2,28,2020,45,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2010,159,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2011,159,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2012,146,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2013,145,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2014,134,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2015,125,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2016,113,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2017,110,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2018,115,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2019,107,,,,,,,,,
IT1:52_1203(1.0),A,1,3A_3B_3C,IT,9,28,2020,108,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,1,28,2015,29,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,1,28,2016,26,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,1,28,2017,39,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,1,28,2018,38,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,1,28,2019,31,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,1,28,2020,37,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,2,28,2015,45,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,2,28,2016,44,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,2,28,2017,43,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,2,28,2018,44,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,2,28,2019,42,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,2,28,2020,45,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2010,87,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2011,87,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2012,83,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2013,85,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2014,69,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2015,74,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2016,70,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2017,82,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2018,82,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2019,73,,,,,,,,,
IT1:52_1203(1.0),A,1,3D,IT,9,28,2020,81,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2010,401,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2011,372,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2012,361,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2013,364,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2014,314,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2015,306,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2016,281,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2017,290,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2018,282,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2019,260,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,28,2020,263,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2010,19.9,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2011,18.5,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2012,18,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2013,18.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2014,15.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2015,15.5,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2016,14.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2017,14.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2018,14.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2019,13.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,1,29,2020,13.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2010,242,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2011,229,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2012,221,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2013,216,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2014,193,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2015,186,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2016,173,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2017,169,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2018,181,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2019,169,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,28,2020,155,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2010,12.7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2011,12.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2012,11.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2013,11.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2014,10.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2015,10,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2016,9.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2017,9.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2018,10,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2019,9.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,2,29,2020,8.5,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2010,643,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2011,601,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2012,582,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2013,581,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2014,507,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2015,492,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2016,454,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2017,459,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2018,463,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2019,428,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,28,2020,418,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2010,16.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2011,15.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2012,14.9,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2013,14.9,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2014,13.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2015,12.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2016,11.9,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2017,12.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2018,12.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2019,11.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,IT,9,29,2020,11,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2010,76,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2011,69,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2012,70,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2013,74,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2014,60,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2015,55,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2016,52,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2017,58,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2018,59,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2019,46,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,28,2020,56,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2010,17.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2011,15.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2012,15.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2013,16.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2014,13,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2015,12.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2016,11.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2017,12.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2018,12.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2019,9.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,1,29,2020,11.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2010,39,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2011,36,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2012,35,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2013,35,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2014,30,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2015,31,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2016,26,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2017,23,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2018,31,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2019,31,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,28,2020,30,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2010,9.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2011,8.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2012,8.5,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2013,8.5,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2014,7.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2015,7.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2016,6.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2017,5.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2018,7.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2019,7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,2,29,2020,6.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2010,115,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2011,104,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2012,105,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2013,109,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2014,90,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2015,86,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2016,78,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2017,80,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2018,90,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2019,77,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,28,2020,86,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2010,13.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2011,12.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2012,12.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2013,12.5,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2014,10.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2015,9.7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2016,8.9,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2017,9.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2018,10.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2019,8.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITC,9,29,2020,9.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2010,123,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2011,115,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2012,108,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2013,112,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2014,90,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2015,88,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2016,77,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2017,89,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2018,92,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2019,76,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,28,2020,90,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2010,16.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2011,14.9,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2012,14.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2013,14.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2014,11.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2015,11.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2016,9.7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2017,11.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2018,11.3,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2019,9.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,1,29,2020,10.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2010,66,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2011,59,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2012,58,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2013,53,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2014,48,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2015,45,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2016,43,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2017,44,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2018,50,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2019,47,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,28,2020,48,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2010,9.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2011,8.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2012,8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2013,7.4,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2014,6.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2015,6.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2016,5.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2017,6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2018,6.7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2019,6.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,2,29,2020,6.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2010,189,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2011,174,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2012,166,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2013,165,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2014,139,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2015,133,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2016,120,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2017,133,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2018,142,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2019,123,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,28,2020,138,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2010,12.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2011,11.7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2012,11.2,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2013,11,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2014,9.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2015,8.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2016,7.8,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2017,8.7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2018,9.1,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2019,7.7,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITCD,9,29,2020,8.5,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2010,47,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2011,46,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2012,39,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2013,38,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2014,31,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2015,33,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2016,25,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2017,31,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2018,32,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2019,30,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,28,2020,33,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,29,2010,14.6,,,,,,,,,
IT1:52_1203(1.0),A,1,99,ITD,1,29,2011,14.2,,,,,,,,,
