RIPARTIZIONE_GEOGRAFICA;MATERIA;GRADO;Anno_scolastico;LIVELLO_1;LIVELLO_2;LIVELLO_3;LIVELLO_4;LIVELLO_5
2;INGLESE Listening;13 Altri licei;2024-2025;11,7842323651452;43,6307053941909;44,5850622406639; ; 
2;INGLESE Listening;13 Istituti professionali;2024-2025;39,3265845070423;42,3415492957746;18,3318661971831; ; 
2;INGLESE Listening;13 Istituti tecnici;2024-2025;18,3827435979173;43,2047603867814;38,4124960153012; ; 
2;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;3,07262569832402;21,2560821769688;75,6712921247072; ; 
2;INGLESE Reading;8;2024-2025;3,20127830734476;13,1081602292137;83,6905614634415; ; 
2;INGLESE Reading;13;2024-2025;9,15474120636619;34,6529356693861;56,1923231242477; ; 
2;INGLESE Reading;13 Altri licei;2024-2025;9,68076285240464;42,226368159204;48,0928689883914; ; 
2;INGLESE Reading;13 Istituti professionali;2024-2025;24,2750439367311;50,5931458699473;25,1318101933216; ; 
2;INGLESE Reading;13 Istituti tecnici;2024-2025;9,61518074843634;41,2912117035938;49,0936075479699; ; 
2;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;2,33354356248311;19,1819082800252;78,4845481574917; ; 
2;ITALIANO;8;2024-2025;14,7712886002092;24,8032146199152;30,8058567732702;20,339076347223;9,2805636593824
2;ITALIANO;13;2024-2025;17,6343009676343;25,2419085752419;30,4738071404738;19,5495495495495;7,10043376710043
2;ITALIANO;13 Altri licei;2024-2025;13,3595691797846;27,7961888980944;37,1168185584093;17,7506213753107;3,97680198840099
2;ITALIANO;13 Istituti professionali;2024-2025;41,418814716898;35,9770874641992;18,4401850627892;3,61313064551663;,550782110597048
2;ITALIANO;13 Istituti tecnici;2024-2025;23,0091314504141;32,5546825228286;30,2293480569123;12,2318963686558;1,97494160118921
2;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;5,30174340634779;13,6253911488601;32,6955744300402;32,954850245865;15,4224407688869
2;MATEMATICA;8;2024-2025;17,2493587598974;24,1747518679603;25,7611241217799;18,1303669008587;14,6843983495037
2;MATEMATICA;13;2024-2025;21,2655359701443;23,4514011529106;22,97490919996;16,2440438505881;16,064109826397
2;MATEMATICA;13 Altri licei;2024-2025;23,5916695117788;30,7613519972687;25,7311938090361;13,0306134061682;6,88517127574826
2;MATEMATICA;13 Istituti professionali;2024-2025;50,5918456817185;29,4388426128891;14,3358176238492;4,44980271810609;1,18369136343709
2;MATEMATICA;13 Istituti tecnici;2024-2025;19,1936339522546;25,3050397877984;27,5437665782493;16,8806366047745;11,0769230769231
2;MATEMATICA;13 Licei scientifici;2024-2025;2,65303302473401;8,38745336465386;19,1239463866243;26,7514163327346;43,0841508912533
3;INGLESE Listening;8;2024-2025;2,43528610354223;27,4693460490463;70,0953678474114; ; 
3;INGLESE Listening;13;2024-2025;17,9737903225806;35,866935483871;46,1592741935484; ; 
3;INGLESE Listening;13 Altri licei;2024-2025;16,8652037617555;43,7617554858934;39,3730407523511; ; 
3;INGLESE Listening;13 Istituti professionali;2024-2025;47,4747474747475;38,5281385281385;13,997113997114; ; 
3;INGLESE Listening;13 Istituti tecnici;2024-2025;22,7035100821509;43,4652725914862;33,831217326363; ; 
3;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;5,8202299929594;27,270593757334;66,9091762497066; ; 
3;INGLESE Reading;8;2024-2025;3,80005100739607;14,6391226727876;81,5608263198164; ; 
3;INGLESE Reading;13;2024-2025;9,84978324427866;35,9310414356286;54,2191753200928; ; 
3;INGLESE Reading;13 Altri licei;2024-2025;11,0971786833856;42,5705329153605;46,3322884012539; ; 
3;INGLESE Reading;13 Istituti professionali;2024-2025;26,4069264069264;51,5151515151515;22,0779220779221; ; 
3;INGLESE Reading;13 Istituti tecnici;2024-2025;10,7209562943594;43,0706014194994;46,2084422861412; ; 
3;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;3,44989439098803;23,8911053743253;72,6590002346867; ; 
3;ITALIANO;8;2024-2025;17,8185836946357;26,1667941851568;29,7203094448695;18,2776502592876;8,01666241605033
3;ITALIANO;13;2024-2025;19,1847005535984;27,6698540513337;29,1696024157021;17,9365878208354;6,03925515853045
3;ITALIANO;13 Altri licei;2024-2025;16,4366373902133;32,810539523212;33,4378920953576;14,6800501882058;2,63488080301129
3;ITALIANO;13 Istituti professionali;2024-2025;47,8545454545455;34,4;15,5636363636364;1,81818181818182;,363636363636364
3;ITALIANO;13 Istituti tecnici;2024-2025;25,0374812593703;36,3568215892054;27,6986506746627;9,70764617691154;1,19940029985008
3;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;7,39879013494649;18,2177757096324;32,852489530014;29,4090274546301;12,1219171707771
3;MATEMATICA;8;2024-2025;20,6935219529026;24,3767790908307;24,5751746743725;17,1224014491503;13,2321228327439
3;MATEMATICA;13;2024-2025;26,0352644836272;24,272040302267;22,2065491183879;14,4282115869018;13,0579345088161
3;MATEMATICA;13 Altri licei;2024-2025;28,5550458715596;29,9885321100917;24,9139908256881;11,7545871559633;4,78784403669725
3;MATEMATICA;13 Istituti professionali;2024-2025;58,4974471188913;24,872355944566;12,618526622903;3,28227571115974;,729394602479942
3;MATEMATICA;13 Istituti tecnici;2024-2025;24,6996996996997;28,8663663663664;25,1876876876877;14,1516516516517;7,09459459459459
3;MATEMATICA;13 Licei scientifici;2024-2025;5,32889258950874;10,5328892589509;20,4412989175687;24,9791840133222;38,7177352206495
4;INGLESE Listening;8;2024-2025;1,28037831387114;18,6703248904206;80,0492967957083; ; 
4;INGLESE Listening;13;2024-2025;10,645364484911;31,6325946286434;57,7220408864456; ; 
4;INGLESE Listening;13 Altri licei;2024-2025;8,91542467229305;37,5561142036272;53,5284611240797; ; 
4;INGLESE Listening;13 Istituti professionali;2024-2025;32,3769694611943;44,7481034818129;22,8749270569928; ; 
4;INGLESE Listening;13 Istituti tecnici;2024-2025;11,1770133122446;40,9164799437635;47,9065067439919; ; 
4;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;2,22040434731799;15,5778894472362;82,2017062054458; ; 
4;INGLESE Reading;8;2024-2025;1,97918291840328;10,0497024539194;87,9711146276774; ; 
4;INGLESE Reading;13;2024-2025;6,6468154553133;29,0252387155885;64,3279458290983; ; 
4;INGLESE Reading;13 Altri licei;2024-2025;5,8248070364387;33,8000359001975;60,3751570633639; ; 
4;INGLESE Reading;13 Istituti professionali;2024-2025;20,931815971209;48,0011672016341;31,0670168271569; ; 
4;INGLESE Reading;13 Istituti tecnici;2024-2025;6,32688927943761;35,268014059754;58,4050966608084; ; 
4;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;1,5660303856642;13,8176860148033;84,6162835995325; ; 
4;ITALIANO;8;2024-2025;13,1432521938872;23,4921555290418;31,0121430403318;21,8608177874912;10,4916314492479
4;ITALIANO;13;2024-2025;14,3905684403302;23,3657161661397;31,4280400040061;22,2025095503126;8,61316583921137
4;ITALIANO;13 Altri licei;2024-2025;10,1643171410613;24,1447427493939;37,6582562629074;22,1513872676663;5,881296578971
4;ITALIANO;13 Istituti professionali;2024-2025;38,9591439688716;36,0019455252918;19,7373540856031;4,5136186770428;,787937743190661
4;ITALIANO;13 Istituti tecnici;2024-2025;16,7808820945352;31,3609207520647;34,607274644175;14,6195747671762;2,63134774204885
4;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;4,28204729309272;10,897635345364;30,5888301182327;36,0104231487243;18,2210640945862
4;MATEMATICA;8;2024-2025;14,1041558500192;21,7566987968126;26,1789205173932;20,0343122869591;17,925912548816
4;MATEMATICA;13;2024-2025;17,2471998512309;21,212467993191;23,4626003118429;17,6749109531234;20,4028208906118
4;MATEMATICA;13 Altri licei;2024-2025;17,4507740868781;27,446264842928;29,2800240493011;16,6090485495265;9,2138884713663
4;MATEMATICA;13 Istituti professionali;2024-2025;46,096256684492;29,8395721925134;17,1122994652406;5,33787068546427;1,61400097228974
4;MATEMATICA;13 Istituti tecnici;2024-2025;15,2667398463227;23,5609220636663;28,0439077936334;19,5170142700329;13,6114160263447
4;MATEMATICA;13 Licei scientifici;2024-2025;2,10800568450971;5,42396968261487;14,2764092846992;23,9637612505921;54,2278540975841
6;INGLESE Listening;8;2024-2025;,889993958265557;18,2623042245666;80,8477018171678; ; 
6;INGLESE Listening;13;2024-2025;9,49823795938916;31,8034345807462;58,6983274598646; ; 
6;INGLESE Listening;13 Altri licei;2024-2025;7,15096481271283;36,2088535754824;56,6401816118048; ; 
6;INGLESE Listening;13 Istituti professionali;2024-2025;30,5135420330637;46,5177629264861;22,9686950404502; ; 
6;INGLESE Listening;13 Istituti tecnici;2024-2025;8,54799141367679;39,1597669426556;52,2922416436676; ; 
6;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;1,43124893508264;14,5169534844096;84,0517975805078; ; 
6;INGLESE Reading;8;2024-2025;1,66345282624352;9,35576051855122;88,9807866552053; ; 
6;INGLESE Reading;13;2024-2025;5,37441977518036;29,011240982048;65,6143392427717; ; 
6;INGLESE Reading;13 Altri licei;2024-2025;3,96975425330813;32,1928166351607;63,8374291115312; ; 
6;INGLESE Reading;13 Istituti professionali;2024-2025;18,4330985915493;52,0070422535211;29,5598591549296; ; 
6;INGLESE Reading;13 Istituti tecnici;2024-2025;4,22923689855961;33,2056389825314;62,565124118909; ; 
6;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;,96252129471891;11,7887563884157;87,2487223168654; ; 
6;ITALIANO;8;2024-2025;12,4523654614741;23,6522911051213;31,7780462868296;21,8003531926759;10,3169439538991
6;ITALIANO;13;2024-2025;13,1612794989375;23,5628005815904;32,5411027849234;22,3856391902472;8,34917794430153
6;ITALIANO;13 Altri licei;2024-2025;7,58607642830117;22,890654559213;39,992432841468;23,420355656451;6,11048051456678
6;ITALIANO;13 Istituti professionali;2024-2025;40,0739176346357;37,2404083069342;18,4266103484688;3,85427666314678;,404787046814502
6;ITALIANO;13 Istituti tecnici;2024-2025;13,0501456831774;30,1947554056126;38,0003067014262;16,0788222665235;2,67596994326024
6;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;2,78203164880041;9,89450399863876;29,9557597413646;37,8764675855028;19,4912370256934
6;MATEMATICA;8;2024-2025;13,0717108977979;21,390927912667;26,3763410502541;20,8286278938453;18,3323922454357
6;MATEMATICA;13;2024-2025;15,2707429690779;21,2480761158528;24,3290891283056;18,2901916888205;20,8619000979432
6;MATEMATICA;13 Altri licei;2024-2025;16,0181856629309;27,5322478325227;29,7525903996617;17,1177838866568;9,57919221822796
6;MATEMATICA;13 Istituti professionali;2024-2025;43,5924554909219;31,6587343557201;17,6978670897232;5,83465538515776;1,216287678477
6;MATEMATICA;13 Istituti tecnici;2024-2025;10,6296495129995;21,7194570135747;29,7415445969783;20,9755349336606;16,933813942787
6;MATEMATICA;13 Licei scientifici;2024-2025;1,09715796430932;4,77197620621282;13,1923331130205;24,4679444811633;56,4705882352941
7;INGLESE Listening;8;2024-2025;1,36396267049533;17,9468772433597;80,689160086145; ; 
7;INGLESE Listening;13;2024-2025;7,45074626865672;30,089552238806;62,4597014925373; ; 
7;INGLESE Listening;13 Altri licei;2024-2025;6,60714285714286;36,4285714285714;56,9642857142857; ; 
7;INGLESE Listening;13 Istituti professionali;2024-2025;25,6997455470738;48,5156912637829;25,7845631891433; ; 
7;INGLESE Listening;13 Istituti tecnici;2024-2025;6,82352941176471;36,7394957983193;56,436974789916; ; 
7;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;1,41889712995808;14,4147049338923;84,1663979361496; ; 
7;INGLESE Reading;8;2024-2025;2,15208034433285;9,35642549702808;88,4914941586391; ; 
7;INGLESE Reading;13;2024-2025;4,9397446605417;26,8345066221215;68,2257487173368; ; 
7;INGLESE Reading;13 Altri licei;2024-2025;4,72792149866191;32,7386262265834;62,5334522747547; ; 
7;INGLESE Reading;13 Istituti professionali;2024-2025;19,4585448392555;49,746192893401;30,7952622673435; ; 
7;INGLESE Reading;13 Istituti tecnici;2024-2025;3,59543010752688;32,7620967741936;63,6424731182796; ; 
7;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;,773694390715667;10,2836879432624;88,9426176660219; ; 
7;ITALIANO;8;2024-2025;12,5515927611387;24,2565350830776;31,7705577309768;20,9440152397079;10,477299185099
7;ITALIANO;13;2024-2025;12,3401145084663;23,6082348641735;32,7201851626264;22,6580582287733;8,67340723596053
7;ITALIANO;13 Altri licei;2024-2025;8,94009216589862;25,0691244239631;36,6820276497696;23,594470046083;5,71428571428571
7;ITALIANO;13 Istituti professionali;2024-2025;38,8794567062818;36,5025466893039;21,2224108658744;3,14091680814941;,254668930390492
7;ITALIANO;13 Istituti tecnici;2024-2025;13,2056106739651;31,2692439274718;36,0930550803969;16,3872733492987;3,0448169688676
7;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;2,38173999338406;10,6516705259676;32,5173668541184;35,9907376778035;18,4584849487264
7;MATEMATICA;8;2024-2025;14,0689512799339;22,0685383980182;26,5586292320396;19,911230388109;17,3926507018993
7;MATEMATICA;13;2024-2025;15,9728020994871;21,4362400095431;24,1441011571037;18,191578193964;20,2552785399022
7;MATEMATICA;13 Altri licei;2024-2025;19,1259398496241;27,5375939849624;27,7725563909774;16,5413533834586;9,02255639097744
7;MATEMATICA;13 Istituti professionali;2024-2025;46,5648854961832;30,1102629346904;16,5394402035623;5,59796437659033;1,18744698897371
7;MATEMATICA;13 Istituti tecnici;2024-2025;11,5358819584172;23,0046948356808;28,9738430583501;19,6177062374245;16,8678739101274
7;MATEMATICA;13 Licei scientifici;2024-2025;1,86246418338109;8,11843361986628;17,8605539637058;24,9283667621776;47,2301814708691
8;INGLESE Listening;8;2024-2025;1,62177229303398;20,0212857613461;78,35694194562; ; 
8;INGLESE Listening;13;2024-2025;13,2098990636021;31,8709716648425;54,9191292715554; ; 
8;INGLESE Listening;13 Altri licei;2024-2025;9,23172242874845;38,9508467575382;51,8174308137133; ; 
8;INGLESE Listening;13 Istituti professionali;2024-2025;39,6044992743106;40,711175616836;19,6843251088534; ; 
8;INGLESE Listening;13 Istituti tecnici;2024-2025;12,4376336421953;40,0659301496793;47,4964362081254; ; 
8;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;2,81951564433445;16,4044546579459;80,7760296977196; ; 
8;INGLESE Reading;8;2024-2025;2,52266855782382;11,3140165138544;86,1633149283218; ; 
8;INGLESE Reading;13;2024-2025;8,68362663748822;30,1966505577338;61,119722804778; ; 
8;INGLESE Reading;13 Altri licei;2024-2025;6,66804293971924;36,8084227910818;56,523534269199; ; 
8;INGLESE Reading;13 Istituti professionali;2024-2025;26,1058738216099;47,6794778825236;26,2146482958666; ; 
8;INGLESE Reading;13 Istituti tecnici;2024-2025;7,32228754676644;34,7853197933369;57,8923926598967; ; 
8;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;2,40388864339373;14,2907644719399;83,3053468846664; ; 
8;ITALIANO;8;2024-2025;15,3184165232358;24,2583780500152;29,8319327731092;20,9299382403564;9,66133441328339
8;ITALIANO;13;2024-2025;18,231238800984;24,0319494639657;29,677772041182;20,3176724268837;7,74136726698454
8;ITALIANO;13 Altri licei;2024-2025;11,5463917525773;28,2268041237113;36,4742268041237;19,2371134020619;4,51546391752577
8;ITALIANO;13 Istituti professionali;2024-2025;49,6555474981871;31,9615663524293;15,0108774474257;2,90065264684554;,4713560551124
8;ITALIANO;13 Istituti tecnici;2024-2025;18,6162624821683;31,1251783166904;33,416547788873;14,185092724679;2,65691868758916
8;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;5,4297047157338;11,3706478624945;30,207139709123;35,3107095636844;17,6817981489643
8;MATEMATICA;8;2024-2025;16,579393192669;22,4215822167462;25,1244930437907;19,1026233379537;16,7719082088403
8;MATEMATICA;13;2024-2025;20,5073674616436;21,3398146741607;22,7100106334498;16,6945161780343;18,7482910527115
8;MATEMATICA;13 Altri licei;2024-2025;21,3217669215843;29,0491952973405;27,24574820226;14,5873758703344;7,79591370848077
8;MATEMATICA;13 Istituti professionali;2024-2025;54,8392954421645;27,3106954784819;13,2195387688397;3,84964590521155;,780824405302342
8;MATEMATICA;13 Istituti tecnici;2024-2025;14,489522960321;22,5234061524744;29,0057958091841;19,4828354881855;14,498439589835
8;MATEMATICA;13 Licei scientifici;2024-2025;3,18891280947255;6,04144241119483;14,8950484391819;24,4886975242196;51,3858988159311
9;INGLESE Listening;8;2024-2025;2,07575708814727;23,8374151192353;74,0868277926174; ; 
9;INGLESE Listening;13;2024-2025;19,0111139639805;35,1758793969849;45,8130066390346; ; 
9;INGLESE Listening;13 Altri licei;2024-2025;19,1277258566978;41,993769470405;38,8785046728972; ; 
9;INGLESE Listening;13 Istituti professionali;2024-2025;48,7244897959184;37,0408163265306;14,234693877551; ; 
9;INGLESE Listening;13 Istituti tecnici;2024-2025;21,9747682801236;42,93254376931;35,0926879505664; ; 
9;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;5,99442379182156;25,8457249070632;68,1598513011152; ; 
9;INGLESE Reading;8;2024-2025;2,81644857409253;12,863710896055;84,3198405298524; ; 
9;INGLESE Reading;13;2024-2025;13,4618909704146;35,8910437364813;50,6470652931041; ; 
9;INGLESE Reading;13 Altri licei;2024-2025;14,8255813953488;42,6079734219269;42,5664451827243; ; 
9;INGLESE Reading;13 Istituti professionali;2024-2025;32,6541008660214;47,8604177279674;19,4854814060112; ; 
9;INGLESE Reading;13 Istituti tecnici;2024-2025;13,7509647543092;42,2562387445331;43,9927965011577; ; 
9;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;5,64073970820556;23,9197100641204;70,439550227674; ; 
9;ITALIANO;8;2024-2025;15,2039832958561;24,0636042402827;31,4198522325731;19,9743013170575;9,33825891423065
9;ITALIANO;13;2024-2025;23,1203076359641;26,3504852591101;28,1853140450467;16,8320820362571;5,51181102362205
9;ITALIANO;13 Altri licei;2024-2025;20,1576109498134;31,8540024885939;32,0821236001659;13,4798838656159;2,42637909581087
9;ITALIANO;13 Istituti professionali;2024-2025;53,8227076454153;29,6672593345187;12,9794259588519;3,07340614681229;,457200914401829
9;ITALIANO;13 Istituti tecnici;2024-2025;27,6083880097774;32,7286761868005;27,8399588318539;10,1247909430078;1,6981860285604
9;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;9,98793279495034;18,0729601782233;32,2472848788638;28,2001299545159;11,4916921934466
9;MATEMATICA;8;2024-2025;16,220339533223;22,7480767358068;25,851267569059;18,9859447528159;16,1943714090953
9;MATEMATICA;13;2024-2025;26,8485625343344;23,175242629555;20,9045962277971;14,5028383080022;14,5687603003113
9;MATEMATICA;13 Altri licei;2024-2025;32,5504878602224;30,0317676423871;21,976401179941;10,5513955071477;4,88994781030179
9;MATEMATICA;13 Istituti professionali;2024-2025;57,1283095723014;25,8910386965377;13,0091649694501;3,33503054989817;,636456211812627
9;MATEMATICA;13 Istituti tecnici;2024-2025;24,4178566833912;24,8552682362022;25,035378875595;15,3608645310691;10,3306316737424
9;MATEMATICA;13 Licei scientifici;2024-2025;4,71281296023564;10,780559646539;19,3519882179676;25,1104565537555;40,0441826215022
10;INGLESE Listening;8;2024-2025;1,50437636761488;21,6766958424508;76,8189277899343; ; 
10;INGLESE Listening;13;2024-2025;19,8843604569172;37,0187561697927;43,0968833732901; ; 
10;INGLESE Listening;13 Altri licei;2024-2025;23,7179487179487;42,3076923076923;33,974358974359; ; 
10;INGLESE Listening;13 Istituti professionali;2024-2025;50,4980079681275;38,2470119521912;11,2549800796813; ; 
10;INGLESE Listening;13 Istituti tecnici;2024-2025;26,7584097859327;45,6676860346585;27,5739041794088; ; 
10;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;3,92350807781075;29,1130893504781;66,9634025717112; ; 
10;INGLESE Reading;8;2024-2025;1,9958988380041;10,5263157894737;87,4777853725222; ; 
10;INGLESE Reading;13;2024-2025;10,8714043993232;37,2391426959955;51,8894529046813; ; 
10;INGLESE Reading;13 Altri licei;2024-2025;13,9194139194139;43,6813186813187;42,3992673992674; ; 
10;INGLESE Reading;13 Istituti professionali;2024-2025;26,5671641791045;52,2388059701493;21,1940298507463; ; 
10;INGLESE Reading;13 Istituti tecnici;2024-2025;12,2833843017329;47,4515800203874;40,2650356778797; ; 
10;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;3,65974282888229;23,3432245301682;72,9970326409496; ; 
10;ITALIANO;8;2024-2025;10,984952120383;21,6963064295486;31,5868673050616;24,1586867305062;11,5731874145007
10;ITALIANO;13;2024-2025;19,6020321761219;26,3900649167372;28,84561106407;18,6706181202371;6,49167372283376
10;ITALIANO;13 Altri licei;2024-2025;14,0366972477064;33,9449541284404;33,6697247706422;15,5045871559633;2,84403669724771
10;ITALIANO;13 Istituti professionali;2024-2025;51,2437810945274;30,4477611940299;15,2238805970149;2,48756218905473;,597014925373134
10;ITALIANO;13 Istituti tecnici;2024-2025;27,7551020408163;35,3571428571429;26,4285714285714;8,72448979591837;1,73469387755102
10;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;5,83965687891785;16,5291982843946;33,1903662157704;31,606730451996;12,8340481689211
10;MATEMATICA;8;2024-2025;13,2352941176471;20,4078801331854;26,7064372918979;20,449500554939;19,2008879023307
10;MATEMATICA;13;2024-2025;25,8442843012576;24,572558993924;21,5062879751307;14,017238943055;14,0596297866328
10;MATEMATICA;13 Altri licei;2024-2025;33,2427536231884;31,4311594202899;20,6521739130435;9,73731884057971;4,93659420289855
10;MATEMATICA;13 Istituti professionali;2024-2025;54,4820717131474;26,0956175298805;13,7450199203187;4,9800796812749;,697211155378486
10;MATEMATICA;13 Istituti tecnici;2024-2025;23,7461617195496;28,5568065506653;26,8679631525077;13,5619242579324;7,26714431934493
10;MATEMATICA;13 Licei scientifici;2024-2025;4,3956043956044;11,7739403453689;21,0884353741497;24,1758241758242;38,5661957090528
11;INGLESE Listening;8;2024-2025;1,13387255272507;20,0393075818278;78,8268198654471; ; 
11;INGLESE Listening;13;2024-2025;18,7773951158422;36,5059486537257;44,7166562304321; ; 
11;INGLESE Listening;13 Altri licei;2024-2025;20,6942003514938;43,4973637961336;35,8084358523726; ; 
11;INGLESE Listening;13 Istituti professionali;2024-2025;47,5922131147541;39,9077868852459;12,5; ; 
11;INGLESE Listening;13 Istituti tecnici;2024-2025;21,2300566134843;44,7246525990736;34,0452907874421; ; 
11;INGLESE Listening;13 Licei scientifici classici e linguistici;2024-2025;3,73230373230373;24,8176748176748;71,4500214500215; ; 
11;INGLESE Reading;8;2024-2025;1,84317872790452;10,0468348693156;88,1099864027799; ; 
11;INGLESE Reading;13;2024-2025;11,8406636406323;34,8333072468305;53,3260291125372; ; 
11;INGLESE Reading;13 Altri licei;2024-2025;14,7188049209139;43,4973637961336;41,7838312829525; ; 
11;INGLESE Reading;13 Istituti professionali;2024-2025;30,4303278688525;50,4098360655738;19,1598360655738; ; 
11;INGLESE Reading;13 Istituti tecnici;2024-2025;11,0053998457187;41,6302391360247;47,3643610182566; ; 
11;INGLESE Reading;13 Licei scientifici classici e linguistici;2024-2025;3,34692126153186;18,4080669384252;78,2450118000429; ; 
11;ITALIANO;8;2024-2025;12,1189254452158;23,0229399335949;31,7084213703592;22,6682764865681;10,481436764262
11;ITALIANO;13;2024-2025;21,511946729338;25,7971014492754;28,1786133960047;17,9553466509988;6,55699177438308
11;ITALIANO;13 Altri licei;2024-2025;20,6440229378033;31,1865902073225;31,8482576091751;13,542126157918;2,77900308778121
11;ITALIANO;13 Istituti professionali;2024-2025;53,0883103624298;31,2404287901991;12,9147524247065;2,45022970903522;,306278713629403
11;ITALIANO;13 Istituti tecnici;2024-2025;24,2010309278351;33,5309278350515;28,8659793814433;11,1855670103093;2,21649484536082
11;ITALIANO;13 Licei scientifici classici e linguistici;2024-2025;6,4176861987551;14,4451599055591;32,2386778278601;32,2601416613007;14,638334406525
11;MATEMATICA;8;2024-2025;13,9430055772022;21,5295286118114;26,2434104973642;20,2001680800672;18,0838872335549
11;MATEMATICA;13;2024-2025;25,9276655706905;23,0468138406137;21,1366838891498;14,5060278691091;15,3828088304368
11;MATEMATICA;13 Altri licei;2024-2025;28,5921977223165;28,5679670462806;23,6733704870366;12,8180276229707;6,34843712139569
11;MATEMATICA;13 Istituti professionali;2024-2025;58,4654731457801;27,4680306905371;10,4859335038363;2,65984654731458;,920716112531969
11;MATEMATICA;13 Istituti tecnici;2024-2025;22,8210417741104;25,4512635379061;25,9927797833935;15,2656008251676;10,4693140794224
