ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;QUALIFICA;GENERE;ETA-MEDIA_PERS_TA
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;DIRIGENTE II FASCIA;F;51
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA EP;F;52
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;47
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;52
2024;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;56
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;DIRETTORE GENERALE;F;48
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;DIRIGENTE II FASCIA;F;55
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA EP;F;56
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;47
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;48
2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;57
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;DIRETTORE GENERALE;F;64
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;DIRIGENTE II FASCIA;F;59
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA EP;F;57
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;51
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;51
2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;52
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;F;54
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;54
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;49
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;46
2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;56
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;F;60
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;55
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;46
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;50
2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;58
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;F;56
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;54
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;47
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;50
2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;60
2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;F;51
2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;52
2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;47
2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;46
2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;53
2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;F;53
2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;F;50
2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;54
2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;48
2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;47
2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;45
2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;F;54
2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;F;41
2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;57
2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;49
2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;59
2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;F;64
2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;F;54
2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;56
2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B/OPERATORE;F;58
2024;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;F;47
2024;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;43
2024;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C/COLLABORATORE;F;46
2024;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA EP;F;55
2024;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;47
2024;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;50
2024;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;53
2024;02301;Verona - Università degli studi;Veneto;NORD-EST;DIRIGENTE II FASCIA;F;59
2024;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;F;55
2024;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;48
2024;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;59
2024;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;DIRIGENTE II FASCIA;F;53
2024;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA EP;F;54
2024;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;48
2024;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;44
2024;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;58
2024;02702;Venezia - Università IUAV;Veneto;NORD-EST;DIRIGENTE II FASCIA;F;60
2024;02702;Venezia - Università IUAV;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;F;58
2024;02702;Venezia - Università IUAV;Veneto;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;52
2024;02702;Venezia - Università IUAV;Veneto;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;47
2024;02801;Padova - Università degli studi;Veneto;NORD-EST;DIRIGENTE II FASCIA;F;59
2024;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;F;55
2024;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;48
2024;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;48
2024;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;52
2024;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;F;55
2024;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;53
2024;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;53
2024;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;DIRETTORE GENERALE;F;56
2024;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;DIRIGENTE II FASCIA;F;50
2024;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;F;55
2024;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;48
2024;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;59
2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;DIRIGENTE II FASCIA;F;44
2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;F;56
2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;45
2024;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;F;57
2024;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;F;54
2024;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;52
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;F;61
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;F;55
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;48
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;48
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;48
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;F;57
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;F;56
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;F;55
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;46
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;50
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;57
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;F;57
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;F;53
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;F;47
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;F;48
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;F;57
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA EP;F;54
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;54
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;56
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;DIRIGENTE II FASCIA;F;55
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA EP;F;53
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;47
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;59
2024;04301;Macerata - Università degli studi;Marche;CENTRO;DIRIGENTE II FASCIA;F;38
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA EP;F;50
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;53
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;47
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;56
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA EP;F;52
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;52
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;59
2024;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;44
2024;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;38
2024;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;52
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;DIRIGENTE II FASCIA;F;53
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA EP;F;56
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;51
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;54
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;DIRIGENTE II FASCIA;F;61
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA EP;F;57
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;53
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;53
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;57
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA EP;F;54
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;52
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;59
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DIRETTORE GENERALE;F;54
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DIRIGENTE II FASCIA;F;54
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;POSIZIONE ECONOMICA EP;F;57
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;46
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;58
2024;05201;Siena - Università degli studi;Toscana;CENTRO;DIRETTORE GENERALE;F;62
2024;05201;Siena - Università degli studi;Toscana;CENTRO;DIRIGENTE II FASCIA;F;51
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA EP;F;57
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;58
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;53
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;53
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;DIRETTORE GENERALE;F;61
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA EP;F;57
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;52
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;46
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;53
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;DIRETTORE GENERALE;F;48
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;DIRIGENTE II FASCIA;F;56
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA EP;F;57
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;53
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;53
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;57
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA EP;F;58
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;50
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;51
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;53
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;DIRETTORE GENERALE;F;60
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA EP;F;61
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;54
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;51
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;57
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;DIRETTORE GENERALE;F;59
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;DIRIGENTE II FASCIA;F;55
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA EP;F;57
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;54
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;50
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;49
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;DIRETTORE GENERALE;F;63
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA EP;F;55
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;53
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;51
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;49
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;DIRETTORE GENERALE;F;50
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;DIRIGENTE II FASCIA;F;57
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA EP;F;58
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;54
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;51
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;42
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;DIRIGENTE II FASCIA;F;52
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA EP;F;56
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;52
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;51
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;51
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;DIRETTORE GENERALE;F;58
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA EP;F;62
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;F;55
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;F;52
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;F;61
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA EP;F;55
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;F;55
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;F;49
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;F;60
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;DIRIGENTE II FASCIA;F;53
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;POSIZIONE ECONOMICA EP;F;55
