DATAFLOW,FREQ,CITTADINANZA,CONDIZIONE_PROF,CONDIZIONE_PROF_EU,CLASSE_ETA,ITTER107,RUOLO_FAM,SESSO,TIPO_DATO,TITOLO_STUDIO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2021,74.665,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2022,59.673,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2023,45.659,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET,99,2024,45.699,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2018,32.608578,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2019,28.779097,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2020,31.752729,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2021,31.330119,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2022,25.801193,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2023,21.511491,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,2,NEET_I,99,2024,21.22514,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2018,130.365,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2019,117.693,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2020,133.632,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2021,135.254,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2022,111.077,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2023,81.144,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET,99,2024,81.048,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2018,28.03247,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2019,25.111965,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2020,28.186161,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2021,27.537778,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2022,22.831391,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2023,17.519421,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,IT,TOT,9,NEET_I,99,2024,16.554192,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2018,19.837,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2019,14.88,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2020,22.079,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2021,20.725,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2022,15.262,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2023,10.843,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET,99,2024,11.2,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2018,22.546914,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2019,18.428386,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2020,25.604184,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2021,25.108125,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2022,17.111592,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2023,11.973145,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,1,NEET_I,99,2024,11.125459,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2018,22.536,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2019,18.683,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2020,25.617,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2021,29.232,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2022,21.172,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2023,14.46,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET,99,2024,16.744,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2018,28.037872,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2019,23.555443,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2020,30.214427,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2021,32.368508,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2022,25.769231,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2023,19.595089,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,2,NEET_I,99,2024,21.426561,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2018,42.374,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2019,33.563,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2020,47.695,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2021,49.957,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2022,36.433,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2023,25.302,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET,99,2024,27.944,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2018,25.168985,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2019,20.969012,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2020,27.889203,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2021,28.901436,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2022,21.262329,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2023,15.394631,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITC,TOT,9,NEET_I,99,2024,15.627237,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2018,31.901,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2019,25.595,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2020,32.906,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2021,31.1,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2022,29.179,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2023,19.276,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET,99,2024,18.004,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2018,21.977197,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2019,18.354907,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2020,23.1317,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2021,22.474996,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2022,19.163301,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2023,12.851181,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,1,NEET_I,99,2024,10.846959,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2018,41.425,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2019,36.725,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2020,43.686,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2021,45.167,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2022,36.204,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2023,27.618,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET,99,2024,27.214,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2018,30.992354,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2019,26.92054,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2020,31.364469,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2021,30.888065,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2022,25.168933,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2023,21.136171,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,2,NEET_I,99,2024,20.650458,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2018,73.326,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2019,62.319,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2020,76.592,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2021,76.267,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2022,65.383,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2023,46.895,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET,99,2024,45.219,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2018,26.299065,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2019,22.590397,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2020,27.20466,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2021,26.797585,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2022,22.08072,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2023,16.708829,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITCD,TOT,9,NEET_I,99,2024,15.186137,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2018,12.063,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2019,10.715,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2020,10.827,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2021,10.374,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2022,13.918,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2023,8.434,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET,99,2024,6.804,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2018,21.098751,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2019,18.253833,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2020,19.325991,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2021,18.580409,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2022,22.066145,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2023,14.191008,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,1,NEET_I,99,2024,10.417687,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2018,18.889,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2019,18.042,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2020,18.069,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2021,15.936,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2022,15.032,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2023,13.159,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET,99,2024,10.47,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2018,35.449001,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2019,31.594431,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2020,33.154128,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2021,28.498873,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2022,24.369366,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2023,23.137924,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,2,NEET_I,99,2024,19.520107,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2018,30.952,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2019,28.756,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2020,28.897,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2021,26.31,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2022,28.95,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2023,21.592,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET,99,2024,17.275,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2018,28.021257,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2019,24.831398,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2020,26.145689,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2021,23.543413,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2022,23.204739,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2023,18.56498,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITD,TOT,9,NEET_I,99,2024,14.523031,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2018,11.299,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2019,12.432,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2020,15.769,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2021,15.149,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2022,10.378,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2023,8.217,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET,99,2024,7.036,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2018,20.669155,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2019,20.370643,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2020,25.70376,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2021,22.82404,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2022,15.846936,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2023,12.683492,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,1,NEET_I,99,2024,10.855512,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2018,15.206,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2019,14.819,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2020,14.617,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2021,14.513,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2022,14.731,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2023,9.73,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET,99,2024,9.783,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2018,28.072961,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2019,27.956685,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2020,29.147723,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2021,26.318844,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2022,25.424577,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2023,18.012848,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,2,NEET_I,99,2024,18.79214,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2018,26.505,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2019,27.251,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2020,30.386,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2021,29.662,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2022,25.11,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2023,17.947,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET,99,2024,16.819,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2018,24.35405,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2019,23.89684,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2020,27.252751,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2021,24.409954,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2022,20.343515,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2023,15.106521,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITE,TOT,9,NEET_I,99,2024,14.390711,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2018,14.667,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2019,14.374,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2020,13.092,,,,,,,,,
IT1:172_931(1.0),A,FRG,99,TOT,Y15-24,ITFG,TOT,1,NEET,99,2021,14.341,,,,,,,,,
