freq,itter107,misura1,gest_scuola,ordinescol,tipo_dato,time_period,obs_value,year
A,IT,9,1A,1,7,2012,102336.0,2012
A,IT,9,1A,1,7,2013,108129.0,2013
A,IT,9,1A,1,7,2014,111318.0,2014
A,IT,9,1A,1,8,2010,41389.0,2010
A,IT,9,1A,1,8,2011,45142.0,2011
A,IT,9,1A,1,8,2012,48680.0,2012
A,IT,9,1A,1,8,2013,51352.0,2013
A,IT,9,1A,1,8,2014,52554.0,2014
A,IT,9,1A,1,9,2010,81197.0,2010
A,IT,9,1A,1,9,2011,91827.0,2011
A,IT,9,1A,1,9,2012,92911.0,2012
A,IT,9,1A,1,9,2013,92498.0,2013
A,IT,9,1A,1,9,2014,94030.0,2014
A,IT,9,1B,1,1,2010,2430.0,2010
A,IT,9,1B,1,1,2011,2428.0,2011
A,IT,9,1B,1,1,2012,2365.0,2012
A,IT,9,1B,1,1,2013,2347.0,2013
A,IT,9,1B,1,1,2014,1954.0,2014
A,IT,9,1B,1,2,2010,7926.0,2010
A,IT,9,1B,1,2,2011,7778.0,2011
A,IT,9,1B,1,2,2012,7631.0,2012
A,IT,9,1B,1,2,2013,7572.0,2013
A,IT,9,1B,1,2,2014,6611.0,2014
A,IT,9,1B,1,3,2010,181882.0,2010
A,IT,9,1B,1,3,2011,178622.0,2011
A,IT,9,1B,1,3,2012,176576.0,2012
A,IT,9,1B,1,3,2013,173994.0,2013
A,IT,9,1B,1,3,2014,153772.0,2014
A,IT,9,1B,1,4,2010,86771.0,2010
A,IT,9,1B,1,4,2011,84775.0,2011
A,IT,9,1B,1,4,2012,84200.0,2012
A,IT,9,1B,1,4,2013,83256.0,2013
A,IT,9,1B,1,4,2014,73332.0,2014
A,IT,9,1B,1,7,2010,21690.0,2010
A,IT,9,1B,1,7,2011,22393.0,2011
A,IT,9,1B,1,7,2012,24766.0,2012
A,IT,9,1B,1,7,2013,26361.0,2013
A,IT,9,1B,1,7,2014,24769.0,2014
A,IT,9,1B,1,8,2010,10291.0,2010
A,IT,9,1B,1,8,2011,10555.0,2011
A,IT,9,1B,1,8,2012,11753.0,2012
A,IT,9,1B,1,8,2013,12413.0,2013
A,IT,9,1B,1,8,2014,11677.0,2014
A,IT,9,2,1,1,2010,8238.0,2010
A,IT,9,2,1,1,2011,8295.0,2011
A,IT,9,2,1,1,2012,8275.0,2012
A,IT,9,2,1,1,2013,8278.0,2013
A,IT,9,2,1,1,2014,8137.0,2014
A,IT,9,2,1,2,2010,22385.0,2010
A,IT,9,2,1,2,2011,22556.0,2011
A,IT,9,2,1,2,2012,22373.0,2012
A,IT,9,2,1,2,2013,22293.0,2013
A,IT,9,2,1,2,2014,21753.0,2014
A,IT,9,2,1,3,2010,505879.0,2010
A,IT,9,2,1,3,2011,507400.0,2011
A,IT,9,2,1,3,2012,505218.0,2012
A,IT,9,2,1,3,2013,497959.0,2013
A,IT,9,2,1,3,2014,480851.0,2014
A,IT,9,2,1,4,2010,244524.0,2010
A,IT,9,2,1,4,2011,244441.0,2011
A,IT,9,2,1,4,2012,243615.0,2012
A,IT,9,2,1,4,2013,240092.0,2013
A,IT,9,2,1,4,2014,231415.0,2014
A,IT,9,2,1,7,2010,26371.0,2010
A,IT,9,2,1,7,2011,27897.0,2011
A,IT,9,2,1,7,2012,29599.0,2012
A,IT,9,2,1,7,2013,30099.0,2013
A,IT,9,2,1,7,2014,29419.0,2014
A,IT,9,2,1,8,2010,12716.0,2010
A,IT,9,2,1,8,2011,13370.0,2011
A,IT,9,2,1,8,2012,14177.0,2012
A,IT,9,2,1,8,2013,14369.0,2013
A,IT,9,2,1,8,2014,14130.0,2014
A,IT,9,9,1,1,2010,24221.0,2010
A,IT,9,9,1,1,2011,24260.0,2011
A,IT,9,9,1,1,2012,24101.0,2012
A,IT,9,9,1,1,2013,24036.0,2013
A,IT,9,9,1,1,2014,23515.0,2014
A,IT,9,9,1,2,2010,73111.0,2010
A,IT,9,9,1,2,2011,73315.0,2011
A,IT,9,9,1,2,2012,72778.0,2012
A,IT,9,9,1,2,2013,72793.0,2013
A,IT,9,9,1,2,2014,71800.0,2014
A,IT,9,9,1,3,2010,1680987.0,2010
A,IT,9,9,1,3,2011,1687840.0,2011
A,IT,9,9,1,3,2012,1694912.0,2012
A,IT,9,9,1,3,2013,1686095.0,2013
A,IT,9,9,1,3,2014,1647702.0,2014
A,IT,9,9,1,4,2010,808706.0,2010
A,IT,9,9,1,4,2011,811615.0,2011
A,IT,9,9,1,4,2012,815656.0,2012
A,IT,9,9,1,4,2013,811460.0,2013
A,IT,9,9,1,4,2014,790113.0,2014
A,IT,9,9,1,7,2010,135840.0,2010
A,IT,9,9,1,7,2011,144628.0,2011
A,IT,9,9,1,7,2012,156701.0,2012
A,IT,9,9,1,7,2013,164589.0,2013
A,IT,9,9,1,7,2014,165506.0,2014
A,IT,9,9,1,8,2010,64396.0,2010
A,IT,9,9,1,8,2011,69067.0,2011
A,IT,9,9,1,8,2012,74610.0,2012
A,IT,9,9,1,8,2013,78134.0,2013
A,IT,9,9,1,8,2014,78361.0,2014
A,IT108,9,1,1,1,2010,84.0,2010
A,IT108,9,1,1,1,2011,84.0,2011
A,IT108,9,1,1,1,2012,85.0,2012
A,IT108,9,1,1,1,2013,86.0,2013
A,IT108,9,1,1,1,2014,85.0,2014
A,IT108,9,1,1,2,2010,455.0,2010
A,IT108,9,1,1,2,2011,457.0,2011
A,IT108,9,1,1,2,2012,466.0,2012
A,IT108,9,1,1,2,2013,467.0,2013
A,IT108,9,1,1,2,2014,472.0,2014
A,IT108,9,1,1,3,2010,11664.0,2010
A,IT108,9,1,1,3,2011,11604.0,2011
A,IT108,9,1,1,3,2012,11829.0,2012
A,IT108,9,1,1,3,2013,11868.0,2013
A,IT108,9,1,1,3,2014,12075.0,2014
A,IT108,9,1,1,4,2010,5491.0,2010
A,IT108,9,1,1,4,2011,5502.0,2011
A,IT108,9,1,1,4,2012,5651.0,2012
A,IT108,9,1,1,4,2013,5638.0,2013
A,IT108,9,1,1,4,2014,5892.0,2014
A,IT108,9,1,1,7,2010,1381.0,2010
A,IT108,9,1,1,7,2011,1584.0,2011
A,IT108,9,1,1,7,2012,1692.0,2012
A,IT108,9,1,1,7,2013,1910.0,2013
A,IT108,9,1,1,7,2014,2039.0,2014
A,IT108,9,1,1,8,2010,632.0,2010
A,IT108,9,1,1,8,2011,747.0,2011
A,IT108,9,1,1,8,2012,783.0,2012
A,IT108,9,1,1,8,2013,925.0,2013
A,IT108,9,1,1,8,2014,969.0,2014
A,IT108,9,1A,1,1,2010,78.0,2010
A,IT108,9,1A,1,1,2011,78.0,2011
A,IT108,9,1A,1,1,2012,78.0,2012
A,IT108,9,1A,1,1,2013,78.0,2013
A,IT108,9,1A,1,1,2014,78.0,2014
A,IT108,9,1A,1,2,2010,430.0,2010
A,IT108,9,1A,1,2,2011,433.0,2011
A,IT108,9,1A,1,2,2012,438.0,2012
A,IT108,9,1A,1,2,2013,437.0,2013
A,IT108,9,1A,1,2,2014,443.0,2014
A,IT108,9,1A,1,3,2010,11028.0,2010
A,IT108,9,1A,1,3,2011,10985.0,2011
A,IT108,9,1A,1,3,2012,11106.0,2012
A,IT108,9,1A,1,3,2013,11099.0,2013
A,IT108,9,1A,1,3,2014,11330.0,2014
A,IT108,9,1A,1,4,2010,5218.0,2010
A,IT108,9,1A,1,4,2011,5236.0,2011
A,IT108,9,1A,1,4,2012,5305.0,2012
A,IT108,9,1A,1,4,2013,5263.0,2013
A,IT108,9,1A,1,4,2014,5503.0,2014
A,IT108,9,1A,1,7,2010,1313.0,2010
A,IT108,9,1A,1,7,2011,1506.0,2011
A,IT108,9,1A,1,7,2012,1616.0,2012
A,IT108,9,1A,1,7,2013,1831.0,2013
A,IT108,9,1A,1,7,2014,1937.0,2014
A,IT108,9,1A,1,8,2010,605.0,2010
A,IT108,9,1A,1,8,2011,714.0,2011
A,IT108,9,1A,1,8,2012,745.0,2012
A,IT108,9,1A,1,8,2013,890.0,2013
A,IT108,9,1A,1,8,2014,922.0,2014
A,IT108,9,1B,1,1,2010,6.0,2010
A,IT108,9,1B,1,1,2011,6.0,2011
A,IT108,9,1B,1,1,2012,7.0,2012
A,IT108,9,1B,1,1,2013,8.0,2013
A,IT108,9,1B,1,1,2014,7.0,2014
A,IT108,9,1B,1,2,2010,25.0,2010
A,IT108,9,1B,1,2,2011,24.0,2011
A,IT108,9,1B,1,2,2012,28.0,2012
A,IT108,9,1B,1,2,2013,30.0,2013
A,IT108,9,1B,1,2,2014,29.0,2014
A,IT108,9,1B,1,3,2010,636.0,2010
A,IT108,9,1B,1,3,2011,619.0,2011
A,IT108,9,1B,1,3,2012,723.0,2012
A,IT108,9,1B,1,3,2013,769.0,2013
A,IT108,9,1B,1,3,2014,745.0,2014
A,IT108,9,1B,1,4,2010,273.0,2010
A,IT108,9,1B,1,4,2011,266.0,2011
A,IT108,9,1B,1,4,2012,346.0,2012
A,IT108,9,1B,1,4,2013,375.0,2013
A,IT108,9,1B,1,4,2014,389.0,2014
A,IT108,9,1B,1,7,2010,68.0,2010
A,IT108,9,1B,1,7,2011,78.0,2011
A,IT108,9,1B,1,7,2012,76.0,2012
A,IT108,9,1B,1,7,2013,79.0,2013
A,IT108,9,1B,1,7,2014,102.0,2014
A,IT108,9,1B,1,8,2010,27.0,2010
A,IT108,9,1B,1,8,2011,33.0,2011
A,IT108,9,1B,1,8,2012,38.0,2012
A,IT108,9,1B,1,8,2013,35.0,2013
A,IT108,9,1B,1,8,2014,47.0,2014
A,IT108,9,2,1,1,2010,111.0,2010
A,IT108,9,2,1,1,2011,111.0,2011
A,IT108,9,2,1,1,2012,112.0,2012
A,IT108,9,2,1,1,2013,112.0,2013
A,IT108,9,2,1,1,2014,113.0,2014
A,IT108,9,2,1,2,2010,476.0,2010
A,IT108,9,2,1,2,2011,478.0,2011
A,IT108,9,2,1,2,2012,483.0,2012
A,IT108,9,2,1,2,2013,485.0,2013
A,IT108,9,2,1,2,2014,486.0,2014
A,IT108,9,2,1,3,2010,12273.0,2010
A,IT108,9,2,1,3,2011,12466.0,2011
A,IT108,9,2,1,3,2012,12694.0,2012
A,IT108,9,2,1,3,2013,12658.0,2013
A,IT108,9,2,1,3,2014,12499.0,2014
A,IT108,9,2,1,4,2010,5947.0,2010
A,IT108,9,2,1,4,2011,6011.0,2011
A,IT108,9,2,1,4,2012,6113.0,2012
A,IT108,9,2,1,4,2013,6063.0,2013
A,IT108,9,2,1,4,2014,5971.0,2014
A,IT108,9,2,1,7,2010,643.0,2010
A,IT108,9,2,1,7,2011,656.0,2011
A,IT108,9,2,1,7,2012,733.0,2012
A,IT108,9,2,1,7,2013,773.0,2013
A,IT108,9,2,1,7,2014,770.0,2014
A,IT108,9,2,1,8,2010,327.0,2010
A,IT108,9,2,1,8,2011,320.0,2011
A,IT108,9,2,1,8,2012,360.0,2012
A,IT108,9,2,1,8,2013,384.0,2013
A,IT108,9,2,1,8,2014,375.0,2014
A,IT108,9,9,1,1,2010,195.0,2010
A,IT108,9,9,1,1,2011,195.0,2011
A,IT108,9,9,1,1,2012,197.0,2012
A,IT108,9,9,1,1,2013,198.0,2013
A,IT108,9,9,1,1,2014,198.0,2014
A,IT108,9,9,1,2,2010,931.0,2010
A,IT108,9,9,1,2,2011,935.0,2011
A,IT108,9,9,1,2,2012,949.0,2012
A,IT108,9,9,1,2,2013,952.0,2013
A,IT108,9,9,1,2,2014,958.0,2014
A,IT108,9,9,1,3,2010,23937.0,2010
A,IT108,9,9,1,3,2011,24070.0,2011
A,IT108,9,9,1,3,2012,24523.0,2012
A,IT108,9,9,1,3,2013,24526.0,2013
A,IT108,9,9,1,3,2014,24574.0,2014
A,IT108,9,9,1,4,2010,11438.0,2010
A,IT108,9,9,1,4,2011,11513.0,2011
A,IT108,9,9,1,4,2012,11764.0,2012
A,IT108,9,9,1,4,2013,11701.0,2013
A,IT108,9,9,1,4,2014,11863.0,2014
A,IT108,9,9,1,7,2010,2024.0,2010
A,IT108,9,9,1,7,2011,2240.0,2011
A,IT108,9,9,1,7,2012,2425.0,2012
A,IT108,9,9,1,7,2013,2683.0,2013
A,IT108,9,9,1,7,2014,2809.0,2014
A,IT108,9,9,1,8,2010,959.0,2010
A,IT108,9,9,1,8,2011,1067.0,2011
A,IT108,9,9,1,8,2012,1143.0,2012
A,IT108,9,9,1,8,2013,1309.0,2013
A,IT108,9,9,1,8,2014,1344.0,2014
A,IT109,9,1,1,1,2010,64.0,2010
A,IT109,9,1,1,1,2011,64.0,2011
A,IT109,9,1,1,1,2012,63.0,2012
A,IT109,9,1,1,1,2013,63.0,2013
A,IT109,9,1,1,1,2014,63.0,2014
A,IT109,9,1,1,2,2010,158.0,2010
A,IT109,9,1,1,2,2011,157.0,2011
A,IT109,9,1,1,2,2012,154.0,2012
A,IT109,9,1,1,2,2013,158.0,2013
A,IT109,9,1,1,2,2014,160.0,2014
A,IT109,9,1,1,3,2010,3938.0,2010
A,IT109,9,1,1,3,2011,3995.0,2011
A,IT109,9,1,1,3,2012,3938.0,2012
A,IT109,9,1,1,3,2013,4016.0,2013
A,IT109,9,1,1,3,2014,3964.0,2014
A,IT109,9,1,1,4,2010,1882.0,2010
A,IT109,9,1,1,4,2011,1945.0,2011
A,IT109,9,1,1,4,2012,1932.0,2012
A,IT109,9,1,1,4,2013,1885.0,2013
A,IT109,9,1,1,4,2014,1882.0,2014
A,IT109,9,1,1,7,2010,680.0,2010
A,IT109,9,1,1,7,2011,683.0,2011
A,IT109,9,1,1,7,2012,644.0,2012
A,IT109,9,1,1,7,2013,712.0,2013
A,IT109,9,1,1,7,2014,759.0,2014
A,IT109,9,1,1,8,2010,320.0,2010
A,IT109,9,1,1,8,2011,330.0,2011
A,IT109,9,1,1,8,2012,332.0,2012
A,IT109,9,1,1,8,2013,340.0,2013
A,IT109,9,1,1,8,2014,368.0,2014
A,IT109,9,1A,1,1,2010,64.0,2010
A,IT109,9,1A,1,1,2011,64.0,2011
A,IT109,9,1A,1,1,2012,63.0,2012
A,IT109,9,1A,1,1,2013,63.0,2013
A,IT109,9,1A,1,1,2014,63.0,2014
A,IT109,9,1A,1,2,2010,158.0,2010
A,IT109,9,1A,1,2,2011,157.0,2011
A,IT109,9,1A,1,2,2012,154.0,2012
A,IT109,9,1A,1,2,2013,158.0,2013
A,IT109,9,1A,1,2,2014,160.0,2014
A,IT109,9,1A,1,3,2010,3938.0,2010
A,IT109,9,1A,1,3,2011,3995.0,2011
A,IT109,9,1A,1,3,2012,3938.0,2012
A,IT109,9,1A,1,3,2013,4016.0,2013
A,IT109,9,1A,1,3,2014,3964.0,2014
A,IT109,9,1A,1,4,2010,1882.0,2010
A,IT109,9,1A,1,4,2011,1945.0,2011
A,IT109,9,1A,1,4,2012,1932.0,2012
A,IT109,9,1A,1,4,2013,1885.0,2013
A,IT109,9,1A,1,4,2014,1882.0,2014
A,IT109,9,1A,1,7,2010,680.0,2010
A,IT109,9,1A,1,7,2011,683.0,2011
A,IT109,9,1A,1,7,2012,644.0,2012
A,IT109,9,1A,1,7,2013,712.0,2013
A,IT109,9,1A,1,7,2014,759.0,2014
A,IT109,9,1A,1,8,2010,320.0,2010
A,IT109,9,1A,1,8,2011,330.0,2011
A,IT109,9,1A,1,8,2012,332.0,2012
A,IT109,9,1A,1,8,2013,340.0,2013
A,IT109,9,1A,1,8,2014,368.0,2014
A,IT109,9,2,1,1,2010,9.0,2010
A,IT109,9,2,1,1,2011,9.0,2011
A,IT109,9,2,1,1,2012,8.0,2012
A,IT109,9,2,1,1,2013,8.0,2013
A,IT109,9,2,1,1,2014,7.0,2014
A,IT109,9,2,1,2,2010,30.0,2010
A,IT109,9,2,1,2,2011,30.0,2011
A,IT109,9,2,1,2,2012,29.0,2012
A,IT109,9,2,1,2,2013,29.0,2013
A,IT109,9,2,1,2,2014,23.0,2014
A,IT109,9,2,1,3,2010,701.0,2010
A,IT109,9,2,1,3,2011,694.0,2011
A,IT109,9,2,1,3,2012,655.0,2012
A,IT109,9,2,1,3,2013,637.0,2013
A,IT109,9,2,1,3,2014,531.0,2014
A,IT109,9,2,1,4,2010,330.0,2010
A,IT109,9,2,1,4,2011,331.0,2011
A,IT109,9,2,1,4,2012,317.0,2012
A,IT109,9,2,1,4,2013,294.0,2013
A,IT109,9,2,1,4,2014,234.0,2014
A,IT109,9,2,1,7,2010,3.0,2010
A,IT109,9,2,1,7,2011,23.0,2011
A,IT109,9,2,1,7,2012,8.0,2012
A,IT109,9,2,1,7,2013,8.0,2013
A,IT109,9,2,1,7,2014,5.0,2014
A,IT109,9,2,1,8,2010,0.0,2010
A,IT109,9,2,1,8,2011,14.0,2011
A,IT109,9,2,1,8,2012,4.0,2012
A,IT109,9,2,1,8,2013,4.0,2013
A,IT109,9,2,1,8,2014,1.0,2014
A,IT109,9,9,1,1,2010,73.0,2010
A,IT109,9,9,1,1,2011,73.0,2011
A,IT109,9,9,1,1,2012,71.0,2012
A,IT109,9,9,1,1,2013,71.0,2013
A,IT109,9,9,1,1,2014,70.0,2014
A,IT109,9,9,1,2,2010,188.0,2010
A,IT109,9,9,1,2,2011,187.0,2011
A,IT109,9,9,1,2,2012,183.0,2012
A,IT109,9,9,1,2,2013,187.0,2013
A,IT109,9,9,1,2,2014,183.0,2014
A,IT109,9,9,1,3,2010,4639.0,2010
A,IT109,9,9,1,3,2011,4689.0,2011
A,IT109,9,9,1,3,2012,4593.0,2012
A,IT109,9,9,1,3,2013,4653.0,2013
A,IT109,9,9,1,3,2014,4495.0,2014
A,IT109,9,9,1,4,2010,2212.0,2010
A,IT109,9,9,1,4,2011,2276.0,2011
A,IT109,9,9,1,4,2012,2249.0,2012
A,IT109,9,9,1,4,2013,2179.0,2013
A,IT109,9,9,1,4,2014,2116.0,2014
A,IT109,9,9,1,7,2010,683.0,2010
A,IT109,9,9,1,7,2011,706.0,2011
A,IT109,9,9,1,7,2012,652.0,2012
A,IT109,9,9,1,7,2013,720.0,2013
A,IT109,9,9,1,7,2014,764.0,2014
A,IT109,9,9,1,8,2010,320.0,2010
A,IT109,9,9,1,8,2011,344.0,2011
A,IT109,9,9,1,8,2012,336.0,2012
A,IT109,9,9,1,8,2013,344.0,2013
A,IT109,9,9,1,8,2014,369.0,2014
A,IT110,9,1,1,1,2010,83.0,2010
A,IT110,9,1,1,1,2011,84.0,2011
A,IT110,9,1,1,1,2012,86.0,2012
A,IT110,9,1,1,1,2013,87.0,2013
A,IT110,9,1,1,1,2014,86.0,2014
A,IT110,9,1,1,2,2010,386.0,2010
A,IT110,9,1,1,2,2011,383.0,2011
A,IT110,9,1,1,2,2012,380.0,2012
A,IT110,9,1,1,2,2013,386.0,2013
A,IT110,9,1,1,2,2014,379.0,2014
A,IT110,9,1,1,3,2010,8944.0,2010
A,IT110,9,1,1,3,2011,8920.0,2011
A,IT110,9,1,1,3,2012,9068.0,2012
A,IT110,9,1,1,3,2013,9260.0,2013
A,IT110,9,1,1,3,2014,8860.0,2014
A,IT110,9,1,1,4,2010,4304.0,2010
A,IT110,9,1,1,4,2011,4297.0,2011
A,IT110,9,1,1,4,2012,4207.0,2012
A,IT110,9,1,1,4,2013,4454.0,2013
A,IT110,9,1,1,4,2014,4267.0,2014
A,IT110,9,1,1,7,2010,119.0,2010
A,IT110,9,1,1,7,2011,151.0,2011
A,IT110,9,1,1,7,2012,181.0,2012
A,IT110,9,1,1,7,2013,205.0,2013
A,IT110,9,1,1,7,2014,168.0,2014
A,IT110,9,1,1,8,2010,56.0,2010
A,IT110,9,1,1,8,2011,73.0,2011
A,IT110,9,1,1,8,2012,85.0,2012
A,IT110,9,1,1,8,2013,100.0,2013
A,IT110,9,1,1,8,2014,80.0,2014
A,IT110,9,1A,1,1,2010,83.0,2010
A,IT110,9,1A,1,1,2011,84.0,2011
A,IT110,9,1A,1,1,2012,86.0,2012
A,IT110,9,1A,1,1,2013,86.0,2013
A,IT110,9,1A,1,1,2014,85.0,2014
A,IT110,9,1A,1,2,2010,386.0,2010
A,IT110,9,1A,1,2,2011,383.0,2011
A,IT110,9,1A,1,2,2012,380.0,2012
A,IT110,9,1A,1,2,2013,385.0,2013
A,IT110,9,1A,1,2,2014,378.0,2014
A,IT110,9,1A,1,3,2010,8944.0,2010
A,IT110,9,1A,1,3,2011,8920.0,2011
A,IT110,9,1A,1,3,2012,9068.0,2012
A,IT110,9,1A,1,3,2013,9244.0,2013
A,IT110,9,1A,1,3,2014,8843.0,2014
A,IT110,9,1A,1,4,2010,4304.0,2010
A,IT110,9,1A,1,4,2011,4297.0,2011
A,IT110,9,1A,1,4,2012,4207.0,2012
A,IT110,9,1A,1,4,2013,4447.0,2013
A,IT110,9,1A,1,4,2014,4261.0,2014
A,IT110,9,1A,1,7,2010,119.0,2010
A,IT110,9,1A,1,7,2011,151.0,2011
A,IT110,9,1A,1,7,2012,181.0,2012
A,IT110,9,1A,1,7,2013,205.0,2013
A,IT110,9,1A,1,7,2014,168.0,2014
A,IT110,9,1A,1,8,2010,56.0,2010
A,IT110,9,1A,1,8,2011,73.0,2011
A,IT110,9,1A,1,8,2012,85.0,2012
A,IT110,9,1A,1,8,2013,100.0,2013
A,IT110,9,1A,1,8,2014,80.0,2014
A,IT110,9,1B,1,1,2013,1.0,2013
A,IT110,9,1B,1,1,2014,1.0,2014
A,IT110,9,1B,1,2,2013,1.0,2013
A,IT110,9,1B,1,2,2014,1.0,2014
A,IT110,9,1B,1,3,2013,16.0,2013
A,IT110,9,1B,1,3,2014,17.0,2014
A,IT110,9,1B,1,4,2013,7.0,2013
A,IT110,9,1B,1,4,2014,6.0,2014
A,IT110,9,1B,1,7,2013,0.0,2013
A,IT110,9,1B,1,7,2014,0.0,2014
A,IT110,9,1B,1,8,2013,0.0,2013
A,IT110,9,1B,1,8,2014,0.0,2014
A,IT110,9,2,1,1,2010,54.0,2010
A,IT110,9,2,1,1,2011,53.0,2011
A,IT110,9,2,1,1,2012,53.0,2012
A,IT110,9,2,1,1,2013,50.0,2013
A,IT110,9,2,1,1,2014,49.0,2014
A,IT110,9,2,1,2,2010,178.0,2010
A,IT110,9,2,1,2,2011,173.0,2011
A,IT110,9,2,1,2,2012,162.0,2012
A,IT110,9,2,1,2,2013,149.0,2013
A,IT110,9,2,1,2,2014,144.0,2014
A,IT110,9,2,1,3,2010,3875.0,2010
A,IT110,9,2,1,3,2011,3694.0,2011
A,IT110,9,2,1,3,2012,3439.0,2012
A,IT110,9,2,1,3,2013,3224.0,2013
A,IT110,9,2,1,3,2014,3004.0,2014
A,IT110,9,2,1,4,2010,1822.0,2010
A,IT110,9,2,1,4,2011,1721.0,2011
A,IT110,9,2,1,4,2012,1611.0,2012
A,IT110,9,2,1,4,2013,1529.0,2013
A,IT110,9,2,1,4,2014,1439.0,2014
A,IT110,9,2,1,7,2010,16.0,2010
A,IT110,9,2,1,7,2011,26.0,2011
A,IT110,9,2,1,7,2012,28.0,2012
A,IT110,9,2,1,7,2013,32.0,2013
A,IT110,9,2,1,7,2014,26.0,2014
A,IT110,9,2,1,8,2010,6.0,2010
A,IT110,9,2,1,8,2011,14.0,2011
A,IT110,9,2,1,8,2012,9.0,2012
A,IT110,9,2,1,8,2013,11.0,2013
A,IT110,9,2,1,8,2014,11.0,2014
A,IT110,9,9,1,1,2010,137.0,2010
A,IT110,9,9,1,1,2011,137.0,2011
A,IT110,9,9,1,1,2012,139.0,2012
A,IT110,9,9,1,1,2013,137.0,2013
A,IT110,9,9,1,1,2014,135.0,2014
A,IT110,9,9,1,2,2010,564.0,2010
A,IT110,9,9,1,2,2011,556.0,2011
A,IT110,9,9,1,2,2012,542.0,2012
A,IT110,9,9,1,2,2013,535.0,2013
A,IT110,9,9,1,2,2014,523.0,2014
A,IT110,9,9,1,3,2010,12819.0,2010
A,IT110,9,9,1,3,2011,12614.0,2011
A,IT110,9,9,1,3,2012,12507.0,2012
A,IT110,9,9,1,3,2013,12484.0,2013
A,IT110,9,9,1,3,2014,11864.0,2014
A,IT110,9,9,1,4,2010,6126.0,2010
A,IT110,9,9,1,4,2011,6018.0,2011
A,IT110,9,9,1,4,2012,5818.0,2012
A,IT110,9,9,1,4,2013,5983.0,2013
A,IT110,9,9,1,4,2014,5706.0,2014
A,IT110,9,9,1,7,2010,135.0,2010
A,IT110,9,9,1,7,2011,177.0,2011
A,IT110,9,9,1,7,2012,209.0,2012
A,IT110,9,9,1,7,2013,237.0,2013
A,IT110,9,9,1,7,2014,194.0,2014
A,IT110,9,9,1,8,2010,62.0,2010
A,IT110,9,9,1,8,2011,87.0,2011
A,IT110,9,9,1,8,2012,94.0,2012
A,IT110,9,9,1,8,2013,111.0,2013
A,IT110,9,9,1,8,2014,91.0,2014
A,ITC,9,1,1,1,2010,3244.0,2010
A,ITC,9,1,1,1,2011,3267.0,2011
A,ITC,9,1,1,1,2012,3261.0,2012
A,ITC,9,1,1,1,2013,3278.0,2013
A,ITC,9,1,1,1,2014,3280.0,2014
A,ITC,9,1,1,2,2010,10718.0,2010
A,ITC,9,1,1,2,2011,10845.0,2011
A,ITC,9,1,1,2,2012,10824.0,2012
