ANNO_SOLARE;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_SPESA;DESCRIZIONE_SPESA;SPESA_TOTALE
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);3800
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;10000
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);3000
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;3232
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;3000
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;061;Contributi-alloggio - Spesa totale;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;001402001272;Conservatori di Musica;Giuseppe Verdi;TORINO;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;011;Borse di studio - Spesa totale;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;061;Contributi-alloggio - Spesa totale;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;011;Borse di studio - Spesa totale;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;4047
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;051;Attività di collaborazione a tempo parziale - Spesa totale;20560
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;061;Contributi-alloggio - Spesa totale;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;2628
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;003401003106;Conservatori di Musica;Guido Cantelli;NOVARA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;011;Borse di studio - Spesa totale;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;14445
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;061;Contributi-alloggio - Spesa totale;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;011;Borse di studio - Spesa totale;9600
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);4000
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;5600
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);2250
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;2250
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;2250
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;051;Attività di collaborazione a tempo parziale - Spesa totale;10930
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;061;Contributi-alloggio - Spesa totale;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;004401004078;Conservatori di Musica;G.F. Ghedini;CUNEO;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;011;Borse di studio - Spesa totale;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;051;Attività di collaborazione a tempo parziale - Spesa totale;1600
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;061;Contributi-alloggio - Spesa totale;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;011;Borse di studio - Spesa totale;68098
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);9430
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;9402
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;051;Attività di collaborazione a tempo parziale - Spesa totale;35598
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;061;Contributi-alloggio - Spesa totale;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;006401006003;Conservatori di Musica;Antonio Vivaldi;ALESSANDRIA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;011;Borse di studio - Spesa totale;5260
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);5100
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;10408,1
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;061;Contributi-alloggio - Spesa totale;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);011;Borse di studio - Spesa totale;0
2024;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
