freq,ref_area,data_type,sex,type_of_degree,field_study,labprof_status_e,labprof_status_d,employ_sector_pubpriv,econ_activity_nace_2007,professione,y_grad_access_work,y_use_of_graduation,year_educ_attainem,time_period,obs_value,year,source,flow_id,description
A,ITTOT,INC,1,99,9,TOT,9,9,0010,ALL,9,9,2011,2015,1517,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,1,99,99,TOT,9,9,0010,ALL,9,9,2011,2015,1500,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,1,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,10,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,11,TOT,9,9,0010,ALL,9,9,2011,2015,800,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,12,TOT,9,9,0010,ALL,9,9,2011,2015,1140,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,13,TOT,9,9,0010,ALL,9,9,2011,2015,975,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,14,TOT,9,9,0010,ALL,9,9,2011,2015,845,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,15,TOT,9,9,0010,ALL,9,9,2011,2015,800,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,16,TOT,9,9,0010,ALL,9,9,2011,2015,1733,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,2,TOT,9,9,0010,ALL,9,9,2011,2015,1140,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,3,TOT,9,9,0010,ALL,9,9,2011,2015,1020,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,4,TOT,9,9,0010,ALL,9,9,2011,2015,1417,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,5,TOT,9,9,0010,ALL,9,9,2011,2015,1398,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,6,TOT,9,9,0010,ALL,9,9,2011,2015,850,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,7,TOT,9,9,0010,ALL,9,9,2011,2015,1020,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,8,TOT,9,9,0010,ALL,9,9,2011,2015,1300,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,9,TOT,9,9,0010,ALL,9,9,2011,2015,1050,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,72,99,TOT,9,9,0010,ALL,9,9,2011,2015,1167,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,1,TOT,9,9,0010,ALL,9,9,2011,2015,1417,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,10,TOT,9,9,0010,ALL,9,9,2011,2015,800,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,11,TOT,9,9,0010,ALL,9,9,2011,2015,1121,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,12,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,13,TOT,9,9,0010,ALL,9,9,2011,2015,1300,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,14,TOT,9,9,0010,ALL,9,9,2011,2015,880,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,15,TOT,9,9,0010,ALL,9,9,2011,2015,1050,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,16,TOT,9,9,0010,ALL,9,9,2011,2015,1750,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,2,TOT,9,9,0010,ALL,9,9,2011,2015,1517,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,3,TOT,9,9,0010,ALL,9,9,2011,2015,1200,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,4,TOT,9,9,0010,ALL,9,9,2011,2015,1680,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,5,TOT,9,9,0010,ALL,9,9,2011,2015,1625,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,6,TOT,9,9,0010,ALL,9,9,2011,2015,1192,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,7,TOT,9,9,0010,ALL,9,9,2011,2015,1020,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,8,TOT,9,9,0010,ALL,9,9,2011,2015,1517,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,9,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,73,99,TOT,9,9,0010,ALL,9,9,2011,2015,1300,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,1,TOT,9,9,0010,ALL,9,9,2011,2015,1375,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,10,TOT,9,9,0010,ALL,9,9,2011,2015,933,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,11,TOT,9,9,0010,ALL,9,9,2011,2015,980,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,12,TOT,9,9,0010,ALL,9,9,2011,2015,1167,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,13,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,14,TOT,9,9,0010,ALL,9,9,2011,2015,867,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,15,TOT,9,9,0010,ALL,9,9,2011,2015,860,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,16,TOT,9,9,0010,ALL,9,9,2011,2015,1750,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,2,TOT,9,9,0010,ALL,9,9,2011,2015,1400,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,3,TOT,9,9,0010,ALL,9,9,2011,2015,1036,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,4,TOT,9,9,0010,ALL,9,9,2011,2015,1550,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,5,TOT,9,9,0010,ALL,9,9,2011,2015,1500,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,6,TOT,9,9,0010,ALL,9,9,2011,2015,1042,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,7,TOT,9,9,0010,ALL,9,9,2011,2015,1020,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,8,TOT,9,9,0010,ALL,9,9,2011,2015,1400,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,9,TOT,9,9,0010,ALL,9,9,2011,2015,1167,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,2,99,99,TOT,9,9,0010,ALL,9,9,2011,2015,1250,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,1,TOT,9,9,0010,ALL,9,9,2011,2015,1400,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,10,TOT,9,9,0010,ALL,9,9,2011,2015,1400,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,11,TOT,9,9,0010,ALL,9,9,2011,2015,850,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,12,TOT,9,9,0010,ALL,9,9,2011,2015,1140,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,13,TOT,9,9,0010,ALL,9,9,2011,2015,1020,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,14,TOT,9,9,0010,ALL,9,9,2011,2015,867,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,15,TOT,9,9,0010,ALL,9,9,2011,2015,833,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,16,TOT,9,9,0010,ALL,9,9,2011,2015,1842,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,2,TOT,9,9,0010,ALL,9,9,2011,2015,1250,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,3,TOT,9,9,0010,ALL,9,9,2011,2015,1020,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,4,TOT,9,9,0010,ALL,9,9,2011,2015,1500,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,5,TOT,9,9,0010,ALL,9,9,2011,2015,1450,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,6,TOT,9,9,0010,ALL,9,9,2011,2015,1000,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,7,TOT,9,9,0010,ALL,9,9,2011,2015,1192,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,8,TOT,9,9,0010,ALL,9,9,2011,2015,1400,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,9,TOT,9,9,0010,ALL,9,9,2011,2015,1254,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,72,99,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,1,TOT,9,9,0010,ALL,9,9,2011,2015,1517,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,10,TOT,9,9,0010,ALL,9,9,2011,2015,1000,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,11,TOT,9,9,0010,ALL,9,9,2011,2015,1158,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,12,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,13,TOT,9,9,0010,ALL,9,9,2011,2015,1300,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,14,TOT,9,9,0010,ALL,9,9,2011,2015,910,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,15,TOT,9,9,0010,ALL,9,9,2011,2015,1120,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,16,TOT,9,9,0010,ALL,9,9,2011,2015,2058,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,2,TOT,9,9,0010,ALL,9,9,2011,2015,1517,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,3,TOT,9,9,0010,ALL,9,9,2011,2015,1250,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,4,TOT,9,9,0010,ALL,9,9,2011,2015,1700,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,5,TOT,9,9,0010,ALL,9,9,2011,2015,1658,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,6,TOT,9,9,0010,ALL,9,9,2011,2015,1200,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,7,TOT,9,9,0010,ALL,9,9,2011,2015,1183,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,8,TOT,9,9,0010,ALL,9,9,2011,2015,1575,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,9,TOT,9,9,0010,ALL,9,9,2011,2015,1354,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,73,99,TOT,9,9,0010,ALL,9,9,2011,2015,1400,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,1,TOT,9,9,0010,ALL,9,9,2011,2015,1408,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,10,TOT,9,9,0010,ALL,9,9,2011,2015,1050,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,11,TOT,9,9,0010,ALL,9,9,2011,2015,1000,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,12,TOT,9,9,0010,ALL,9,9,2011,2015,1167,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,13,TOT,9,9,0010,ALL,9,9,2011,2015,1283,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,14,TOT,9,9,0010,ALL,9,9,2011,2015,900,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,15,TOT,9,9,0010,ALL,9,9,2011,2015,933,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,16,TOT,9,9,0010,ALL,9,9,2011,2015,1950,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
A,ITTOT,INC,9,99,2,TOT,9,9,0010,ALL,9,9,2011,2015,1435,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_3,Degree group and monthly income
