DATAFLOW,FREQ,ATT_ECO,CONDIZIONE_DICH3_OCC,PROFESSIONE_CP2011,ITTER107,ORE_SETT_LAVORO,TIPO_OCC,SETTORE_IMPIEGO,SESSO,RICH_DIPL_LAVORO,UTILITA_DIPL_LAVORO,TIPO_DATO,TIPO_SCUOLA,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:613_935(1.0),A,0010,A1_P,ALL,ITF3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,37.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITF4,TOT,9,9,9,9,9,GRAD,ALL,2015,12265,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITF4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,40.5,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITF5,TOT,9,9,9,9,9,GRAD,ALL,2015,1630,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITF5,TOT,9,9,9,9,9,GRAD_P,ALL,2015,38.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITF6,TOT,9,9,9,9,9,GRAD,ALL,2015,5112,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITF6,TOT,9,9,9,9,9,GRAD_P,ALL,2015,29.5,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITG,TOT,9,9,9,9,9,GRAD,ALL,2015,18138,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITG,TOT,9,9,9,9,9,GRAD_P,ALL,2015,36.1,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITG1,TOT,9,9,9,9,9,GRAD,ALL,2015,14447,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITG1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,36,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITG2,TOT,9,9,9,9,9,GRAD,ALL,2015,3691,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITG2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,36.6,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITS,TOT,9,9,9,9,9,GRAD,ALL,2015,2945,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITS,TOT,9,9,9,9,9,GRAD_P,ALL,2015,51.5,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,1,9,9,GRAD,ALL,2015,102284,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,1,9,9,GRAD_P,ALL,2015,46.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,2,9,9,GRAD,ALL,2015,93746,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,2,9,9,GRAD_P,ALL,2015,40.4,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AER_NAU,2015,1778,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AGR_ENV,2015,2074,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AGRI,2015,3281,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ALL,2015,196030,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ART,2015,3242,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ARTI,2015,3721,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,CLA,2015,9672,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,COM_TOU,2015,10770,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,COMM,2015,34680,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,EDU,2015,6963,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,HOT,2015,11319,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,IND,2015,13631,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,INDU,2015,24007,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,LIC,2015,51078,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,LIN,2015,8912,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,PSY,2015,13581,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SCI,2015,32493,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOC,2015,4225,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOCI_S,2015,2507,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SUR,2015,11922,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,TEC,2015,82390,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,TOU,2015,4216,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,VOC,2015,42019,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AER_NAU,2015,53.5,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AGR_ENV,2015,64.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AGRI,2015,61.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ALL,2015,43.5,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ART,2015,51.2,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ARTI,2015,40.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,CLA,2015,22.5,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,COM_TOU,2015,58.6,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,COMM,2015,53.3,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,EDU,2015,45.1,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,HOT,2015,67,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,IND,2015,63.6,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,INDU,2015,63.3,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,LIC,2015,26.9,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,LIN,2015,37.6,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,PSY,2015,41.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SCI,2015,26.3,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SOC,2015,58.4,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SOCI_S,2015,59.8,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SUR,2015,53.7,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,TEC,2015,56.7,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,TOU,2015,57.5,,,,,,,,,
IT1:613_935(1.0),A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,VOC,2015,62.6,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,IT,TOT,9,9,9,9,9,GRAD,ALL,2015,97599,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,IT,TOT,9,9,9,9,9,GRAD_P,ALL,2015,21.9,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC,TOT,9,9,9,9,9,GRAD,ALL,2015,14703,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC,TOT,9,9,9,9,9,GRAD_P,ALL,2015,14.5,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC1,TOT,9,9,9,9,9,GRAD,ALL,2015,4927,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,17.6,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC2,TOT,9,9,9,9,9,GRAD,ALL,2015,135,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,22,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC3,TOT,9,9,9,9,9,GRAD,ALL,2015,1400,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,15.4,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC4,TOT,9,9,9,9,9,GRAD,ALL,2015,8240,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITC4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,12.9,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD,TOT,9,9,9,9,9,GRAD,ALL,2015,10610,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD,TOT,9,9,9,9,9,GRAD_P,ALL,2015,13.8,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD1,TOT,9,9,9,9,9,GRAD,ALL,2015,226,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,7.6,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD2,TOT,9,9,9,9,9,GRAD,ALL,2015,468,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,13,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD3,TOT,9,9,9,9,9,GRAD,ALL,2015,4076,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,12.5,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD4,TOT,9,9,9,9,9,GRAD,ALL,2015,1228,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,16.1,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD5,TOT,9,9,9,9,9,GRAD,ALL,2015,4611,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITD5,TOT,9,9,9,9,9,GRAD_P,ALL,2015,15.4,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITDA,TOT,9,9,9,9,9,GRAD,ALL,2015,694,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITDA,TOT,9,9,9,9,9,GRAD_P,ALL,2015,10.6,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE,TOT,9,9,9,9,9,GRAD,ALL,2015,18147,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE,TOT,9,9,9,9,9,GRAD_P,ALL,2015,19.8,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE1,TOT,9,9,9,9,9,GRAD,ALL,2015,4408,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,16.8,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE2,TOT,9,9,9,9,9,GRAD,ALL,2015,1176,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,19.7,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE3,TOT,9,9,9,9,9,GRAD,ALL,2015,2127,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,18.8,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE4,TOT,9,9,9,9,9,GRAD,ALL,2015,10435,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITE4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,21.7,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF,TOT,9,9,9,9,9,GRAD,ALL,2015,39367,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF,TOT,9,9,9,9,9,GRAD_P,ALL,2015,31.5,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF1,TOT,9,9,9,9,9,GRAD,ALL,2015,2832,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,25.8,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF2,TOT,9,9,9,9,9,GRAD,ALL,2015,704,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,28,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF3,TOT,9,9,9,9,9,GRAD,ALL,2015,18570,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,31.1,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF4,TOT,9,9,9,9,9,GRAD,ALL,2015,9236,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,30.5,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF5,TOT,9,9,9,9,9,GRAD,ALL,2015,1352,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF5,TOT,9,9,9,9,9,GRAD_P,ALL,2015,32.2,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF6,TOT,9,9,9,9,9,GRAD,ALL,2015,6673,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITF6,TOT,9,9,9,9,9,GRAD_P,ALL,2015,38.5,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITG,TOT,9,9,9,9,9,GRAD,ALL,2015,14772,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITG,TOT,9,9,9,9,9,GRAD_P,ALL,2015,29.4,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITG1,TOT,9,9,9,9,9,GRAD,ALL,2015,12073,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITG1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,30.1,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITG2,TOT,9,9,9,9,9,GRAD,ALL,2015,2699,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITG2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,26.8,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITS,TOT,9,9,9,9,9,GRAD,ALL,2015,715,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITS,TOT,9,9,9,9,9,GRAD_P,ALL,2015,12.5,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,1,9,9,GRAD,ALL,2015,42886,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,1,9,9,GRAD_P,ALL,2015,19.6,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,2,9,9,GRAD,ALL,2015,55429,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,2,9,9,GRAD_P,ALL,2015,23.9,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AER_NAU,2015,900,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AGR_ENV,2015,806,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AGRI,2015,1268,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ALL,2015,98314,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ART,2015,1982,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ARTI,2015,2382,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,CLA,2015,6926,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,COM_TOU,2015,5773,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,COMM,2015,17335,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,EDU,2015,4364,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,HOT,2015,4150,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,IND,2015,5717,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,INDU,2015,7435,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,LIC,2015,31514,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,LIN,2015,5968,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,PSY,2015,8660,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SCI,2015,18620,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOC,2015,2111,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOCI_S,2015,1020,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SUR,2015,5608,,,,,,,,,
IT1:613_935(1.0),A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,TEC,2015,35219,,,,,,,,,
