freq,ref_area,ind_type,measure,gruppo_spesa,num_componenti,tipologia_fam,cond_prof,time_period,obs_value,unit,year
A,IT,SPESA_MEDIA,15,1,99,5,99,2012,324.65,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,5,99,2013,332.5,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,8,99,2010,471.02,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,8,99,2011,486.0,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,8,99,2012,467.51,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,8,99,2013,474.82,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,9,99,2010,405.47,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,9,99,2011,394.41,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,9,99,2012,386.07,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,9,99,2013,405.64,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,99,1A1,2010,517.86,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,99,1A1,2011,526.44,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,99,1A1,2012,521.05,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,99,1A1,2013,516.19,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,99,1AB,2010,515.08,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,99,1AB,2011,534.79,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,99,1AB,2012,493.86,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,99,1AB,2013,490.56,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,99,1B1,2010,491.01,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,99,1B1,2011,503.12,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,99,1B1,2012,503.37,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,99,1B1,2013,499.03,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,99,1B2,2010,486.6,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,99,1B2,2011,502.58,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,99,1B2,2012,490.35,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,99,1B2,2013,466.52,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,99,2A,2010,442.79,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,99,2A,2011,450.4,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,99,2A,2012,444.33,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,99,2A,2013,445.5,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,99,2D,2010,413.7,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,99,2D,2011,413.16,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,99,2D,2012,407.92,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,99,2D,2013,392.37,EUR,2013
A,IT,SPESA_MEDIA,15,1,99,99,99,2010,466.59,EUR,2010
A,IT,SPESA_MEDIA,15,1,99,99,99,2011,477.08,EUR,2011
A,IT,SPESA_MEDIA,15,1,99,99,99,2012,468.32,EUR,2012
A,IT,SPESA_MEDIA,15,1,99,99,99,2013,460.72,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,1,99,99,2010,50.28,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,1,99,99,2011,51.74,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,1,99,99,2012,50.93,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,1,99,99,2013,52.5,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,2,99,99,2010,74.42,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,2,99,99,2011,74.42,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,2,99,99,2012,74.95,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,2,99,99,2013,76.03,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,3,99,99,2010,91.36,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,3,99,99,2011,94.92,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,3,99,99,2012,90.64,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,3,99,99,2013,88.11,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,4,99,99,2010,107.91,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,4,99,99,2011,109.09,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,4,99,99,2012,102.81,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,4,99,99,2013,99.75,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,7,99,99,2010,123.63,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,7,99,99,2011,122.23,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,7,99,99,2012,119.6,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,7,99,99,2013,112.06,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,10,99,2010,75.22,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,10,99,2011,76.86,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,10,99,2012,77.64,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,10,99,2013,76.97,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,12,99,2010,91.97,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,12,99,2011,96.32,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,12,99,2012,90.8,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,12,99,2013,88.72,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,13,99,2010,108.02,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,13,99,2011,109.32,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,13,99,2012,103.13,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,13,99,2013,100.19,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,14,99,2010,125.83,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,14,99,2011,121.19,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,14,99,2012,119.51,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,14,99,2013,112.68,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,15,99,2010,81.32,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,15,99,2011,77.49,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,15,99,2012,79.34,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,15,99,2013,79.09,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,23,99,2010,93.2,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,23,99,2011,95.66,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,23,99,2012,93.27,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,23,99,2013,89.51,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,3,99,2010,52.43,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,3,99,2011,52.75,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,3,99,2012,52.02,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,3,99,2013,52.56,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,4,99,2010,52.41,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,4,99,2011,55.67,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,4,99,2012,49.41,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,4,99,2013,50.33,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,5,99,2010,48.11,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,5,99,2011,50.05,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,5,99,2012,50.32,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,5,99,2013,52.84,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,8,99,2010,76.08,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,8,99,2011,75.99,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,8,99,2012,75.39,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,8,99,2013,77.92,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,9,99,2010,64.52,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,9,99,2011,66.51,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,9,99,2012,60.82,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,9,99,2013,66.37,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,99,1A1,2010,90.87,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,99,1A1,2011,89.56,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,99,1A1,2012,84.66,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,99,1A1,2013,86.02,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,99,1AB,2010,89.12,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,99,1AB,2011,90.8,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,99,1AB,2012,84.08,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,99,1AB,2013,83.02,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,99,1B1,2010,85.57,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,99,1B1,2011,85.61,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,99,1B1,2012,84.32,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,99,1B1,2013,83.63,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,99,1B2,2010,85.94,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,99,1B2,2011,88.54,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,99,1B2,2012,84.27,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,99,1B2,2013,80.25,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,99,2A,2010,70.58,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,99,2A,2011,72.05,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,99,2A,2012,71.01,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,99,2A,2013,71.15,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,99,2D,2010,69.02,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,99,2D,2011,67.93,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,99,2D,2012,66.78,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,99,2D,2013,66.11,EUR,2013
A,IT,SPESA_MEDIA,15,1_1,99,99,99,2010,78.76,EUR,2010
A,IT,SPESA_MEDIA,15,1_1,99,99,99,2011,79.81,EUR,2011
A,IT,SPESA_MEDIA,15,1_1,99,99,99,2012,77.37,EUR,2012
A,IT,SPESA_MEDIA,15,1_1,99,99,99,2013,76.42,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,1,99,99,2010,20.41,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,1,99,99,2011,21.14,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,1,99,99,2012,19.78,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,1,99,99,2013,20.49,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,2,99,99,2010,29.9,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,2,99,99,2011,30.24,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,2,99,99,2012,29.88,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,2,99,99,2013,29.9,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,3,99,99,2010,35.68,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,3,99,99,2011,36.96,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,3,99,99,2012,34.62,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,3,99,99,2013,34.08,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,4,99,99,2010,41.03,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,4,99,99,2011,41.12,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,4,99,99,2012,39.81,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,4,99,99,2013,38.68,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,7,99,99,2010,48.53,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,7,99,99,2011,48.71,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,7,99,99,2012,46.7,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,7,99,99,2013,45.65,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,10,99,2010,32.41,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,10,99,2011,32.11,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,10,99,2012,32.48,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,10,99,2013,31.58,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,12,99,2010,35.54,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,12,99,2011,37.27,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,12,99,2012,34.49,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,12,99,2013,34.16,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,13,99,2010,41.05,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,13,99,2011,40.79,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,13,99,2012,39.59,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,13,99,2013,38.5,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,14,99,2010,48.48,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,14,99,2011,48.19,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,14,99,2012,45.18,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,14,99,2013,46.12,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,15,99,2010,31.34,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,15,99,2011,30.58,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,15,99,2012,30.13,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,15,99,2013,30.2,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,23,99,2010,37.71,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,23,99,2011,38.78,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,23,99,2012,38.91,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,23,99,2013,36.46,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,3,99,2010,20.4,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,3,99,2011,20.87,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,3,99,2012,19.72,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,3,99,2013,20.72,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,4,99,2010,20.22,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,4,99,2011,20.57,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,4,99,2012,18.86,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,4,99,2013,18.31,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,5,99,2010,20.46,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,5,99,2011,21.48,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,5,99,2012,19.99,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,5,99,2013,20.68,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,8,99,2010,29.24,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,8,99,2011,30.83,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,8,99,2012,29.48,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,8,99,2013,29.49,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,9,99,2010,23.78,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,9,99,2011,25.54,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,9,99,2012,20.28,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,9,99,2013,26.41,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1A1,2010,32.67,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1A1,2011,32.61,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1A1,2012,31.26,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1A1,2013,33.26,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1AB,2010,34.98,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1AB,2011,34.51,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1AB,2012,33.17,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1AB,2013,32.23,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B1,2010,31.29,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B1,2011,31.39,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B1,2012,29.97,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B1,2013,30.62,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B2,2010,33.73,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B2,2011,34.74,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B2,2012,32.66,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,99,1B2,2013,31.73,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2A,2010,29.34,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2A,2011,30.4,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2A,2012,29.11,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2A,2013,28.87,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2D,2010,28.81,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2D,2011,28.03,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2D,2012,27.48,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,99,2D,2013,26.2,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_1,99,99,99,2010,31.05,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_1,99,99,99,2011,31.56,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_1,99,99,99,2012,30.15,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_1,99,99,99,2013,29.88,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,1,99,99,2010,6.56,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,1,99,99,2011,6.75,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,1,99,99,2012,6.52,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,1,99,99,2013,6.86,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,2,99,99,2010,8.8,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,2,99,99,2011,9.09,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,2,99,99,2012,8.73,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,2,99,99,2013,9.28,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,3,99,99,2010,11.0,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,3,99,99,2011,11.56,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,3,99,99,2012,11.47,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,3,99,99,2013,10.75,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,4,99,99,2010,13.71,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,4,99,99,2011,13.73,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,4,99,99,2012,13.13,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,4,99,99,2013,13.2,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,7,99,99,2010,15.11,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,7,99,99,2011,16.0,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,7,99,99,2012,15.51,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,7,99,99,2013,14.32,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,10,99,2010,8.59,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,99,10,99,2011,8.99,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,99,10,99,2012,9.06,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,99,10,99,2013,9.14,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,12,99,2010,11.17,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,99,12,99,2011,11.66,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,99,12,99,2012,11.47,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,99,12,99,2013,10.86,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,13,99,2010,13.78,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,99,13,99,2011,13.79,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,99,13,99,2012,13.26,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,99,13,99,2013,13.37,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,14,99,2010,15.8,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,99,14,99,2011,16.2,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,99,14,99,2012,15.62,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,99,14,99,2013,14.5,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,15,99,2010,10.22,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,99,15,99,2011,10.28,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,99,15,99,2012,10.03,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,99,15,99,2013,9.77,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,23,99,2010,10.99,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,99,23,99,2011,11.51,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,99,23,99,2012,11.77,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,99,23,99,2013,11.13,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,3,99,2010,6.73,EUR,2010
A,IT,SPESA_MEDIA,15,1_1_2,99,3,99,2011,6.63,EUR,2011
A,IT,SPESA_MEDIA,15,1_1_2,99,3,99,2012,6.25,EUR,2012
A,IT,SPESA_MEDIA,15,1_1_2,99,3,99,2013,6.47,EUR,2013
A,IT,SPESA_MEDIA,15,1_1_2,99,4,99,2010,6.55,EUR,2010
