freq,cittadinanza,durata_disoccupaz,classe_eta,itter107,sesso,tipo_dato,titolo_studio,time_period,obs_value,year
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,11,2022,11.662445,2022
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,11,2023,10.045754,2023
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,11,2024,9.513298,2024
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,13,2018,18.626244,2018
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,13,2019,17.172083,2019
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,13,2020,15.851371,2020
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,13,2021,18.277898,2021
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,13,2022,17.13734,2022
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,13,2023,15.903453,2023
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,13,2024,13.413465,2024
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,7,2018,15.873777,2018
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,7,2019,17.060145,2019
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,7,2020,16.812797,2020
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,7,2021,17.422257,2021
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,7,2022,15.086286,2022
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,7,2023,14.360345,2023
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,7,2024,12.401312,2024
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,99,2018,16.575794,2018
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,99,2019,16.515523,2019
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,99,2020,15.777554,2020
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,99,2021,17.676414,2021
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,99,2022,15.373728,2022
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,99,2023,14.192897,2023
A,FRG,TOTAL,Y15-64,IT,2,UNEM_R,99,2024,12.194925,2024
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,11,2018,10.393248,2018
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,11,2019,11.373717,2019
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,11,2020,11.009031,2020
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,11,2021,13.786853,2021
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,11,2022,10.329555,2022
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,11,2023,9.091138,2023
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,11,2024,8.145735,2024
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,13,2018,15.077493,2018
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,13,2019,14.395394,2019
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,13,2020,13.982641,2020
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,13,2021,14.56886,2021
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,13,2022,12.749819,2022
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,13,2023,12.626315,2023
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,13,2024,10.866829,2024
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,7,2018,13.89336,2018
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,7,2019,13.959375,2019
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,7,2020,13.325554,2020
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,7,2021,14.657083,2021
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,7,2022,11.645083,2022
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,7,2023,10.889733,2023
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,7,2024,10.106636,2024
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,99,2018,14.075179,2018
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,99,2019,13.883779,2019
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,99,2020,13.420688,2020
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,99,2021,14.520578,2021
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,99,2022,12.035583,2022
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,99,2023,11.458605,2023
A,FRG,TOTAL,Y15-64,IT,9,UNEM_R,99,2024,10.198508,2024
A,FRG,TOTAL,Y15-64,ITC,1,UNEM_R,99,2018,11.06407,2018
A,FRG,TOTAL,Y15-64,ITC,1,UNEM_R,99,2019,9.389539,2019
A,FRG,TOTAL,Y15-64,ITC,1,UNEM_R,99,2020,10.330249,2020
A,FRG,TOTAL,Y15-64,ITC,1,UNEM_R,99,2021,11.223528,2021
A,FRG,TOTAL,Y15-64,ITC,1,UNEM_R,99,2022,8.038979,2022
A,FRG,TOTAL,Y15-64,ITC,1,UNEM_R,99,2023,7.578705,2023
A,FRG,TOTAL,Y15-64,ITC,1,UNEM_R,99,2024,8.231209,2024
A,FRG,TOTAL,Y15-64,ITC,2,UNEM_R,99,2018,15.451342,2018
A,FRG,TOTAL,Y15-64,ITC,2,UNEM_R,99,2019,15.827206,2019
A,FRG,TOTAL,Y15-64,ITC,2,UNEM_R,99,2020,14.933163,2020
A,FRG,TOTAL,Y15-64,ITC,2,UNEM_R,99,2021,17.228212,2021
A,FRG,TOTAL,Y15-64,ITC,2,UNEM_R,99,2022,14.023231,2022
A,FRG,TOTAL,Y15-64,ITC,2,UNEM_R,99,2023,11.57293,2023
A,FRG,TOTAL,Y15-64,ITC,2,UNEM_R,99,2024,10.055897,2024
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,11,2018,8.633778,2018
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,11,2019,10.675724,2019
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,11,2020,10.072481,2020
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,11,2021,12.508973,2021
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,11,2022,10.209164,2022
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,11,2023,7.700777,2023
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,11,2024,6.793521,2024
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,13,2018,14.135104,2018
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,13,2019,13.10746,2019
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,13,2020,12.407849,2020
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,13,2021,13.38839,2021
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,13,2022,10.790575,2022
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,13,2023,9.745973,2023
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,13,2024,9.337193,2024
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,7,2018,12.969012,2018
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,7,2019,11.312,2019
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,7,2020,12.685933,2020
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,7,2021,14.637951,2021
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,7,2022,10.40717,2022
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,7,2023,9.255509,2023
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,7,2024,9.277664,2024
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,99,2018,13.000793,2018
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,99,2019,12.175551,2019
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,99,2020,12.248324,2020
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,99,2021,13.773887,2021
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,99,2022,10.574022,2022
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,99,2023,9.281992,2023
A,FRG,TOTAL,Y15-64,ITC,9,UNEM_R,99,2024,8.986916,2024
A,FRG,TOTAL,Y15-64,ITCD,1,UNEM_R,99,2018,10.645555,2018
A,FRG,TOTAL,Y15-64,ITCD,1,UNEM_R,99,2019,9.540299,2019
A,FRG,TOTAL,Y15-64,ITCD,1,UNEM_R,99,2020,9.90253,2020
A,FRG,TOTAL,Y15-64,ITCD,1,UNEM_R,99,2021,9.563908,2021
A,FRG,TOTAL,Y15-64,ITCD,1,UNEM_R,99,2022,7.353935,2022
A,FRG,TOTAL,Y15-64,ITCD,1,UNEM_R,99,2023,7.054814,2023
A,FRG,TOTAL,Y15-64,ITCD,1,UNEM_R,99,2024,7.284667,2024
A,FRG,TOTAL,Y15-64,ITCD,2,UNEM_R,99,2018,16.387639,2018
A,FRG,TOTAL,Y15-64,ITCD,2,UNEM_R,99,2019,15.863782,2019
A,FRG,TOTAL,Y15-64,ITCD,2,UNEM_R,99,2020,15.204882,2020
A,FRG,TOTAL,Y15-64,ITCD,2,UNEM_R,99,2021,16.198645,2021
A,FRG,TOTAL,Y15-64,ITCD,2,UNEM_R,99,2022,13.138794,2022
A,FRG,TOTAL,Y15-64,ITCD,2,UNEM_R,99,2023,12.05385,2023
A,FRG,TOTAL,Y15-64,ITCD,2,UNEM_R,99,2024,10.721663,2024
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,11,2018,9.15595,2018
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,11,2019,10.459079,2019
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,11,2020,11.027374,2020
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,11,2021,11.040393,2021
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,11,2022,8.416502,2022
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,11,2023,7.543261,2023
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,11,2024,7.357386,2024
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,13,2018,14.671619,2018
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,13,2019,13.655733,2019
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,13,2020,12.327947,2020
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,13,2021,12.553068,2021
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,13,2022,10.533413,2022
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,13,2023,10.103539,2023
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,13,2024,9.298482,2024
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,7,2018,12.852473,2018
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,7,2019,11.304031,2019
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,7,2020,12.249101,2020
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,7,2021,12.662349,2021
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,7,2022,9.510159,2022
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,7,2023,8.880556,2023
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,7,2024,8.577722,2024
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,99,2018,13.252425,2018
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,99,2019,12.344602,2019
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,99,2020,12.144566,2020
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,99,2021,12.423418,2021
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,99,2022,9.84786,2022
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,99,2023,9.226899,2023
A,FRG,TOTAL,Y15-64,ITCD,9,UNEM_R,99,2024,8.722796,2024
A,FRG,TOTAL,Y15-64,ITD,1,UNEM_R,99,2018,10.022088,2018
A,FRG,TOTAL,Y15-64,ITD,1,UNEM_R,99,2019,9.754256,2019
A,FRG,TOTAL,Y15-64,ITD,1,UNEM_R,99,2020,9.337233,2020
A,FRG,TOTAL,Y15-64,ITD,1,UNEM_R,99,2021,7.305449,2021
A,FRG,TOTAL,Y15-64,ITD,1,UNEM_R,99,2022,6.446125,2022
A,FRG,TOTAL,Y15-64,ITD,1,UNEM_R,99,2023,6.324094,2023
A,FRG,TOTAL,Y15-64,ITD,1,UNEM_R,99,2024,5.952534,2024
A,FRG,TOTAL,Y15-64,ITD,2,UNEM_R,99,2018,17.622067,2018
A,FRG,TOTAL,Y15-64,ITD,2,UNEM_R,99,2019,15.910706,2019
A,FRG,TOTAL,Y15-64,ITD,2,UNEM_R,99,2020,15.54394,2020
A,FRG,TOTAL,Y15-64,ITD,2,UNEM_R,99,2021,14.877906,2021
A,FRG,TOTAL,Y15-64,ITD,2,UNEM_R,99,2022,12.045794,2022
A,FRG,TOTAL,Y15-64,ITD,2,UNEM_R,99,2023,12.675123,2023
A,FRG,TOTAL,Y15-64,ITD,2,UNEM_R,99,2024,11.620238,2024
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,11,2018,9.898593,2018
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,11,2019,10.178609,2019
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,11,2020,12.102164,2020
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,11,2021,9.32823,2021
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,11,2022,6.218158,2022
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,11,2023,7.338459,2023
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,11,2024,8.065463,2024
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,13,2018,15.544296,2018
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,13,2019,14.547491,2019
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,13,2020,12.19713,2020
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,13,2021,11.242751,2021
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,13,2022,10.135885,2022
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,13,2023,10.689161,2023
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,13,2024,9.231412,2024
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,7,2018,12.71519,2018
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,7,2019,11.295244,2019
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,7,2020,11.808016,2020
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,7,2021,10.409782,2021
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,7,2022,8.550323,2022
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,7,2023,8.453904,2023
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,7,2024,7.771869,2024
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,99,2018,13.607108,2018
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,99,2019,12.573877,2019
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,99,2020,12.010752,2020
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,99,2021,10.631832,2021
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,99,2022,8.914178,2022
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,99,2023,9.152565,2023
A,FRG,TOTAL,Y15-64,ITD,9,UNEM_R,99,2024,8.357405,2024
A,FRG,TOTAL,Y15-64,ITE,1,UNEM_R,99,2018,13.886828,2018
A,FRG,TOTAL,Y15-64,ITE,1,UNEM_R,99,2019,13.802251,2019
A,FRG,TOTAL,Y15-64,ITE,1,UNEM_R,99,2020,12.290923,2020
A,FRG,TOTAL,Y15-64,ITE,1,UNEM_R,99,2021,13.546797,2021
A,FRG,TOTAL,Y15-64,ITE,1,UNEM_R,99,2022,10.312113,2022
A,FRG,TOTAL,Y15-64,ITE,1,UNEM_R,99,2023,9.669511,2023
A,FRG,TOTAL,Y15-64,ITE,1,UNEM_R,99,2024,7.616035,2024
A,FRG,TOTAL,Y15-64,ITE,2,UNEM_R,99,2018,15.406961,2018
A,FRG,TOTAL,Y15-64,ITE,2,UNEM_R,99,2019,16.319386,2019
A,FRG,TOTAL,Y15-64,ITE,2,UNEM_R,99,2020,13.53366,2020
A,FRG,TOTAL,Y15-64,ITE,2,UNEM_R,99,2021,17.653291,2021
A,FRG,TOTAL,Y15-64,ITE,2,UNEM_R,99,2022,16.579338,2022
A,FRG,TOTAL,Y15-64,ITE,2,UNEM_R,99,2023,14.963377,2023
A,FRG,TOTAL,Y15-64,ITE,2,UNEM_R,99,2024,11.847719,2024
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,11,2018,10.892181,2018
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,11,2019,11.494734,2019
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,11,2020,8.623863,2020
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,11,2021,18.294824,2021
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,11,2022,12.592056,2022
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,11,2023,10.427346,2023
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,11,2024,8.912619,2024
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,13,2018,15.374827,2018
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,13,2019,13.696715,2019
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,13,2020,13.214786,2020
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,13,2021,13.452493,2021
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,13,2022,12.763238,2022
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,13,2023,11.821613,2023
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,13,2024,9.238073,2024
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,7,2018,14.905287,2018
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,7,2019,17.663615,2019
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,7,2020,13.614601,2020
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,7,2021,16.743564,2021
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,7,2022,13.506882,2022
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,7,2023,12.493567,2023
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,7,2024,9.776306,2024
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,99,2018,14.598709,2018
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,99,2019,14.97132,2019
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,99,2020,12.838139,2020
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,99,2021,15.376324,2021
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,99,2022,13.064772,2022
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,99,2023,11.951739,2023
A,FRG,TOTAL,Y15-64,ITE,9,UNEM_R,99,2024,9.44816,2024
A,FRG,TOTAL,Y15-64,ITFG,1,UNEM_R,99,2018,13.859468,2018
A,FRG,TOTAL,Y15-64,ITFG,1,UNEM_R,99,2019,16.545556,2019
A,FRG,TOTAL,Y15-64,ITFG,1,UNEM_R,99,2020,17.123073,2020
A,FRG,TOTAL,Y15-64,ITFG,1,UNEM_R,99,2021,19.182439,2021
A,FRG,TOTAL,Y15-64,ITFG,1,UNEM_R,99,2022,16.516069,2022
A,FRG,TOTAL,Y15-64,ITFG,1,UNEM_R,99,2023,17.810073,2023
A,FRG,TOTAL,Y15-64,ITFG,1,UNEM_R,99,2024,16.043024,2024
A,FRG,TOTAL,Y15-64,ITFG,2,UNEM_R,99,2018,19.357417,2018
A,FRG,TOTAL,Y15-64,ITFG,2,UNEM_R,99,2019,19.391748,2019
A,FRG,TOTAL,Y15-64,ITFG,2,UNEM_R,99,2020,21.843056,2020
A,FRG,TOTAL,Y15-64,ITFG,2,UNEM_R,99,2021,23.629651,2021
A,FRG,TOTAL,Y15-64,ITFG,2,UNEM_R,99,2022,22.965434,2022
A,FRG,TOTAL,Y15-64,ITFG,2,UNEM_R,99,2023,22.552915,2023
A,FRG,TOTAL,Y15-64,ITFG,2,UNEM_R,99,2024,19.051762,2024
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,11,2018,17.346939,2018
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,11,2019,17.071121,2019
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,11,2020,18.04992,2020
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,11,2021,19.959062,2021
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,11,2022,17.704855,2022
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,11,2023,15.875807,2023
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,11,2024,11.432757,2024
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,13,2018,15.806481,2018
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,13,2019,17.198965,2019
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,13,2020,19.227416,2020
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,13,2021,21.109885,2021
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,13,2022,19.007997,2022
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,13,2023,20.724669,2023
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,13,2024,17.170703,2024
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,7,2018,16.95821,2018
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,7,2019,19.296229,2019
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,7,2020,18.798706,2020
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,7,2021,20.842885,2021
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,7,2022,19.345744,2022
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,7,2023,18.449457,2023
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,7,2024,18.559141,2024
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,99,2018,16.213278,2018
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,99,2019,17.740505,2019
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,99,2020,19.046949,2020
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,99,2021,20.96565,2021
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,99,2022,19.019055,2022
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,99,2023,19.61914,2023
A,FRG,TOTAL,Y15-64,ITFG,9,UNEM_R,99,2024,17.212828,2024
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,11,2018,5.859683,2018
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,11,2019,8.175224,2019
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,11,2020,8.144504,2020
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,11,2021,8.7736,2021
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,11,2022,8.375898,2022
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,11,2023,7.637141,2023
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,11,2024,5.82933,2024
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,13,2018,12.915967,2018
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,13,2019,12.793121,2019
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,13,2020,12.970284,2020
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,13,2021,12.559614,2021
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,13,2022,10.51448,2022
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,13,2023,10.873121,2023
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,13,2024,9.639179,2024
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,7,2018,11.883972,2018
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,7,2019,10.937016,2019
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,7,2020,10.179885,2020
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,7,2021,12.033755,2021
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,7,2022,8.431208,2022
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,7,2023,7.904245,2023
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,7,2024,8.163785,2024
A,FRG,TOTAL,Y15-74,IT,1,UNEM_R,99,2018,11.979821,2018
