freq,ref_area,data_type,sex,type_of_degree,field_study,labprof_status_e,labprof_status_d,employ_sector_pubpriv,econ_activity_nace_2007,professione,y_grad_access_work,y_use_of_graduation,year_educ_attainem,time_period,obs_value,year,source,flow_id,description
A,ITTOT,NO_ACH_C,9,72,11,A1A1_P,9,9,0010,ALL,9,9,2011,2015,13.6,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,11,A1A2_P,9,9,0010,ALL,9,9,2011,2015,48.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,11,B1_P,9,9,0010,ALL,9,9,2011,2015,27.2,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,11,B2_P,9,9,0010,ALL,9,9,2011,2015,11.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,11,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,12,A1A1_P,9,9,0010,ALL,9,9,2011,2015,8.6,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,12,A1A2_P,9,9,0010,ALL,9,9,2011,2015,61.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,12,B1_P,9,9,0010,ALL,9,9,2011,2015,21.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,12,B2_P,9,9,0010,ALL,9,9,2011,2015,8.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,12,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,13,A1A1_P,9,9,0010,ALL,9,9,2011,2015,32.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,13,A1A2_P,9,9,0010,ALL,9,9,2011,2015,42.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,13,B1_P,9,9,0010,ALL,9,9,2011,2015,19.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,13,B2_P,9,9,0010,ALL,9,9,2011,2015,6.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,13,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,14,A1A1_P,9,9,0010,ALL,9,9,2011,2015,18.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,14,A1A2_P,9,9,0010,ALL,9,9,2011,2015,36.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,14,B1_P,9,9,0010,ALL,9,9,2011,2015,29.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,14,B2_P,9,9,0010,ALL,9,9,2011,2015,16.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,14,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,15,A1A1_P,9,9,0010,ALL,9,9,2011,2015,26.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,15,A1A2_P,9,9,0010,ALL,9,9,2011,2015,52.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,15,B1_P,9,9,0010,ALL,9,9,2011,2015,15.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,15,B2_P,9,9,0010,ALL,9,9,2011,2015,5.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,15,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,16,A1A1_P,9,9,0010,ALL,9,9,2011,2015,51.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,16,A1A2_P,9,9,0010,ALL,9,9,2011,2015,40.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,16,B1_P,9,9,0010,ALL,9,9,2011,2015,7.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,16,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,2,A1A1_P,9,9,0010,ALL,9,9,2011,2015,8.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,2,A1A2_P,9,9,0010,ALL,9,9,2011,2015,65.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,2,B1_P,9,9,0010,ALL,9,9,2011,2015,20.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,2,B2_P,9,9,0010,ALL,9,9,2011,2015,6.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,2,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,3,A1A1_P,9,9,0010,ALL,9,9,2011,2015,6.7,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,3,A1A2_P,9,9,0010,ALL,9,9,2011,2015,51.9,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,3,B1_P,9,9,0010,ALL,9,9,2011,2015,31.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,3,B2_P,9,9,0010,ALL,9,9,2011,2015,10.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,3,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,4,A1A1_P,9,9,0010,ALL,9,9,2011,2015,12.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,4,A1A2_P,9,9,0010,ALL,9,9,2011,2015,72.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,4,B1_P,9,9,0010,ALL,9,9,2011,2015,11.7,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,4,B2_P,9,9,0010,ALL,9,9,2011,2015,2.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,4,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,5,A1A1_P,9,9,0010,ALL,9,9,2011,2015,9.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,5,A1A2_P,9,9,0010,ALL,9,9,2011,2015,65.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,5,B1_P,9,9,0010,ALL,9,9,2011,2015,15.9,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,5,B2_P,9,9,0010,ALL,9,9,2011,2015,9.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,5,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,6,A1A1_P,9,9,0010,ALL,9,9,2011,2015,10.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,6,A1A2_P,9,9,0010,ALL,9,9,2011,2015,55.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,6,B1_P,9,9,0010,ALL,9,9,2011,2015,25.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,6,B2_P,9,9,0010,ALL,9,9,2011,2015,8.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,6,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,7,A1A1_P,9,9,0010,ALL,9,9,2011,2015,15.6,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,7,A1A2_P,9,9,0010,ALL,9,9,2011,2015,60.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,7,B1_P,9,9,0010,ALL,9,9,2011,2015,19.6,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,7,B2_P,9,9,0010,ALL,9,9,2011,2015,4.7,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,7,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,8,A1A1_P,9,9,0010,ALL,9,9,2011,2015,12.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,8,A1A2_P,9,9,0010,ALL,9,9,2011,2015,66.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,8,B1_P,9,9,0010,ALL,9,9,2011,2015,16.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,8,B2_P,9,9,0010,ALL,9,9,2011,2015,5.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,8,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,9,A1A1_P,9,9,0010,ALL,9,9,2011,2015,23.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,9,A1A2_P,9,9,0010,ALL,9,9,2011,2015,47.6,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,9,B1_P,9,9,0010,ALL,9,9,2011,2015,22.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,9,B2_P,9,9,0010,ALL,9,9,2011,2015,6.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,9,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,99,A1A1_P,9,9,0010,ALL,9,9,2011,2015,15.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,99,A1A2_P,9,9,0010,ALL,9,9,2011,2015,57.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,99,B1_P,9,9,0010,ALL,9,9,2011,2015,19.7,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,99,B2_P,9,9,0010,ALL,9,9,2011,2015,7.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,72,99,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,1,A1A1_P,9,9,0010,ALL,9,9,2011,2015,9.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,1,A1A2_P,9,9,0010,ALL,9,9,2011,2015,80.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,1,B1_P,9,9,0010,ALL,9,9,2011,2015,6.6,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,1,B2_P,9,9,0010,ALL,9,9,2011,2015,3.8,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,1,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,10,A1A1_P,9,9,0010,ALL,9,9,2011,2015,16.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,10,A1A2_P,9,9,0010,ALL,9,9,2011,2015,51.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,10,B1_P,9,9,0010,ALL,9,9,2011,2015,24.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,10,B2_P,9,9,0010,ALL,9,9,2011,2015,8.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,10,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,11,A1A1_P,9,9,0010,ALL,9,9,2011,2015,18.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,11,A1A2_P,9,9,0010,ALL,9,9,2011,2015,55.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,11,B1_P,9,9,0010,ALL,9,9,2011,2015,21.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,11,B2_P,9,9,0010,ALL,9,9,2011,2015,5.2,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,11,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,12,A1A1_P,9,9,0010,ALL,9,9,2011,2015,14.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,12,A1A2_P,9,9,0010,ALL,9,9,2011,2015,65.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,12,B1_P,9,9,0010,ALL,9,9,2011,2015,14.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,12,B2_P,9,9,0010,ALL,9,9,2011,2015,6.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,12,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,13,A1A1_P,9,9,0010,ALL,9,9,2011,2015,28.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,13,A1A2_P,9,9,0010,ALL,9,9,2011,2015,61.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,13,B1_P,9,9,0010,ALL,9,9,2011,2015,7.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,13,B2_P,9,9,0010,ALL,9,9,2011,2015,3.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,13,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,14,A1A1_P,9,9,0010,ALL,9,9,2011,2015,16.1,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,14,A1A2_P,9,9,0010,ALL,9,9,2011,2015,61.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,14,B1_P,9,9,0010,ALL,9,9,2011,2015,17.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,14,B2_P,9,9,0010,ALL,9,9,2011,2015,5.7,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,14,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,15,A1A1_P,9,9,0010,ALL,9,9,2011,2015,32.9,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,15,A1A2_P,9,9,0010,ALL,9,9,2011,2015,53.2,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,15,B1_P,9,9,0010,ALL,9,9,2011,2015,10.4,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,15,B2_P,9,9,0010,ALL,9,9,2011,2015,3.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,15,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,16,A1A1_P,9,9,0010,ALL,9,9,2011,2015,78.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,16,A1A2_P,9,9,0010,ALL,9,9,2011,2015,20.9,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,16,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,2,A1A1_P,9,9,0010,ALL,9,9,2011,2015,5.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,2,A1A2_P,9,9,0010,ALL,9,9,2011,2015,81.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,2,B1_P,9,9,0010,ALL,9,9,2011,2015,11.3,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,2,B2_P,9,9,0010,ALL,9,9,2011,2015,2.7,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,2,TOT,9,9,0010,ALL,9,9,2011,2015,100.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,3,A1A1_P,9,9,0010,ALL,9,9,2011,2015,6.9,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,3,A1A2_P,9,9,0010,ALL,9,9,2011,2015,69.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,3,B1_P,9,9,0010,ALL,9,9,2011,2015,20.0,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
A,ITTOT,NO_ACH_C,9,73,3,B2_P,9,9,0010,ALL,9,9,2011,2015,3.5,2015,ISTAT SDMX,612_939_DF_DCCV_LAU_OCCUP_RED_1,Degree group and occupational condition
