ANNO_SOLARE;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_ISTITUTO;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';DIPLOMATI
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;30 anni e oltre;5
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;452
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;345
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;50
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico 2L;fino a 17 anni;1
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;33
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;386
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;80
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 20 a 24 anni;1
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;5
2019;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;30 anni e oltre;2
2019;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;350
2019;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;97
2019;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;20
2019;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;47
2019;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;184
2019;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;30
2019;Accademia di Belle Arti;Area Artistica;;NAPOLI;7316;CAMPANIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;21
2019;Accademia di Belle Arti;Area Artistica;;PALERMO;7219;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;150
2019;Accademia di Belle Arti;Area Artistica;;PALERMO;7219;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;106
2019;Accademia di Belle Arti;Area Artistica;;PALERMO;7219;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;20
2019;Accademia di Belle Arti;Area Artistica;;PALERMO;7219;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2019;Accademia di Belle Arti;Area Artistica;;PALERMO;7219;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;72
2019;Accademia di Belle Arti;Area Artistica;;PALERMO;7219;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;27
2019;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;27
2019;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;18
2019;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;6
2019;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2019;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;30
2019;Accademia di Belle Arti;Area Artistica;;REGGIO CALABRIA;7194;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;8
2019;Accademia di Belle Arti;Area Artistica;;ROMA;7295;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;304
2019;Accademia di Belle Arti;Area Artistica;;ROMA;7295;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;106
2019;Accademia di Belle Arti;Area Artistica;;ROMA;7295;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;42
2019;Accademia di Belle Arti;Area Artistica;;ROMA;7295;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;12
2019;Accademia di Belle Arti;Area Artistica;;ROMA;7295;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;110
2019;Accademia di Belle Arti;Area Artistica;;ROMA;7295;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;38
2019;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;14
2019;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;19
2019;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;9
2019;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2019;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;6
2019;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;7
2019;Accademia di Belle Arti;Area Artistica;Mario Sironi;SASSARI;7240;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;4
2019;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;154
2019;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;52
2019;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;13
2019;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;18
2019;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;149
2019;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;29
2019;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;78
2019;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;25
2019;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2019;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2019;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;33
2019;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2019;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;153
2019;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;43
2019;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;16
2019;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;16
2019;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;90
2019;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;19
2019;Accademia Legalmente Riconosciuta;Area Artistica;Carrara;BERGAMO;7313;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;22
2019;Accademia Legalmente Riconosciuta;Area Artistica;Carrara;BERGAMO;7313;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;8
2019;Accademia Legalmente Riconosciuta;Area Artistica;Carrara;BERGAMO;7313;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""Santagiulia""";BRESCIA;7228;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;113
2019;Accademia Legalmente Riconosciuta;Area Artistica;Libera Accademia di Belle Arti - LABA;BRESCIA;7296;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;218
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""Santagiulia""";BRESCIA;7228;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;32
2019;Accademia Legalmente Riconosciuta;Area Artistica;Libera Accademia di Belle Arti - LABA;BRESCIA;7296;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;60
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""Santagiulia""";BRESCIA;7228;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;4
2019;Accademia Legalmente Riconosciuta;Area Artistica;Libera Accademia di Belle Arti - LABA;BRESCIA;7296;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;7
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""Santagiulia""";BRESCIA;7228;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;3
2019;Accademia Legalmente Riconosciuta;Area Artistica;Libera Accademia di Belle Arti - LABA;BRESCIA;7296;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;3
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""Santagiulia""";BRESCIA;7228;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;32
2019;Accademia Legalmente Riconosciuta;Area Artistica;Libera Accademia di Belle Arti - LABA;BRESCIA;7296;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;35
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""Santagiulia""";BRESCIA;7228;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;3
2019;Accademia Legalmente Riconosciuta;Area Artistica;Libera Accademia di Belle Arti - LABA;BRESCIA;7296;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;4
2019;Accademia Legalmente Riconosciuta;Area Artistica;Aldo Galli;COMO;7231;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;30
2019;Accademia Legalmente Riconosciuta;Area Artistica;Aldo Galli;COMO;7231;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;1
2019;Accademia Legalmente Riconosciuta;Area Artistica;Aldo Galli;COMO;7231;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2019;Accademia Legalmente Riconosciuta;Area Artistica;Aldo Galli;COMO;7231;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 20 a 24 anni;10
2019;Accademia Legalmente Riconosciuta;Area Artistica;Aldo Galli;COMO;7231;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;2
2019;Accademia Legalmente Riconosciuta;Area Artistica;Aldo Galli;COMO;7231;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;30 anni e oltre;1
2019;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;134
2019;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;49
2019;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2019;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;28
2019;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2019;Accademia Legalmente Riconosciuta;Area Artistica;Acc. Ligustica;GENOVA;7267;LIGURIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;45
2019;Accademia Legalmente Riconosciuta;Area Artistica;Acc. Ligustica;GENOVA;7267;LIGURIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;27
2019;Accademia Legalmente Riconosciuta;Area Artistica;Acc. Ligustica;GENOVA;7267;LIGURIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2019;Accademia Legalmente Riconosciuta;Area Artistica;Acc. Ligustica;GENOVA;7267;LIGURIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2019;Accademia Legalmente Riconosciuta;Area Artistica;Acc. Ligustica;GENOVA;7267;LIGURIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;6
2019;Accademia Legalmente Riconosciuta;Area Artistica;Acc. Ligustica;GENOVA;7267;LIGURIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;3
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;24
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;582
2019;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;108
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;6
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;38
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;178
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;13
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;da 20 a 24 anni;163
2019;Accademia Legalmente Riconosciuta;Area Artistica;Nuova Accademia di Belle Arti;MILANO;7232;LOMBARDIA;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;da 25 a 29 anni;202
