ANNO_SOLARE;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';DIPLOMATI
2024;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;6
2024;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;8
2024;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2024;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;;CATANZARO;7212 ;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;3
2024;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;181
2024;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;61
2024;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;17
2024;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;5
2024;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;116
2024;Accademia di Belle Arti statale;Area Artistica;;FIRENZE;7243 ;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;32
2024;Accademia di Belle Arti statale;Area Artistica;;FOGGIA;7245 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;71
2024;Accademia di Belle Arti statale;Area Artistica;;FOGGIA;7245 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;34
2024;Accademia di Belle Arti statale;Area Artistica;;FOGGIA;7245 ;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;6
2024;Accademia di Belle Arti statale;Area Artistica;;FOGGIA;7245 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2024;Accademia di Belle Arti statale;Area Artistica;;FOGGIA;7245 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;29
2024;Accademia di Belle Arti statale;Area Artistica;;FOGGIA;7245 ;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;15
2024;Accademia di Belle Arti statale;Area Artistica;;FROSINONE;7310 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;36
2024;Accademia di Belle Arti statale;Area Artistica;;FROSINONE;7310 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;36
2024;Accademia di Belle Arti statale;Area Artistica;;FROSINONE;7310 ;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;10
2024;Accademia di Belle Arti statale;Area Artistica;;FROSINONE;7310 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;33
2024;Accademia di Belle Arti statale;Area Artistica;;FROSINONE;7310 ;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;12
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;22
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;6
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;9
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;8
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;4
2024;Accademia di Belle Arti statale;Area Artistica;;L'AQUILA;7237 ;ABRUZZO;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;30 anni e oltre;1
2024;Accademia di Belle Arti statale;Area Artistica;;LECCE;7321 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;36
2024;Accademia di Belle Arti statale;Area Artistica;;LECCE;7321 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2024;Accademia di Belle Arti statale;Area Artistica;;LECCE;7321 ;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;4
2024;Accademia di Belle Arti statale;Area Artistica;;LECCE;7321 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2024;Accademia di Belle Arti statale;Area Artistica;;LECCE;7321 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;22
2024;Accademia di Belle Arti statale;Area Artistica;;LECCE;7321 ;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;7
2024;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;105
2024;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;36
2024;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;11
2024;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;7
2024;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;67
2024;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;20
2024;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;191
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;53
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;57
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;123
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;14
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;7
2024;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;30 anni e oltre;3
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;96
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;49
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;11
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;63
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;29
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 20 a 24 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;2
2024;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;30 anni e oltre;4
2024;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;15
2024;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2024;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;6
2024;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;9
2024;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;31
2024;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;22
2024;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2024;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
2024;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;15
2024;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;18
2024;Accademia di Belle Arti statale;Area Artistica;;ROMA;7295 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;286
2024;Accademia di Belle Arti statale;Area Artistica;;ROMA;7295 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;147
2024;Accademia di Belle Arti statale;Area Artistica;;ROMA;7295 ;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;22
2024;Accademia di Belle Arti statale;Area Artistica;;ROMA;7295 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;21
2024;Accademia di Belle Arti statale;Area Artistica;;ROMA;7295 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;204
2024;Accademia di Belle Arti statale;Area Artistica;;ROMA;7295 ;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;54
2024;Accademia di Belle Arti statale;Area Artistica;;URBINO (PU);7318 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;56
2024;Accademia di Belle Arti statale;Area Artistica;;URBINO (PU);7318 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;19
2024;Accademia di Belle Arti statale;Area Artistica;;URBINO (PU);7318 ;MARCHE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2024;Accademia di Belle Arti statale;Area Artistica;;URBINO (PU);7318 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2024;Accademia di Belle Arti statale;Area Artistica;;URBINO (PU);7318 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;31
2024;Accademia di Belle Arti statale;Area Artistica;;URBINO (PU);7318 ;MARCHE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;7
2024;Accademia di Belle Arti statale;Area Artistica;;VENEZIA;7196 ;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;170
2024;Accademia di Belle Arti statale;Area Artistica;;VENEZIA;7196 ;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;61
2024;Accademia di Belle Arti statale;Area Artistica;;VENEZIA;7196 ;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;10
2024;Accademia di Belle Arti statale;Area Artistica;;VENEZIA;7196 ;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;7
2024;Accademia di Belle Arti statale;Area Artistica;;VENEZIA;7196 ;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;109
2024;Accademia di Belle Arti statale;Area Artistica;;VENEZIA;7196 ;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;31
2024;Accademia di Belle Arti statale;Area Artistica;;VERONA;54187;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;107
2024;Accademia di Belle Arti statale;Area Artistica;;VERONA;54187;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;31
2024;Accademia di Belle Arti statale;Area Artistica;;VERONA;54187;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;7
2024;Accademia di Belle Arti statale;Area Artistica;;VERONA;54187;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;;VERONA;54187;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;28
2024;Accademia di Belle Arti statale;Area Artistica;;VERONA;54187;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;9
2024;Accademia di Belle Arti statale;Area Artistica;;VERONA;54187;VENETO;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;10
2024;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;104
2024;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;48
2024;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;9
2024;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;9
2024;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;114
2024;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;32
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;375
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;144
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;29
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;15
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;338
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;95
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;10
2024;Accademia di Belle Arti statale;Area Artistica;BRERA;MILANO;7299 ;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;30 anni e oltre;2
2024;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;56
2024;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;23
2024;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;11
2024;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;7
2024;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;21
2024;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;11
2024;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;20
2024;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2024;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;24
2024;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;16
2024;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;23
2024;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2024;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;72
2024;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;36
2024;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;4
2024;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;21
2024;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;8
2024;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;18
2024;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;12
2024;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2024;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;1
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;35
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;12
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;5
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;9
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;1
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;2
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;da 25 a 29 anni;3
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;30 anni e oltre;4
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;78
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;51
2024;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;7
