ANNO_SOLARE;TIPO_ISTITUTO;AREA_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;DIPLOMATI
2019;Accademia di Belle Arti;Area Artistica;;BOLOGNA;7195;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design grafico;F;1
2019;Accademia di Belle Arti;Area Artistica;;BOLOGNA;7195;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;15
2019;Accademia di Belle Arti;Area Artistica;;BOLOGNA;7195;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fumetto e Illustrazione;F;7
2019;Accademia di Belle Arti;Area Artistica;;BOLOGNA;7195;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;6
2019;Accademia di Belle Arti;Area Artistica;;BOLOGNA;7195;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;8
2019;Accademia di Belle Arti;Area Artistica;;BOLOGNA;7195;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;;Restauratore dei Beni Culturali - ciclo unico abilitante;F;1
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;M;1
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;3
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte;M;1
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte;F;6
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;M;12
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;13
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura;M;7
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;Scultura;F;4
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;4
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;5
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;5
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;Net Art e Culture Digitali;F;2
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia;F;1
2019;Accademia di Belle Arti;Area Artistica;;CARRARA;7213;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Arti multimediali;M;1
2019;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Arti Tecnologiche;F;1
2019;Accademia di Belle Arti;Area Artistica;;CATANIA;7292;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Comunicazione visiva;F;4
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL02;Decorazione - Ind. Nuovi linguaggi espressivi/Decorazione ambientale e degli spazi urbani;M;3
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL02;Decorazione - Ind. Nuovi linguaggi espressivi/Decorazione ambientale e degli spazi urbani;F;5
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Nuovi linguaggi espressivi/Illustrazione;F;1
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura - Ind. Nuovi linguaggi espressivi/Metodologie della Pittura;M;3
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura - Ind. Nuovi linguaggi espressivi/Metodologie della Pittura;F;5
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti Visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL03;Scultura - Ind. Nuovi linguaggi espressivi/Scultura per l'arte pubblica e ambientale;M;3
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;2
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;5
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;3
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;6
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;12
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;11
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;3
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;2
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;;Progettazione e cura degli allestimenti artistici;F;3
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Progettazione plastica per la Scenografia Teatrale;M;4
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Progettazione plastica per la Scenografia Teatrale;F;4
2019;Accademia di Belle Arti;Area Artistica;;FIRENZE;7243;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;4
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Arredo urbano;M;2
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Arredo urbano;F;4
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;1
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;4
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;3
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;1
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Product e Space Design;M;2
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Product e Space Design;F;1
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;M;4
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;F;1
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Moda e Costume;M;1
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Moda e Costume;F;4
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;2
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;1
2019;Accademia di Belle Arti;Area Artistica;;FOGGIA;7245;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;1
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;3
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica d'Arte;M;1
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fashion Design;F;1
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design;F;5
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;Media Art;M;1
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;Media Art;F;2
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia;F;2
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;3
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;F;2
2019;Accademia di Belle Arti;Area Artistica;;FROSINONE;7310;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Media Art;F;2
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;M;1
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;2
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte e Progettazione;M;1
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica d'Arte e Progettazione;F;1
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;1
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;1
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;1
2019;Accademia di Belle Arti;Area Artistica;;L'AQUILA;7237;ABRUZZO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;2
2019;Accademia di Belle Arti;Area Artistica;;LECCE;7321;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;M;2
2019;Accademia di Belle Arti;Area Artistica;;LECCE;7321;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;Decorazione;F;2
2019;Accademia di Belle Arti;Area Artistica;;LECCE;7321;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura;F;2
2019;Accademia di Belle Arti;Area Artistica;;LECCE;7321;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;1
2019;Accademia di Belle Arti;Area Artistica;;LECCE;7321;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;4
2019;Accademia di Belle Arti;Area Artistica;;LECCE;7321;PUGLIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;3
2019;Accademia di Belle Arti;Area Artistica;;LECCE;7321;PUGLIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;2
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Illustrazione per l'Editoria;M;1
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;Grafica - Ind. Illustrazione per l'Editoria;F;2
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura - Ind. Arti visive contemporanee;M;4
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;Pittura - Ind. Arti visive contemporanee;F;1
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione del contemporaneo;M;2
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione del contemporaneo;F;7
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;2
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;1
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fashion Design per l'Impresa;F;3
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Fotografia per la Comunicazione Pubblicitaria e Moda;M;1
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design - Ind. Comunicazione visiva;M;3
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Graphic Design - Ind. Comunicazione visiva;F;9
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;Scenografia - Ind. Scenografia per lo spettacolo;F;3
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Arte del Fumetto e dell'Illustrazione;M;1
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Arte del Fumetto e dell'Illustrazione;F;3
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Comunicazione visiva multimediale;F;1
2019;Accademia di Belle Arti;Area Artistica;;MACERATA;7297;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;M;3
