Title: ,"School year in Europe: Recommended compulsory instruction time and holidays, 2024/2025",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,:,not available
LV,,2024/2025,ISCED 1,Total IT,3496.111111111111,,,-
LV,,2024/2025,ISCED 24,Total IT,2334.2222222222226,,,-
LV,,2024/2025,ISCED 1_24,Total IT,5830.333333333334,,,-
ME,,2024/2025,ISCED 1,Total IT,2682,,,-
ME,,2024/2025,ISCED 24,Total IT,2697.75,,,-
ME,,2024/2025,ISCED 1_24,Total IT,5379.75,,,-
MK,,2024/2025,ISCED 1,Total IT,,,(:),-
MK,,2024/2025,ISCED 24,Total IT,,,(:),-
MK,,2024/2025,ISCED 1_24,Total IT,,,(:),-
MT,,2024/2025,ISCED 1,Total IT,4700.500000000001,,,-
MT,,2024/2025,ISCED 24,Total IT,2329.5,,,-
MT,,2024/2025,ISCED 1_24,Total IT,7030.000000000001,,,-
NL,VWO,2024/2025,ISCED 1,Total IT,5640,,,-
NL,VWO,2024/2025,ISCED 24,Total IT,3000,,,-
NL,VWO,2024/2025,ISCED 1_24,Total IT,8640,,,-
NL,HAVO,2024/2025,ISCED 1,Total IT,5640,,,-
NL,HAVO,2024/2025,ISCED 24,Total IT,3000,,,-
NL,HAVO,2024/2025,ISCED 1_24,Total IT,8640,,,-
NL,VMBO,2024/2025,ISCED 1,Total IT,5640,,,-
NL,VMBO,2024/2025,ISCED 24,Total IT,3700,,,-
NL,VMBO,2024/2025,ISCED 1_24,Total IT,9340,,,-
NO,,2024/2025,ISCED 1,Total IT,5272,,,-
NO,,2024/2025,ISCED 24,Total IT,2622,,,-
NO,,2024/2025,ISCED 1_24,Total IT,7894,,,-
PL,,2024/2025,ISCED 1,Total IT,2255.4,,,-
PL,,2024/2025,ISCED 24,Total IT,3049.05,,,-
PL,,2024/2025,ISCED 1_24,Total IT,5304.450000000001,,,-
PT,,2024/2025,ISCED 1,Total IT,5244.780000000001,,,-
PT,,2024/2025,ISCED 24,Total IT,2455,,,-
PT,,2024/2025,ISCED 1_24,Total IT,7699.780000000001,,,-
RO,,2024/2025,ISCED 1,Total IT,2700,,,-
RO,,2024/2025,ISCED 24,Total IT,3335,,,-
RO,,2024/2025,ISCED 1_24,Total IT,6035,,,-
RS,,2024/2025,ISCED 1,Total IT,2457,,,-
RS,,2024/2025,ISCED 24,Total IT,3406.5,,,-
RS,,2024/2025,ISCED 1_24,Total IT,5863.5,,,-
SE,,2024/2025,ISCED 1,Total IT,4256,,,-
SE,,2024/2025,ISCED 24,Total IT,2634,,,-
SE,,2024/2025,ISCED 1_24,Total IT,6890,,,-
SI,,2024/2025,ISCED 1,Total IT,4143.75,,,-
SI,,2024/2025,ISCED 24,Total IT,2297.645,,,-
SI,,2024/2025,ISCED 1_24,Total IT,6441.395,,,-
SK,,2024/2025,ISCED 1,Total IT,2721.6000000000004,,,-
SK,,2024/2025,ISCED 24,Total IT,4139.1,,,-
SK,,2024/2025,ISCED 1_24,Total IT,6860.700000000001,,,-
TR,AHS,2024/2025,ISCED 1,Total IT,2880,,,-
TR,AHS,2024/2025,ISCED 24,Total IT,3360,,,-
TR,AHS,2024/2025,ISCED 1_24,Total IT,6240,,,-
TR,IPLSS,2024/2025,ISCED 1,Total IT,2880,,,-
TR,IPLSS,2024/2025,ISCED 24,Total IT,3360,,,-
TR,IPLSS,2024/2025,ISCED 1_24,Total IT,6240,,,-
AL,,2024/2025,ISCED 1,Language 1,840,0.28699551569506726,,-
AL,,2024/2025,ISCED 24,Language 1,525,0.1694915254237288,,-
AL,,2024/2025,ISCED 1_24,Language 1,1365,0.22657952069716775,,-
AT,AHS,2024/2025,ISCED 1,Language 1,840,0.2978723404255319,,-
AT,AHS,2024/2025,ISCED 24,Language 1,480,0.12903225806451613,,-
AT,AHS,2024/2025,ISCED 1_24,Language 1,1320,0.2018348623853211,,-
AT,MS,2024/2025,ISCED 1,Language 1,840,0.2978723404255319,,-
AT,MS,2024/2025,ISCED 24,Language 1,480,0.12903225806451613,,-
AT,MS,2024/2025,ISCED 1_24,Language 1,1320,0.2018348623853211,,-
BA,,2024/2025,ISCED 1,Language 1,675,0.25,<-,"For grade 1 (ISCED 1), reading, writing and literature encompasses the instruction time for mathematics."
BA,,2024/2025,ISCED 24,Language 1,453,0.15062344139650874,,-
BA,,2024/2025,ISCED 1_24,Language 1,1128,0.19763469119579502,<-,"For grade 1 (ISCED 1), reading, writing and literature encompasses the instruction time for mathematics."
BE_de,,2024/2025,ISCED 1,Language 1,910.0000000000002,0.1785714285714286,,-
BE_de,,2024/2025,ISCED 24,Language 1,242.66666666666666,0.14285714285714288,,-
BE_de,,2024/2025,ISCED 1_24,Language 1,1152.666666666667,0.1696428571428572,,-
BE_fr,,2024/2025,ISCED 1,Language 1,1062,0.21428571428571427,+ flexibility,"In grade 6 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility; thus, the instruction time for this grade is not included."
BE_fr,,2024/2025,ISCED 24,Language 1,324.5,0.18333333333333332,,-
BE_fr,,2024/2025,ISCED 1_24,Language 1,1386.5,0.20614035087719298,+ flexibility,"In grade 6 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility; thus, the instruction time for this grade is not included."
BE_nl,,2024/2025,ISCED 1,Language 1,0,0,flexibility,-
BE_nl,,2024/2025,ISCED 24,Language 1,0,0,flexibility,-
BE_nl,,2024/2025,ISCED 1_24,Language 1,0,0,flexibility,-
BG,,2024/2025,ISCED 1,Language 1,569.3399999999999,0.28073687636216604,,-
BG,,2024/2025,ISCED 24,Language 1,369.34000000000003,0.16646684995718217,,-
BG,,2024/2025,ISCED 1_24,Language 1,938.68,0.22103647049958558,,-
CH,,2024/2025,ISCED 1,Language 1,0,0,flexibility,-
CH,,2024/2025,ISCED 24,Language 1,0,0,flexibility,-
CH,,2024/2025,ISCED 1_24,Language 1,0,0,flexibility,-
CY,,2024/2025,ISCED 1,Language 1,1405.3333333333333,0.29523809523809524,,-
CY,,2024/2025,ISCED 24,Language 1,353.91999999999996,0.14035087719298242,,-
CY,,2024/2025,ISCED 1_24,Language 1,1759.253333333333,0.24159992382710213,,-
CZ,,2024/2025,ISCED 1,Language 1,935.55,0.2796610169491526,,-
CZ,,2024/2025,ISCED 24,Language 1,425.25,0.12295081967213113,,-
CZ,,2024/2025,ISCED 1_24,Language 1,1360.8,0.19999999999999998,,-
DE,,2024/2025,ISCED 1,Language 1,792.1393442948574,0.2730888981231026,,-
DE,,2024/2025,ISCED 24,Language 1,604.6892735688293,0.13642789342101175,,-
DE,,2024/2025,ISCED 1_24,Language 1,1396.8286178636868,0.19048621837041418,,-
DK,,2024/2025,ISCED 1,Language 1,1530,0.21857142857142858,+ flexibility,"For grade 1 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility; thus, the instruction time for this grade is not included."
DK,,2024/2025,ISCED 24,Language 1,630,0.175,,-
DK,,2024/2025,ISCED 1_24,Language 1,2160,0.2037735849056604,+ flexibility,"For grade 1 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility; thus, the instruction time for this grade is not included."
EE,,2024/2025,ISCED 1,Language 1,892.5,0.2251655629139073,,-
EE,,2024/2025,ISCED 24,Language 1,315,0.1276595744680851,,-
EE,,2024/2025,ISCED 1_24,Language 1,1207.5,0.18775510204081633,,-
EL,,2024/2025,ISCED 1,Language 1,1149.2,0.2666666666666666,,-
EL,,2024/2025,ISCED 24,Language 1,593.3689839572193,0.250015021330289,,-
EL,,2024/2025,ISCED 1_24,Language 1,1742.5689839572192,0.26075302151640556,,-
ES,,2024/2025,ISCED 1,Language 1,1076.5077017739934,0.22746989901049697,,"The reading, writing, and literature category encompasses instruction time for the co-official language in the autonomous communities where applicable (typically approximately 10%)."
ES,,2024/2025,ISCED 24,Language 1,484.84830746569077,0.1535483804554724,,"The reading, writing, and literature category encompasses instruction time for the co-official language in the autonomous communities where applicable (typically approximately 10%)."
ES,,2024/2025,ISCED 1_24,Language 1,1561.3560092396842,0.19788663743887266,,"The reading, writing, and literature category encompasses instruction time for the co-official language in the autonomous communities where applicable (typically approximately 10%)."
FI,,2024/2025,ISCED 1,Language 1,912,0.2302158273381295,,-
FI,,2024/2025,ISCED 24,Language 1,285,0.11627906976744186,,-
FI,,2024/2025,ISCED 1_24,Language 1,1197,0.18666666666666668,,-
FR,,2024/2025,ISCED 1,Language 1,1656,0.38333333333333336,,-
FR,,2024/2025,ISCED 24,Language 1,630,0.16195372750642673,,-
FR,,2024/2025,ISCED 1_24,Language 1,2286,0.2784409257003654,,-
HR,,2024/2025,ISCED 1,Language 1,525,0.2777777777777778,,-
HR,,2024/2025,ISCED 24,Language 1,472.5,0.1782178217821782,,-
HR,,2024/2025,ISCED 1_24,Language 1,997.5,0.21965317919075145,,-
HU,,2024/2025,ISCED 1,Language 1,658.8,0.24742268041237112,,-
HU,,2024/2025,ISCED 24,Language 1,384.30000000000007,0.12068965517241378,,-
HU,,2024/2025,ISCED 1_24,Language 1,1043.1,0.17840375586854457,,-
IE,,2024/2025,ISCED 1,Language 1,1083,0.2,see notes,"English is considered Language 1, and Irish is Language 2 in English medium schools, and the other way round in Irish medium schools. Practically, schools allocate more instruction time to reading, writing, and literature than they have discretion to distribute across compulsory subjects."
IE,,2024/2025,ISCED 24,Language 1,239.99999999999997,0.08664259927797835,see notes,"English is considered Language 1, and Irish is Language 2 in English medium schools, and the other way round in Irish medium schools. Practically, schools allocate more instruction time to reading, writing, and literature than they have discretion to distribute across compulsory subjects."
IE,,2024/2025,ISCED 1_24,Language 1,1323,0.16163714111178987,see notes,"English is considered Language 1, and Irish is Language 2 in English medium schools, and the other way round in Irish medium schools. Practically, schools allocate more instruction time to reading, writing, and literature than they have discretion to distribute across compulsory subjects."
IS,,2024/2025,ISCED 1,Language 1,1020,0.2,,-
IS,,2024/2025,ISCED 24,Language 1,357,0.14189189189189189,,-
IS,,2024/2025,ISCED 1_24,Language 1,1377,0.18080357142857142,,-
IT,,2024/2025,ISCED 1,Language 1,0,0,flexibility,-
IT,,2024/2025,ISCED 24,Language 1,990,0.3333333333333333,<-,"In grades 6–8 (ISCED 24), the instruction time for social sciences is included in the time for reading, writing and literature."
IT,,2024/2025,ISCED 1_24,Language 1,990,0.13100436681222707,<-,"At ISCED 1,  reading, writing and literature is a compulsory subject with time flexibility. In grades 6–8 (ISCED 24), the instruction time for social sciences is included in the time for reading, writing and literature."
LI,Gymnasium,2024/2025,ISCED 1,Language 1,709.8,0.18840579710144928,,-
LI,Gymnasium,2024/2025,ISCED 24,Language 1,354.9,0.125,,-
LI,Gymnasium,2024/2025,ISCED 1_24,Language 1,1064.6999999999998,0.16115702479338842,,-
LI,Realschule,2024/2025,ISCED 1,Language 1,709.8,0.18840579710144928,,-
LI,Realschule,2024/2025,ISCED 24,Language 1,491.4,0.13235294117647062,,-
LI,Realschule,2024/2025,ISCED 1_24,Language 1,1201.1999999999998,0.16058394160583941,,-
LI,Oberschule,2024/2025,ISCED 1,Language 1,709.8,0.18840579710144928,,-
LI,Oberschule,2024/2025,ISCED 24,Language 1,546,0.1470588235294118,,-
LI,Oberschule,2024/2025,ISCED 1_24,Language 1,1255.8,0.16788321167883213,,-
LT,,2024/2025,ISCED 1,Language 1,761.25,0.28431372549019607,,-
LT,,2024/2025,ISCED 24,Language 1,804.75,0.1566537703482006,,-
LT,,2024/2025,ISCED 1_24,Language 1,1566,0.20039349296991218,,-
LU,classic,2024/2025,ISCED 1,Language 1,1600.5,0.28869047619047616,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,classic,2024/2025,ISCED 24,Language 1,295.75,0.11666666666666667,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,classic,2024/2025,ISCED 1_24,Language 1,1896.25,0.2347134546354747,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,general_orientation,2024/2025,ISCED 1,Language 1,1600.5,0.28869047619047616,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,general_orientation,2024/2025,ISCED 24,Language 1,295.75,0.11666666666666667,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,general_orientation,2024/2025,ISCED 1_24,Language 1,1896.25,0.2347134546354747,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,general_preparation,2024/2025,ISCED 1,Language 1,1600.5,0.28869047619047616,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,general_preparation,2024/2025,ISCED 24,Language 1,338,0.13333333333333336,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LU,general_preparation,2024/2025,ISCED 1_24,Language 1,1938.5,0.23994306226018072,see notes,"Luxembourg has 3 official languages: German, Luxembourgish and French. At ISCED 1, Language 1 covers instruction time for German and Luxembourgish, and Language 2 corresponds to French. At ISCED 24, German is the language of instruction, French is Language 2, and English is Language 3."
LV,,2024/2025,ISCED 1,Language 1,812,0.23225806451612904,,-
LV,,2024/2025,ISCED 24,Language 1,346.66666666666663,0.14851485148514848,,-
LV,,2024/2025,ISCED 1_24,Language 1,1158.6666666666665,0.19873077582756843,,-
ME,,2024/2025,ISCED 1,Language 1,637.5,0.2376957494407159,,-
ME,,2024/2025,ISCED 24,Language 1,399,0.1479010286349736,,-
ME,,2024/2025,ISCED 1_24,Language 1,1036.5,0.19266694549003208,,-
MK,,2024/2025,ISCED 1,Language 1,,,(:),-
MK,,2024/2025,ISCED 24,Language 1,,,(:),-
MK,,2024/2025,ISCED 1_24,Language 1,,,(:),-
MT,,2024/2025,ISCED 1,Language 1,1410.15,0.3,<-,"Reading, writing and literature includes the instruction time for language 2 (ISCED 1)."
MT,,2024/2025,ISCED 24,Language 1,698.8499999999999,0.29999999999999993,<-,"Reading, writing and literature includes the instruction time for language 2 (ISCED 24)."
MT,,2024/2025,ISCED 1_24,Language 1,2109,0.3,<-,"Reading, writing and literature includes the instruction time for language 2 (ISCED 1-24)."
NL,VWO,2024/2025,ISCED 1,Language 1,0,0,flexibility,-
NL,VWO,2024/2025,ISCED 24,Language 1,0,0,flexibility,-
NL,VWO,2024/2025,ISCED 1_24,Language 1,0,0,flexibility,-
NL,HAVO,2024/2025,ISCED 1,Language 1,0,0,flexibility,-
NL,HAVO,2024/2025,ISCED 24,Language 1,0,0,flexibility,-
NL,HAVO,2024/2025,ISCED 1_24,Language 1,0,0,flexibility,-
NL,VMBO,2024/2025,ISCED 1,Language 1,0,0,flexibility,-
NL,VMBO,2024/2025,ISCED 24,Language 1,0,0,flexibility,-
NL,VMBO,2024/2025,ISCED 1_24,Language 1,0,0,flexibility,-
NO,,2024/2025,ISCED 1,Language 1,1372,0.26024279210925644,,-
NO,,2024/2025,ISCED 24,Language 1,398,0.15179252479023647,,-
NO,,2024/2025,ISCED 1_24,Language 1,1770,0.22422092728654675,,-
PL,,2024/2025,ISCED 1,Language 1,134.25,0.05952380952380952,+ flexibility,"In grades 1ꟷ3 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility.  Instruction time for this subject area only concerns the last grade of ISCED 1 (grade 4)."
PL,,2024/2025,ISCED 24,Language 1,537,0.17612043095390367,,-
PL,,2024/2025,ISCED 1_24,Language 1,671.25,0.12654469360631165,+ flexibility,"In grades 1ꟷ3 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility.  Instruction time for this subject area only concerns the last grade of ISCED 1 (grade 4)."
PT,,2024/2025,ISCED 1,Language 1,991.1999999999999,0.18898790797707432,+ flexibility,"In grades 5 and 6 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility and the instruction time for these grades is therefore not included."
PT,,2024/2025,ISCED 24,Language 1,327.00600000000003,0.1332,,-
PT,,2024/2025,ISCED 1_24,Language 1,1318.206,0.17120047585775175,+ flexibility,"In grades 5 and 6 (ISCED 1), reading, writing and literature is a compulsory subject area with time flexibility and the instruction time for these grades is therefore not included."
RO,,2024/2025,ISCED 1,Language 1,756,0.28,,-
RO,,2024/2025,ISCED 24,Language 1,476.6666666666667,0.14292853573213393,,-
RO,,2024/2025,ISCED 1_24,Language 1,1232.6666666666667,0.20425296879315108,,-
RS,,2024/2025,ISCED 1,Language 1,540,0.21978021978021978,,-
RS,,2024/2025,ISCED 24,Language 1,453,0.1329810656098635,,-
RS,,2024/2025,ISCED 1_24,Language 1,993,0.16935277564594525,,-
SE,,2024/2025,ISCED 1,Language 1,1200,0.2819548872180451,,-
SE,,2024/2025,ISCED 24,Language 1,290,0.11009870918754745,,-
SE,,2024/2025,ISCED 1_24,Language 1,1490,0.216255442670537,,-
SI,,2024/2025,ISCED 1,Language 1,918.75,0.22171945701357465,,-
SI,,2024/2025,ISCED 24,Language 1,304.875,0.13269021106393722,,-
SI,,2024/2025,ISCED 1_24,Language 1,1223.625,0.18996273322781787,,-
SK,,2024/2025,ISCED 1,Language 1,878.8499999999999,0.3229166666666666,,-
SK,,2024/2025,ISCED 24,Language 1,680.4,0.1643835616438356,,-
SK,,2024/2025,ISCED 1_24,Language 1,1559.25,0.22727272727272724,,-
TR,AHS,2024/2025,ISCED 1,Language 1,864,0.3,,-
TR,AHS,2024/2025,ISCED 24,Language 1,528,0.15714285714285714,,-
TR,AHS,2024/2025,ISCED 1_24,Language 1,1392,0.2230769230769231,,-
TR,IPLSS,2024/2025,ISCED 1,Language 1,864,0.3,,-
TR,IPLSS,2024/2025,ISCED 24,Language 1,528,0.15714285714285714,,-
TR,IPLSS,2024/2025,ISCED 1_24,Language 1,1392,0.2230769230769231,,-
AL,,2024/2025,ISCED 1,Mathematics,525,0.17937219730941703,,-
AL,,2024/2025,ISCED 24,Mathematics,420,0.13559322033898305,,-
AL,,2024/2025,ISCED 1_24,Mathematics,945,0.1568627450980392,,-
AT,AHS,2024/2025,ISCED 1,Mathematics,480,0.1702127659574468,,-
AT,AHS,2024/2025,ISCED 24,Mathematics,420,0.11290322580645161,,-
AT,AHS,2024/2025,ISCED 1_24,Mathematics,900,0.13761467889908258,,-
AT,MS,2024/2025,ISCED 1,Mathematics,480,0.1702127659574468,,-
AT,MS,2024/2025,ISCED 24,Mathematics,450,0.12096774193548387,,-
AT,MS,2024/2025,ISCED 1_24,Mathematics,930,0.14220183486238533,,-
BA,,2024/2025,ISCED 1,Mathematics,540,0.2,->,"For grade 1 (ISCED 1), instruction time for mathematics is included in reading, writing and literature."
BA,,2024/2025,ISCED 24,Mathematics,426,0.14164588528678304,,-
BA,,2024/2025,ISCED 1_24,Mathematics,966,0.16925098554533508,->,"For grade 1 (ISCED 1), instruction time for mathematics is included in reading, writing and literature."
BE_de,,2024/2025,ISCED 1,Mathematics,0,0,flexibility,-
BE_de,,2024/2025,ISCED 24,Mathematics,0,0,flexibility,-
BE_de,,2024/2025,ISCED 1_24,Mathematics,0,0,flexibility,-
BE_fr,,2024/2025,ISCED 1,Mathematics,885,0.17857142857142858,+ flexibility,"In grade 6 (ISCED 1) mathematics is a compulsory subject area with time flexibility; thus, the instruction time for this grade is not included."
BE_fr,,2024/2025,ISCED 24,Mathematics,265.5,0.15,,-
BE_fr,,2024/2025,ISCED 1_24,Mathematics,1150.5,0.17105263157894737,+ flexibility,"In grade 6 (ISCED 1) mathematics is a compulsory subject area with time flexibility; thus, the instruction time for this grade is not included."
BE_nl,,2024/2025,ISCED 1,Mathematics,0,0,flexibility,-
BE_nl,,2024/2025,ISCED 24,Mathematics,0,0,flexibility,-
BE_nl,,2024/2025,ISCED 1_24,Mathematics,0,0,flexibility,-
BG,,2024/2025,ISCED 1,Mathematics,305.34000000000003,0.15056064535852706,,-
BG,,2024/2025,ISCED 24,Mathematics,346.65999999999997,0.15624464776671024,,-
BG,,2024/2025,ISCED 1_24,Mathematics,652,0.15353025393715622,,-
CH,,2024/2025,ISCED 1,Mathematics,0,0,flexibility,-
CH,,2024/2025,ISCED 24,Mathematics,0,0,flexibility,-
CH,,2024/2025,ISCED 1_24,Mathematics,0,0,flexibility,-
CY,,2024/2025,ISCED 1,Mathematics,906.6666666666666,0.19047619047619047,,-
