Indicator 4,Allowances per type and by ISCED level,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Teachers,2020/2021,ISCED 02,Family status,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2020/2021,ISCED 1,Family status,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2020/2021,ISCED 24,Family status,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2020/2021,ISCED 34,Family status,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Management tasks,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 1,Management tasks,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 24,Management tasks,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 34,Management tasks,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 02,Additional classes/hours,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 1,Additional classes/hours,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 24,Additional classes/hours,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 34,Additional classes/hours,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Student counselling,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Information not available,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 1,Student counselling,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 24,Student counselling,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 34,Student counselling,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 1,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 24,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 34,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Special tasks,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Information not available,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 1,Special tasks,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 24,Special tasks,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 34,Special tasks,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Class/Form teacher,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Not applicable at this ISCED level,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Information not available,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Not applicable at this ISCED level,Not applicable at this ISCED level,Not applicable at this ISCED level
Teachers,2021/2022,ISCED 1,Class/Form teacher,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Not applicable at this ISCED level
Teachers,2021/2022,ISCED 24,Class/Form teacher,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 34,Class/Form teacher,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 1,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 24,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 34,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 02,Further qualifications,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Non existing allowance,Information not available,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 1,Further qualifications,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 24,Further qualifications,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 34,Further qualifications,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Teachers,2021/2022,ISCED 02,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 1,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 24,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 34,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Teachers,2021/2022,ISCED 02,Performance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Existing allowance
