Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
A2,2,ISCED 1,177,5,50,236,177,29.5,59,29.5,a,a,a,59,59,59,29.5,29.5,a,59,a,a,a,826,a,35.4,0.8333333333333334
A3,3,ISCED 1,177,5,50,206.5,177,29.5,59,59,a,a,a,59,59,59,29.5,29.5,a,59,a,a,a,826,a,35.4,0.8333333333333334
A4,4,ISCED 1,177,5,50,206.5,177,29.5,59,59,a,a,a,59,59,59,29.5,29.5,a,59,a,a,a,826,a,35.4,0.8333333333333334
A5,5,ISCED 1,177,5,50,177,177,29.5,59,59,a,a,a,88.5,59,59,29.5,29.5,a,59,a,a,a,826,a,35.4,0.8333333333333334
A6,6,ISCED 1,177,5,50,xc:20,xc:20,xc:20,xc:20,59,a,a,a,59,xc:20,59,a,xc:20,a,a,649,a,a,826,a,35.4,0.8333333333333334
A7,7,ISCED 24,177,5,50,177,118,88.5,118,118,a,a,a,88.5,29.5,59,xc:22,29.5,xc:22,a,a,xc:22,59,885,a,35.4,0.8333333333333334
A8,8,ISCED 24,177,5,50,147.5,147.5,88.5,118,118,a,a,a,88.5,29.5,59,xc:22,29.5,xc:22,a,a,xc:22,59,885,a,35.4,0.8333333333333334
A9,9,ISCED 34,177,5,50,147.5,147.5,88.5,88.5,118,xc:22,a,a,59,a,59,xc:22,xc:22,a,a,a,xc:22,118,826,a,35.4,0.8333333333333334
A10,10,ISCED 34,177,5,50,147.5,147.5,88.5,88.5,118,xc:22,a,a,59,a,59,xc:22,xc:22,a,a,a,xc:22,118,826,a,35.4,0.8333333333333334
A11,11,ISCED 34,177,5,50,118,59,88.5,88.5,118,xc:22,xc:22,a,59,a,59,xc:22,xc:22,a,a,a,xc:22,236,826,a,35.4,0.8333333333333334
A12,12,ISCED 34,177,5,50,118,59,88.5,88.5,118,xc:22,xc:22,a,59,a,59,xc:22,xc:22,a,a,a,xc:22,236,826,a,35.4,0.8333333333333334
A13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
,(*) as a compulsory subject,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,Minimum Instruction Time: Sub-total Compulsory I,10030,,,
A14,6,Primary (ISCED 1),,,,1062,885,147.5,295,295,,,,383.5,295,354,147.5,147.5,,295,649,,,4956,,35.4,0.8333333333333334
A15,2,Compulsory lower secondary (ISCED 24),,,,324.5,265.5,177,236,236,,,,177,59,118,,59,,,,,118,1770,,35.4,0.8333333333333334
A16,4,Compulsory upper secondary (ISCED 34),,,,531,413,354,354,472,,,,236,0,236,,0,,,,,708,3304,,35.4,0.8333333333333334
Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,,, ,,,,
,,,,,,,,,,,,,,,,,,,,,, ,,,,,
,Group of,,Dura-,from,to,,,,,,,,,,,,,,,,,,,Total,,,
,grades,,tion,grade,grade,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,0,
F1,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F2,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F3,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F4,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F5,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F6,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F7,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F8,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F9,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F10,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F11,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F12,0,,,0,0,,,,,,,,,,,,,,,,,,,0,,,
,Number of years,Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,Vertical Flexibility: Sub-total Compulsory II,0,,,
F13,6,Primary (ISCED 1),,,,,,,,,,,,,,,,,,,,,,0,,,
F14,2,Compulsory lower secondary (ISCED 24),,,,,,,,,,,,,,,,,,,,,,0,,,
F15,4,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,0,,,
Total Instruction time,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Total Instruction time,,,,,,,,,,,,,,,,,,,,,Instruction Time: Total Compulsory,10030,,,
T1,6,Primary (ISCED 1),,,,1062,885,147.5,295,295,,,,383.5,295,354,147.5,147.5,,295,649,,,4956,,,
T2,2,Compulsory lower secondary (ISCED 24),,,,324.5,265.5,177,236,236,,,,177,59,118,,59,,,,,118,1770,,,
T3,4,Compulsory upper secondary (ISCED 34),,,,531,413,354,354,472,,,,236,,236,,,,,,,708,3304,,,
Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in primary education (ISCED 1),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in lower secondary education (ISCED 24),,,,,,,,,,,0.8607,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in upper secondary education (ISCED 34),,,,,,,,,,,0.8636,,,,,,,,,,,,,,,
