school_type,academic_year,codice_istituto,rows,avg_score,min_score,low_score_rows,weak_score_rows,proxy_rows,keyword_hits,proxy_rate,school_proxy_flag
paritaria,2015/16,TO1M055005,4,6.75,6,0,0,2,2,0.5,True
paritaria,2015/16,TOPL03500P,4,3.25,2,1,2,2,1,0.5,True
paritaria,2015/16,TOPS07500A,4,5.25,4,0,0,2,2,0.5,True
paritaria,2015/16,TOPS09500G,4,5.25,4,0,0,2,4,0.5,True
paritaria,2015/16,TOPS275004,4,4.5,4,0,0,2,2,0.5,True
paritaria,2015/16,TOTF01500R,4,5.5,5,0,0,2,4,0.5,True
paritaria,2015/16,TS1E007005,4,5.75,4,0,0,2,2,0.5,True
paritaria,2015/16,TV1EDQ500C,4,6.75,6,0,0,2,2,0.5,True
paritaria,2015/16,TVPC01500X,4,4.25,2,1,1,2,1,0.5,True
paritaria,2015/16,TVPC48500H,4,4.25,2,1,1,2,2,0.5,True
paritaria,2015/16,UDPC00500N,4,6.0,5,0,0,2,3,0.5,True
paritaria,2015/16,VA1M01400R,4,5.5,4,0,0,2,3,0.5,True
paritaria,2015/16,VATL04500P,4,4.0,2,1,1,2,1,0.5,True
paritaria,2015/16,VE1E00200Q,4,5.25,5,0,0,2,2,0.5,True
paritaria,2015/16,VEPS015003,4,3.5,2,1,1,2,3,0.5,True
paritaria,2015/16,VEPS04500V,4,4.0,2,1,1,2,1,0.5,True
paritaria,2015/16,VI1M00700B,4,6.5,6,0,0,2,4,0.5,True
paritaria,2015/16,AGPSFG5009,3,4.666666666666667,1,1,1,1,0,0.3333333333333333,True
paritaria,2015/16,BA1E01700D,3,5.0,3,0,1,1,1,0.3333333333333333,True
paritaria,2015/16,BA1E018009,3,4.666666666666667,2,1,1,1,0,0.3333333333333333,True
paritaria,2015/16,CAPS8T5007,3,5.0,3,0,1,1,1,0.3333333333333333,True
paritaria,2015/16,NA1E17500G,3,4.0,3,0,1,1,1,0.3333333333333333,True
paritaria,2015/16,PO1E00900G,3,5.0,4,0,0,1,1,0.3333333333333333,True
paritaria,2015/16,UD1E00300X,3,6.0,6,0,0,1,1,0.3333333333333333,True
paritaria,2015/16,AGTD12500E,4,4.5,4,0,0,1,1,0.25,True
paritaria,2015/16,AL1M00200Q,4,4.5,4,0,0,1,2,0.25,True
paritaria,2015/16,AL1M00800P,4,4.75,3,0,1,1,1,0.25,True
paritaria,2015/16,ALPS005007,4,6.5,5,0,0,1,3,0.25,True
paritaria,2015/16,ALRH01500G,4,4.0,3,0,1,1,1,0.25,True
paritaria,2015/16,AN1E002005,4,5.75,4,0,0,1,1,0.25,True
paritaria,2015/16,AP1M001005,4,6.25,5,0,0,1,3,0.25,True
paritaria,2015/16,AP1MUM500N,4,5.0,3,0,1,1,3,0.25,True
paritaria,2015/16,APPQ045004,4,3.25,1,1,2,1,0,0.25,True
paritaria,2015/16,AQ1E00100E,4,5.0,2,1,1,1,0,0.25,True
paritaria,2015/16,AQ1E003006,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,AQ1E00500T,4,5.5,4,0,0,1,3,0.25,True
paritaria,2015/16,AQ1E00700D,4,5.25,5,0,0,1,1,0.25,True
paritaria,2015/16,AR1M002006,4,3.75,2,1,2,1,0,0.25,True
paritaria,2015/16,ARPM015009,4,4.0,2,1,1,1,0,0.25,True
paritaria,2015/16,ARPS865008,4,3.25,2,1,2,1,0,0.25,True
paritaria,2015/16,AT1E00200G,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,ATPL025008,4,5.25,4,0,0,1,3,0.25,True
paritaria,2015/16,AV1E008005,4,4.75,4,0,0,1,1,0.25,True
paritaria,2015/16,AV1E010005,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,BA1E00100X,4,4.25,3,0,1,1,3,0.25,True
paritaria,2015/16,BA1E00200Q,4,7.0,7,0,0,1,1,0.25,True
paritaria,2015/16,BA1E026008,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,BAPC02500E,4,5.0,5,0,0,1,2,0.25,True
paritaria,2015/16,BAPLS4500L,4,5.5,4,0,0,1,1,0.25,True
paritaria,2015/16,BAPS035008,4,3.75,1,1,2,1,0,0.25,True
paritaria,2015/16,BG1E005008,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,BG1E00900G,4,5.0,3,0,1,1,1,0.25,True
paritaria,2015/16,BG1E014003,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,BG1E01500V,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,BG1M002002,4,5.25,4,0,0,1,3,0.25,True
paritaria,2015/16,BG1M00900R,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,BG1M014008,4,5.5,5,0,0,1,2,0.25,True
paritaria,2015/16,BG1M01600X,4,5.25,4,0,0,1,3,0.25,True
paritaria,2015/16,BG1M022007,4,5.5,4,0,0,1,1,0.25,True
paritaria,2015/16,BG1M023003,4,6.0,5,0,0,1,3,0.25,True
paritaria,2015/16,BGPL04500P,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,BGPM03500A,4,6.0,6,0,0,1,1,0.25,True
paritaria,2015/16,BGPS02500P,4,5.25,4,0,0,1,3,0.25,True
paritaria,2015/16,BGPS12500G,4,6.25,6,0,0,1,1,0.25,True
paritaria,2015/16,BGPS505007,4,4.5,4,0,0,1,2,0.25,True
paritaria,2015/16,BGPSBT5004,4,5.0,4,0,0,1,1,0.25,True
paritaria,2015/16,BGSD01500E,4,4.5,2,1,1,1,0,0.25,True
paritaria,2015/16,BGTD105006,4,4.0,1,1,2,1,0,0.25,True
paritaria,2015/16,BLPMMN5000,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,BN1E001006,4,6.5,6,0,0,1,2,0.25,True
paritaria,2015/16,BO1M001004,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,BO1M00800V,4,5.0,5,0,0,1,1,0.25,True
paritaria,2015/16,BO1MZN5006,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,BOPC01500V,4,4.75,4,0,0,1,1,0.25,True
paritaria,2015/16,BOPL57500R,4,4.5,2,1,1,1,0,0.25,True
paritaria,2015/16,BOPS525001,4,6.25,6,0,0,1,1,0.25,True
paritaria,2015/16,BOPS80500A,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,BR1E001002,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,BS1E01300Q,4,6.0,6,0,0,1,2,0.25,True
paritaria,2015/16,BS1E02100P,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,BS1E025002,4,6.75,6,0,0,1,1,0.25,True
paritaria,2015/16,BS1M005002,4,5.75,4,0,0,1,3,0.25,True
paritaria,2015/16,BS1M00600T,4,5.75,5,0,0,1,3,0.25,True
paritaria,2015/16,BS1M012005,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,BS1M01500L,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,BS1M02300G,4,5.25,2,1,1,1,0,0.25,True
paritaria,2015/16,BS1M02400B,4,5.0,4,0,0,1,1,0.25,True
paritaria,2015/16,BSPC01500D,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,BSPL115008,4,4.75,3,0,1,1,3,0.25,True
paritaria,2015/16,BSPLS45007,4,5.0,4,0,0,1,1,0.25,True
paritaria,2015/16,BSPM57500D,4,4.0,2,1,1,1,0,0.25,True
paritaria,2015/16,BSPS6Z5004,4,4.5,3,0,1,1,1,0.25,True
paritaria,2015/16,BSPSB05000,4,5.0,3,0,1,1,1,0.25,True
paritaria,2015/16,BSPSTZ5004,4,5.5,4,0,0,1,1,0.25,True
paritaria,2015/16,BSRC02500Q,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,CA1E01100B,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,CA1E013003,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,CAPC005006,4,3.75,3,0,1,1,3,0.25,True
paritaria,2015/16,CAPQ00500E,4,4.75,4,0,0,1,1,0.25,True
paritaria,2015/16,CAPS02500E,4,3.5,3,0,3,1,1,0.25,True
paritaria,2015/16,CATD005005,4,4.0,2,1,1,1,0,0.25,True
paritaria,2015/16,CB1E00100B,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,CE1E00600A,4,5.25,3,0,1,1,2,0.25,True
paritaria,2015/16,CE1E010002,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,CE1E01200N,4,5.5,5,0,0,1,2,0.25,True
paritaria,2015/16,CE1E016001,4,5.25,5,0,0,1,2,0.25,True
paritaria,2015/16,CE1E028007,4,5.25,3,0,1,1,1,0.25,True
paritaria,2015/16,CE1E030007,4,5.0,5,0,0,1,1,0.25,True
paritaria,2015/16,CE1E031003,4,5.75,4,0,0,1,3,0.25,True
paritaria,2015/16,CE1E03300P,4,5.0,4,0,0,1,1,0.25,True
paritaria,2015/16,CE1E03500A,4,5.5,3,0,1,1,1,0.25,True
paritaria,2015/16,CE1E03800T,4,5.25,4,0,0,1,3,0.25,True
paritaria,2015/16,CE1E03900N,4,6.0,4,0,0,1,1,0.25,True
paritaria,2015/16,CE1E04100N,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,CE1E05000C,4,7.0,7,0,0,1,2,0.25,True
paritaria,2015/16,CE1E06300E,4,2.5,1,1,4,1,0,0.25,True
paritaria,2015/16,CE1E06700T,4,5.0,2,1,1,1,0,0.25,True
paritaria,2015/16,CE1E765001,4,3.75,1,1,1,1,0,0.25,True
paritaria,2015/16,CE1ECZ5004,4,4.5,2,1,1,1,0,0.25,True
paritaria,2015/16,CEPC02500T,4,4.25,2,1,1,1,0,0.25,True
paritaria,2015/16,CERHZ85003,4,4.5,3,0,1,1,1,0.25,True
paritaria,2015/16,CH1E00300G,4,5.5,4,0,0,1,2,0.25,True
paritaria,2015/16,CH1E00400B,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,CH1E005007,4,6.75,6,0,0,1,1,0.25,True
paritaria,2015/16,CN1M00400Q,4,6.0,6,0,0,1,1,0.25,True
paritaria,2015/16,CO1E012006,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,CO1M001001,4,5.0,4,0,0,1,2,0.25,True
paritaria,2015/16,CO1M00200R,4,5.25,5,0,0,1,1,0.25,True
paritaria,2015/16,CO1M013007,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,COPL08500X,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,CORA025003,4,6.0,6,0,0,1,1,0.25,True
paritaria,2015/16,COTN025007,4,4.25,3,0,1,1,1,0.25,True
paritaria,2015/16,CR1E00400A,4,5.0,3,0,1,1,2,0.25,True
paritaria,2015/16,CRPL01500R,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,CS1E00600D,4,5.25,1,1,1,1,0,0.25,True
paritaria,2015/16,CS1MUP500H,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,CSPM03500Q,4,5.5,4,0,0,1,3,0.25,True
paritaria,2015/16,CSPSDO500P,4,5.0,5,0,0,1,1,0.25,True
paritaria,2015/16,CSTD03500E,4,4.5,3,0,1,1,1,0.25,True
paritaria,2015/16,CSTDIB500Z,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,CT1E01800V,4,3.5,2,1,2,1,0,0.25,True
paritaria,2015/16,CT1E053006,4,6.75,6,0,0,1,1,0.25,True
paritaria,2015/16,CT1E05500T,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,CT1M01600C,4,6.0,6,0,0,1,1,0.25,True
paritaria,2015/16,CTPL01500B,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,CTPS125004,4,3.0,1,1,2,1,0,0.25,True
paritaria,2015/16,CTPSG9500N,4,4.75,3,0,1,1,3,0.25,True
paritaria,2015/16,CTTD08500P,4,5.0,5,0,0,1,1,0.25,True
paritaria,2015/16,CZPC00500G,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,FE1M00200P,4,4.75,4,0,0,1,3,0.25,True
paritaria,2015/16,FG1E010003,4,5.0,5,0,0,1,1,0.25,True
paritaria,2015/16,FG1E01100V,4,5.0,5,0,0,1,3,0.25,True
paritaria,2015/16,FG1E01400A,4,4.5,4,0,0,1,3,0.25,True
paritaria,2015/16,FI1E00200R,4,6.75,6,0,0,1,1,0.25,True
paritaria,2015/16,FI1E005008,4,4.0,2,1,2,1,0,0.25,True
paritaria,2015/16,FI1E021006,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,FI1E02400N,4,6.0,5,0,0,1,2,0.25,True
paritaria,2015/16,FI1E027005,4,5.25,5,0,0,1,1,0.25,True
paritaria,2015/16,FI1E028001,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,FI1E02900R,4,5.25,3,0,1,1,1,0.25,True
paritaria,2015/16,FI1E03200L,4,5.75,5,0,0,1,3,0.25,True
paritaria,2015/16,FI1E03300C,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,FI1E06100L,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,FI1E063008,4,4.5,1,1,1,1,0,0.25,True
paritaria,2015/16,FI1M001006,4,5.25,5,0,0,1,1,0.25,True
paritaria,2015/16,FI1M015004,4,6.25,6,0,0,1,3,0.25,True
paritaria,2015/16,FIPC035006,4,6.25,6,0,0,1,1,0.25,True
paritaria,2015/16,FIPC05500B,4,6.5,5,0,0,1,3,0.25,True
paritaria,2015/16,FITE00500R,4,4.0,2,1,2,1,0,0.25,True
paritaria,2015/16,FO1E001006,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,FO1M00600E,4,6.0,5,0,0,1,3,0.25,True
paritaria,2015/16,FOPM01500A,4,4.5,2,1,1,1,0,0.25,True
paritaria,2015/16,FR1E003001,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,FR1E007008,4,5.25,2,1,1,1,0,0.25,True
paritaria,2015/16,FR1E00900X,4,5.25,5,0,0,1,1,0.25,True
paritaria,2015/16,FRPC02500X,4,5.0,3,0,1,1,2,0.25,True
paritaria,2015/16,FRPS90500N,4,4.0,1,1,1,1,0,0.25,True
paritaria,2015/16,FRPSD0500E,4,6.5,5,0,0,1,3,0.25,True
paritaria,2015/16,FRTD00500N,4,4.0,1,1,1,1,0,0.25,True
paritaria,2015/16,GE1E01500Q,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,GE1E01600G,4,4.5,3,0,1,1,1,0.25,True
paritaria,2015/16,GE1E02900N,4,5.25,3,0,1,1,1,0.25,True
paritaria,2015/16,GE1E03800C,4,5.0,5,0,0,1,1,0.25,True
paritaria,2015/16,GE1M00300P,4,5.75,5,0,0,1,3,0.25,True
paritaria,2015/16,GE1M006006,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,GE1M007002,4,5.25,5,0,0,1,1,0.25,True
paritaria,2015/16,GE1M01100N,4,5.75,5,0,0,1,3,0.25,True
paritaria,2015/16,GE1M013009,4,5.0,2,1,1,1,0,0.25,True
paritaria,2015/16,GE1M015001,4,6.25,5,0,0,1,1,0.25,True
paritaria,2015/16,GE1M03100V,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,GE1M03300E,4,6.25,6,0,0,1,3,0.25,True
paritaria,2015/16,GEPM085008,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,GEPQ015006,4,4.75,3,0,1,1,1,0.25,True
paritaria,2015/16,GEPS04500R,4,7.0,7,0,0,1,3,0.25,True
paritaria,2015/16,GERI015006,4,4.5,2,1,2,1,0,0.25,True
paritaria,2015/16,GO1E00100A,4,6.25,6,0,0,1,1,0.25,True
paritaria,2015/16,GO1EUT5002,4,5.0,1,1,1,1,0,0.25,True
paritaria,2015/16,KRPS00500N,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,LC1M01000D,4,6.0,5,0,0,1,3,0.25,True
paritaria,2015/16,LC1M020004,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,LC1M10100G,4,6.0,6,0,0,1,2,0.25,True
paritaria,2015/16,LCPL025002,4,6.5,6,0,0,1,3,0.25,True
paritaria,2015/16,LCPSU45004,4,6.5,6,0,0,1,3,0.25,True
paritaria,2015/16,LCTL02500D,4,3.0,1,1,3,1,0,0.25,True
paritaria,2015/16,LE1E00200E,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,LE1E00600T,4,3.5,1,1,2,1,0,0.25,True
paritaria,2015/16,LE1E00700N,4,3.5,1,1,2,1,0,0.25,True
paritaria,2015/16,LE1M00400B,4,6.25,6,0,0,1,1,0.25,True
paritaria,2015/16,LEPS02500C,4,6.75,6,0,0,1,1,0.25,True
paritaria,2015/16,LI1E007001,4,5.25,2,1,1,1,0,0.25,True
paritaria,2015/16,LI1M00300V,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,LIPL01500X,4,4.75,3,0,1,1,1,0.25,True
paritaria,2015/16,LT1E00300L,4,6.25,6,0,0,1,2,0.25,True
paritaria,2015/16,LT1E006004,4,3.75,1,1,1,1,0,0.25,True
paritaria,2015/16,LT1E00900G,4,6.75,6,0,0,1,1,0.25,True
paritaria,2015/16,LT1M001006,4,6.25,5,0,0,1,1,0.25,True
paritaria,2015/16,LT1M002002,4,5.5,5,0,0,1,3,0.25,True
paritaria,2015/16,LTRF05500R,4,4.0,3,0,2,1,1,0.25,True
paritaria,2015/16,LTTD02500E,4,4.5,3,0,1,1,1,0.25,True
paritaria,2015/16,LU1E003004,4,7.0,7,0,0,1,1,0.25,True
paritaria,2015/16,LU1E00700B,4,5.75,5,0,0,1,1,0.25,True
paritaria,2015/16,LU1M004005,4,7.0,7,0,0,1,3,0.25,True
paritaria,2015/16,LUPS025006,4,4.25,2,1,1,1,0,0.25,True
paritaria,2015/16,MCPM00500L,4,4.5,3,0,1,1,1,0.25,True
paritaria,2015/16,MCPM505001,4,3.0,2,1,3,1,0,0.25,True
paritaria,2015/16,ME1E01700T,4,6.0,5,0,0,1,1,0.25,True
paritaria,2015/16,MEPC02500V,4,4.5,3,0,1,1,3,0.25,True
paritaria,2015/16,MEPS01500B,4,5.75,4,0,0,1,1,0.25,True
paritaria,2015/16,MESL0P500H,4,4.0,2,1,1,1,0,0.25,True
paritaria,2015/16,METDP0500I,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,MI1E012002,4,5.25,4,0,0,1,1,0.25,True
paritaria,2015/16,MI1E054004,4,4.25,2,1,1,1,0,0.25,True
paritaria,2015/16,MI1E07100T,4,5.0,3,0,1,1,1,0.25,True
paritaria,2015/16,MI1E074009,4,4.75,2,1,1,1,0,0.25,True
paritaria,2015/16,MI1E124005,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,MI1E14100V,4,6.0,6,0,0,1,1,0.25,True
paritaria,2015/16,MI1M00200L,4,6.25,6,0,0,1,3,0.25,True
paritaria,2015/16,MI1M00600X,4,7.0,7,0,0,1,3,0.25,True
paritaria,2015/16,MI1M01000G,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,MI1M01100B,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,MI1M02300N,4,4.25,4,0,0,1,3,0.25,True
paritaria,2015/16,MI1M02400D,4,5.5,5,0,0,1,3,0.25,True
paritaria,2015/16,MI1M03200C,4,6.25,6,0,0,1,3,0.25,True
paritaria,2015/16,MI1M041007,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,MI1M04300V,4,6.5,5,0,0,1,1,0.25,True
paritaria,2015/16,MI1M05100T,4,6.5,6,0,0,1,1,0.25,True
paritaria,2015/16,MI1M05800L,4,5.75,4,0,0,1,1,0.25,True
paritaria,2015/16,MI1M063004,4,5.0,4,0,0,1,3,0.25,True
paritaria,2015/16,MI1M068007,4,4.0,4,0,0,1,1,0.25,True
paritaria,2015/16,MI1M071003,4,5.25,5,0,0,1,1,0.25,True
paritaria,2015/16,MI1M089008,4,5.5,5,0,0,1,1,0.25,True
paritaria,2015/16,MI1M092004,4,5.75,5,0,0,1,2,0.25,True
paritaria,2015/16,MI1M09500G,4,6.25,6,0,0,1,3,0.25,True
paritaria,2015/16,MI1M097007,4,5.25,4,0,0,1,2,0.25,True
paritaria,2015/16,MI1M098003,4,6.75,6,0,0,1,1,0.25,True
paritaria,2015/16,MI1M10100N,4,6.25,5,0,0,1,2,0.25,True
