iso3,year,learning_poverty_pct,education_spending_pct_gdp,tertiary_spending_pct_gdp_percap,tertiary_enrollment_gross_pct,country,access_minus_learning_gap,cost_intensity_x_access
AGO,1985,,4.09021997451782,,,Angola,,
AGO,1986,,5.72269010543823,,,Angola,,
AGO,1987,,5.05850982666016,,,Angola,,
AGO,1988,,,,0.581809997558594,Angola,,
AGO,1989,,,,0.5659099817276,Angola,,
AGO,1990,,,,0.594919979572296,Angola,,
AGO,1991,,,,0.60505998134613,Angola,,
AGO,1992,,,,0.573329985141754,Angola,,
AGO,1993,,,,,Angola,,
AGO,1994,,,,,Angola,,
AGO,1995,,,,,Angola,,
AGO,1996,,,,,Angola,,
AGO,1997,,,,,Angola,,
AGO,1998,,2.56712007522583,,0.613650023937225,Angola,,
AGO,1999,,,,0.554629981517792,Angola,,
AGO,2000,,2.60753011703491,,,Angola,,
AGO,2001,,,,,Angola,,
AGO,2002,,,,0.783640027046204,Angola,,
AGO,2003,,,,2.87620997428894,Angola,,
AGO,2004,,,,2.14597010612488,Angola,,
AGO,2005,,2.12011003494263,70.83172,2.6385600566864,Angola,,186.8937471383952
AGO,2006,,2.28146004676819,82.14674,2.55977010726929,Angola,,210.27676946162248
AGO,2007,,,,,Angola,,
AGO,2008,,,,,Angola,,
AGO,2009,,,,,Angola,,
AGO,2010,,3.42131996154785,,,Angola,,
AGO,2011,,,,6.44004138280629,Angola,,
AGO,2012,,3.08191085718142,,,Angola,,
AGO,2013,,4.43894951297476,,9.22339720175662,Angola,,
AGO,2014,,,,,Angola,,
AGO,2015,,3.48689580393413,,8.78320868033121,Angola,,
AGO,2016,,2.75493664582725,,9.78287696232453,Angola,,
AGO,2017,,2.46687881104886,,,Angola,,
AGO,2018,,2.18351298946275,,,Angola,,
AGO,2019,,2.07306438181603,,,Angola,,
AGO,2020,,2.66744733689285,,,Angola,,
AGO,2021,,2.29719689513241,,,Angola,,
AGO,2022,,2.38535898416633,,,Angola,,
AGO,2023,,2.51273663315785,,10.04935810264,Angola,,
AGO,2024,,,,9.9549065722902,Angola,,
AGO,2025,,,,,Angola,,
ALB,1960,,,,,Albania,,
ALB,1961,,,,,Albania,,
ALB,1962,,,,,Albania,,
ALB,1963,,,,,Albania,,
ALB,1964,,,,,Albania,,
ALB,1965,,,,,Albania,,
ALB,1966,,,,,Albania,,
ALB,1967,,,,,Albania,,
ALB,1968,,,,,Albania,,
ALB,1969,,,,,Albania,,
ALB,1970,,,,,Albania,,
ALB,1971,,,,12.8983097076416,Albania,,
ALB,1972,,,,13.9605598449707,Albania,,
ALB,1973,,,,,Albania,,
ALB,1974,,,,,Albania,,
ALB,1975,,,,,Albania,,
ALB,1976,,,,,Albania,,
ALB,1977,,,,,Albania,,
ALB,1978,,,,5.39772987365723,Albania,,
ALB,1979,,,,,Albania,,
ALB,1980,,,,,Albania,,
ALB,1981,,,,4.82242012023926,Albania,,
ALB,1982,,,,,Albania,,
ALB,1983,,,,5.62990999221802,Albania,,
ALB,1984,,,,6.34281015396118,Albania,,
ALB,1985,,,,6.89037990570068,Albania,,
ALB,1986,,,,7.06284999847412,Albania,,
ALB,1987,,,,7.123459815979,Albania,,
ALB,1988,,,,7.46460008621216,Albania,,
ALB,1989,,,,7.76358985900879,Albania,,
ALB,1990,,,,8.0117301940918,Albania,,
ALB,1991,,,,8.63831043243408,Albania,,
ALB,1992,,,,9.12522029876709,Albania,,
ALB,1993,,,,11.0173997879028,Albania,,
ALB,1994,,3.44697999954224,,10.4434404373169,Albania,,
ALB,1995,,3.14191007614136,,10.0794801712036,Albania,,
ALB,1996,,3.05029988288879,,11.0262098312378,Albania,,
ALB,1997,,3.3276801109314,,12.8083696365356,Albania,,
ALB,1998,,3.46300005912781,,13.6314601898193,Albania,,
ALB,1999,,3.51434993743896,,14.7700595855713,Albania,,
ALB,2000,,3.3304500579834,,15.3867101669312,Albania,,
ALB,2001,,3.34198999404907,,15.4820499420166,Albania,,
ALB,2002,,3.00253009796143,,16.3895606994629,Albania,,
ALB,2003,,3.03534007072449,,16.3662395477295,Albania,,
ALB,2004,,3.1308000087738,,19.1295795440674,Albania,,
ALB,2005,,3.20023989677429,,22.389009475708,Albania,,
ALB,2006,,3.10271000862122,,26.2101001739502,Albania,,
ALB,2007,,3.14638996124268,,30.2319297790527,Albania,,
ALB,2008,,,,31.6839599609375,Albania,,
ALB,2009,,,,32.9239883422852,Albania,,
ALB,2010,,,,43.3279304504395,Albania,,
ALB,2011,,3.17881310743026,,49.3997040639925,Albania,,
ALB,2012,,3.29533986928598,,58.6214186004979,Albania,,
ALB,2013,,3.53355002403259,12.85083,63.8440585382953,Albania,,820.4491427856814
ALB,2014,,3.18177734553254,,65.5507096860696,Albania,,
ALB,2015,,3.41300010681152,12.88117,61.9608485481051,Albania,,798.1282234923949
ALB,2016,,3.91997003555298,14.64597,58.4884791901189,Albania,,856.6205115641058
ALB,2017,,3.54673004150391,13.78559,58.0177836674929,Albania,,799.8093783487534
ALB,2018,,3.08201370407389,,56.0802964109938,Albania,,
ALB,2019,,3.8701798915863,,61.4085141527142,Albania,,
ALB,2020,,3.32505011558533,,61.5853024328899,Albania,,
ALB,2021,10.2368154525756,3.00555992126465,,59.9698690125562,Albania,49.733053559980604,
ALB,2022,,2.72977995872498,,62.647921513098,Albania,,
ALB,2023,,3.09153008460998,,64.7293520237257,Albania,,
ALB,2024,,,,84.1496200561523,Albania,,
ALB,2025,,,,,Albania,,
AND,1960,,,,,Andorra,,
AND,1961,,,,,Andorra,,
AND,1962,,,,,Andorra,,
AND,1963,,,,,Andorra,,
AND,1964,,,,,Andorra,,
AND,1965,,,,,Andorra,,
AND,1966,,,,,Andorra,,
AND,1967,,,,,Andorra,,
AND,1968,,,,,Andorra,,
AND,1969,,,,,Andorra,,
AND,1970,,,,,Andorra,,
AND,1971,,,,,Andorra,,
AND,1972,,,,,Andorra,,
AND,1973,,,,,Andorra,,
AND,1974,,,,,Andorra,,
AND,1975,,,,,Andorra,,
AND,1976,,,,,Andorra,,
AND,1977,,,,,Andorra,,
AND,1978,,,,,Andorra,,
AND,1979,,,,,Andorra,,
AND,1980,,,,,Andorra,,
AND,1981,,,,,Andorra,,
AND,1982,,,,,Andorra,,
AND,1983,,,,,Andorra,,
AND,1984,,,,,Andorra,,
AND,1985,,,,,Andorra,,
AND,1986,,,,,Andorra,,
AND,1987,,,,,Andorra,,
AND,1988,,,,,Andorra,,
AND,1989,,,,,Andorra,,
AND,1990,,,,,Andorra,,
AND,1991,,,,,Andorra,,
AND,1992,,,,,Andorra,,
AND,1993,,,,,Andorra,,
AND,1994,,,,,Andorra,,
AND,1995,,,,,Andorra,,
AND,1996,,,,,Andorra,,
AND,1997,,3.71327996253967,,,Andorra,,
AND,1998,,,,,Andorra,,
AND,1999,,,,,Andorra,,
AND,2000,,,,,Andorra,,
AND,2001,,,,,Andorra,,
AND,2002,,1.65971004962921,30.36213,7.31105995178223,Andorra,,221.9793526938058
AND,2003,,,,8.82861995697021,Andorra,,
AND,2004,,1.54411995410919,17.41199,8.74967002868652,Andorra,,152.3491670427894
AND,2005,,1.64497005939484,14.29425,8.41534996032715,Andorra,,120.29111617040637
AND,2006,,2.24489998817444,29.31536,9.89391040802002,Andorra,,290.04354541885374
AND,2007,,2.10469007492065,,,Andorra,,
AND,2008,,2.87392997741699,,10.986120223999,Andorra,,
AND,2009,,3.14292001724243,,,Andorra,,
AND,2010,,2.97662997245789,,,Andorra,,
AND,2011,,2.98706007003784,,,Andorra,,
AND,2012,,2.56577895521486,,12.870249017038,Andorra,,
AND,2013,,2.50616002082825,16.79741,14.5405405405405,Andorra,,244.24342108108038
AND,2014,,3.07420992851257,28.97051,13.5399673735726,Andorra,,392.25976019575876
AND,2015,,3.28034996986389,27.73714,13.8206896551724,Andorra,,383.3464038620686
AND,2016,,3.23707008361816,27.08058,15.2011095700416,Andorra,,411.65486380027716
AND,2017,,3.21708989143372,23.66465,15.6664896441848,Andorra,,370.74199415825785
AND,2018,,3.2467200756073,22.28547,15.7132150886835,Andorra,,350.17638346240346
AND,2019,,3.15060997009277,,15.4352596927579,Andorra,,
AND,2020,,2.63213046553066,,15.2605749006777,Andorra,,
AND,2021,,2.381921736037,,15.4117647058823,Andorra,,
AND,2022,,2.64727997779846,,34.6414389161411,Andorra,,
AND,2023,,1.89867997169495,,62.4106937082277,Andorra,,
AND,2024,,,,67.6767676767677,Andorra,,
AND,2025,,,,,Andorra,,
ARB,1960,,,,,Arab World,,
ARB,1961,,,,,Arab World,,
ARB,1962,,,,,Arab World,,
ARB,1963,,,,,Arab World,,
ARB,1964,,,,,Arab World,,
ARB,1965,,,,,Arab World,,
ARB,1966,,,,,Arab World,,
ARB,1967,,,,,Arab World,,
ARB,1968,,,,,Arab World,,
ARB,1969,,,,,Arab World,,
ARB,1970,,,,12.7094001770019,Arab World,,
ARB,1971,,,,5.39283990859985,Arab World,,
ARB,1972,,,,5.61168003082275,Arab World,,
ARB,1973,,,,5.91309022903442,Arab World,,
ARB,1974,,,,6.26859998703003,Arab World,,
ARB,1975,,,,6.74680995941162,Arab World,,
ARB,1976,,,,7.33316993713379,Arab World,,
ARB,1977,,,,7.75063991546631,Arab World,,
ARB,1978,,,,7.55993986129761,Arab World,,
ARB,1979,,,,7.6641697883606,Arab World,,
ARB,1980,,,,7.99777984619141,Arab World,,
ARB,1981,,,,8.51006031036377,Arab World,,
ARB,1982,,,,8.87298011779785,Arab World,,
ARB,1983,,,,9.06667995452881,Arab World,,
ARB,1984,,,,9.33497047424316,Arab World,,
ARB,1985,,,,9.36201953887939,Arab World,,
ARB,1986,,,,9.68360996246338,Arab World,,
ARB,1987,,,,9.79909992218018,Arab World,,
ARB,1988,,,,13.7320003509522,Arab World,,
ARB,1989,,,,9.67932987213135,Arab World,,
ARB,1990,,,,9.73840045928955,Arab World,,
ARB,1991,,,,9.47113037109375,Arab World,,
ARB,1992,,,,10.0868196487427,Arab World,,
ARB,1993,,,,10.910590171814,Arab World,,
ARB,1994,,,,11.8772401809692,Arab World,,
ARB,1995,,,,12.6549396514893,Arab World,,
ARB,1996,,,,13.5704402923584,Arab World,,
ARB,1997,,,,14.5025501251221,Arab World,,
ARB,1998,,,,15.4457502365112,Arab World,,
ARB,1999,,,,16.7325000762939,Arab World,,
ARB,2000,,,,16.8672409057617,Arab World,,
ARB,2001,,,,17.4352397918701,Arab World,,
ARB,2002,,,,18.2287998199463,Arab World,,
ARB,2003,,,,18.2871894836426,Arab World,,
ARB,2004,,4.67072010040283,,19.4084701538086,Arab World,,
ARB,2005,,,,20.39501953125,Arab World,,
ARB,2006,,3.75997996330261,,20.922119140625,Arab World,,
ARB,2007,,,,21.5595207214356,Arab World,,
ARB,2008,,4.22755002975464,,22.4240398406982,Arab World,,
ARB,2009,,,,23.2823505401611,Arab World,,
ARB,2010,,,,24.0447006225586,Arab World,,
ARB,2011,,,,23.5923805236816,Arab World,,
ARB,2012,,,,24.9674091339111,Arab World,,
ARB,2013,,,,26.6111106872559,Arab World,,
ARB,2014,,,,27.9501495361328,Arab World,,
ARB,2015,,,,29.4163494110107,Arab World,,
ARB,2016,,,,29.9698600769043,Arab World,,
ARB,2017,,,,30.7080307006836,Arab World,,
ARB,2018,,,,31.8304405212402,Arab World,,
ARB,2019,,3.42432999610901,,32.1644706726074,Arab World,,
ARB,2020,,3.76860740670194,,32.7869911193848,Arab World,,
ARB,2021,,,,32.6684608459473,Arab World,,
ARB,2022,,,,32.7095909118652,Arab World,,
ARB,2023,,,,33.2456398010254,Arab World,,
ARB,2024,,,,35.0803985595703,Arab World,,
ARB,2025,,,,,Arab World,,
ARE,1960,,,,,United Arab Emirates,,
ARE,1961,,,,,United Arab Emirates,,
ARE,1962,,,,,United Arab Emirates,,
ARE,1963,,,,,United Arab Emirates,,
ARE,1964,,,,,United Arab Emirates,,
ARE,1965,,,,,United Arab Emirates,,
ARE,1966,,,,,United Arab Emirates,,
ARE,1967,,,,,United Arab Emirates,,
ARE,1968,,,,,United Arab Emirates,,
ARE,1969,,,,,United Arab Emirates,,
