Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
A2,2,ISCED 1,170,5,40,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,,xr:F1,34,0.6666666666666666
A3,3,ISCED 1,170,5,40,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,xr:F1,,xr:F1,34,0.6666666666666666
A4,4,ISCED 1,170,5,40,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,,xr:F2,34,0.6666666666666666
A5,5,ISCED 1,170,5,40,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,,xr:F2,34,0.6666666666666666
A6,6,ISCED 1,170,5,40,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,xr:F2,,xr:F2,34,0.6666666666666666
A7,7,ISCED 24,170,5,40,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,,xr:F3,34,0.6666666666666666
A8,8,ISCED 24,170,5,40,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,,xr:F3,34,0.6666666666666666
A9,9,ISCED 24,180,5,40,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,,xr:F3,36,0.6666666666666666
A10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
A11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
A12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
A13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
,(*) as a compulsory subject,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,Minimum Instruction Time: Sub-total Compulsory I,0,,,
A14,6,Primary (ISCED 1),,,,,,,,,,,,,,,,,,,,,,,,33.666666666666664,0.6666666666666666
A15,3,Compulsory lower secondary (ISCED 24),,,,,,,,,,,,,,,,,,,,,,,,34,0.6666666666666666
A16,0,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,,,34.666666666666664,0.6666666666666666
Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,,, ,,,,
,,,,,,,,,,,,,,,,,,,,,, ,,,,,
,Group of,,Dura-,from,to,,,,,,,,,,,,,,,,,,,Total,,,
,grades,,tion,grade,grade,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,0,
F1,1 to 3 (ISCED 1),,3,1,3,404,269.3333333333333,134.66666666666666,67.33333333333333,134.66666666666666,a,a,a,179.55555555555554,246.88888888888886,"xc:19, 24",112.2222222222222,xc:16,xc:16,22.444444444444443,a,a,a,1571.1111111111109,m,33.666666666666664,0.6666666666666666
F2,4 to 6 (ISCED 1),,3,4,6,408,362.66666666666663,136,158.66666666666666,249.33333333333331,xc:9,a,a,204,226.66666666666666,"xc:19, 24",158.66666666666666,xc:16,xc:16,22.666666666666664,a,a,a,1926.6666666666667,m,34,0.6666666666666666
F3,7 to 9 (ISCED 24),,3,7,9,346.66666666666663,346.66666666666663,323.55555555555554,346.66666666666663,346.66666666666663,xc:9,a,a,208,161.77777777777777,"xc:19, 24",231.1111111111111,xc:16,xc:16,23.111111111111107,a,a,a,2334.2222222222226,m,34.666666666666664,0.6666666666666666
F4,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F5,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F6,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F7,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F8,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F9,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F10,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F11,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F12,0,,,0,0,,,,,,,,,,,,,,,,,,,0,,,
,Number of years,Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,Vertical Flexibility: Sub-total Compulsory II,5830.333333333334,,,
F13,6,Primary (ISCED 1),,,,812,631.5555555555555,270.66666666666663,225.55555555555557,383.44444444444446,xc:9,a,a,383.44444444444446,473.66666666666663,m,270.66666666666663,xc:16,xc:16,45.111111111111114,a,a,a,3496.111111111111,m,33.833333333333336,0.6666666666666666
F14,3,Compulsory lower secondary (ISCED 24),,,,346.66666666666663,346.66666666666663,323.55555555555554,346.66666666666663,346.66666666666663,xc:9,a,a,208,161.77777777777777,m,231.1111111111111,xc:16,xc:16,23.111111111111107,a,a,a,2334.2222222222226,m,34.666666666666664,0.6666666666666666
F15,0,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,0,,,
Total Instruction time,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Total Instruction time,,,,,,,,,,,,,,,,,,,,,Instruction Time: Total Compulsory,5830.333333333334,,,
T1,6,Primary (ISCED 1),,,,812,631.5555555555555,270.66666666666663,225.55555555555557,383.44444444444446,,,,383.44444444444446,473.66666666666663,,270.66666666666663,,,45.111111111111114,,,,3496.111111111111,,33.666666666666664,0.6666666666666666
T2,3,Compulsory lower secondary (ISCED 24),,,,346.66666666666663,346.66666666666663,323.55555555555554,346.66666666666663,346.66666666666663,,,,208,161.77777777777777,,231.1111111111111,,,23.111111111111107,,,,2334.2222222222226,,34,0.6666666666666666
T3,0,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,,,34.666666666666664,0.6666666666666666
Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in primary education (ISCED 1),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in lower secondary education (ISCED 24),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in upper secondary education (ISCED 34),,,,,,,,,,,a,,,,,,,,,,,,,,,
