iso3,education_spending_pct_gdp_year,education_spending_pct_gdp,tertiary_enrollment_gross_pct_year,tertiary_enrollment_gross_pct,learning_poverty_pct_year,learning_poverty_pct,access_minus_learning_gap_year,access_minus_learning_gap,cost_intensity_x_access_year,cost_intensity_x_access,country,oecd_funding_year,state_pct_gdp_oecd,private_pct_gdp_oecd,total_pct_gdp_oecd,oecd_funding_year_usd,state_usd_ppp_oecd,private_usd_ppp_oecd,total_usd_ppp_oecd,state_share_pct_oecd,private_share_pct_oecd,per_student_usd_ppp_oecd_year,per_student_usd_ppp_oecd,education_spending_pct_gdp_rank,education_spending_pct_gdp_n,education_spending_pct_gdp_pct_better,tertiary_enrollment_gross_pct_rank,tertiary_enrollment_gross_pct_n,tertiary_enrollment_gross_pct_pct_better,learning_poverty_pct_rank,learning_poverty_pct_n,learning_poverty_pct_pct_better,access_minus_learning_gap_rank,access_minus_learning_gap_n,access_minus_learning_gap_pct_better,cost_intensity_x_access_rank,cost_intensity_x_access_n,cost_intensity_x_access_pct_better,state_pct_gdp_oecd_rank,state_pct_gdp_oecd_n,state_pct_gdp_oecd_pct_better,private_pct_gdp_oecd_rank,private_pct_gdp_oecd_n,private_pct_gdp_oecd_pct_better,state_share_pct_oecd_rank,state_share_pct_oecd_n,state_share_pct_oecd_pct_better,private_share_pct_oecd_rank,private_share_pct_oecd_n,private_share_pct_oecd_pct_better,per_student_usd_ppp_oecd_rank,per_student_usd_ppp_oecd_n,per_student_usd_ppp_oecd_pct_better
BHR,2023.0,1.88778167912993,2024.0,58.3677241853667,2021.0,30.1656990051269,2021.0,17.3358535452267,2013.0,945.6253953676504,Bahrain,,,,,,,,,,,,,229.0,244.0,6.172839506172845,83.0,245.0,66.39344262295081,63.0,155.0,59.74025974025974,60.0,137.0,56.61764705882353,110.0,194.0,43.523316062176164,,,,,,,,,,,,,,,
BHS,2023.0,2.74191570247934,1995.0,14.8425798416138,,,,,,,"Bahamas, The",,,,,,,,,,,,,206.0,244.0,15.637860082304522,182.0,245.0,25.81967213114754,,,,,,,,,,,,,,,,,,,,,,,,
BIH,2023.0,3.24564826597779,2023.0,45.5027618408203,,,,,2016.0,1351.5596382722083,Bosnia and Herzegovina,,,,,,,,,,,,,169.0,244.0,30.864197530864203,109.0,245.0,55.73770491803278,,,,,,,77.0,194.0,60.62176165803108,,,,,,,,,,,,,,,
BLR,2024.0,5.04593992233276,2024.0,70.1107509145358,,,,,2017.0,1603.5323193846475,Belarus,,,,,,,,,,,,,66.0,244.0,73.25102880658436,60.0,245.0,75.81967213114754,,,,,,,59.0,194.0,69.94818652849742,,,,,,,,,,,,,,,
BLZ,2024.0,4.62276317232973,2024.0,24.8098643151325,2001.0,76.4140396118164,2001.0,-61.21781921386721,2017.0,675.6059815266727,Belize,,,,,,,,,,,,,83.0,244.0,66.2551440329218,152.0,245.0,38.114754098360656,115.0,155.0,25.97402597402597,112.0,137.0,18.38235294117647,140.0,194.0,27.979274611398964,,,,,,,,,,,,,,,
BMU,2023.0,1.86510440752276,2023.0,17.3357105255127,,,,,2017.0,521.7189520568477,Bermuda,,,,,,,,,,,,,230.0,244.0,5.7613168724279795,173.0,245.0,29.508196721311474,,,,,,,157.0,194.0,19.17098445595855,,,,,,,,,,,,,,,
BOL,2024.0,7.53980016708374,,,,,,,,,Bolivia,,,,,,,,,,,,,13.0,244.0,95.06172839506173,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,2022.0,5.61920976638794,2024.0,69.7317733764648,2019.0,46.8978614807128,2019.0,6.723678588867301,2015.0,1621.7783014433676,Brazil,2022.0,4.4322563429704,,,2022.0,160712.361584015,,,,,,,35.0,244.0,86.0082304526749,61.0,245.0,75.40983606557377,82.0,155.0,47.4025974025974,71.0,137.0,48.529411764705884,55.0,194.0,72.02072538860104,13.0,47.0,73.91304347826086,,,,,,,,,,,,
BRB,2024.0,3.55593188106322,2025.0,50.801079116886,,,,,2010.0,2900.342838079487,Barbados,,,,,,,,,,,,,146.0,244.0,40.32921810699589,101.0,245.0,59.01639344262295,,,,,,,10.0,194.0,95.33678756476685,,,,,,,,,,,,,,,
BRN,2016.0,4.42539978027344,2023.0,36.4182725443167,,,,,2016.0,915.192684599,Brunei Darussalam,,,,,,,,,,,,,94.0,244.0,61.728395061728406,129.0,245.0,47.540983606557376,,,,,,,114.0,194.0,41.450777202072544,,,,,,,,,,,,,,,
BTN,2023.0,5.84518003463745,2024.0,13.011259392916,,,,,2011.0,493.3226410765614,Bhutan,,,,,,,,,,,,,33.0,244.0,86.8312757201646,188.0,245.0,23.360655737704917,,,,,,,162.0,194.0,16.580310880829018,,,,,,,,,,,,,,,
BWA,2020.0,8.05833660991541,2024.0,21.4087908549348,2011.0,50.8376502990722,2011.0,-33.3241996765136,2009.0,5410.29988363457,Botswana,,,,,,,,,,,,,9.0,244.0,96.70781893004116,164.0,245.0,33.19672131147541,85.0,155.0,45.45454545454546,100.0,137.0,27.20588235294118,1.0,194.0,100.0,,,,,,,,,,,,,,,
CAF,2023.0,1.82995911310419,2012.0,2.77519989013672,,,,,2011.0,297.0859958509445,Central African Republic,,,,,,,,,,,,,231.0,244.0,5.349794238683126,236.0,245.0,3.688524590163933,,,,,,,181.0,194.0,6.735751295336789,,,,,,,,,,,,,,,
CAN,2022.0,4.84426021575928,2023.0,76.2666931152344,2016.0,4.30185747146606,2016.0,64.94408369064334,2016.0,2177.0979298120124,Canada,2022.0,4.14219145160406,1.31339595996146,5.46206318383296,2022.0,85106.719354501,26985.430941993,112225.203473637,75.83565609172057,24.045784820815395,2022.0,18732.8299905917,75.0,244.0,69.54732510288066,50.0,245.0,79.91803278688525,12.0,155.0,92.85714285714286,29.0,137.0,79.41176470588236,23.0,194.0,88.60103626943005,18.0,47.0,63.04347826086957,36.0,40.0,10.256410256410254,34.0,41.0,17.500000000000004,33.0,40.0,17.948717948717952,9.0,40.0,79.48717948717949
CEB,2022.0,4.31669998168945,2024.0,68.5388870239258,,,,,2016.0,1619.6312039937195,Central Europe and the Baltics,,,,,,,,,,,,,101.0,244.0,58.8477366255144,65.0,245.0,73.77049180327869,,,,,,,56.0,194.0,71.50259067357513,,,,,,,,,,,,,,,
CHE,2022.0,4.86427021026611,2024.0,73.5430526733398,,,,,2016.0,2288.973389863585,Switzerland,2022.0,4.28160517525112,,,2022.0,29366.9545732349,,,,,,,74.0,244.0,69.9588477366255,55.0,245.0,77.8688524590164,,,,,,,17.0,194.0,91.70984455958549,15.0,47.0,69.56521739130434,,,,,,,,,,,,
CHL,2022.0,4.91201019287109,2024.0,110.176902770996,2019.0,27.1904296875,2019.0,64.8755416870117,2017.0,1821.7538630207068,Chile,2022.0,3.713702517429,2.21472883022869,5.9284313476577,2022.0,20721.5066073828,12357.6182728057,33079.1248801885,62.64224547183582,37.357754528164165,2022.0,8067.59936241159,72.0,244.0,70.78189300411523,7.0,245.0,97.54098360655738,60.0,155.0,61.68831168831168,30.0,137.0,78.67647058823529,44.0,194.0,77.720207253886,29.0,47.0,39.13043478260869,40.0,40.0,0.0,41.0,41.0,0.0,40.0,40.0,0.0,33.0,40.0,17.948717948717952
CHN,2023.0,3.89714002609253,2024.0,76.8757843123403,2016.0,18.2000007629394,2016.0,31.1090766126576,1999.0,589.096182437324,China,2022.0,3.25130113932709,0.85267338672218,4.10397452604927,2022.0,938753.952329386,246193.901312137,1184947.85364152,79.22322905978152,20.77677094021874,2022.0,5161.42376462743,125.0,244.0,48.971193415637856,47.0,245.0,81.14754098360656,52.0,155.0,66.88311688311688,53.0,137.0,61.76470588235294,147.0,194.0,24.352331606217614,33.0,47.0,30.434782608695656,28.0,40.0,30.76923076923077,30.0,41.0,27.500000000000004,30.0,40.0,25.64102564102564,37.0,40.0,7.692307692307687
CIV,2024.0,3.61279988288879,2024.0,12.3354902267456,2019.0,79.8854217529296,2019.0,-69.5597235889555,2017.0,1430.357718153121,Cote d'Ivoire,,,,,,,,,,,,,144.0,244.0,41.1522633744856,193.0,245.0,21.311475409836067,126.0,155.0,18.83116883116883,118.0,137.0,13.970588235294112,69.0,194.0,64.76683937823834,,,,,,,,,,,,,,,
CMR,2023.0,2.83907623667935,2024.0,16.6614294830602,2019.0,71.9326171875,2019.0,-56.8797557743537,2013.0,305.35059649990103,Cameroon,,,,,,,,,,,,,202.0,244.0,17.28395061728395,174.0,245.0,29.09836065573771,111.0,155.0,28.57142857142857,109.0,137.0,20.588235294117652,180.0,194.0,7.253886010362698,,,,,,,,,,,,,,,
COD,2022.0,2.84466514463005,2020.0,6.37987995147705,2019.0,96.6015014648437,,,2013.0,464.7624317876815,"Congo, Dem. Rep.",,,,,,,,,,,,,201.0,244.0,17.695473251028805,222.0,245.0,9.426229508196727,152.0,155.0,1.9480519480519431,,,,165.0,194.0,15.025906735751294,,,,,,,,,,,,,,,
COG,2023.0,3.34005209256916,2023.0,10.3812103271484,2019.0,70.0140151977539,,,2013.0,754.2669114900967,"Congo, Rep.",,,,,,,,,,,,,160.0,244.0,34.5679012345679,200.0,245.0,18.442622950819676,110.0,155.0,29.220779220779225,,,,136.0,194.0,30.051813471502587,,,,,,,,,,,,,,,
COL,2020.0,5.26166009902954,2022.0,59.2901382446289,2019.0,51.3569412231445,2019.0,5.309360504150398,2018.0,1240.637199587249,Colombia,,,,,,,,,,,,,52.0,244.0,79.01234567901234,78.0,245.0,68.44262295081967,88.0,155.0,43.506493506493506,72.0,137.0,47.79411764705882,83.0,194.0,57.51295336787565,,,,,,,,,,,,,,,
COM,2023.0,2.34146896682989,2017.0,18.8190281456697,2008.0,86.0233459472656,,,2014.0,238.14475219652675,Comoros,,,,,,,,,,,,,214.0,244.0,12.345679012345679,172.0,245.0,29.918032786885252,135.0,155.0,12.987012987012992,,,,186.0,194.0,4.145077720207258,,,,,,,,,,,,,,,
CPV,2023.0,4.3482854136693,2018.0,24.2905954414767,,,,,2017.0,941.060732561124,Cabo Verde,,,,,,,,,,,,,98.0,244.0,60.08230452674896,153.0,245.0,37.704918032786885,,,,,,,111.0,194.0,43.005181347150256,,,,,,,,,,,,,,,
CRI,2023.0,5.31208992004395,2019.0,55.0202903747559,2019.0,34.0240669250488,2019.0,20.996223449707102,2018.0,1973.810745236053,Costa Rica,2023.0,4.68821911938938,,,2023.0,6187.08335089579,,,,,,,48.0,244.0,80.65843621399176,90.0,245.0,63.52459016393443,69.0,155.0,55.84415584415585,58.0,137.0,58.08823529411764,36.0,194.0,81.86528497409327,10.0,47.0,80.43478260869566,,,,,,,,,,,,
CSS,2023.0,3.23358011245727,2016.0,22.4458999633789,,,,,,,Caribbean small states,,,,,,,,,,,,,173.0,244.0,29.218106995884774,161.0,245.0,34.42622950819673,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2022.0,8.44086351669284,2024.0,43.1040700506779,,,,,2007.0,4072.649111972276,Cuba,,,,,,,,,,,,,7.0,244.0,97.53086419753086,115.0,245.0,53.278688524590166,,,,,,,2.0,194.0,99.48186528497409,,,,,,,,,,,,,,,
CUW,2024.0,5.44313725490196,2013.0,23.0842005676443,,,,,2013.0,418.60312204351976,Curacao,,,,,,,,,,,,,39.0,244.0,84.36213991769547,158.0,245.0,35.65573770491803,,,,,,,168.0,194.0,13.471502590673579,,,,,,,,,,,,,,,
CYM,2023.0,1.57024002075195,2008.0,33.0195503234863,,,,,,,Cayman Islands,,,,,,,,,,,,,235.0,244.0,3.703703703703709,136.0,245.0,44.67213114754098,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2022.0,4.74210977554321,2024.0,120.87727355957,2021.0,10.2496576309204,2021.0,96.1132726669316,2016.0,1813.143187099456,Cyprus,,,,,,,,,,,,,79.0,244.0,67.90123456790124,3.0,245.0,99.18032786885246,36.0,155.0,77.27272727272727,3.0,137.0,98.52941176470588,45.0,194.0,77.2020725388601,,,,,,,,,,,,,,,
CZE,2022.0,4.30291986465454,2023.0,66.7282867431641,2021.0,14.2066078186035,2021.0,55.6303215026856,2016.0,1373.1328601073456,Czechia,2022.0,3.61897197296806,0.498417914958608,4.18592731669134,2022.0,18573.3177277603,2557.98452292013,21483.0506063456,86.45568112321146,11.906989234408636,2022.0,12844.4685470408,103.0,244.0,58.0246913580247,68.0,245.0,72.54098360655738,42.0,155.0,73.37662337662339,40.0,137.0,71.32352941176471,76.0,194.0,61.13989637305699,30.0,47.0,36.95652173913043,17.0,40.0,58.97435897435898,16.0,41.0,62.5,15.0,40.0,64.1025641025641,23.0,40.0,43.58974358974359
DEU,2022.0,5.23916006088257,2024.0,76.7096862792969,2021.0,15.439902305603,2021.0,60.225640296936106,2016.0,2281.728136710205,Germany,2022.0,3.80983674140395,0.543783653906951,4.38074990199426,2022.0,195398.108951309,27889.4621644327,224678.983573157,86.96768422387225,12.413026675168176,2022.0,17959.7023758757,54.0,244.0,78.18930041152264,48.0,245.0,80.73770491803278,46.0,155.0,70.7792207792208,37.0,137.0,73.52941176470588,18.0,194.0,91.19170984455958,26.0,47.0,45.652173913043484,20.0,40.0,51.28205128205128,14.0,41.0,67.5,17.0,40.0,58.97435897435898,11.0,40.0,74.35897435897436
DJI,2018.0,3.75143003463745,2011.0,5.16012001037598,,,,,2010.0,698.4328480895604,Djibouti,,,,,,,,,,,,,136.0,244.0,44.44444444444444,226.0,245.0,7.786885245901642,,,,,,,138.0,194.0,29.01554404145078,,,,,,,,,,,,,,,
DMA,2024.0,5.38572189060925,1993.0,6.9480299949646,,,,,,,Dominica,,,,,,,,,,,,,45.0,244.0,81.89300411522633,219.0,245.0,10.655737704918034,,,,,,,,,,,,,,,,,,,,,,,,
DNK,2022.0,6.35586023330688,2024.0,78.9604110717773,2021.0,5.13658905029296,2021.0,78.84570312500004,2014.0,3506.816824644164,Denmark,2023.0,4.88369901751143,0.427004298679486,5.39441867345689,2023.0,19949.8663908561,1744.30870461747,22036.1515740261,90.53244312573574,7.915668481212836,2022.0,19229.1897835764,24.0,244.0,90.53497942386831,39.0,245.0,84.42622950819671,15.0,155.0,90.9090909090909,16.0,137.0,88.97058823529412,4.0,194.0,98.44559585492227,9.0,47.0,82.6086956521739,13.0,40.0,69.23076923076923,10.0,41.0,77.5,10.0,40.0,76.92307692307692,5.0,40.0,89.74358974358975
DOM,2023.0,3.7606477375256,2024.0,57.6509476207267,2019.0,77.7178573608398,,,,,Dominican Republic,,,,,,,,,,,,,135.0,244.0,44.855967078189295,84.0,245.0,65.98360655737704,117.0,155.0,24.675324675324674,,,,,,,,,,,,,,,,,,,,,
DZA,2024.0,8.97772026062012,2024.0,54.4283410150344,2007.0,67.9034805297851,2007.0,-44.3078498840332,,,Algeria,,,,,,,,,,,,,6.0,244.0,97.94238683127571,93.0,245.0,62.295081967213115,106.0,155.0,31.818181818181824,104.0,137.0,24.264705882352942,,,,,,,,,,,,,,,,,,
EAP,2023.0,3.01801614079218,2024.0,61.7415199279785,2019.0,34.5209354880438,2019.0,12.452025937737403,2011.0,487.662527122154,East Asia & Pacific (excluding high income),,,,,,,,,,,,,190.0,244.0,22.22222222222222,74.0,245.0,70.08196721311475,70.0,155.0,55.1948051948052,64.0,137.0,53.67647058823529,164.0,194.0,15.544041450777202,,,,,,,,,,,,,,,
EAR,2023.0,3.393709897995,2024.0,36.2870903015137,,,,,,,Early-demographic dividend,,,,,,,,,,,,,158.0,244.0,35.390946502057616,130.0,245.0,47.13114754098361,,,,,,,,,,,,,,,,,,,,,,,,
EAS,2023.0,3.51481008529663,2024.0,63.3318481445312,2019.0,32.3528593816398,2019.0,17.128009911573095,2013.0,780.119693101693,East Asia & Pacific,,,,,,,,,,,,,150.0,244.0,38.68312757201646,72.0,245.0,70.9016393442623,65.0,155.0,58.44155844155844,61.0,137.0,55.88235294117647,132.0,194.0,32.12435233160622,,,,,,,,,,,,,,,
ECA,2023.0,3.70918011665344,2024.0,85.1110763549805,2019.0,16.4591732156909,2019.0,55.60085486048101,2017.0,1058.643408858833,Europe & Central Asia (excluding high income),,,,,,,,,,,,,138.0,244.0,43.62139917695473,21.0,245.0,91.80327868852459,48.0,155.0,69.48051948051948,41.0,137.0,70.58823529411764,101.0,194.0,48.186528497409334,,,,,,,,,,,,,,,
ECS,2022.0,4.56857490539551,2024.0,84.8905563354492,2019.0,8.55654634178274,2019.0,65.11354337989697,2016.0,1774.8170682918558,Europe & Central Asia,,,,,,,,,,,,,86.0,244.0,65.02057613168724,22.0,245.0,91.39344262295081,28.0,155.0,82.46753246753246,28.0,137.0,80.14705882352942,48.0,194.0,75.64766839378238,,,,,,,,,,,,,,,
ECU,2024.0,3.69074988365173,2023.0,67.8851161961618,2019.0,65.9371261596679,2019.0,-18.6743447584476,2015.0,2346.0264047746696,Ecuador,,,,,,,,,,,,,139.0,244.0,43.20987654320988,66.0,245.0,73.36065573770492,105.0,155.0,32.467532467532465,88.0,137.0,36.029411764705884,16.0,194.0,92.2279792746114,,,,,,,,,,,,,,,
EGY,2008.0,3.76082992553711,2025.0,38.0398346509947,2021.0,56.1192741394043,2021.0,-21.0007423610886,,,"Egypt, Arab Rep.",,,,,,,,,,,,,134.0,244.0,45.26748971193416,125.0,245.0,49.18032786885246,98.0,155.0,37.01298701298701,91.0,137.0,33.82352941176471,,,,,,,,,,,,,,,,,,
EMU,2022.0,4.96064496040344,2024.0,81.8938369750977,,,,,2016.0,1992.903955820924,Euro area,,,,,,,,,,,,,71.0,244.0,71.19341563786008,28.0,245.0,88.9344262295082,,,,,,,33.0,194.0,83.41968911917098,,,,,,,,,,,,,,,
ERI,2006.0,2.12700009346008,2016.0,3.20262002944946,,,,,2004.0,1167.556630264943,Eritrea,,,,,,,,,,,,,222.0,244.0,9.053497942386834,235.0,245.0,4.098360655737709,,,,,,,89.0,194.0,54.4041450777202,,,,,,,,,,,,,,,
