Indicator 1,"School heads’ minimum and maximum annual gross statutory salaries (in national currency), by ISCED level and school size",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 02,Maximum,72723,94696,a,a,a,a,:,a,a,29808,56230.69691033384,a,:,a,a,a,32254,a,a,42042.52,90970.6124,a,a,57621,a,a,a,a,:,a,:,:,:,a,17177.29,a,a,a,a
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 1,Maximum,72723,94696,a,a,a,a,:,a,106213,29808,56230.69691033384,a,29328.638927599706,a,a,a,32254,a,a,42042.52,90970.6124,88150.9,a,57621,a,a,a,65908.73970450001,a,a,:,:,:,161650,17177.29,747464,a,a,a
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 24,Maximum,a,141946,80653.62003710365,a,a,a,:,a,120336,29808,65736.78902532732,a,29328.638927599706,a,a,a,32254,a,a,42042.52,119351.38820000002,88150.9,a,57621,a,a,a,74588.09990940001,a,a,:,:,:,161650,17177.29,747464,a,a,a
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 34,Maximum,a,141946,a,a,a,a,:,a,120336,30468,65736.78902532732,a,29328.638927599706,a,a,a,32254,a,a,42042.52,119351.38820000002,110639.775,a,57621,a,a,a,a,a,a,:,:,:,188960,17177.29,859126,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 02,Minimum,48201.24434002653,65612.61,a,39384,a,a,a,a,a,19896,44389.955122016894,a,a,a,a,31308,38971,a,6884136,39422.25461538461,70692.69087175217,a,a,34982,104184,a,a,a,a,a,:,:,12183900,a,16123,a,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 1,Minimum,48201.24434002653,65612.61,a,39384,a,a,a,a,90461,19896,44389.955122016894,a,27752.273,a,a,31308,38971,a,6884136,39422.25461538461,70692.69087175217,55331.96875000001,a,34982,104184,a,a,54967.269,a,a,:,:,13101936,156368,16123,716320,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 24,Minimum,a,108671.17,57145.62941531466,40452,a,a,a,a,101222,19896,50329.27959864561,a,27752.273,a,a,31308,38971,a,7649040,39422.25461538461,90410.3594,55331.96875000001,a,34982,104184,a,a,62205.759000000005,a,a,:,:,13101936,159882,16123,716320,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 34,Minimum,a,108671.17,a,40452,a,a,a,a,101222,20556,50329.27959864561,a,27752.273,a,a,31308,38971,a,7649040,39422.25461538461,90410.3594,70237.63125,a,34982,104184,a,a,a,a,a,:,:,a,178706,16123,823329,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 02,Maximum,81855,102551.72,a,:,a,a,a,a,a,29808,58121.43554495633,a,a,a,a,a,39149,a,12803616,43266.268461538464,98116.90628223389,a,a,58921,104184,a,a,a,a,a,:,:,13871480,a,20457,a,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 1,Maximum,81855,102551.72,a,:,a,a,a,a,120783,29808,58121.43554495633,a,32021.854,a,a,a,39149,a,12803616,43266.268461538464,98116.90628223389,93193.04999999999,a,58921,104184,a,a,67296.4274367,a,a,:,:,14935276,166320,20457,859586,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 24,Maximum,a,153717.62,89767.41056569552,:,a,a,a,a,125185,29808,68053.40110475034,a,32021.854,a,a,a,39149,a,14810880,43266.268461538464,128162.8352,93193.04999999999,a,58921,104184,a,a,76158.51074370001,a,a,:,:,14935276,166320,20457,859586,a,a,a
Heads,Salary (nat currency),Biggest,2022/2023,ISCED 34,Maximum,a,153717.62,a,:,a,a,a,a,125185,30468,68053.40110475034,a,32021.854,a,a,a,39149,a,14810880,43266.268461538464,128162.8352,116965.9,a,58921,104184,a,a,a,a,a,:,:,a,194450,20457,987995,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 02,Minimum,49165.97612941652,67122,a,43416,a,a,:,a,a,21248,45704.276141434646,a,a,a,a,32868,46143,a,11976672,40676.336923076924,74614.8798,a,:,36271,a,a,a,a,a,a,:,:,12784992,a,18080,:,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 1,Minimum,49165.97612941652,67122,a,43416,a,a,:,a,92270,21248,45704.276141434646,a,32421.4,a,a,32868,46143,a,11976672,40676.336923076924,74614.8798,60024.887500000004,:,36271,a,a,a,56148.96000000001,a,a,:,:,12736920,158000,18080,:,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 24,Minimum,a,111167,a,44568,a,a,:,a,103246,21248,51731.97592304552,a,32421.4,a,a,32868,46143,a,12216205.44,40676.336923076924,95513.47751772,60024.887500000004,:,36271,138060,a,a,66603.32699999999,a,a,:,:,12736920,162284,18080,:,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 34,Minimum,a,111167,a,44568,a,a,:,a,103246,22044,51731.97592304552,a,32421.4,a,a,32868,46143,a,12216205.44,40676.336923076924,95513.47751772,76195.92499999999,:,36271,138660,a,a,a,a,a,:,:,a,181373,18080,:,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 02,Maximum,83493,106484,a,:,a,a,:,a,a,31160,59836.10246256106,a,a,a,a,a,46353,a,14520672,44520.35692307692,104134.6515,a,:,60642,a,a,a,a,a,a,:,:,16997856,a,20588,:,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 1,Maximum,83493,106484,a,:,a,a,:,a,116998,31160,59836.10246256106,a,37409.3,a,a,a,46353,a,14520672,44520.35692307692,135528.83308176,101097.27499999998,:,60642,a,a,a,68743,a,a,:,:,17347644,168820,20588,:,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 24,Maximum,a,159038,a,:,a,a,:,a,121488,31160,69713.1735015554,a,37409.3,a,a,a,46353,a,14811085.44,44520.35692307692,135528.83308176,101097.27499999998,:,60642,138660,a,a,81542,a,a,:,:,17347644,168820,20588,:,a,a,a
Heads,Salary (nat currency),Biggest,2023/2024,ISCED 34,Maximum,a,159038,a,:,a,a,:,a,121488,31956,69713.1735015554,a,37409.3,a,a,a,46353,a,14811085.44,44520.35692307692,135528.83308176,126888.225,:,60642,141744,a,a,a,a,a,:,:,a,197370,20588,:,a,a,a
