Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
A10,10,ISCED 34,143,5,40,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,a,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,,a,28.6,1
A11,11,ISCED 34,98,5,40,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,a,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,xr:F3,,a,19.6,1
A12,12,,,,,,,,,,,,,,,,,,,,,,,,,,1
A13,13,,,,,,,,,,,,,,,,,,,,,,,,,,1
,(*) as a compulsory subject,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,Minimum Instruction Time: Sub-total Compulsory I,0,,,
A14,6,Primary (ISCED 1),,,,,,,,,,,,,,,,,,,,,,,,31.4,1
A15,3,Compulsory lower secondary (ISCED 24),,,,,,,,,,,,,,,,,,,,,,,,28.6,1
A16,2,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,,,28.6,1
Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,,, ,,,,
,,,,,,,,,,,,,,,,,,,,,, ,,,,,
,Group of,,Dura-,from,to,,,,,,,,,,,,,,,,,,,Total,,,
,grades,,tion,grade,grade,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,False,
F1,ISCED 1,,6,1,6,1410.15,705.075,705.075,470.05,xc:5,xc:22,a,a,235.025,235.025,235.025,xc:23,xc:7,a,xc:22,xc:22,a,705.075,4700.500000000001,a,30.96666666666667,1
F2,ISCED 24,,3,7,9,698.8499999999999,291.1875,291.1875,232.95,xc:5,xc:22,xc:22,a,155.29999999999998,77.64999999999999,77.64999999999999,xc:22,xc:7,xc:22,xc:22,a,xc:22,504.72499999999997,2329.5,a,28.600000000000005,1
F3,ISCED 34,,2,10,11,394.65,164.4375,164.4375,131.54999999999998,xc:5,xc:22,xc:22,a,131.54999999999998,xc:8,xc:8,xc:22,xc:7,xc:22,xc:22,a,xc:22,328.875,1315.5,a,24.1,1
F4,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F5,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F6,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F7,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F8,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F9,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F10,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F11,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F12,0,,,0,0,,,,,,,,,,,,,,,,,,,0,,,
,Number of years,Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,Vertical Flexibility: Sub-total Compulsory II,8345.5,,,
F13,6,Primary (ISCED 1),,,,1410.15,705.075,705.075,470.05,xc:5,xc:22,a,a,235.025,235.025,235.025,xc:23,xc:7,a,xc:22,xc:22,a,705.075,4700.500000000001,,30.96666666666667,1
F14,3,Compulsory lower secondary (ISCED 24),,,,698.8499999999999,291.1875,291.1875,232.95,xc:5,xc:22,xc:22,a,155.29999999999998,77.64999999999999,77.64999999999999,xc:22,xc:7,xc:22,xc:22,a,xc:22,504.72499999999997,2329.5,,28.600000000000005,1
F15,2,Compulsory upper secondary (ISCED 34),,,,394.65,164.4375,164.4375,131.54999999999998,xc:5,xc:22,xc:22,a,131.54999999999998,xc:8,xc:8,xc:22,xc:7,xc:22,xc:22,a,xc:22,328.875,1315.5,,24.1,1
Total Instruction time,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Total Instruction time,,,,,,,,,,,,,,,,,,,,,Instruction Time: Total Compulsory,8345.5,,,
T1,6,Primary (ISCED 1),,,,1410.15,705.075,705.075,470.05,,,,,235.025,235.025,235.025,,,,,,,705.075,4700.500000000001,,,
T2,3,Compulsory lower secondary (ISCED 24),,,,698.8499999999999,291.1875,291.1875,232.95,,,,,155.29999999999998,77.64999999999999,77.64999999999999,,,,,,,504.72499999999997,2329.5,,,
T3,2,Compulsory upper secondary (ISCED 34),,,,394.65,164.4375,164.4375,131.54999999999998,,,,,131.54999999999998,,,,,,,,,328.875,1315.5,,,
Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in primary education (ISCED 1),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in lower secondary education (ISCED 24),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in upper secondary education (ISCED 34),,,,,,,,,,,1,,,,,,,,,,,,,,,
