1. Popolazione analizzata
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Professione svolta (%),,,,,
"Imprenditori, legislatori e alta dirigenza",-,-,-,-,-
"Professioni intellettuali, scientifiche e di elevata specializzazione",-,-,-,-,-
Professioni tecniche,-,-,-,-,-
Professioni esecutive nel lavoro d'ufficio,-,-,-,-,-
Altre professioni,-,-,-,-,-
Tipologia dell'attività lavorativa (%),,,,,
Attività in proprio,-,-,-,-,-
Tempo indeterminato,-,-,-,-,-
Tempo determinato,-,-,-,-,-
Assegno di ricerca,-,-,-,-,-
Contratti formativi,-,-,-,-,-
Altre forme contrattuali,-,-,-,-,-
Senza contratto,-,-,-,-,-
Diffusione dello smart working (%),-,-,-,-,-
Diffusione del part-time (%),-,-,-,-,-
Numero di ore settimanali di lavoro (medie),-,-,-,-,-

6. Caratteristiche dell'impresa
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Settore di attività (%),,,,,
Pubblico,-,-,-,-,-
Privato,-,-,-,-,-
Non profit,-,-,-,-,-
Ramo di attività economica (%),,,,,
Agricoltura,-,-,-,-,-
Metalmeccanica e meccanica di precisione,-,-,-,-,-
Edilizia,-,-,-,-,-
Chimica/Energia,-,-,-,-,-
Altra industria manifatturiera,-,-,-,-,-
Totale industria,-,-,-,-,-
Commercio,-,-,-,-,-
"Credito, assicurazioni",-,-,-,-,-
"Trasporti, pubblicità, comunicazioni",-,-,-,-,-
Consulenze varie,-,-,-,-,-
Informatica,-,-,-,-,-
Altri servizi alle imprese,-,-,-,-,-
"Pubblica amministrazione, forze armate",-,-,-,-,-
Istruzione e ricerca,-,-,-,-,-
Sanità,-,-,-,-,-
Altri servizi,-,-,-,-,-
Totale servizi,-,-,-,-,-
Area geografica di lavoro (%),,,,,
Nord-Ovest,-,-,-,-,-
Nord-Est,-,-,-,-,-
Centro,-,-,-,-,-
Sud,-,-,-,-,-
Isole,-,-,-,-,-
Estero,-,-,-,-,-

7. Retribuzione
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
"Retribuzione mensile netta (medie, in euro)",,,,,
Uomini,-,-,-,-,-
Donne,-,-,-,-,-
Totale,-,-,-,-,-

8. Utilizzo e richiesta della laurea nell'attuale lavoro
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Laureati che proseguono il lavoro iniziato prima della laurea: hanno notato un miglioramento nel proprio lavoro dovuto alla laurea (%),-,-,-,-,-
Laureati che proseguono il lavoro iniziato prima della laurea e che hanno notato un miglioramento nel lavoro: tipo di miglioramento (%),,,,,
Dal punto di vista economico,-,-,-,-,-
Nella posizione lavorativa,-,-,-,-,-
Nelle mansioni svolte,-,-,-,-,-
Nelle competenze professionali,-,-,-,-,-
Sotto altri punti di vista,-,-,-,-,-
Utilizzo delle competenze acquisite con la laurea (%),,,,,
In misura elevata,-,-,-,-,-
In misura ridotta,-,-,-,-,-
Per niente,-,-,-,-,-
Adeguatezza della formazione professionale acquisita all'università (%),,,,,
Molto adeguata,-,-,-,-,-
Poco adeguata,-,-,-,-,-
Per niente adeguata,-,-,-,-,-
Richiesta della laurea per l'attività lavorativa (%),,,,,
Richiesta per legge,-,-,-,-,-
Non richiesta ma necessaria,-,-,-,-,-
Non richiesta ma utile,-,-,-,-,-
Non richiesta né utile,-,-,-,-,-

9. Efficacia della laurea e soddisfazione per l'attuale lavoro
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Efficacia della laurea nel lavoro svolto (%),,,,,
Molto efficace/Efficace,-,-,-,-,-
Abbastanza efficace,-,-,-,-,-
Poco/Per nulla efficace,-,-,-,-,-
"Soddisfazione per il lavoro svolto (medie, scala 1-10)",-,-,-,-,-
Occupati che cercano lavoro (%),-,-,-,-,-

3. Condizione occupazionale
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Tasso di occupazione,,,,,
Uomini,"91,8","81,6","88,3","94,4","95,0"
Donne,"87,5","83,2","84,3","93,2","92,2"
Totale,"89,3","82,9","85,8","93,7","93,8"
Laureati che non lavoravano alla laurea: tasso di occupazione,"88,1","79,5","83,3","93,6","93,4"
"Quota che non lavora, non cerca ma è impegnata in un corso universitario/praticantato (%)","0,9","1,1","1,6","0,6","0,4"
Esperienze di lavoro post-laurea (%),,,,,
Non lavorano ma hanno lavorato dopo la laurea,"6,8","12,5","8,2","3,8","4,0"
Non hanno mai lavorato dopo la laurea,"3,9","4,7","6,0","2,5","2,1"
Tasso di disoccupazione,"4,5","7,9","6,3","2,3","2,3"
Ricerca del lavoro (%),,,,,
Non lavorano e non cercano,"5,4","8,4","6,9","3,6","3,2"
Non lavorano ma cercano,"5,3","8,7","7,3","2,7","3,0"

4. Ingresso nel mercato del lavoro
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Numero di occupati,71.362,11.509,22.505,14.822,22.526
Occupati: condizione occupazionale alla laurea (%),,,,,
Proseguono il lavoro iniziato prima della laurea,"11,9","17,4","12,8","11,3","8,6"
Non proseguono il lavoro iniziato prima della laurea,"17,8","23,4","20,7","12,7","15,3"
Hanno iniziato a lavorare dopo la laurea,"70,3","59,1","66,5","75,9","76,1"
"Occupati: tempi di ingresso nel mercato del lavoro (medie, in mesi)",,,,,
Tempo dalla laurea all'inizio della ricerca del primo lavoro,"1,4","1,5","2,2","1,1","0,9"
Tempo dall'inizio della ricerca al reperimento del primo lavoro,"3,5","4,1","4,3","3,1","2,6"
Tempo dalla laurea al reperimento del primo lavoro,"4,9","5,6","6,5","4,2","3,5"

5. Caratteristiche dell'attuale lavoro
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Professione svolta (%),,,,,
Imprenditori e alta dirigenza,"1,0","0,8","1,6","0,8","0,6"
"Professioni intellettuali, scientifiche e di elevata specializzazione","68,2","69,0","48,1","76,0","82,6"
Professioni tecniche,"20,7","16,4","30,4","20,1","13,5"
Professioni esecutive nel lavoro d'ufficio,"8,0","10,3","16,4","1,8","2,4"
Altre professioni,"2,2","3,5","3,4","1,3","0,9"
Tipologia dell'attività lavorativa (%),,,,,
Attività in proprio,"11,6","5,6","15,6","11,1","11,0"
Tempo indeterminato,"43,4","31,7","50,2","26,9","53,4"
Tempo determinato,"17,5","47,3","15,0","11,6","8,7"
Borsa o assegno di studio o di ricerca,"9,6","6,4","4,4","5,3","19,4"
Contratti formativi,"14,4","4,9","10,5","41,9","5,2"
Altre forme contrattuali,"2,8","3,6","3,5","2,7","1,8"
Senza contratto,"0,4","0,4","0,7","0,3","0,3"
Diffusione dello smart working (%),"32,8","19,7","42,4","7,4","46,6"
Diffusione del part-time (%),"8,5","15,0","10,5","8,7","3,1"
Diffusione del part-time involontario (%),"5,3","10,7","6,0","5,1","1,9"
Numero di ore settimanali di lavoro (medie),"37,9","29,6","38,7","39,3","40,5"

6. Caratteristiche dell'impresa
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Settore di attività (%),,,,,
Pubblico,"35,7","52,0","19,5","60,6","27,1"
Privato,"61,1","42,0","75,3","37,2","72,2"
Non profit,"3,2","5,9","5,1","2,1","0,6"
Ramo di attività economica (%),,,,,
Agricoltura,"0,9","0,2","0,4","2,9","0,4"
Metalmeccanica e meccanica di precisione,"5,0","2,0","2,9","0,2","11,8"
Edilizia,"3,9","0,8","1,2","0,2","10,5"
Chimica/Energia,"5,5","1,0","2,9","4,9","10,7"
Altra industria manifatturiera,"4,4","3,7","4,5","2,6","6,0"
Totale industria,"18,8","7,4","11,6","7,9","39,0"
Commercio,"6,1","5,7","7,2","11,1","1,9"
"Credito, assicurazioni","4,0","1,0","10,3","0,1","1,6"
"Trasporti, pubblicità, comunicazioni","3,8","4,6","6,2","0,4","3,3"
Consulenze varie,"13,7","3,9","25,4","3,8","13,4"
Informatica,"4,4","1,5","4,1","0,1","8,9"
Altri servizi alle imprese,"2,4","2,3","4,7","0,5","1,5"
"Pubblica amministrazione, forze armate","4,5","2,7","9,5","1,9","2,2"
Istruzione e ricerca,"24,9","59,0","10,1","23,9","22,9"
Sanità,"10,7","0,6","2,9","40,7","3,8"
Altri servizi,"5,5","10,7","7,1","6,3","0,7"
Totale servizi,"79,9","91,9","87,6","89,0","60,2"
Ripartizione geografica di lavoro (%),,,,,
Nord-Ovest,"28,4","26,6","30,8","25,4","28,9"
Nord-Est,"21,5","23,6","19,7","22,5","21,5"
Centro,"22,4","22,9","23,0","21,4","22,3"
Sud,"16,0","15,6","15,9","18,8","14,4"
Isole,"7,0","7,2","6,1","10,0","5,7"
Estero,"4,6","4,1","4,3","1,8","7,1"

7. Retribuzione
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
"Retribuzione mensile netta (medie, in euro)",,,,,
Uomini,1.783,1.484,1.780,1.715,1.865
Donne,1.559,1.419,1.552,1.631,1.646
Totale,1.654,1.431,1.641,1.666,1.775
"Laureati che non lavoravano alla laurea: retribuzione mensile netta (medie, in euro)",1.636,1.419,1.601,1.663,1.735

8. Utilizzo e richiesta della laurea nell'attuale lavoro
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Laureati che proseguono il lavoro iniziato prima della laurea: hanno notato un miglioramento nel proprio lavoro dovuto alla laurea (%),"58,5","59,0","57,3","51,2","66,0"
Laureati che proseguono il lavoro iniziato prima della laurea e che hanno notato un miglioramento nel lavoro: tipo di miglioramento (%),,,,,
Dal punto di vista economico,"13,8","9,8","13,9","10,2","19,9"
Nella posizione lavorativa,"29,6","32,9","27,1","26,2","31,9"
Nelle mansioni svolte,"10,2","7,3","11,6","13,1","9,2"
Nelle competenze professionali,"45,8","49,1","46,9","50,2","38,4"
Sotto altri punti di vista,"0,6","0,9","0,5","0,2","0,5"
Utilizzo delle competenze acquisite con la laurea (%),,,,,
In misura elevata,"61,3","61,7","51,1","73,3","63,4"
In misura ridotta,"32,6","29,8","40,6","22,5","32,6"
Per niente,"6,0","8,5","8,2","4,1","3,9"
Adeguatezza della formazione professionale acquisita all'università (%),,,,,
Molto adeguata,"67,1","66,1","59,8","71,1","72,3"
Poco adeguata,"27,7","26,5","33,2","25,2","24,5"
Per niente adeguata,"5,1","7,3","6,9","3,6","3,1"
Richiesta della laurea per l'attività lavorativa (%),,,,,
Richiesta per legge,"49,7","52,8","33,8","74,4","47,8"
Non richiesta ma necessaria,"21,7","15,1","27,2","9,3","27,9"
Non richiesta ma utile,"24,1","24,9","33,3","13,2","21,7"
Non richiesta né utile,"4,4","7,2","5,7","3,1","2,5"

9. Efficacia della laurea e soddisfazione per l'attuale lavoro
,Collettivo selezionato,"Artistica, Letteraria ed Educazione","Economica, Giuridica e Sociale",Sanitaria e Agro-Veterinaria,STEM
Efficacia della laurea nel lavoro svolto (%),,,,,
Molto efficace/Efficace,"71,6","71,5","59,8","86,1","73,9"
Abbastanza efficace,"22,1","18,6","31,8","9,7","22,4"
Poco/Per nulla efficace,"6,3","9,9","8,4","4,2","3,7"
"Soddisfazione per il lavoro svolto (medie, scala 1-10)","7,8","8,0","7,7","7,9","7,8"
Occupati che cercano lavoro (%),"18,9","20,4","21,6","14,7","18,1"

