freq,tipologia_fam,titolo_studio_pe_pers_rif,tipo_dato,gruppo_spesa,condizione_pers_rif,abit_spesa,itter107,coicop,quant_spesa_toteq,num_comp_fam,time_period,obs_value,year
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2016,71.99,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2017,72.44,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2018,67.42,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2019,64.28,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2020,46.71,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2021,51.69,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2010,864.93,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2011,907.48,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2012,888.16,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2013,900.57,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2014,875.45,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2015,872.05,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2016,908.72,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2017,851.55,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2018,891.65,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2019,857.82,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2020,853.23,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2021,873.87,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2010,97.4,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2011,95.87,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2012,101.43,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2013,95.74,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2014,96.79,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2015,100.17,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2016,100.66,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2017,110.13,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2018,106.8,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2019,100.26,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2020,94.97,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2021,106.6,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2010,94.71,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2011,92.91,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2012,94.53,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2013,97.31,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2014,115.98,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2015,116.48,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2016,119.88,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2017,126.48,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2018,119.73,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2019,111.08,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2020,107.53,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2021,112.14,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2010,139.94,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2011,145.07,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2012,139.72,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2013,146.95,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2014,136.89,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2015,142.35,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2016,146.17,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2017,155.31,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2018,159.75,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2019,164.93,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2020,123.81,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2021,141.88,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2010,51.25,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2011,50.46,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2012,49.96,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2013,50.27,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2014,50.44,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2015,48.88,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2016,50.0,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2017,49.03,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2018,48.67,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2019,47.4,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2020,43.33,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,08,ALL,TOT,2021,42.48,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2010,81.27,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2011,85.32,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2012,72.79,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2013,76.01,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2014,77.6,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2015,82.66,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2016,86.54,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2017,81.53,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2018,79.26,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2019,76.37,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2020,58.37,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,09,ALL,TOT,2021,62.19,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2010,5.71,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2011,4.84,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2012,4.33,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2013,3.36,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2014,4.29,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2015,3.77,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2016,4.41,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2017,5.19,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2018,4.98,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2019,4.9,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2020,4.15,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,10,ALL,TOT,2021,4.02,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2010,56.28,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2011,65.13,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2012,69.3,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2013,61.07,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2014,56.24,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2015,64.67,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2016,60.92,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2017,61.34,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2018,69.33,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2019,67.21,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2020,38.73,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,11,ALL,TOT,2021,48.36,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2010,118.58,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2011,121.89,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2012,120.47,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2013,124.13,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2014,139.33,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2015,135.17,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2016,133.64,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2017,131.18,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2018,134.71,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2019,140.05,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2020,121.36,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,12,ALL,TOT,2021,124.49,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2010,1963.49,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2011,2022.49,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2012,1987.27,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2013,2002.93,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2014,2022.78,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2015,2036.14,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2016,2099.2,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2017,2065.11,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2018,2102.16,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2019,2056.11,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2020,1911.16,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2021,1986.38,2021
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2010,1615.09,2010
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2011,1667.8,2011
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2012,1639.25,2012
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2013,1651.91,2013
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2014,1649.97,2014
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2015,1664.64,2015
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2016,1713.15,2016
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2017,1675.48,2017
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2018,1715.72,2018
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2019,1664.39,2019
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2020,1523.59,2020
A,1ELD,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2021,1598.95,2021
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2010,548.44,2010
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2011,567.63,2011
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2012,550.77,2012
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2013,536.77,2013
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2014,515.43,2014
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2015,529.63,2015
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2016,545.54,2016
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2017,524.78,2017
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2018,540.52,2018
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2019,549.71,2019
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2020,568.29,2020
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,01,ALL,TOT,2021,569.13,2021
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2010,50.82,2010
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2011,53.29,2011
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2012,50.8,2012
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2013,49.21,2013
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2014,47.71,2014
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2015,49.08,2015
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2016,52.84,2016
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2017,46.37,2017
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2018,52.87,2018
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2019,50.92,2019
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2020,45.97,2020
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,02,ALL,TOT,2021,47.65,2021
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2010,215.74,2010
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2011,214.37,2011
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2012,180.08,2012
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2013,160.0,2013
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2014,169.23,2014
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2015,165.51,2015
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2016,170.81,2016
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2017,167.9,2017
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2018,176.58,2018
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2019,170.85,2019
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2020,133.45,2020
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,03,ALL,TOT,2021,160.6,2021
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2010,908.78,2010
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2011,928.49,2011
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2012,912.67,2012
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2013,906.79,2013
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2014,911.16,2014
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2015,902.69,2015
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2016,905.21,2016
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2017,893.93,2017
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2018,898.64,2018
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2019,904.12,2019
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2020,899.69,2020
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,04,ALL,TOT,2021,959.29,2021
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2010,141.76,2010
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2011,122.26,2011
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2012,114.93,2012
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2013,106.64,2013
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2014,113.42,2014
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2015,112.46,2015
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2016,121.92,2016
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2017,119.67,2017
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2018,120.31,2018
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2019,125.21,2019
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2020,126.9,2020
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,05,ALL,TOT,2021,142.62,2021
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2010,114.31,2010
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2011,124.9,2011
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2012,113.71,2012
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2013,101.54,2013
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2014,110.2,2014
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2015,108.72,2015
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2016,111.79,2016
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2017,110.63,2017
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2018,117.13,2018
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2019,115.85,2019
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2020,109.97,2020
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,06,ALL,TOT,2021,119.27,2021
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2010,374.66,2010
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2011,444.27,2011
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2012,397.28,2012
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2013,366.3,2013
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2014,353.36,2014
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2015,374.09,2015
A,1MINCH,99,SPESA_MEDIA,ALL,ALL,ALL,IT,07,ALL,TOT,2016,385.25,2016
