freq,att_eco,condizione_dich3_occ,professione_cp2011,itter107,ore_sett_lavoro,tipo_occ,settore_impiego,sesso,rich_dipl_lavoro,utilita_dipl_lavoro,tipo_dato,tipo_scuola,time_period,obs_value,year
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,LIN,2015,8912.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,PSY,2015,13581.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SCI,2015,32493.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOC,2015,4225.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOCI_S,2015,2507.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SUR,2015,11922.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,TEC,2015,82390.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,TOU,2015,4216.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,VOC,2015,42019.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AER_NAU,2015,53.5,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AGR_ENV,2015,64.8,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AGRI,2015,61.8,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ALL,2015,43.5,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ART,2015,51.2,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ARTI,2015,40.8,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,CLA,2015,22.5,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,COM_TOU,2015,58.6,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,COMM,2015,53.3,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,EDU,2015,45.1,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,HOT,2015,67.0,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,IND,2015,63.6,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,INDU,2015,63.3,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,LIC,2015,26.9,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,LIN,2015,37.6,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,PSY,2015,41.8,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SCI,2015,26.3,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SOC,2015,58.4,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SOCI_S,2015,59.8,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SUR,2015,53.7,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,TEC,2015,56.7,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,TOU,2015,57.5,2015
A,0010,A1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,VOC,2015,62.6,2015
A,0010,B1_P,ALL,IT,TOT,9,9,9,9,9,GRAD,ALL,2015,97599.0,2015
A,0010,B1_P,ALL,IT,TOT,9,9,9,9,9,GRAD_P,ALL,2015,21.9,2015
A,0010,B1_P,ALL,ITC,TOT,9,9,9,9,9,GRAD,ALL,2015,14703.0,2015
A,0010,B1_P,ALL,ITC,TOT,9,9,9,9,9,GRAD_P,ALL,2015,14.5,2015
A,0010,B1_P,ALL,ITC1,TOT,9,9,9,9,9,GRAD,ALL,2015,4927.0,2015
A,0010,B1_P,ALL,ITC1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,17.6,2015
A,0010,B1_P,ALL,ITC2,TOT,9,9,9,9,9,GRAD,ALL,2015,135.0,2015
A,0010,B1_P,ALL,ITC2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,22.0,2015
A,0010,B1_P,ALL,ITC3,TOT,9,9,9,9,9,GRAD,ALL,2015,1400.0,2015
A,0010,B1_P,ALL,ITC3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,15.4,2015
A,0010,B1_P,ALL,ITC4,TOT,9,9,9,9,9,GRAD,ALL,2015,8240.0,2015
A,0010,B1_P,ALL,ITC4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,12.9,2015
A,0010,B1_P,ALL,ITD,TOT,9,9,9,9,9,GRAD,ALL,2015,10610.0,2015
A,0010,B1_P,ALL,ITD,TOT,9,9,9,9,9,GRAD_P,ALL,2015,13.8,2015
A,0010,B1_P,ALL,ITD1,TOT,9,9,9,9,9,GRAD,ALL,2015,226.0,2015
A,0010,B1_P,ALL,ITD1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,7.6,2015
A,0010,B1_P,ALL,ITD2,TOT,9,9,9,9,9,GRAD,ALL,2015,468.0,2015
A,0010,B1_P,ALL,ITD2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,13.0,2015
A,0010,B1_P,ALL,ITD3,TOT,9,9,9,9,9,GRAD,ALL,2015,4076.0,2015
A,0010,B1_P,ALL,ITD3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,12.5,2015
A,0010,B1_P,ALL,ITD4,TOT,9,9,9,9,9,GRAD,ALL,2015,1228.0,2015
A,0010,B1_P,ALL,ITD4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,16.1,2015
A,0010,B1_P,ALL,ITD5,TOT,9,9,9,9,9,GRAD,ALL,2015,4611.0,2015
A,0010,B1_P,ALL,ITD5,TOT,9,9,9,9,9,GRAD_P,ALL,2015,15.4,2015
A,0010,B1_P,ALL,ITDA,TOT,9,9,9,9,9,GRAD,ALL,2015,694.0,2015
A,0010,B1_P,ALL,ITDA,TOT,9,9,9,9,9,GRAD_P,ALL,2015,10.6,2015
A,0010,B1_P,ALL,ITE,TOT,9,9,9,9,9,GRAD,ALL,2015,18147.0,2015
A,0010,B1_P,ALL,ITE,TOT,9,9,9,9,9,GRAD_P,ALL,2015,19.8,2015
A,0010,B1_P,ALL,ITE1,TOT,9,9,9,9,9,GRAD,ALL,2015,4408.0,2015
A,0010,B1_P,ALL,ITE1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,16.8,2015
A,0010,B1_P,ALL,ITE2,TOT,9,9,9,9,9,GRAD,ALL,2015,1176.0,2015
A,0010,B1_P,ALL,ITE2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,19.7,2015
A,0010,B1_P,ALL,ITE3,TOT,9,9,9,9,9,GRAD,ALL,2015,2127.0,2015
A,0010,B1_P,ALL,ITE3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,18.8,2015
A,0010,B1_P,ALL,ITE4,TOT,9,9,9,9,9,GRAD,ALL,2015,10435.0,2015
A,0010,B1_P,ALL,ITE4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,21.7,2015
A,0010,B1_P,ALL,ITF,TOT,9,9,9,9,9,GRAD,ALL,2015,39367.0,2015
A,0010,B1_P,ALL,ITF,TOT,9,9,9,9,9,GRAD_P,ALL,2015,31.5,2015
A,0010,B1_P,ALL,ITF1,TOT,9,9,9,9,9,GRAD,ALL,2015,2832.0,2015
A,0010,B1_P,ALL,ITF1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,25.8,2015
A,0010,B1_P,ALL,ITF2,TOT,9,9,9,9,9,GRAD,ALL,2015,704.0,2015
A,0010,B1_P,ALL,ITF2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,28.0,2015
A,0010,B1_P,ALL,ITF3,TOT,9,9,9,9,9,GRAD,ALL,2015,18570.0,2015
A,0010,B1_P,ALL,ITF3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,31.1,2015
A,0010,B1_P,ALL,ITF4,TOT,9,9,9,9,9,GRAD,ALL,2015,9236.0,2015
A,0010,B1_P,ALL,ITF4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,30.5,2015
A,0010,B1_P,ALL,ITF5,TOT,9,9,9,9,9,GRAD,ALL,2015,1352.0,2015
A,0010,B1_P,ALL,ITF5,TOT,9,9,9,9,9,GRAD_P,ALL,2015,32.2,2015
A,0010,B1_P,ALL,ITF6,TOT,9,9,9,9,9,GRAD,ALL,2015,6673.0,2015
A,0010,B1_P,ALL,ITF6,TOT,9,9,9,9,9,GRAD_P,ALL,2015,38.5,2015
A,0010,B1_P,ALL,ITG,TOT,9,9,9,9,9,GRAD,ALL,2015,14772.0,2015
A,0010,B1_P,ALL,ITG,TOT,9,9,9,9,9,GRAD_P,ALL,2015,29.4,2015
A,0010,B1_P,ALL,ITG1,TOT,9,9,9,9,9,GRAD,ALL,2015,12073.0,2015
A,0010,B1_P,ALL,ITG1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,30.1,2015
A,0010,B1_P,ALL,ITG2,TOT,9,9,9,9,9,GRAD,ALL,2015,2699.0,2015
A,0010,B1_P,ALL,ITG2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,26.8,2015
A,0010,B1_P,ALL,ITS,TOT,9,9,9,9,9,GRAD,ALL,2015,715.0,2015
A,0010,B1_P,ALL,ITS,TOT,9,9,9,9,9,GRAD_P,ALL,2015,12.5,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,1,9,9,GRAD,ALL,2015,42886.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,1,9,9,GRAD_P,ALL,2015,19.6,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,2,9,9,GRAD,ALL,2015,55429.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,2,9,9,GRAD_P,ALL,2015,23.9,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AER_NAU,2015,900.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AGR_ENV,2015,806.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,AGRI,2015,1268.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ALL,2015,98314.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ART,2015,1982.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,ARTI,2015,2382.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,CLA,2015,6926.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,COM_TOU,2015,5773.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,COMM,2015,17335.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,EDU,2015,4364.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,HOT,2015,4150.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,IND,2015,5717.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,INDU,2015,7435.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,LIC,2015,31514.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,LIN,2015,5968.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,PSY,2015,8660.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SCI,2015,18620.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOC,2015,2111.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SOCI_S,2015,1020.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,SUR,2015,5608.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,TEC,2015,35219.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,TOU,2015,1654.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD,VOC,2015,18557.0,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AER_NAU,2015,27.1,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AGR_ENV,2015,25.2,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,AGRI,2015,23.9,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ALL,2015,21.8,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ART,2015,31.3,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,ARTI,2015,26.1,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,CLA,2015,16.1,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,COM_TOU,2015,31.4,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,COMM,2015,26.6,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,EDU,2015,28.3,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,HOT,2015,24.6,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,IND,2015,26.7,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,INDU,2015,19.6,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,LIC,2015,16.6,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,LIN,2015,25.2,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,PSY,2015,26.6,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SCI,2015,15.1,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SOC,2015,29.2,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SOCI_S,2015,24.3,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,SUR,2015,25.3,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,TEC,2015,24.2,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,TOU,2015,22.5,2015
A,0010,B1_P,ALL,ITTOT,TOT,9,9,9,9,9,GRAD_P,VOC,2015,27.6,2015
A,0010,C1_P,ALL,IT,TOT,9,9,9,9,9,GRAD,ALL,2015,139280.0,2015
A,0010,C1_P,ALL,IT,TOT,9,9,9,9,9,GRAD_P,ALL,2015,31.3,2015
A,0010,C1_P,ALL,ITC,TOT,9,9,9,9,9,GRAD,ALL,2015,33056.0,2015
A,0010,C1_P,ALL,ITC,TOT,9,9,9,9,9,GRAD_P,ALL,2015,32.6,2015
A,0010,C1_P,ALL,ITC1,TOT,9,9,9,9,9,GRAD,ALL,2015,8124.0,2015
A,0010,C1_P,ALL,ITC1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,29.1,2015
A,0010,C1_P,ALL,ITC2,TOT,9,9,9,9,9,GRAD,ALL,2015,145.0,2015
A,0010,C1_P,ALL,ITC2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,23.7,2015
A,0010,C1_P,ALL,ITC3,TOT,9,9,9,9,9,GRAD,ALL,2015,2971.0,2015
A,0010,C1_P,ALL,ITC3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,32.8,2015
A,0010,C1_P,ALL,ITC4,TOT,9,9,9,9,9,GRAD,ALL,2015,21815.0,2015
A,0010,C1_P,ALL,ITC4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,34.3,2015
A,0010,C1_P,ALL,ITD,TOT,9,9,9,9,9,GRAD,ALL,2015,24094.0,2015
A,0010,C1_P,ALL,ITD,TOT,9,9,9,9,9,GRAD_P,ALL,2015,31.4,2015
A,0010,C1_P,ALL,ITD1,TOT,9,9,9,9,9,GRAD,ALL,2015,724.0,2015
A,0010,C1_P,ALL,ITD1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,24.3,2015
A,0010,C1_P,ALL,ITD2,TOT,9,9,9,9,9,GRAD,ALL,2015,1265.0,2015
A,0010,C1_P,ALL,ITD2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,35.2,2015
A,0010,C1_P,ALL,ITD3,TOT,9,9,9,9,9,GRAD,ALL,2015,9909.0,2015
A,0010,C1_P,ALL,ITD3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,30.3,2015
A,0010,C1_P,ALL,ITD4,TOT,9,9,9,9,9,GRAD,ALL,2015,2278.0,2015
A,0010,C1_P,ALL,ITD4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,29.8,2015
A,0010,C1_P,ALL,ITD5,TOT,9,9,9,9,9,GRAD,ALL,2015,9919.0,2015
A,0010,C1_P,ALL,ITD5,TOT,9,9,9,9,9,GRAD_P,ALL,2015,33.2,2015
A,0010,C1_P,ALL,ITDA,TOT,9,9,9,9,9,GRAD,ALL,2015,1989.0,2015
A,0010,C1_P,ALL,ITDA,TOT,9,9,9,9,9,GRAD_P,ALL,2015,30.3,2015
A,0010,C1_P,ALL,ITE,TOT,9,9,9,9,9,GRAD,ALL,2015,31961.0,2015
A,0010,C1_P,ALL,ITE,TOT,9,9,9,9,9,GRAD_P,ALL,2015,34.9,2015
A,0010,C1_P,ALL,ITE1,TOT,9,9,9,9,9,GRAD,ALL,2015,9221.0,2015
A,0010,C1_P,ALL,ITE1,TOT,9,9,9,9,9,GRAD_P,ALL,2015,35.1,2015
A,0010,C1_P,ALL,ITE2,TOT,9,9,9,9,9,GRAD,ALL,2015,2114.0,2015
A,0010,C1_P,ALL,ITE2,TOT,9,9,9,9,9,GRAD_P,ALL,2015,35.5,2015
A,0010,C1_P,ALL,ITE3,TOT,9,9,9,9,9,GRAD,ALL,2015,3603.0,2015
A,0010,C1_P,ALL,ITE3,TOT,9,9,9,9,9,GRAD_P,ALL,2015,31.9,2015
A,0010,C1_P,ALL,ITE4,TOT,9,9,9,9,9,GRAD,ALL,2015,17024.0,2015
A,0010,C1_P,ALL,ITE4,TOT,9,9,9,9,9,GRAD_P,ALL,2015,35.4,2015
A,0010,C1_P,ALL,ITF,TOT,9,9,9,9,9,GRAD,ALL,2015,35047.0,2015
A,0010,C1_P,ALL,ITF,TOT,9,9,9,9,9,GRAD_P,ALL,2015,28.0,2015
A,0010,C1_P,ALL,ITF1,TOT,9,9,9,9,9,GRAD,ALL,2015,3682.0,2015
