DATAFLOW,FREQ,ETA_INTERVISTA,CORSI_FORMPROF_DIPL,ISTRUZ_TERZ_NONUNIV,ISTRUZ_UNIV,ITTER107,NATGIUR_SCUOLA,SESSO,TIPO_DATO,TIPO_SCUOLA,TITOLO_STUDIO_PADRE,TITOLO_STUDIO_MADRE,CITTADINANZA,SITUAZ_ABIT,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,76056,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,1,GRAD_P,ALL,99,99,TOTAL,TOT,2015,34.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,92201,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,2,GRAD_P,ALL,99,99,TOTAL,TOT,2015,39.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,AER_NAU,99,99,TOTAL,TOT,2015,621,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,AGR_ENV,99,99,TOTAL,TOT,2015,320,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,AGRI,99,99,TOTAL,TOT,2015,1005,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,168256,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,ART,99,99,TOTAL,TOT,2015,1094,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,ARTI,99,99,TOTAL,TOT,2015,2744,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,CLA,99,99,TOTAL,TOT,2015,28120,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,COM_TOU,99,99,TOTAL,TOT,2015,2490,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,COMM,99,99,TOTAL,TOT,2015,15045,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,EDU,99,99,TOTAL,TOT,2015,3838,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,HOT,99,99,TOTAL,TOT,2015,1161,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,IND,99,99,TOTAL,TOT,2015,2261,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,INDU,99,99,TOTAL,TOT,2015,8473,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,LIC,99,99,TOTAL,TOT,2015,109004,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,LIN,99,99,TOTAL,TOT,2015,10706,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,PSY,99,99,TOTAL,TOT,2015,13609,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,SCI,99,99,TOTAL,TOT,2015,70178,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,SOC,99,99,TOTAL,TOT,2015,1347,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,SOCI_S,99,99,TOTAL,TOT,2015,1108,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,SUR,99,99,TOTAL,TOT,2015,6022,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,TEC,99,99,TOTAL,TOT,2015,34227,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,TOU,99,99,TOTAL,TOT,2015,1954,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD,VOC,99,99,TOTAL,TOT,2015,7579,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,AER_NAU,99,99,TOTAL,TOT,2015,18.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,AGR_ENV,99,99,TOTAL,TOT,2015,10,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,AGRI,99,99,TOTAL,TOT,2015,18.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,37.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,ART,99,99,TOTAL,TOT,2015,17.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,ARTI,99,99,TOTAL,TOT,2015,30.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,CLA,99,99,TOTAL,TOT,2015,65.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,COM_TOU,99,99,TOTAL,TOT,2015,13.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,COMM,99,99,TOTAL,TOT,2015,23.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,EDU,99,99,TOTAL,TOT,2015,24.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,HOT,99,99,TOTAL,TOT,2015,6.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,IND,99,99,TOTAL,TOT,2015,10.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,INDU,99,99,TOTAL,TOT,2015,22.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,LIC,99,99,TOTAL,TOT,2015,57.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,LIN,99,99,TOTAL,TOT,2015,45.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,PSY,99,99,TOTAL,TOT,2015,41.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,SCI,99,99,TOTAL,TOT,2015,56.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,SOC,99,99,TOTAL,TOT,2015,18.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,SOCI_S,99,99,TOTAL,TOT,2015,26.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,SUR,99,99,TOTAL,TOT,2015,27.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,TEC,99,99,TOTAL,TOT,2015,23.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,TOU,99,99,TOTAL,TOT,2015,26.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ACHI,ITTOT,ALL,9,GRAD_P,VOC,99,99,TOTAL,TOT,2015,11.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,IT,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,215671,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,IT,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,98.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,IT,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,229407,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,IT,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,98.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,IT,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,445078,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,IT,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,IT,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,98.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,49080,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,22.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,52247,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,22.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,101326,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,22.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC1,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,14044,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC1,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,6.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC1,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,13925,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC1,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC1,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,27969,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC1,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC1,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,6.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC2,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,234,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC2,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC2,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,381,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC2,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC2,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,615,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC2,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC2,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC3,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,4478,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC3,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC3,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,4595,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC3,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC3,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,9073,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC3,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC3,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC4,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,30323,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC4,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,13.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC4,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,33346,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC4,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,14.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC4,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,63670,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC4,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITC4,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,14.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,36359,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,16.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,40415,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,17.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,76774,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,17,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD1,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,1266,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD1,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD1,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,1711,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD1,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD1,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,2978,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITD1,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
