DATAFLOW,FREQ,REF_AREA,IND_TYPE,MEASURE,NUM_COMPONENTI,TIPOLOGIA_FAM,FAM_MINORI,FAM_ANZIANI,CLASSE_ETA_PERS_RIF,TITOLO_STUDIO_PERS_RIF,COND_PROF_PERS_RIF,TIME_PERIOD,OBS_VALUE,COMMENT,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,DECIMALS,NOTA_IT,NOTA_EN,BREAK,COLLECTION,TIME_FORMAT,TITLE,METADATA_EN,METADATA_IT
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2013,21.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2010,29.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2011,28.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2012,30.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2013,34.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2010,11.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2011,11.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2012,11.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2013,11.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2010,9.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2011,10.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2012,15.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2013,13.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2010,15.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2011,14.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2012,17.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2013,20.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2010,27.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2011,27.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2012,29.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2013,32.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2010,14.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2011,13.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2012,14.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2013,15.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2010,2.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2011,3.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2012,4.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2013,3.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2010,23,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2011,22,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2012,22.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2013,24,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2010,8.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2011,10.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2012,8.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2013,7.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2010,5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2011,4.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2012,7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2013,5.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2010,11.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2011,13.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2012,15.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2013,16.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2010,17.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2011,16.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2012,20.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2013,23.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2010,30.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2011,27.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2012,28.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2013,34.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2010,15.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2011,15.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2012,18.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2013,20.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2010,11.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2011,11.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2012,10.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2013,10.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2010,14.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2011,14.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2012,15.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2013,14.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2010,12.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2011,12.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2012,12.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2013,12.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2010,10.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2011,10.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2012,14.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2013,12.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2010,11.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2011,11,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2012,13.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2013,14.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2010,10.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2011,11.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2012,12.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2013,13.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2010,8.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2011,8.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2012,11.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2013,11.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2010,12.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2011,12.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2012,12.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2013,11.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2010,17.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2011,18.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2012,19,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2013,18.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2010,13.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2011,14.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2012,16.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2013,16.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2010,5.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2011,5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2012,6.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2013,6.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2010,9.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2011,9.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2012,10.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2013,11,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2010,7.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2011,7.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2012,9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2013,10.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2010,3.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2011,3.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2012,4.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2013,5.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2010,10.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2011,11.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2012,11.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2013,13.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2010,9.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2011,9.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2012,11.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2013,11.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2010,5.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2011,4.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2012,6.5,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2013,5.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2010,15.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2011,15.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2012,16.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2013,17.9,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2010,12.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2011,13.3,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2012,14.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2013,14.4,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2010,10.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2011,11,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2012,12,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2013,11.2,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2010,26.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2011,27.8,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2012,35.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2013,33.7,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2010,17.1,,,,,,,,,,,Incidenza di povertà relativa familiare,,
IT1:34_198(1.0),A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2011,17.6,,,,,,,,,,,Incidenza di povertà relativa familiare,,
