freq,territorio,ind_type,measure,ordinescol,gest_scuola,time_period,obs_value,year
A,IT,REP_F,9,3,1,2013,20379.0,2013
A,IT,REP_F,9,3,1,2014,20485.0,2014
A,IT,REP_F,9,3,1A,2010,25138.0,2010
A,IT,REP_F,9,3,1A,2011,24877.0,2011
A,IT,REP_F,9,3,1A,2012,22385.0,2012
A,IT,REP_F,9,3,1A,2013,20123.0,2013
A,IT,REP_F,9,3,1A,2014,20334.0,2014
A,IT,REP_F,9,3,1B,2010,368.0,2010
A,IT,REP_F,9,3,1B,2011,345.0,2011
A,IT,REP_F,9,3,1B,2012,349.0,2012
A,IT,REP_F,9,3,1B,2013,256.0,2013
A,IT,REP_F,9,3,1B,2014,151.0,2014
A,IT,REP_F,9,3,2,2010,361.0,2010
A,IT,REP_F,9,3,2,2011,379.0,2011
A,IT,REP_F,9,3,2,2012,272.0,2012
A,IT,REP_F,9,3,2,2013,189.0,2013
A,IT,REP_F,9,3,2,2014,198.0,2014
A,IT,REP_F,9,3,9,2010,25867.0,2010
A,IT,REP_F,9,3,9,2011,25601.0,2011
A,IT,REP_F,9,3,9,2012,23006.0,2012
A,IT,REP_F,9,3,9,2013,20568.0,2013
A,IT,REP_F,9,3,9,2014,20683.0,2014
A,IT,REP,9,3,1,2010,148841.0,2010
A,IT,REP,9,3,1,2011,156036.0,2011
A,IT,REP,9,3,1,2012,164343.0,2012
A,IT,REP,9,3,1,2013,168978.0,2013
A,IT,REP,9,3,1,2014,166523.0,2014
A,IT,REP,9,3,1A,2010,145292.0,2010
A,IT,REP,9,3,1A,2011,152331.0,2011
A,IT,REP,9,3,1A,2012,160600.0,2012
A,IT,REP,9,3,1A,2013,165141.0,2013
A,IT,REP,9,3,1A,2014,164320.0,2014
A,IT,REP,9,3,1B,2010,3549.0,2010
A,IT,REP,9,3,1B,2011,3705.0,2011
A,IT,REP,9,3,1B,2012,3743.0,2012
A,IT,REP,9,3,1B,2013,3837.0,2013
A,IT,REP,9,3,1B,2014,2203.0,2014
A,IT,REP,9,3,2,2010,1438.0,2010
A,IT,REP,9,3,2,2011,1523.0,2011
A,IT,REP,9,3,2,2012,1700.0,2012
A,IT,REP,9,3,2,2013,1814.0,2013
A,IT,REP,9,3,2,2014,1691.0,2014
A,IT,REP,9,3,9,2010,150279.0,2010
A,IT,REP,9,3,9,2011,157559.0,2011
A,IT,REP,9,3,9,2012,166043.0,2012
A,IT,REP,9,3,9,2013,170792.0,2013
A,IT,REP,9,3,9,2014,168214.0,2014
A,IT,REP_F,9,3,1,2010,67803.0,2010
A,IT,REP_F,9,3,1,2011,71356.0,2011
A,IT,REP_F,9,3,1,2012,75283.0,2012
A,IT,REP_F,9,3,1,2013,78496.0,2013
A,IT,REP_F,9,3,1,2014,77546.0,2014
A,IT,REP_F,9,3,1A,2010,66155.0,2010
A,IT,REP_F,9,3,1A,2011,69623.0,2011
A,IT,REP_F,9,3,1A,2012,73559.0,2012
A,IT,REP_F,9,3,1A,2013,76767.0,2013
A,IT,REP_F,9,3,1A,2014,76536.0,2014
A,IT,REP_F,9,3,1B,2010,1648.0,2010
A,IT,REP_F,9,3,1B,2011,1733.0,2011
A,IT,REP_F,9,3,1B,2012,1724.0,2012
A,IT,REP_F,9,3,1B,2013,1729.0,2013
A,IT,REP_F,9,3,1B,2014,1010.0,2014
A,IT,REP_F,9,3,2,2010,680.0,2010
A,IT,REP_F,9,3,2,2011,714.0,2011
A,IT,REP_F,9,3,2,2012,795.0,2012
A,IT,REP_F,9,3,2,2013,840.0,2013
A,IT,REP_F,9,3,2,2014,763.0,2014
A,IT,REP_F,9,3,9,2010,68483.0,2010
A,IT,REP_F,9,3,9,2011,72070.0,2011
A,IT,REP_F,9,3,9,2012,76078.0,2012
A,IT,REP_F,9,3,9,2013,79336.0,2013
A,IT,REP_F,9,3,9,2014,78309.0,2014
A,IT,TCHR,9,3,1A,2010,180826.0,2010
A,IT,TCHR,9,3,1A,2011,178347.0,2011
A,IT,TCHR,9,3,1A,2012,177528.0,2012
A,IT,TCHR,9,3,1A,2013,177997.0,2013
A,IT,TCHR,9,3,1A,2014,180909.0,2014
A,IT108,SCH,9,3,1,2010,67.0,2010
A,IT108,SCH,9,3,1,2011,67.0,2011
A,IT108,SCH,9,3,1,2012,67.0,2012
A,IT108,SCH,9,3,1,2013,69.0,2013
A,IT108,SCH,9,3,1,2014,75.0,2014
A,IT108,SCH,9,3,1A,2010,67.0,2010
A,IT108,SCH,9,3,1A,2011,67.0,2011
A,IT108,SCH,9,3,1A,2012,67.0,2012
A,IT108,SCH,9,3,1A,2013,69.0,2013
A,IT108,SCH,9,3,1A,2014,75.0,2014
A,IT108,SCH,9,3,2,2010,20.0,2010
A,IT108,SCH,9,3,2,2011,19.0,2011
A,IT108,SCH,9,3,2,2012,19.0,2012
A,IT108,SCH,9,3,2,2013,20.0,2013
A,IT108,SCH,9,3,2,2014,19.0,2014
A,IT108,SCH,9,3,9,2010,87.0,2010
A,IT108,SCH,9,3,9,2011,86.0,2011
A,IT108,SCH,9,3,9,2012,86.0,2012
A,IT108,SCH,9,3,9,2013,89.0,2013
A,IT108,SCH,9,3,9,2014,94.0,2014
A,IT108,CLSS,9,3,1,2010,954.0,2010
A,IT108,CLSS,9,3,1,2011,967.0,2011
A,IT108,CLSS,9,3,1,2012,980.0,2012
A,IT108,CLSS,9,3,1,2013,988.0,2013
A,IT108,CLSS,9,3,1,2014,1009.0,2014
A,IT108,CLSS,9,3,1A,2010,954.0,2010
A,IT108,CLSS,9,3,1A,2011,967.0,2011
A,IT108,CLSS,9,3,1A,2012,980.0,2012
A,IT108,CLSS,9,3,1A,2013,988.0,2013
A,IT108,CLSS,9,3,1A,2014,1009.0,2014
A,IT108,CLSS,9,3,2,2010,119.0,2010
A,IT108,CLSS,9,3,2,2011,117.0,2011
A,IT108,CLSS,9,3,2,2012,116.0,2012
A,IT108,CLSS,9,3,2,2013,111.0,2013
A,IT108,CLSS,9,3,2,2014,106.0,2014
A,IT108,CLSS,9,3,9,2010,1073.0,2010
A,IT108,CLSS,9,3,9,2011,1084.0,2011
A,IT108,CLSS,9,3,9,2012,1096.0,2012
A,IT108,CLSS,9,3,9,2013,1099.0,2013
A,IT108,CLSS,9,3,9,2014,1115.0,2014
A,IT108,ENR,9,3,1,2010,21307.0,2010
A,IT108,ENR,9,3,1,2011,21507.0,2011
A,IT108,ENR,9,3,1,2012,22004.0,2012
A,IT108,ENR,9,3,1,2013,22177.0,2013
A,IT108,ENR,9,3,1,2014,22443.0,2014
A,IT108,ENR,9,3,1A,2010,21307.0,2010
A,IT108,ENR,9,3,1A,2011,21507.0,2011
A,IT108,ENR,9,3,1A,2012,22004.0,2012
A,IT108,ENR,9,3,1A,2013,22177.0,2013
A,IT108,ENR,9,3,1A,2014,22443.0,2014
A,IT108,ENR,9,3,2,2010,2781.0,2010
A,IT108,ENR,9,3,2,2011,2786.0,2011
A,IT108,ENR,9,3,2,2012,2767.0,2012
A,IT108,ENR,9,3,2,2013,2551.0,2013
A,IT108,ENR,9,3,2,2014,2433.0,2014
A,IT108,ENR,9,3,9,2010,24088.0,2010
A,IT108,ENR,9,3,9,2011,24293.0,2011
A,IT108,ENR,9,3,9,2012,24771.0,2012
A,IT108,ENR,9,3,9,2013,24728.0,2013
A,IT108,ENR,9,3,9,2014,24876.0,2014
A,IT108,ENR_F,9,3,1,2010,10253.0,2010
A,IT108,ENR_F,9,3,1,2011,10212.0,2011
A,IT108,ENR_F,9,3,1,2012,10321.0,2012
A,IT108,ENR_F,9,3,1,2013,10640.0,2013
A,IT108,ENR_F,9,3,1,2014,10839.0,2014
A,IT108,ENR_F,9,3,1A,2010,10253.0,2010
A,IT108,ENR_F,9,3,1A,2011,10212.0,2011
A,IT108,ENR_F,9,3,1A,2012,10321.0,2012
A,IT108,ENR_F,9,3,1A,2013,10640.0,2013
A,IT108,ENR_F,9,3,1A,2014,10839.0,2014
A,IT108,ENR_F,9,3,2,2010,1279.0,2010
A,IT108,ENR_F,9,3,2,2011,1306.0,2011
A,IT108,ENR_F,9,3,2,2012,1274.0,2012
A,IT108,ENR_F,9,3,2,2013,1190.0,2013
A,IT108,ENR_F,9,3,2,2014,1144.0,2014
A,IT108,ENR_F,9,3,9,2010,11532.0,2010
A,IT108,ENR_F,9,3,9,2011,11518.0,2011
A,IT108,ENR_F,9,3,9,2012,11595.0,2012
A,IT108,ENR_F,9,3,9,2013,11830.0,2013
A,IT108,ENR_F,9,3,9,2014,11983.0,2014
A,IT108,REP,9,3,1,2010,620.0,2010
A,IT108,REP,9,3,1,2011,710.0,2011
A,IT108,REP,9,3,1,2012,659.0,2012
A,IT108,REP,9,3,1,2013,537.0,2013
A,IT108,REP,9,3,1,2014,485.0,2014
A,IT108,REP,9,3,1A,2010,620.0,2010
A,IT108,REP,9,3,1A,2011,710.0,2011
A,IT108,REP,9,3,1A,2012,659.0,2012
A,IT108,REP,9,3,1A,2013,537.0,2013
A,IT108,REP,9,3,1A,2014,485.0,2014
A,IT108,REP,9,3,2,2010,26.0,2010
A,IT108,REP,9,3,2,2011,23.0,2011
A,IT108,REP,9,3,2,2012,13.0,2012
A,IT108,REP,9,3,2,2013,18.0,2013
A,IT108,REP,9,3,2,2014,17.0,2014
A,IT108,REP,9,3,9,2010,646.0,2010
A,IT108,REP,9,3,9,2011,733.0,2011
A,IT108,REP,9,3,9,2012,672.0,2012
A,IT108,REP,9,3,9,2013,555.0,2013
A,IT108,REP,9,3,9,2014,502.0,2014
A,IT108,REP_F,9,3,1,2010,187.0,2010
A,IT108,REP_F,9,3,1,2011,239.0,2011
A,IT108,REP_F,9,3,1,2012,212.0,2012
A,IT108,REP_F,9,3,1,2013,167.0,2013
A,IT108,REP_F,9,3,1,2014,159.0,2014
A,IT108,REP_F,9,3,1A,2010,187.0,2010
A,IT108,REP_F,9,3,1A,2011,239.0,2011
A,IT108,REP_F,9,3,1A,2012,212.0,2012
A,IT108,REP_F,9,3,1A,2013,167.0,2013
A,IT108,REP_F,9,3,1A,2014,159.0,2014
A,IT108,REP_F,9,3,2,2010,7.0,2010
A,IT108,REP_F,9,3,2,2011,6.0,2011
A,IT108,REP_F,9,3,2,2012,1.0,2012
A,IT108,REP_F,9,3,2,2013,7.0,2013
A,IT108,REP_F,9,3,2,2014,3.0,2014
A,IT108,REP_F,9,3,9,2010,194.0,2010
A,IT108,REP_F,9,3,9,2011,245.0,2011
A,IT108,REP_F,9,3,9,2012,213.0,2012
A,IT108,REP_F,9,3,9,2013,174.0,2013
A,IT108,REP_F,9,3,9,2014,162.0,2014
A,IT108,REP,9,3,1,2010,2189.0,2010
A,IT108,REP,9,3,1,2011,2318.0,2011
A,IT108,REP,9,3,1,2012,2493.0,2012
A,IT108,REP,9,3,1,2013,2576.0,2013
A,IT108,REP,9,3,1,2014,2625.0,2014
A,IT108,REP,9,3,1A,2010,2189.0,2010
A,IT108,REP,9,3,1A,2011,2318.0,2011
A,IT108,REP,9,3,1A,2012,2493.0,2012
A,IT108,REP,9,3,1A,2013,2576.0,2013
A,IT108,REP,9,3,1A,2014,2625.0,2014
A,IT108,REP,9,3,2,2010,23.0,2010
A,IT108,REP,9,3,2,2011,29.0,2011
A,IT108,REP,9,3,2,2012,26.0,2012
A,IT108,REP,9,3,2,2013,25.0,2013
A,IT108,REP,9,3,2,2014,23.0,2014
A,IT108,REP,9,3,9,2010,2212.0,2010
A,IT108,REP,9,3,9,2011,2347.0,2011
A,IT108,REP,9,3,9,2012,2519.0,2012
A,IT108,REP,9,3,9,2013,2601.0,2013
A,IT108,REP,9,3,9,2014,2648.0,2014
A,IT108,REP_F,9,3,1,2010,1014.0,2010
A,IT108,REP_F,9,3,1,2011,1048.0,2011
A,IT108,REP_F,9,3,1,2012,1148.0,2012
A,IT108,REP_F,9,3,1,2013,1212.0,2013
A,IT108,REP_F,9,3,1,2014,1233.0,2014
A,IT108,REP_F,9,3,1A,2010,1014.0,2010
A,IT108,REP_F,9,3,1A,2011,1048.0,2011
A,IT108,REP_F,9,3,1A,2012,1148.0,2012
A,IT108,REP_F,9,3,1A,2013,1212.0,2013
A,IT108,REP_F,9,3,1A,2014,1233.0,2014
A,IT108,REP_F,9,3,2,2010,11.0,2010
A,IT108,REP_F,9,3,2,2011,17.0,2011
A,IT108,REP_F,9,3,2,2012,14.0,2012
A,IT108,REP_F,9,3,2,2013,14.0,2013
A,IT108,REP_F,9,3,2,2014,11.0,2014
A,IT108,REP_F,9,3,9,2010,1025.0,2010
A,IT108,REP_F,9,3,9,2011,1065.0,2011
A,IT108,REP_F,9,3,9,2012,1162.0,2012
A,IT108,REP_F,9,3,9,2013,1226.0,2013
A,IT108,REP_F,9,3,9,2014,1244.0,2014
A,IT109,SCH,9,3,1,2010,26.0,2010
A,IT109,SCH,9,3,1,2011,26.0,2011
A,IT109,SCH,9,3,1,2012,26.0,2012
A,IT109,SCH,9,3,1,2013,28.0,2013
A,IT109,SCH,9,3,1,2014,28.0,2014
A,IT109,SCH,9,3,1A,2010,26.0,2010
A,IT109,SCH,9,3,1A,2011,26.0,2011
A,IT109,SCH,9,3,1A,2012,26.0,2012
A,IT109,SCH,9,3,1A,2013,28.0,2013
A,IT109,SCH,9,3,1A,2014,28.0,2014
A,IT109,SCH,9,3,9,2010,26.0,2010
A,IT109,SCH,9,3,9,2011,26.0,2011
A,IT109,SCH,9,3,9,2012,26.0,2012
A,IT109,SCH,9,3,9,2013,28.0,2013
A,IT109,SCH,9,3,9,2014,28.0,2014
A,IT109,CLSS,9,3,1,2010,229.0,2010
A,IT109,CLSS,9,3,1,2011,228.0,2011
A,IT109,CLSS,9,3,1,2012,228.0,2012
A,IT109,CLSS,9,3,1,2013,221.0,2013
A,IT109,CLSS,9,3,1,2014,219.0,2014
A,IT109,CLSS,9,3,1A,2010,229.0,2010
A,IT109,CLSS,9,3,1A,2011,228.0,2011
A,IT109,CLSS,9,3,1A,2012,228.0,2012
A,IT109,CLSS,9,3,1A,2013,221.0,2013
A,IT109,CLSS,9,3,1A,2014,219.0,2014
A,IT109,CLSS,9,3,9,2010,229.0,2010
A,IT109,CLSS,9,3,9,2011,228.0,2011
A,IT109,CLSS,9,3,9,2012,228.0,2012
A,IT109,CLSS,9,3,9,2013,221.0,2013
A,IT109,CLSS,9,3,9,2014,219.0,2014
A,IT109,ENR,9,3,1,2010,4863.0,2010
A,IT109,ENR,9,3,1,2011,4939.0,2011
A,IT109,ENR,9,3,1,2012,4951.0,2012
A,IT109,ENR,9,3,1,2013,4828.0,2013
A,IT109,ENR,9,3,1,2014,4762.0,2014
A,IT109,ENR,9,3,1A,2010,4863.0,2010
A,IT109,ENR,9,3,1A,2011,4939.0,2011
A,IT109,ENR,9,3,1A,2012,4951.0,2012
A,IT109,ENR,9,3,1A,2013,4828.0,2013
A,IT109,ENR,9,3,1A,2014,4762.0,2014
A,IT109,ENR,9,3,9,2010,4863.0,2010
A,IT109,ENR,9,3,9,2011,4939.0,2011
A,IT109,ENR,9,3,9,2012,4951.0,2012
A,IT109,ENR,9,3,9,2013,4828.0,2013
A,IT109,ENR,9,3,9,2014,4762.0,2014
A,IT109,ENR_F,9,3,1,2010,2301.0,2010
A,IT109,ENR_F,9,3,1,2011,2340.0,2011
A,IT109,ENR_F,9,3,1,2012,2375.0,2012
A,IT109,ENR_F,9,3,1,2013,2312.0,2013
A,IT109,ENR_F,9,3,1,2014,2308.0,2014
A,IT109,ENR_F,9,3,1A,2010,2301.0,2010
A,IT109,ENR_F,9,3,1A,2011,2340.0,2011
A,IT109,ENR_F,9,3,1A,2012,2375.0,2012
A,IT109,ENR_F,9,3,1A,2013,2312.0,2013
A,IT109,ENR_F,9,3,1A,2014,2308.0,2014
A,IT109,ENR_F,9,3,9,2010,2301.0,2010
A,IT109,ENR_F,9,3,9,2011,2340.0,2011
A,IT109,ENR_F,9,3,9,2012,2375.0,2012
A,IT109,ENR_F,9,3,9,2013,2312.0,2013
A,IT109,ENR_F,9,3,9,2014,2308.0,2014
A,IT109,REP,9,3,1,2010,157.0,2010
A,IT109,REP,9,3,1,2011,210.0,2011
A,IT109,REP,9,3,1,2012,201.0,2012
A,IT109,REP,9,3,1,2013,144.0,2013
A,IT109,REP,9,3,1,2014,164.0,2014
A,IT109,REP,9,3,1A,2010,157.0,2010
A,IT109,REP,9,3,1A,2011,210.0,2011
A,IT109,REP,9,3,1A,2012,201.0,2012
A,IT109,REP,9,3,1A,2013,144.0,2013
A,IT109,REP,9,3,1A,2014,164.0,2014
A,IT109,REP,9,3,9,2010,157.0,2010
A,IT109,REP,9,3,9,2011,210.0,2011
A,IT109,REP,9,3,9,2012,201.0,2012
A,IT109,REP,9,3,9,2013,144.0,2013
A,IT109,REP,9,3,9,2014,164.0,2014
A,IT109,REP_F,9,3,1,2010,46.0,2010
A,IT109,REP_F,9,3,1,2011,53.0,2011
A,IT109,REP_F,9,3,1,2012,43.0,2012
A,IT109,REP_F,9,3,1,2013,42.0,2013
A,IT109,REP_F,9,3,1,2014,59.0,2014
A,IT109,REP_F,9,3,1A,2010,46.0,2010
A,IT109,REP_F,9,3,1A,2011,53.0,2011
A,IT109,REP_F,9,3,1A,2012,43.0,2012
A,IT109,REP_F,9,3,1A,2013,42.0,2013
A,IT109,REP_F,9,3,1A,2014,59.0,2014
A,IT109,REP_F,9,3,9,2010,46.0,2010
A,IT109,REP_F,9,3,9,2011,53.0,2011
A,IT109,REP_F,9,3,9,2012,43.0,2012
A,IT109,REP_F,9,3,9,2013,42.0,2013
A,IT109,REP_F,9,3,9,2014,59.0,2014
A,IT109,REP,9,3,1,2010,634.0,2010
A,IT109,REP,9,3,1,2011,690.0,2011
A,IT109,REP,9,3,1,2012,703.0,2012
A,IT109,REP,9,3,1,2013,736.0,2013
A,IT109,REP,9,3,1,2014,760.0,2014
A,IT109,REP,9,3,1A,2010,634.0,2010
A,IT109,REP,9,3,1A,2011,690.0,2011
A,IT109,REP,9,3,1A,2012,703.0,2012
A,IT109,REP,9,3,1A,2013,736.0,2013
A,IT109,REP,9,3,1A,2014,760.0,2014
A,IT109,REP,9,3,9,2010,634.0,2010
A,IT109,REP,9,3,9,2011,690.0,2011
A,IT109,REP,9,3,9,2012,703.0,2012
A,IT109,REP,9,3,9,2013,736.0,2013
A,IT109,REP,9,3,9,2014,760.0,2014
A,IT109,REP_F,9,3,1,2010,263.0,2010
A,IT109,REP_F,9,3,1,2011,297.0,2011
A,IT109,REP_F,9,3,1,2012,300.0,2012
A,IT109,REP_F,9,3,1,2013,347.0,2013
A,IT109,REP_F,9,3,1,2014,367.0,2014
A,IT109,REP_F,9,3,1A,2010,263.0,2010
A,IT109,REP_F,9,3,1A,2011,297.0,2011
A,IT109,REP_F,9,3,1A,2012,300.0,2012
A,IT109,REP_F,9,3,1A,2013,347.0,2013
A,IT109,REP_F,9,3,1A,2014,367.0,2014
A,IT109,REP_F,9,3,9,2010,263.0,2010
A,IT109,REP_F,9,3,9,2011,297.0,2011
A,IT109,REP_F,9,3,9,2012,300.0,2012
A,IT109,REP_F,9,3,9,2013,347.0,2013
A,IT109,REP_F,9,3,9,2014,367.0,2014
A,IT110,SCH,9,3,1,2010,28.0,2010
A,IT110,SCH,9,3,1,2011,26.0,2011
A,IT110,SCH,9,3,1,2012,26.0,2012
A,IT110,SCH,9,3,1,2013,29.0,2013
A,IT110,SCH,9,3,1,2014,28.0,2014
A,IT110,SCH,9,3,1A,2010,28.0,2010
A,IT110,SCH,9,3,1A,2011,26.0,2011
A,IT110,SCH,9,3,1A,2012,26.0,2012
A,IT110,SCH,9,3,1A,2013,29.0,2013
A,IT110,SCH,9,3,1A,2014,28.0,2014
A,IT110,SCH,9,3,9,2010,28.0,2010
A,IT110,SCH,9,3,9,2011,26.0,2011
A,IT110,SCH,9,3,9,2012,26.0,2012
A,IT110,SCH,9,3,9,2013,29.0,2013
A,IT110,SCH,9,3,9,2014,28.0,2014
A,IT110,CLSS,9,3,1,2010,604.0,2010
A,IT110,CLSS,9,3,1,2011,600.0,2011
A,IT110,CLSS,9,3,1,2012,594.0,2012
A,IT110,CLSS,9,3,1,2013,596.0,2013
A,IT110,CLSS,9,3,1,2014,593.0,2014
A,IT110,CLSS,9,3,1A,2010,604.0,2010
A,IT110,CLSS,9,3,1A,2011,600.0,2011
A,IT110,CLSS,9,3,1A,2012,594.0,2012
A,IT110,CLSS,9,3,1A,2013,596.0,2013
A,IT110,CLSS,9,3,1A,2014,593.0,2014
A,IT110,CLSS,9,3,9,2010,604.0,2010
A,IT110,CLSS,9,3,9,2011,600.0,2011
A,IT110,CLSS,9,3,9,2012,594.0,2012
A,IT110,CLSS,9,3,9,2013,596.0,2013
A,IT110,CLSS,9,3,9,2014,593.0,2014
A,IT110,ENR,9,3,1,2010,14319.0,2010
A,IT110,ENR,9,3,1,2011,14459.0,2011
