freq,voci_spesa,cond_prof_prev_pperc,classe_eta_pperc,itter107,misura1,num_componenti,sesso_pperc,tipologia_fam,fam_anziani,fam_minori,tipo_dato,titolo_studio_pperc,time_period,obs_value,year
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,12.3,2013
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,10.4,2014
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,9.9,2015
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,14.2,2016
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,14.0,2017
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,10.6,2018
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,8.8,2019
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,7.9,2020
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,7.5,2021
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,6.9,2022
A,1,2A,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,7.4,2023
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,20.6,2010
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,30.2,2011
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,35.8,2012
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,36.3,2013
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,31.5,2014
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,26.5,2015
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,33.3,2016
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,29.3,2017
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,27.5,2018
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,32.0,2019
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,25.2,2020
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,20.3,2021
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,17.7,2022
A,1,2B,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,17.9,2023
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,13.3,2010
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,23.7,2011
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,30.4,2012
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,23.9,2013
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,20.3,2014
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,19.6,2015
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,26.6,2016
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,21.6,2017
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,20.6,2018
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,22.7,2019
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,16.4,2020
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,14.5,2021
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,17.8,2022
A,1,2C,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,19.1,2023
A,1,99,TOTAL,1,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,13.8,2017
A,1,99,TOTAL,1,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,12.0,2018
A,1,99,TOTAL,1,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,12.0,2019
A,1,99,TOTAL,1,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,8.1,2020
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,8.5,2010
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,10.7,2011
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,16.8,2012
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,14.1,2013
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,13.8,2014
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,11.5,2015
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,14.2,2016
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,13.8,2017
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,12.0,2018
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,12.0,2019
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,8.1,2020
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,8.2,2021
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,7.3,2022
A,1,99,TOTAL,2,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,9.3,2023
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,7.7,2010
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,12.3,2011
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,16.0,2012
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,11.7,2013
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,9.4,2014
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,10.9,2015
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,17.4,2016
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,14.0,2017
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,12.6,2018
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,11.1,2019
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,11.0,2020
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,9.7,2021
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,8.0,2022
A,1,99,TOTAL,3,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,9.2,2023
A,1,99,TOTAL,4,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,12.2,2017
A,1,99,TOTAL,4,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,8.8,2018
A,1,99,TOTAL,4,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,8.2,2019
A,1,99,TOTAL,4,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,7.1,2020
A,1,99,TOTAL,5,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,13.9,2017
A,1,99,TOTAL,5,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,11.3,2018
A,1,99,TOTAL,5,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,10.6,2019
A,1,99,TOTAL,5,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,11.0,2020
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,5.2,2010
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,14.2,2011
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,20.7,2012
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,12.7,2013
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,9.3,2014
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,10.1,2015
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,15.4,2016
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,12.8,2017
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,9.7,2018
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,7.8,2019
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,6.6,2020
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,8.2,2021
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,5.8,2022
A,1,99,TOTAL,6,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,7.9,2023
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,5.1,2010
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,14.0,2011
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,18.1,2012
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,16.4,2013
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,11.7,2014
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,9.0,2015
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,11.7,2016
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,12.2,2017
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,8.8,2018
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,8.2,2019
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,7.1,2020
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,7.1,2021
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,8.0,2022
A,1,99,TOTAL,7,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,8.5,2023
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,7.2,2010
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,15.2,2011
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,18.0,2012
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,14.1,2013
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,14.0,2014
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,13.9,2015
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,15.7,2016
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,13.9,2017
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,11.3,2018
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,10.6,2019
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,11.0,2020
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,9.3,2021
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,8.3,2022
A,1,99,TOTAL,8,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,8.6,2023
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,8.7,2010
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,13.6,2011
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,16.5,2012
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,14.2,2013
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,13.4,2014
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,14.0,2015
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,14.7,2016
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,14.7,2017
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,11.4,2018
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,11.7,2019
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,10.2,2020
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,7.8,2021
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,8.9,2022
A,1,99,TOTAL,9,10,99,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,8.8,2023
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,8.1,2010
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,17.4,2011
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,21.2,2012
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,16.4,2013
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,14.0,2014
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,13.1,2015
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,15.9,2016
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,15.3,2017
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,11.5,2018
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,12.0,2019
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,11.1,2020
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,10.1,2021
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,9.5,2022
A,1,99,TOTAL,IT,10,1,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,10.4,2023
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,6.9,2010
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,12.1,2011
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,15.3,2012
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,13.3,2013
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,10.7,2014
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,10.6,2015
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,14.0,2016
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,12.0,2017
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,10.2,2018
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,10.1,2019
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,7.9,2020
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,7.4,2021
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,7.4,2022
A,1,99,TOTAL,IT,10,2,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,7.7,2023
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,5.8,2010
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,11.3,2011
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,15.0,2012
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,12.3,2013
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,10.0,2014
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,10.8,2015
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,13.4,2016
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,13.1,2017
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,10.2,2018
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,9.3,2019
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,8.5,2020
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,7.9,2021
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,7.2,2022
A,1,99,TOTAL,IT,10,3,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,8.0,2023
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,6.0,2010
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,10.5,2011
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,14.8,2012
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,13.0,2013
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,13.3,2014
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,11.2,2015
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,12.5,2016
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,12.4,2017
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,10.8,2018
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,8.6,2019
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,7.6,2020
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,6.5,2021
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,6.0,2022
A,1,99,TOTAL,IT,10,4,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,6.5,2023
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2010,10.5,2010
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2011,16.7,2011
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2012,25.2,2012
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2013,17.9,2013
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2014,19.2,2014
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2015,16.8,2015
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2016,19.9,2016
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2017,17.0,2017
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2018,15.9,2018
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2019,11.2,2019
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2020,13.9,2020
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2021,10.0,2021
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2022,8.8,2022
A,1,99,TOTAL,IT,10,7,9,99,9,9,FAM_NO_PERMETTERSI,99,2023,12.3,2023
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2010,6.3,2010
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2011,12.1,2011
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2012,16.1,2012
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2013,13.2,2013
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2014,11.9,2014
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2015,11.4,2015
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2016,13.7,2016
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2017,13.2,2017
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2018,10.4,2018
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2019,9.6,2019
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2020,8.5,2020
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2021,7.9,2021
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2022,7.6,2022
A,1,99,TOTAL,IT,10,99,1,99,9,9,FAM_NO_PERMETTERSI,99,2023,8.4,2023
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2010,8.5,2010
