DATAFLOW,FREQ,CITTADINANZA,CLASSE_ETA,ITTER107,TIPO_DATO,TITOLO_STUDIO,SESSO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,1,2018,87.591713,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,1,2019,84.857805,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,1,2020,80.254791,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,1,2021,84.304207,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,1,2022,84.186981,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,1,2023,82.374863,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,1,2024,84.625274,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,2,2018,62.278693,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,2,2019,60.047235,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,2,2020,52.206606,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,2,2021,54.749989,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,2,2022,58.922837,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,2,2023,67.228562,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,2,2024,67.364048,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,9,2018,70.678958,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,9,2019,68.89313,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,9,2020,61.552265,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,9,2021,63.904354,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,9,2022,68.133842,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,9,2023,72.85788,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,11,9,2024,72.87453,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,1,2018,73.204353,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,1,2019,74.741342,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,1,2020,68.186113,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,1,2021,70.978963,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,1,2022,73.354537,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,1,2023,74.310853,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,1,2024,73.728642,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,2,2018,41.8238,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,2,2019,41.225447,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,2,2020,37.16996,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,2,2021,38.256788,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,2,2022,40.726683,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,2,2023,42.920383,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,2,2024,42.383487,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,9,2018,57.559058,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,9,2019,58.022541,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,9,2020,52.37349,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,9,2021,54.779157,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,9,2022,57.281175,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,9,2023,59.133757,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,13,9,2024,59.195934,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,1,2018,78.449,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,1,2019,83.27056,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,1,2020,78.268162,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,1,2021,78.01394,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,1,2022,83.80734,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,1,2023,83.133882,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,1,2024,81.838126,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,2,2018,57.75214,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,2,2019,56.322942,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,2,2020,49.649687,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,2,2021,52.038413,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,2,2022,55.335766,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,2,2023,55.809531,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,2,2024,55.685918,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,9,2018,67.302578,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,9,2019,68.476632,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,9,2020,63.112083,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,9,2021,64.043543,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,9,2022,68.437619,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,9,2023,68.517157,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,7,9,2024,68.170521,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,1,2018,76.152287,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,1,2019,78.294457,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,1,2020,72.263535,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,1,2021,74.30488,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,1,2022,77.821931,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,1,2023,78.329411,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,1,2024,77.55792,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,2,2018,50.264136,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,2,2019,48.895753,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,2,2020,43.024819,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,2,2021,45.360342,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,2,2022,48.416785,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,2,2023,51.42379,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,2,2024,51.395087,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,9,2018,62.371652,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,9,2019,62.666519,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,9,2020,56.698545,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,9,2021,58.963883,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,9,2022,62.389631,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,9,2023,64.337201,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITC,EMP_R,99,9,2024,64.185058,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,1,2018,85.95832,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,1,2019,82.379453,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,1,2020,82.062154,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,1,2021,84.823229,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,1,2022,85.925703,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,1,2023,87.325116,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,1,2024,86.091011,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,2,2018,62.737688,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,2,2019,62.724563,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,2,2020,54.925345,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,2,2021,58.307116,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,2,2022,62.045702,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,2,2023,66.647802,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,2,2024,64.89918,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,9,2018,70.224395,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,9,2019,69.189227,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,9,2020,63.783824,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,9,2021,66.775582,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,9,2022,70.660106,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,9,2023,73.871283,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,11,9,2024,71.675239,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,1,2018,72.212253,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,1,2019,73.837962,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,1,2020,69.671764,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,1,2021,71.729962,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,1,2022,72.879012,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,1,2023,73.129015,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,1,2024,73.886334,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,2,2018,41.635789,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,2,2019,40.820703,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,2,2020,36.37353,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,2,2021,37.01019,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,2,2022,39.880037,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,2,2023,42.000543,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,2,2024,40.721995,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,9,2018,56.819874,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,9,2019,57.430533,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,9,2020,52.931328,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,9,2021,54.868242,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,9,2022,56.963654,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,9,2023,58.125944,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,13,9,2024,58.579055,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,1,2018,80.820135,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,1,2019,84.63048,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,1,2020,81.428551,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,1,2021,80.545109,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,1,2022,84.725146,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,1,2023,84.929515,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,1,2024,84.903994,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,2,2018,58.072425,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,2,2019,57.446368,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,2,2020,52.627513,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,2,2021,55.445518,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,2,2022,57.671333,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,2,2023,56.349316,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,2,2024,57.129252,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,9,2018,68.41167,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,9,2019,69.638903,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,9,2020,65.799163,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,9,2021,66.719159,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,9,2022,69.77062,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,9,2023,69.427159,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,7,9,2024,70.197156,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,1,2018,76.392091,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,1,2019,78.260458,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,1,2020,74.672987,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,1,2021,75.827287,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,1,2022,78.252491,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,1,2023,79.073987,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,1,2024,79.228963,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,2,2018,50.74437,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,2,2019,50.08856,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,2,2020,44.687909,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,2,2021,47.057737,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,2,2022,49.988432,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,2,2023,51.668559,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,2,2024,51.478182,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,9,2018,62.556572,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,9,2019,63.143049,,,,,,,,,
IT1:150_915(1.2),A,FRG,Y15-64,ITCD,EMP_R,99,9,2020,58.620553,,,,,,,,,
