freq,ref_area,ind_type,measure,num_componenti,tipologia_fam,fam_minori,fam_anziani,classe_eta_pers_rif,titolo_studio_pers_rif,cond_prof_pers_rif,time_period,obs_value,year
A,IT,INCID_POVASS_FAM,1,7,99,9,9,TOTAL,99,99,2013,22.1,2013
A,IT,INCID_POVASS_FAM,1,99,10,9,9,TOTAL,99,99,2010,3.8,2010
A,IT,INCID_POVASS_FAM,1,99,10,9,9,TOTAL,99,99,2011,4.3,2011
A,IT,INCID_POVASS_FAM,1,99,10,9,9,TOTAL,99,99,2012,4.0,2012
A,IT,INCID_POVASS_FAM,1,99,10,9,9,TOTAL,99,99,2013,6.1,2013
A,IT,INCID_POVASS_FAM,1,99,12,9,9,TOTAL,99,99,2010,2.9,2010
A,IT,INCID_POVASS_FAM,1,99,12,9,9,TOTAL,99,99,2011,4.0,2011
A,IT,INCID_POVASS_FAM,1,99,12,9,9,TOTAL,99,99,2012,5.9,2012
A,IT,INCID_POVASS_FAM,1,99,12,9,9,TOTAL,99,99,2013,7.5,2013
A,IT,INCID_POVASS_FAM,1,99,13,9,9,TOTAL,99,99,2010,5.1,2010
A,IT,INCID_POVASS_FAM,1,99,13,9,9,TOTAL,99,99,2011,4.9,2011
A,IT,INCID_POVASS_FAM,1,99,13,9,9,TOTAL,99,99,2012,7.8,2012
A,IT,INCID_POVASS_FAM,1,99,13,9,9,TOTAL,99,99,2013,10.9,2013
A,IT,INCID_POVASS_FAM,1,99,14,9,9,TOTAL,99,99,2010,9.4,2010
A,IT,INCID_POVASS_FAM,1,99,14,9,9,TOTAL,99,99,2011,10.4,2011
A,IT,INCID_POVASS_FAM,1,99,14,9,9,TOTAL,99,99,2012,16.2,2012
A,IT,INCID_POVASS_FAM,1,99,14,9,9,TOTAL,99,99,2013,21.3,2013
A,IT,INCID_POVASS_FAM,1,99,15,9,9,TOTAL,99,99,2010,6.9,2010
A,IT,INCID_POVASS_FAM,1,99,15,9,9,TOTAL,99,99,2011,5.8,2011
A,IT,INCID_POVASS_FAM,1,99,15,9,9,TOTAL,99,99,2012,9.1,2012
A,IT,INCID_POVASS_FAM,1,99,15,9,9,TOTAL,99,99,2013,9.9,2013
A,IT,INCID_POVASS_FAM,1,99,2,9,9,TOTAL,99,99,2010,2.8,2010
A,IT,INCID_POVASS_FAM,1,99,2,9,9,TOTAL,99,99,2011,3.5,2011
A,IT,INCID_POVASS_FAM,1,99,2,9,9,TOTAL,99,99,2012,4.9,2012
A,IT,INCID_POVASS_FAM,1,99,2,9,9,TOTAL,99,99,2013,4.3,2013
A,IT,INCID_POVASS_FAM,1,99,23,9,9,TOTAL,99,99,2010,10.4,2010
A,IT,INCID_POVASS_FAM,1,99,23,9,9,TOTAL,99,99,2011,10.4,2011
A,IT,INCID_POVASS_FAM,1,99,23,9,9,TOTAL,99,99,2012,13.3,2012
A,IT,INCID_POVASS_FAM,1,99,23,9,9,TOTAL,99,99,2013,14.2,2013
A,IT,INCID_POVASS_FAM,1,99,5,9,9,TOTAL,99,99,2010,5.7,2010
A,IT,INCID_POVASS_FAM,1,99,5,9,9,TOTAL,99,99,2011,6.8,2011
A,IT,INCID_POVASS_FAM,1,99,5,9,9,TOTAL,99,99,2012,6.2,2012
A,IT,INCID_POVASS_FAM,1,99,5,9,9,TOTAL,99,99,2013,6.0,2013
A,IT,INCID_POVASS_FAM,1,99,7,9,9,TOTAL,99,99,2010,1.9,2010
A,IT,INCID_POVASS_FAM,1,99,7,9,9,TOTAL,99,99,2011,2.6,2011
A,IT,INCID_POVASS_FAM,1,99,7,9,9,TOTAL,99,99,2012,4.6,2012
A,IT,INCID_POVASS_FAM,1,99,7,9,9,TOTAL,99,99,2013,4.3,2013
A,IT,INCID_POVASS_FAM,1,99,99,1,9,TOTAL,99,99,2010,3.9,2010
A,IT,INCID_POVASS_FAM,1,99,99,1,9,TOTAL,99,99,2011,5.7,2011
A,IT,INCID_POVASS_FAM,1,99,99,1,9,TOTAL,99,99,2012,7.1,2012
A,IT,INCID_POVASS_FAM,1,99,99,1,9,TOTAL,99,99,2013,10.2,2013
A,IT,INCID_POVASS_FAM,1,99,99,2,9,TOTAL,99,99,2010,5.8,2010
A,IT,INCID_POVASS_FAM,1,99,99,2,9,TOTAL,99,99,2011,5.8,2011
A,IT,INCID_POVASS_FAM,1,99,99,2,9,TOTAL,99,99,2012,10.0,2012
A,IT,INCID_POVASS_FAM,1,99,99,2,9,TOTAL,99,99,2013,13.4,2013
A,IT,INCID_POVASS_FAM,1,99,99,3,9,TOTAL,99,99,2010,11.9,2010
A,IT,INCID_POVASS_FAM,1,99,99,3,9,TOTAL,99,99,2011,10.9,2011
A,IT,INCID_POVASS_FAM,1,99,99,3,9,TOTAL,99,99,2012,17.1,2012
A,IT,INCID_POVASS_FAM,1,99,99,3,9,TOTAL,99,99,2013,21.3,2013
A,IT,INCID_POVASS_FAM,1,99,99,4,9,TOTAL,99,99,2010,5.2,2010
A,IT,INCID_POVASS_FAM,1,99,99,4,9,TOTAL,99,99,2011,6.1,2011
A,IT,INCID_POVASS_FAM,1,99,99,4,9,TOTAL,99,99,2012,8.9,2012
A,IT,INCID_POVASS_FAM,1,99,99,4,9,TOTAL,99,99,2013,12.2,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,1,TOTAL,99,99,2010,5.7,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,1,TOTAL,99,99,2011,6.3,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,1,TOTAL,99,99,2012,6.5,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,1,TOTAL,99,99,2013,6.6,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,2,TOTAL,99,99,2010,5.2,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,2,TOTAL,99,99,2011,5.3,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,2,TOTAL,99,99,2012,5.1,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,2,TOTAL,99,99,2013,7.4,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,3,TOTAL,99,99,2010,5.5,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,3,TOTAL,99,99,2011,6.0,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,3,TOTAL,99,99,2012,6.1,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,3,TOTAL,99,99,2013,6.9,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_UN35,99,99,2010,4.3,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_UN35,99,99,2011,5.3,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_UN35,99,99,2012,8.1,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_UN35,99,99,2013,7.6,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y35-44,99,99,2010,4.4,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y35-44,99,99,2011,4.8,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y35-44,99,99,2012,7.4,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y35-44,99,99,2013,9.5,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y45-54,99,99,2010,4.9,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y45-54,99,99,2011,5.3,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y45-54,99,99,2012,7.3,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y45-54,99,99,2013,8.7,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y55-64,99,99,2010,3.3,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y55-64,99,99,2011,3.7,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y55-64,99,99,2012,6.6,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y55-64,99,99,2013,7.9,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_GE65,99,99,2010,5.4,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_GE65,99,99,2011,6.0,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_GE65,99,99,2012,6.1,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,Y_GE65,99,99,2013,6.7,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,3,99,2010,8.3,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,3,99,2011,9.4,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,3,99,2012,10.0,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,3,99,2013,12.1,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,4,99,2010,5.1,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,4,99,2011,6.2,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,4,99,2012,9.3,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,4,99,2013,11.1,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,8,99,2010,2.1,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,8,99,2011,2.0,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,8,99,2012,3.3,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,8,99,2013,3.6,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1,2010,3.5,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1,2011,3.9,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1,2012,5.5,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1,2013,6.6,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1A,2010,2.8,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1A,2011,2.9,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1A,2012,4.6,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1A,2013,5.3,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1A1,2012,2.6,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1AB,2010,4.1,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1AB,2011,4.2,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1AB,2012,6.0,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1AB,2013,7.6,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B,2010,3.6,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B,2011,4.1,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B,2012,5.8,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B,2013,6.9,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B1,2010,1.4,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B1,2011,1.3,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B1,2012,2.6,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B1,2013,2.7,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B2,2010,6.4,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B2,2011,7.5,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B2,2012,9.4,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,1B2,2013,11.8,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2,2010,5.9,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2,2011,6.6,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2,2012,8.2,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2,2013,9.3,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2A,2010,4.7,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2A,2011,5.4,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2A,2012,5.8,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2A,2013,6.5,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2B,2010,12.8,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2B,2011,15.5,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2B,2012,23.6,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2B,2013,28.0,2013
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2C,2010,8.6,2010
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2C,2011,8.4,2011
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2C,2012,11.3,2012
A,IT,INCID_POVASS_FAM,1,99,99,9,9,TOTAL,99,2C,2013,11.7,2013
