freq,areadidattica,terr_residenza,itter107,ore_sett_lav,tipo_occ,sesso,tipo_dato,anno_conseguimento_titolo,time_period,obs_value,year
A,20,ITTOT,IT,TOT,9,1,10,2010,2014,1625.0,2014
A,20,ITTOT,IT,TOT,9,1,10,2012,2018,1679.0,2018
A,20,ITTOT,IT,TOT,9,1,10,2014,2018,1588.0,2018
A,20,ITTOT,IT,TOT,9,1,11,2008,2014,1734.0,2014
A,20,ITTOT,IT,TOT,9,1,11,2010,2014,1733.0,2014
A,20,ITTOT,IT,TOT,9,1,11,2012,2018,1750.0,2018
A,20,ITTOT,IT,TOT,9,1,11,2014,2018,1625.0,2018
A,20,ITTOT,IT,TOT,9,2,10,2008,2014,1408.0,2014
A,20,ITTOT,IT,TOT,9,2,10,2010,2014,1435.0,2014
A,20,ITTOT,IT,TOT,9,2,10,2012,2018,1517.0,2018
A,20,ITTOT,IT,TOT,9,2,10,2014,2018,1550.0,2018
A,20,ITTOT,IT,TOT,9,2,11,2008,2014,1442.0,2014
A,20,ITTOT,IT,TOT,9,2,11,2010,2014,1442.0,2014
A,20,ITTOT,IT,TOT,9,2,11,2012,2018,1517.0,2018
A,20,ITTOT,IT,TOT,9,2,11,2014,2018,1560.0,2018
A,20,ITTOT,IT,TOT,9,9,10,2008,2014,1491.0,2014
A,20,ITTOT,IT,TOT,9,9,10,2010,2014,1491.0,2014
A,20,ITTOT,IT,TOT,9,9,10,2012,2018,1625.0,2018
A,20,ITTOT,IT,TOT,9,9,10,2014,2018,1571.0,2018
A,20,ITTOT,IT,TOT,9,9,11,2008,2014,1564.0,2014
A,20,ITTOT,IT,TOT,9,9,11,2010,2014,1545.0,2014
A,20,ITTOT,IT,TOT,9,9,11,2012,2018,1625.0,2018
A,20,ITTOT,IT,TOT,9,9,11,2014,2018,1600.0,2018
A,21,ITTOT,IT,TOT,9,1,10,2008,2014,1625.0,2014
A,21,ITTOT,IT,TOT,9,1,10,2010,2014,1600.0,2014
A,21,ITTOT,IT,TOT,9,1,10,2012,2018,1803.0,2018
A,21,ITTOT,IT,TOT,9,1,10,2014,2018,1700.0,2018
A,21,ITTOT,IT,TOT,9,1,11,2008,2014,1700.0,2014
A,21,ITTOT,IT,TOT,9,1,11,2010,2014,1675.0,2014
A,21,ITTOT,IT,TOT,9,1,11,2012,2018,1842.0,2018
A,21,ITTOT,IT,TOT,9,1,11,2014,2018,1790.0,2018
A,21,ITTOT,IT,TOT,9,2,10,2008,2014,1517.0,2014
A,21,ITTOT,IT,TOT,9,2,10,2010,2014,1460.0,2014
A,21,ITTOT,IT,TOT,9,2,10,2012,2018,1517.0,2018
A,21,ITTOT,IT,TOT,9,2,10,2014,2018,1502.0,2018
A,21,ITTOT,IT,TOT,9,2,11,2008,2014,1563.0,2014
A,21,ITTOT,IT,TOT,9,2,11,2010,2014,1495.0,2014
A,21,ITTOT,IT,TOT,9,2,11,2012,2018,1549.0,2018
A,21,ITTOT,IT,TOT,9,2,11,2014,2018,1517.0,2018
A,21,ITTOT,IT,TOT,9,9,10,2008,2014,1563.0,2014
A,21,ITTOT,IT,TOT,9,9,10,2010,2014,1495.0,2014
A,21,ITTOT,IT,TOT,9,9,10,2012,2018,1603.0,2018
A,21,ITTOT,IT,TOT,9,9,10,2014,2018,1583.0,2018
A,21,ITTOT,IT,TOT,9,9,11,2008,2014,1600.0,2014
A,21,ITTOT,IT,TOT,9,9,11,2010,2014,1517.0,2014
A,21,ITTOT,IT,TOT,9,9,11,2012,2018,1625.0,2018
A,21,ITTOT,IT,TOT,9,9,11,2014,2018,1600.0,2018
A,22,ITTOT,IT,TOT,9,1,10,2008,2014,2383.0,2014
A,22,ITTOT,IT,TOT,9,1,10,2010,2014,2015.0,2014
A,22,ITTOT,IT,TOT,9,1,10,2012,2018,2708.0,2018
A,22,ITTOT,IT,TOT,9,1,10,2014,2018,2275.0,2018
A,22,ITTOT,IT,TOT,9,1,11,2008,2014,2457.0,2014
A,22,ITTOT,IT,TOT,9,1,11,2010,2014,2167.0,2014
A,22,ITTOT,IT,TOT,9,1,11,2012,2018,2708.0,2018
A,22,ITTOT,IT,TOT,9,1,11,2014,2018,2404.0,2018
A,22,ITTOT,IT,TOT,9,2,10,2008,2014,1700.0,2014
A,22,ITTOT,IT,TOT,9,2,10,2010,2014,1633.0,2014
A,22,ITTOT,IT,TOT,9,2,10,2012,2018,2000.0,2018
A,22,ITTOT,IT,TOT,9,2,10,2014,2018,1650.0,2018
A,22,ITTOT,IT,TOT,9,2,11,2008,2014,1796.0,2014
A,22,ITTOT,IT,TOT,9,2,11,2010,2014,1700.0,2014
A,22,ITTOT,IT,TOT,9,2,11,2012,2018,2004.0,2018
A,22,ITTOT,IT,TOT,9,2,11,2014,2018,1696.0,2018
A,22,ITTOT,IT,TOT,9,9,10,2008,2014,1900.0,2014
A,22,ITTOT,IT,TOT,9,9,10,2010,2014,1796.0,2014
A,22,ITTOT,IT,TOT,9,9,10,2012,2018,2275.0,2018
A,22,ITTOT,IT,TOT,9,9,10,2014,2018,1830.0,2018
A,22,ITTOT,IT,TOT,9,9,11,2008,2014,1983.0,2014
A,22,ITTOT,IT,TOT,9,9,11,2010,2014,1850.0,2014
A,22,ITTOT,IT,TOT,9,9,11,2012,2018,2400.0,2018
A,22,ITTOT,IT,TOT,9,9,11,2014,2018,1896.0,2018
A,23,ITTOT,IT,TOT,9,1,10,2008,2014,1669.0,2014
A,23,ITTOT,IT,TOT,9,1,10,2010,2014,1460.0,2014
A,23,ITTOT,IT,TOT,9,1,10,2012,2018,1727.0,2018
A,23,ITTOT,IT,TOT,9,1,10,2014,2018,1550.0,2018
A,23,ITTOT,IT,TOT,9,1,11,2008,2014,1750.0,2014
A,23,ITTOT,IT,TOT,9,1,11,2010,2014,1550.0,2014
A,23,ITTOT,IT,TOT,9,1,11,2012,2018,1803.0,2018
A,23,ITTOT,IT,TOT,9,1,11,2014,2018,1583.0,2018
A,23,ITTOT,IT,TOT,9,2,10,2008,2014,1450.0,2014
A,23,ITTOT,IT,TOT,9,2,10,2010,2014,1438.0,2014
A,23,ITTOT,IT,TOT,9,2,10,2012,2018,1480.0,2018
A,23,ITTOT,IT,TOT,9,2,10,2014,2018,1517.0,2018
A,23,ITTOT,IT,TOT,9,2,11,2008,2014,1463.0,2014
A,23,ITTOT,IT,TOT,9,2,11,2010,2014,1450.0,2014
A,23,ITTOT,IT,TOT,9,2,11,2012,2018,1517.0,2018
A,23,ITTOT,IT,TOT,9,2,11,2014,2018,1550.0,2018
A,23,ITTOT,IT,TOT,9,9,10,2008,2014,1517.0,2014
A,23,ITTOT,IT,TOT,9,9,10,2010,2014,1450.0,2014
A,23,ITTOT,IT,TOT,9,9,10,2012,2018,1517.0,2018
A,23,ITTOT,IT,TOT,9,9,10,2014,2018,1517.0,2018
A,23,ITTOT,IT,TOT,9,9,11,2008,2014,1592.0,2014
A,23,ITTOT,IT,TOT,9,9,11,2010,2014,1459.0,2014
A,23,ITTOT,IT,TOT,9,9,11,2012,2018,1600.0,2018
A,23,ITTOT,IT,TOT,9,9,11,2014,2018,1575.0,2018
A,24,ITTOT,IT,TOT,9,1,10,2008,2014,1667.0,2014
A,24,ITTOT,IT,TOT,9,1,10,2010,2014,1586.0,2014
A,24,ITTOT,IT,TOT,9,1,10,2012,2018,1625.0,2018
A,24,ITTOT,IT,TOT,9,1,10,2014,2018,1633.0,2018
A,24,ITTOT,IT,TOT,9,1,11,2008,2014,1809.0,2014
A,24,ITTOT,IT,TOT,9,1,11,2010,2014,1733.0,2014
A,24,ITTOT,IT,TOT,9,1,11,2012,2018,1803.0,2018
A,24,ITTOT,IT,TOT,9,1,11,2014,2018,1700.0,2018
A,24,ITTOT,IT,TOT,9,2,10,2008,2014,1464.0,2014
A,24,ITTOT,IT,TOT,9,2,10,2010,2014,1354.0,2014
A,24,ITTOT,IT,TOT,9,2,10,2012,2018,1430.0,2018
A,24,ITTOT,IT,TOT,9,2,10,2014,2018,1454.0,2018
A,24,ITTOT,IT,TOT,9,2,11,2008,2014,1517.0,2014
A,24,ITTOT,IT,TOT,9,2,11,2010,2014,1408.0,2014
A,24,ITTOT,IT,TOT,9,2,11,2012,2018,1500.0,2018
A,24,ITTOT,IT,TOT,9,2,11,2014,2018,1517.0,2018
A,24,ITTOT,IT,TOT,9,9,10,2008,2014,1517.0,2014
A,24,ITTOT,IT,TOT,9,9,10,2010,2014,1459.0,2014
A,24,ITTOT,IT,TOT,9,9,10,2012,2018,1517.0,2018
A,24,ITTOT,IT,TOT,9,9,10,2014,2018,1524.0,2018
A,24,ITTOT,IT,TOT,9,9,11,2008,2014,1669.0,2014
A,24,ITTOT,IT,TOT,9,9,11,2010,2014,1584.0,2014
A,24,ITTOT,IT,TOT,9,9,11,2012,2018,1610.0,2018
A,24,ITTOT,IT,TOT,9,9,11,2014,2018,1607.0,2018
A,25,ITTOT,IT,TOT,9,1,10,2008,2014,1950.0,2014
A,25,ITTOT,IT,TOT,9,1,10,2010,2014,1875.0,2014
A,25,ITTOT,IT,TOT,9,1,10,2012,2018,2058.0,2018
A,25,ITTOT,IT,TOT,9,1,10,2014,2018,2003.0,2018
A,25,ITTOT,IT,TOT,9,1,11,2008,2014,2004.0,2014
A,25,ITTOT,IT,TOT,9,1,11,2010,2014,1950.0,2014
A,25,ITTOT,IT,TOT,9,1,11,2012,2018,2100.0,2018
A,25,ITTOT,IT,TOT,9,1,11,2014,2018,2046.0,2018
A,25,ITTOT,IT,TOT,9,2,10,2008,2014,1652.0,2014
A,25,ITTOT,IT,TOT,9,2,10,2010,2014,1650.0,2014
A,25,ITTOT,IT,TOT,9,2,10,2012,2018,1750.0,2018
A,25,ITTOT,IT,TOT,9,2,10,2014,2018,1788.0,2018
A,25,ITTOT,IT,TOT,9,2,11,2008,2014,1700.0,2014
A,25,ITTOT,IT,TOT,9,2,11,2010,2014,1750.0,2014
A,25,ITTOT,IT,TOT,9,2,11,2012,2018,1788.0,2018
A,25,ITTOT,IT,TOT,9,2,11,2014,2018,1798.0,2018
A,25,ITTOT,IT,TOT,9,9,10,2008,2014,1877.0,2014
A,25,ITTOT,IT,TOT,9,9,10,2010,2014,1805.0,2014
A,25,ITTOT,IT,TOT,9,9,10,2012,2018,2000.0,2018
A,25,ITTOT,IT,TOT,9,9,10,2014,2018,1950.0,2018
A,25,ITTOT,IT,TOT,9,9,11,2008,2014,1950.0,2014
A,25,ITTOT,IT,TOT,9,9,11,2010,2014,1918.0,2014
A,25,ITTOT,IT,TOT,9,9,11,2012,2018,2003.0,2018
A,25,ITTOT,IT,TOT,9,9,11,2014,2018,1986.0,2018
A,26,ITTOT,IT,TOT,9,1,10,2008,2014,1463.0,2014
A,26,ITTOT,IT,TOT,9,1,10,2010,2014,1403.0,2014
A,26,ITTOT,IT,TOT,9,1,10,2012,2018,1517.0,2018
A,26,ITTOT,IT,TOT,9,1,10,2014,2018,1500.0,2018
A,26,ITTOT,IT,TOT,9,1,11,2008,2014,1571.0,2014
A,26,ITTOT,IT,TOT,9,1,11,2010,2014,1447.0,2014
A,26,ITTOT,IT,TOT,9,1,11,2012,2018,1539.0,2018
A,26,ITTOT,IT,TOT,9,1,11,2014,2018,1517.0,2018
A,26,ITTOT,IT,TOT,9,2,10,2008,2014,1394.0,2014
A,26,ITTOT,IT,TOT,9,2,10,2010,2014,1306.0,2014
A,26,ITTOT,IT,TOT,9,2,10,2012,2018,1463.0,2018
A,26,ITTOT,IT,TOT,9,2,10,2014,2018,1408.0,2018
A,26,ITTOT,IT,TOT,9,2,11,2008,2014,1408.0,2014
A,26,ITTOT,IT,TOT,9,2,11,2010,2014,1394.0,2014
A,26,ITTOT,IT,TOT,9,2,11,2012,2018,1517.0,2018
A,26,ITTOT,IT,TOT,9,2,11,2014,2018,1408.0,2018
A,26,ITTOT,IT,TOT,9,9,10,2008,2014,1408.0,2014
A,26,ITTOT,IT,TOT,9,9,10,2010,2014,1354.0,2014
A,26,ITTOT,IT,TOT,9,9,10,2012,2018,1500.0,2018
A,26,ITTOT,IT,TOT,9,9,10,2014,2018,1430.0,2018
A,26,ITTOT,IT,TOT,9,9,11,2008,2014,1459.0,2014
A,26,ITTOT,IT,TOT,9,9,11,2010,2014,1408.0,2014
A,26,ITTOT,IT,TOT,9,9,11,2012,2018,1517.0,2018
A,26,ITTOT,IT,TOT,9,9,11,2014,2018,1452.0,2018
A,27,ITTOT,IT,TOT,9,1,10,2008,2014,1452.0,2014
A,27,ITTOT,IT,TOT,9,1,10,2010,2014,1452.0,2014
A,27,ITTOT,IT,TOT,9,1,10,2012,2018,1569.0,2018
A,27,ITTOT,IT,TOT,9,1,10,2014,2018,1517.0,2018
A,27,ITTOT,IT,TOT,9,1,11,2008,2014,1500.0,2014
A,27,ITTOT,IT,TOT,9,1,11,2010,2014,1500.0,2014
A,27,ITTOT,IT,TOT,9,1,11,2012,2018,1615.0,2018
A,27,ITTOT,IT,TOT,9,1,11,2014,2018,1571.0,2018
A,27,ITTOT,IT,TOT,9,2,10,2008,2014,1442.0,2014
A,27,ITTOT,IT,TOT,9,2,10,2010,2014,1394.0,2014
A,27,ITTOT,IT,TOT,9,2,10,2012,2018,1463.0,2018
A,27,ITTOT,IT,TOT,9,2,10,2014,2018,1435.0,2018
A,27,ITTOT,IT,TOT,9,2,11,2008,2014,1517.0,2014
A,27,ITTOT,IT,TOT,9,2,11,2010,2014,1408.0,2014
A,27,ITTOT,IT,TOT,9,2,11,2012,2018,1517.0,2018
A,27,ITTOT,IT,TOT,9,2,11,2014,2018,1495.0,2018
A,27,ITTOT,IT,TOT,9,9,10,2008,2014,1450.0,2014
A,27,ITTOT,IT,TOT,9,9,10,2010,2014,1403.0,2014
A,27,ITTOT,IT,TOT,9,9,10,2012,2018,1506.0,2018
A,27,ITTOT,IT,TOT,9,9,10,2014,2018,1463.0,2018
A,27,ITTOT,IT,TOT,9,9,11,2008,2014,1508.0,2014
A,27,ITTOT,IT,TOT,9,9,11,2010,2014,1447.0,2014
A,27,ITTOT,IT,TOT,9,9,11,2012,2018,1530.0,2018
A,27,ITTOT,IT,TOT,9,9,11,2014,2018,1517.0,2018
A,28,ITTOT,IT,TOT,9,1,10,2008,2014,1992.0,2014
A,28,ITTOT,IT,TOT,9,1,10,2010,2014,1950.0,2014
A,28,ITTOT,IT,TOT,9,1,10,2012,2018,2046.0,2018
A,28,ITTOT,IT,TOT,9,1,10,2014,2018,1835.0,2018
A,28,ITTOT,IT,TOT,9,1,11,2008,2014,2077.0,2014
A,28,ITTOT,IT,TOT,9,1,11,2010,2014,2018.0,2014
A,28,ITTOT,IT,TOT,9,1,11,2012,2018,2100.0,2018
A,28,ITTOT,IT,TOT,9,1,11,2014,2018,2000.0,2018
A,28,ITTOT,IT,TOT,9,2,10,2008,2014,1733.0,2014
A,28,ITTOT,IT,TOT,9,2,10,2010,2014,1575.0,2014
A,28,ITTOT,IT,TOT,9,2,10,2012,2018,1700.0,2018
A,28,ITTOT,IT,TOT,9,2,10,2014,2018,1679.0,2018
A,28,ITTOT,IT,TOT,9,2,11,2008,2014,1813.0,2014
A,28,ITTOT,IT,TOT,9,2,11,2010,2014,1625.0,2014
A,28,ITTOT,IT,TOT,9,2,11,2012,2018,1788.0,2018
A,28,ITTOT,IT,TOT,9,2,11,2014,2018,1750.0,2018
A,28,ITTOT,IT,TOT,9,9,10,2008,2014,1848.0,2014
A,28,ITTOT,IT,TOT,9,9,10,2010,2014,1723.0,2014
A,28,ITTOT,IT,TOT,9,9,10,2012,2018,1855.0,2018
A,28,ITTOT,IT,TOT,9,9,10,2014,2018,1750.0,2018
A,28,ITTOT,IT,TOT,9,9,11,2008,2014,1937.0,2014
A,28,ITTOT,IT,TOT,9,9,11,2010,2014,1842.0,2014
A,28,ITTOT,IT,TOT,9,9,11,2012,2018,1950.0,2018
A,28,ITTOT,IT,TOT,9,9,11,2014,2018,1830.0,2018
A,29,ITTOT,IT,TOT,9,1,10,2008,2014,1992.0,2014
A,29,ITTOT,IT,TOT,9,1,10,2010,2014,1900.0,2014
A,29,ITTOT,IT,TOT,9,1,10,2012,2018,1950.0,2018
A,29,ITTOT,IT,TOT,9,1,10,2014,2018,1896.0,2018
A,29,ITTOT,IT,TOT,9,1,11,2008,2014,2026.0,2014
A,29,ITTOT,IT,TOT,9,1,11,2010,2014,1992.0,2014
A,29,ITTOT,IT,TOT,9,1,11,2012,2018,2058.0,2018
A,29,ITTOT,IT,TOT,9,1,11,2014,2018,1950.0,2018
A,29,ITTOT,IT,TOT,9,2,10,2008,2014,1784.0,2014
A,29,ITTOT,IT,TOT,9,2,10,2010,2014,1584.0,2014
A,29,ITTOT,IT,TOT,9,2,10,2012,2018,1848.0,2018
A,29,ITTOT,IT,TOT,9,2,10,2014,2018,1700.0,2018
A,29,ITTOT,IT,TOT,9,2,11,2008,2014,1842.0,2014
A,29,ITTOT,IT,TOT,9,2,11,2010,2014,1692.0,2014
A,29,ITTOT,IT,TOT,9,2,11,2012,2018,1950.0,2018
A,29,ITTOT,IT,TOT,9,2,11,2014,2018,1750.0,2018
A,29,ITTOT,IT,TOT,9,9,10,2008,2014,1867.0,2014
A,29,ITTOT,IT,TOT,9,9,10,2010,2014,1755.0,2014
A,29,ITTOT,IT,TOT,9,9,10,2012,2018,1938.0,2018
A,29,ITTOT,IT,TOT,9,9,10,2014,2018,1750.0,2018
A,29,ITTOT,IT,TOT,9,9,11,2008,2014,1950.0,2014
A,29,ITTOT,IT,TOT,9,9,11,2010,2014,1842.0,2014
A,29,ITTOT,IT,TOT,9,9,11,2012,2018,1996.0,2018
A,29,ITTOT,IT,TOT,9,9,11,2014,2018,1798.0,2018
A,30,ITTOT,IT,TOT,9,1,10,2008,2014,1733.0,2014
A,30,ITTOT,IT,TOT,9,1,10,2010,2014,1450.0,2014
A,30,ITTOT,IT,TOT,9,1,10,2012,2018,1733.0,2018
A,30,ITTOT,IT,TOT,9,1,10,2014,2018,1583.0,2018
A,30,ITTOT,IT,TOT,9,1,11,2008,2014,1842.0,2014
A,30,ITTOT,IT,TOT,9,1,11,2010,2014,1517.0,2014
A,30,ITTOT,IT,TOT,9,1,11,2012,2018,1803.0,2018
A,30,ITTOT,IT,TOT,9,1,11,2014,2018,1625.0,2018
A,30,ITTOT,IT,TOT,9,2,10,2008,2014,1450.0,2014
A,30,ITTOT,IT,TOT,9,2,10,2010,2014,1400.0,2014
A,30,ITTOT,IT,TOT,9,2,10,2012,2018,1517.0,2018
A,30,ITTOT,IT,TOT,9,2,10,2014,2018,1430.0,2018
A,30,ITTOT,IT,TOT,9,2,11,2008,2014,1625.0,2014
A,30,ITTOT,IT,TOT,9,2,11,2010,2014,1464.0,2014
A,30,ITTOT,IT,TOT,9,2,11,2012,2018,1517.0,2018
A,30,ITTOT,IT,TOT,9,2,11,2014,2018,1430.0,2018
A,30,ITTOT,IT,TOT,9,9,10,2008,2014,1517.0,2014
A,30,ITTOT,IT,TOT,9,9,10,2010,2014,1424.0,2014
A,30,ITTOT,IT,TOT,9,9,10,2012,2018,1583.0,2018
A,30,ITTOT,IT,TOT,9,9,10,2014,2018,1430.0,2018
A,30,ITTOT,IT,TOT,9,9,11,2008,2014,1733.0,2014
A,30,ITTOT,IT,TOT,9,9,11,2010,2014,1500.0,2014
A,30,ITTOT,IT,TOT,9,9,11,2012,2018,1625.0,2018
A,30,ITTOT,IT,TOT,9,9,11,2014,2018,1500.0,2018
A,99,IT,IT,TOT,9,1,10,2008,2014,1760.0,2014
A,99,IT,IT,TOT,9,1,10,2010,2014,1625.0,2014
A,99,IT,IT,TOT,9,1,10,2012,2018,1803.0,2018
A,99,IT,IT,TOT,9,1,10,2014,2018,1667.0,2018
A,99,IT,IT,TOT,9,1,11,2008,2014,1842.0,2014
A,99,IT,IT,TOT,9,1,11,2010,2014,1733.0,2014
A,99,IT,IT,TOT,9,1,11,2012,2018,1883.0,2018
A,99,IT,IT,TOT,9,1,11,2014,2018,1750.0,2018
A,99,IT,IT,TOT,9,2,10,2008,2014,1500.0,2014
A,99,IT,IT,TOT,9,2,10,2010,2014,1454.0,2014
A,99,IT,IT,TOT,9,2,10,2012,2018,1517.0,2018
A,99,IT,IT,TOT,9,2,10,2014,2018,1517.0,2018
A,99,IT,IT,TOT,9,2,11,2008,2014,1575.0,2014
A,99,IT,IT,TOT,9,2,11,2010,2014,1470.0,2014
A,99,IT,IT,TOT,9,2,11,2012,2018,1571.0,2018
A,99,IT,IT,TOT,9,2,11,2014,2018,1517.0,2018
A,99,IT,IT,TOT,9,9,10,2008,2014,1625.0,2014
A,99,IT,IT,TOT,9,9,10,2010,2014,1500.0,2014
A,99,IT,IT,TOT,9,9,10,2012,2018,1625.0,2018
A,99,IT,IT,TOT,9,9,10,2014,2018,1588.0,2018
A,99,IT,IT,TOT,9,9,11,2008,2014,1692.0,2014
A,99,IT,IT,TOT,9,9,11,2010,2014,1586.0,2014
A,99,IT,IT,TOT,9,9,11,2012,2018,1679.0,2018
A,99,IT,IT,TOT,9,9,11,2014,2018,1625.0,2018
A,99,ITS,IT,TOT,9,1,10,2008,2014,2579.0,2014
A,99,ITS,IT,TOT,9,1,10,2010,2014,2400.0,2014
A,99,ITS,IT,TOT,9,1,10,2012,2018,2708.0,2018
A,99,ITS,IT,TOT,9,1,10,2014,2018,2500.0,2018
A,99,ITS,IT,TOT,9,1,11,2008,2014,2600.0,2014
A,99,ITS,IT,TOT,9,1,11,2010,2014,2406.0,2014
A,99,ITS,IT,TOT,9,1,11,2012,2018,2786.0,2018
A,99,ITS,IT,TOT,9,1,11,2014,2018,2500.0,2018
A,99,ITS,IT,TOT,9,2,10,2008,2014,2300.0,2014
A,99,ITS,IT,TOT,9,2,10,2010,2014,2165.0,2014
A,99,ITS,IT,TOT,9,2,10,2012,2018,2500.0,2018
A,99,ITS,IT,TOT,9,2,10,2014,2018,2300.0,2018
A,99,ITS,IT,TOT,9,2,11,2008,2014,2300.0,2014
A,99,ITS,IT,TOT,9,2,11,2010,2014,2199.0,2014
A,99,ITS,IT,TOT,9,2,11,2012,2018,2577.0,2018
A,99,ITS,IT,TOT,9,2,11,2014,2018,2333.0,2018
A,99,ITS,IT,TOT,9,9,10,2008,2014,2500.0,2014
