DATAFLOW,FREQ,TERRITORIO,IND_TYPE,MEASURE,ORDINESCOL,GEST_SCUOLA,TIME_PERIOD,OBS_VALUE,COMMENT,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BREAK,NOTA_IT,NOTA_EN,STAT_POP,COLLECTION,TIME_FORMAT,TITLE,METADATA_EN,METADATA_IT
IT1:158_151(1.0),A,IT,ENR_F,9,3,1B,2010,16950,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,1B,2011,17097,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,1B,2012,17400,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,1B,2013,17151,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,1B,2014,9112,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,2,2010,34381,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,2,2011,34652,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,2,2012,34542,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,2,2013,33207,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,2,2014,30933,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,9,2010,851266,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,9,2011,855826,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,9,2012,857727,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,9,2013,853364,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,ENR_F,9,3,9,2014,836480,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2010,77378,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2011,74971,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2012,68639,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2013,62516,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2014,59136,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2010,76072,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2011,73827,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2012,67594,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2013,61548,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2014,58601,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2010,1306,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2011,1144,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2012,1045,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2013,968,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2014,535,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2010,1347,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2011,1382,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2012,1046,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2013,771,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2014,680,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2010,78725,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2011,76353,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2012,69685,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2013,63287,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2014,59816,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2010,25506,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2011,25222,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2012,22734,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2013,20379,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2014,20485,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2010,25138,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2011,24877,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2012,22385,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2013,20123,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2014,20334,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2010,368,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2011,345,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2012,349,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2013,256,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2014,151,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2010,361,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2011,379,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2012,272,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2013,189,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2014,198,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2010,25867,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2011,25601,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2012,23006,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2013,20568,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2014,20683,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2010,148841,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2011,156036,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2012,164343,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2013,168978,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1,2014,166523,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2010,145292,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2011,152331,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2012,160600,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2013,165141,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1A,2014,164320,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2010,3549,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2011,3705,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2012,3743,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2013,3837,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,1B,2014,2203,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2010,1438,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2011,1523,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2012,1700,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2013,1814,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,2,2014,1691,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2010,150279,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2011,157559,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2012,166043,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2013,170792,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP,9,3,9,2014,168214,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2010,67803,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2011,71356,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2012,75283,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2013,78496,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1,2014,77546,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2010,66155,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2011,69623,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2012,73559,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2013,76767,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1A,2014,76536,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2010,1648,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2011,1733,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2012,1724,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2013,1729,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,1B,2014,1010,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2010,680,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2011,714,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2012,795,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2013,840,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,2,2014,763,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2010,68483,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2011,72070,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2012,76078,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2013,79336,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,REP_F,9,3,9,2014,78309,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,TCHR,9,3,1A,2010,180826,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,TCHR,9,3,1A,2011,178347,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,TCHR,9,3,1A,2012,177528,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,TCHR,9,3,1A,2013,177997,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT,TCHR,9,3,1A,2014,180909,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1,2010,67,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1,2011,67,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1,2012,67,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1,2013,69,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1,2014,75,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1A,2010,67,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1A,2011,67,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1A,2012,67,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
IT1:158_151(1.0),A,IT108,SCH,9,3,1A,2013,69,,,,,,,,1708,,,"Scuola secondaria di primo grado ",,
