freq,areadidattica,att_eco,condizione_dich3_occ,att_ricerca_lav,itter107,tipo_occ,isco3d,settore_impiego,sesso,anno_conseguimento_titolo,requisito_si_no,terr_resid_sposo,tipo_dato,time_period,obs_value,year
A,17,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,2.3,2018
A,17,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,318.0,2014
A,17,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,17,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,343.0,2014
A,17,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,17,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,352.0,2018
A,17,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,17,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,352.0,2018
A,17,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,18,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,510.0,2014
A,18,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,93.1,2014
A,18,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,440.0,2014
A,18,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,93.4,2014
A,18,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,426.0,2018
A,18,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,92.0,2018
A,18,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,448.0,2018
A,18,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,96.6,2018
A,18,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,74.0,2014
A,18,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,13.5,2014
A,18,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,73.0,2014
A,18,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,15.5,2014
A,18,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,32.0,2018
A,18,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,6.9,2018
A,18,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,123.0,2018
A,18,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,26.5,2018
A,18,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,436.0,2014
A,18,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,79.6,2014
A,18,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,367.0,2014
A,18,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,77.9,2014
A,18,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,394.0,2018
A,18,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,85.1,2018
A,18,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,324.0,2018
A,18,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,69.8,2018
A,18,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,38.0,2014
A,18,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,6.9,2014
A,18,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,31.0,2014
A,18,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,6.6,2014
A,18,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,37.0,2018
A,18,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,8.0,2018
A,18,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,16.0,2018
A,18,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,3.4,2018
A,18,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,548.0,2014
A,18,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,18,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,471.0,2014
A,18,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,18,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,463.0,2018
A,18,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,18,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,464.0,2018
A,18,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,19,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,576.0,2014
A,19,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,94.0,2014
A,19,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,564.0,2014
A,19,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,92.1,2014
A,19,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,529.0,2018
A,19,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,94.6,2018
A,19,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,513.0,2018
A,19,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,94.3,2018
A,19,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,113.0,2014
A,19,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,18.5,2014
A,19,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,82.0,2014
A,19,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,13.4,2014
A,19,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,64.0,2018
A,19,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,11.4,2018
A,19,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,125.0,2018
A,19,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,23.0,2018
A,19,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,463.0,2014
A,19,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,75.5,2014
A,19,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,482.0,2014
A,19,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,78.7,2014
A,19,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,465.0,2018
A,19,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,83.2,2018
A,19,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,389.0,2018
A,19,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,71.5,2018
A,19,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,37.0,2014
A,19,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,6.0,2014
A,19,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,49.0,2014
A,19,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,7.9,2014
A,19,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,30.0,2018
A,19,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,5.4,2018
A,19,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,31.0,2018
A,19,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,5.7,2018
A,19,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,613.0,2014
A,19,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,19,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,613.0,2014
A,19,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,19,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,559.0,2018
A,19,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,19,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,544.0,2018
A,19,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,20,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,223.0,2014
A,20,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,92.1,2014
A,20,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,241.0,2014
A,20,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,92.9,2014
A,20,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,229.0,2018
A,20,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,91.2,2018
A,20,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,220.0,2018
A,20,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,92.4,2018
A,20,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,64.0,2014
A,20,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,26.6,2014
A,20,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,57.0,2014
A,20,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,22.0,2014
A,20,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,51.0,2018
A,20,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,20.3,2018
A,20,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,87.0,2018
A,20,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,36.6,2018
A,20,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,159.0,2014
A,20,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,65.5,2014
A,20,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,184.0,2014
A,20,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,70.9,2014
A,20,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,177.0,2018
A,20,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,70.5,2018
A,20,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,133.0,2018
A,20,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,55.9,2018
A,20,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,19.0,2014
A,20,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,7.9,2014
A,20,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,18.0,2014
A,20,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,7.1,2014
A,20,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,22.0,2018
A,20,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,8.8,2018
A,20,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,18.0,2018
A,20,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,7.6,2018
A,20,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,242.0,2014
A,20,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,20,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,259.0,2014
A,20,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,20,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,251.0,2018
A,20,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,20,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,238.0,2018
A,20,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,21,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,974.0,2014
A,21,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,92.3,2014
A,21,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1006.0,2014
A,21,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,90.1,2014
A,21,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1010.0,2018
A,21,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,91.2,2018
A,21,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,1000.0,2018
A,21,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,92.0,2018
A,21,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,219.0,2014
A,21,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,20.8,2014
A,21,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,244.0,2014
A,21,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,21.9,2014
A,21,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,124.0,2018
A,21,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,11.2,2018
A,21,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,285.0,2018
A,21,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,26.2,2018
A,21,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,755.0,2014
A,21,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,71.5,2014
A,21,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,761.0,2014
A,21,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,68.2,2014
A,21,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,886.0,2018
A,21,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,80.0,2018
A,21,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,716.0,2018
A,21,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,65.9,2018
A,21,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,81.0,2014
A,21,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,7.7,2014
A,21,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,110.0,2014
A,21,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,9.9,2014
A,21,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,98.0,2018
A,21,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,8.8,2018
A,21,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,87.0,2018
A,21,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,8.0,2018
A,21,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,1055.0,2014
A,21,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,21,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1116.0,2014
A,21,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,21,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1108.0,2018
A,21,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,21,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,1087.0,2018
A,21,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,22,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,1667.0,2014
A,22,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,94.2,2014
A,22,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1696.0,2014
A,22,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,94.1,2014
A,22,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1769.0,2018
A,22,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,95.7,2018
A,22,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,1600.0,2018
A,22,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,96.4,2018
A,22,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,621.0,2014
A,22,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,35.1,2014
A,22,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,679.0,2014
A,22,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,37.7,2014
A,22,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,558.0,2018
A,22,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,30.2,2018
A,22,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,627.0,2018
A,22,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,37.8,2018
A,22,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,1045.0,2014
A,22,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,59.1,2014
A,22,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1017.0,2014
A,22,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,56.4,2014
A,22,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1210.0,2018
A,22,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,65.4,2018
A,22,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,973.0,2018
A,22,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,58.6,2018
A,22,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,102.0,2014
A,22,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,5.8,2014
A,22,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,107.0,2014
A,22,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,5.9,2014
A,22,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,80.0,2018
A,22,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,4.3,2018
A,22,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,59.0,2018
A,22,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,3.6,2018
A,22,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,1769.0,2014
A,22,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,22,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1803.0,2014
A,22,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,22,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1849.0,2018
A,22,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,22,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,1659.0,2018
A,22,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,23,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,633.0,2014
A,23,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,90.7,2014
A,23,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,670.0,2014
A,23,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,90.3,2014
A,23,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,645.0,2018
A,23,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,93.1,2018
A,23,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,560.0,2018
A,23,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,93.5,2018
A,23,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,175.0,2014
A,23,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,25.0,2014
A,23,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,199.0,2014
A,23,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,26.9,2014
A,23,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,131.0,2018
A,23,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,18.9,2018
A,23,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,216.0,2018
A,23,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,36.1,2018
A,23,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,458.0,2014
A,23,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,65.7,2014
A,23,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,471.0,2014
A,23,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,63.4,2014
A,23,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,514.0,2018
A,23,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,74.2,2018
A,23,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,344.0,2018
A,23,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,57.4,2018
A,23,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,65.0,2014
A,23,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,9.3,2014
A,23,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,72.0,2014
A,23,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,9.7,2014
A,23,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,48.0,2018
A,23,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,6.9,2018
A,23,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,39.0,2018
A,23,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,6.5,2018
A,23,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,698.0,2014
A,23,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,23,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,742.0,2014
A,23,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,23,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,693.0,2018
A,23,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,23,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,599.0,2018
A,23,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,24,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,749.0,2014
A,24,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,94.7,2014
A,24,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,734.0,2014
