freq,classe_eta_pperc,voci_spesa,cond_prof_prev_pperc,itter107,sesso_pperc,tipologia_fam,tipo_dato,titolo_studio_pers_rif,misura1,num_comp_fam,fam_anz,fam_min,time_period,obs_value,year
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,14.9,2013
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,14.6,2014
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,12.1,2015
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,9.1,2016
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,6.5,2017
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,4.6,2018
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,6.0,2019
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,2.4,2020
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.4,2021
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,1.4,2022
A,1,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.4,2023
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,16.8,2010
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,14.9,2011
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,15.4,2012
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,16.3,2013
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,17.9,2014
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,17.1,2015
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,12.3,2016
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,7.2,2017
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.3,2018
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,7.8,2019
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,6.0,2020
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,6.4,2021
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.8,2022
A,1,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,4.7,2023
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,5.9,2010
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,9.3,2011
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,9.0,2012
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,10.2,2013
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,9.8,2014
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,9.0,2015
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,6.3,2016
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,2.9,2017
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,2.1,2018
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,2.9,2019
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,4.0,2020
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,3.9,2021
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.1,2022
A,2,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,3.0,2023
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,9.6,2010
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,9.1,2011
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,10.9,2012
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,12.0,2013
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,11.1,2014
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,9.7,2015
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,6.9,2016
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.5,2017
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,4.4,2018
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,4.8,2019
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,3.6,2020
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.4,2021
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.1,2022
A,2,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,5.6,2023
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,17.7,2010
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,15.3,2011
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,17.3,2012
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,19.9,2013
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,18.8,2014
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,17.7,2015
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,10.9,2016
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,7.0,2017
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,7.2,2018
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,6.1,2019
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,7.1,2020
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,7.9,2021
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.3,2022
A,2,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,5.2,2023
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,6.2,2010
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,5.6,2011
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,8.0,2012
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,7.0,2013
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,7.2,2014
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,6.5,2015
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,4.7,2016
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,2.9,2017
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,2.1,2018
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,1.7,2019
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,2.2,2020
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,2.3,2021
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,1.6,2022
A,2,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.7,2023
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,10.0,2010
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,8.7,2011
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,12.8,2012
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,12.8,2013
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,12.1,2014
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,9.7,2015
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,6.8,2016
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,4.5,2017
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,4.4,2018
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,3.6,2019
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,3.0,2020
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,2.5,2021
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,2.4,2022
A,2,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,3.7,2023
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,13.8,2010
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,11.1,2011
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,15.4,2012
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,15.3,2013
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,15.2,2014
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,15.3,2015
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,9.8,2016
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.4,2017
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.9,2018
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,5.2,2019
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,4.5,2020
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.9,2021
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.1,2022
A,2,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,6.9,2023
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,5.5,2010
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,8.9,2011
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,8.4,2012
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,8.3,2013
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,8.8,2014
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,8.1,2015
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,6.9,2016
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,3.4,2017
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,3.3,2018
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,3.4,2019
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,5.4,2020
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.5,2021
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.1,2022
A,3,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.7,2023
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,9.7,2010
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,9.9,2011
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,10.3,2012
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,12.2,2013
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,12.6,2014
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,11.4,2015
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,8.8,2016
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.5,2017
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.6,2018
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,4.7,2019
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,6.1,2020
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,5.3,2021
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.5,2022
A,3,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,4.2,2023
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,17.1,2010
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,16.2,2011
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,16.5,2012
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,19.1,2013
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,19.4,2014
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,17.0,2015
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,12.1,2016
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,7.3,2017
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,7.8,2018
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,7.0,2019
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,8.5,2020
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,9.0,2021
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,6.8,2022
A,3,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,5.9,2023
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,6.8,2010
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,6.3,2011
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,6.8,2012
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,7.3,2013
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,8.0,2014
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,7.3,2015
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,5.8,2016
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,3.4,2017
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,2.9,2018
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,2.1,2019
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,2.9,2020
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,3.4,2021
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,2.2,2022
A,3,4,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.9,2023
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,9.9,2010
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,9.6,2011
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,10.4,2012
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,11.7,2013
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,11.6,2014
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,11.2,2015
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,8.1,2016
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.1,2017
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,4.6,2018
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,3.9,2019
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,3.8,2020
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,3.6,2021
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,2.7,2022
A,3,5,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,3.6,2023
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,12.3,2010
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,12.7,2011
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,13.2,2012
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,13.9,2013
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,15.3,2014
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,14.6,2015
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,10.0,2016
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.9,2017
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,6.6,2018
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,6.8,2019
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,6.2,2020
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,5.5,2021
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,5.1,2022
A,3,6,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,4.4,2023
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,4.6,2010
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,7.6,2011
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,6.3,2012
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,8.3,2013
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,8.4,2014
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,8.6,2015
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,6.5,2016
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,3.7,2017
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,3.7,2018
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,4.0,2019
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,5.1,2020
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,5.0,2021
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.2,2022
A,4,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,3.4,2023
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,10.6,2010
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,9.5,2011
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,9.9,2012
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,12.3,2013
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,12.0,2014
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,12.5,2015
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,9.0,2016
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.9,2017
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,6.5,2018
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,6.2,2019
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,4.6,2020
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,5.0,2021
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.5,2022
A,4,2,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,5.1,2023
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,15.3,2010
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,13.1,2011
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,13.0,2012
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,16.3,2013
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,16.9,2014
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,15.7,2015
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,10.5,2016
A,4,3,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,6.9,2017
